"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","ricegl01",1997,"Glen Rice","29","CHH","SF",14.2,502.316,238.6001,101.371,47.745741,208.794,95.836446,258.723,131.94873,0
"2","sprewla01",1997,"Latrell Sprewell","26","GSW","SG",13.7,440.42,282.30922,183.388,79.77378,196.384,74.822304,207.936,65.083968,0
"3","howarju01",1997,"Juwan Howard","23","WSB","SF",9.9,409.656,242.926008,265.226,112.190598,488.436,202.70094,147.056,79.998464,0
"4","stoudda01",1997,"Damon Stoudamire","23","TOR","PG",15.3,353.157,168.102732,156.177,60.128145,204.015,76.097595,198.387,84.116088,0
"5","paytoga01",1997,"Gary Payton","28","SEA","PG",11.8,675.792,414.936288,191.178,73.985886,120.042,51.01785,115.596,47.278764,0
"6","gillke01",1997,"Kendall Gill","28","NJN","SF",13.3,508.55,287.8393,101.71,29.90274,244.104,77.136864,377.78,174.91214,0
"7","millsch01",1997,"Chris Mills","27","CLE","SF",14.5,225.288,125.260128,99.234,44.059896,132.312,52.130928,218.136,98.1612,0
"8","stackje01",1997,"Jerry Stackhouse","22","PHI","SG",13.3,566.364,291.111096,95.484,39.816828,153.036,44.074368,151.728,55.835904,0
"9","bakervi01",1997,"Vin Baker","25","MIL","PF",9,590.472,359.006976,276.471,127.17666,215.172,72.08262,116.343,59.218587,0
"10","hillgr01",1997,"Grant Hill","24","DET","SF",11,448.204,276.990072,167.447,59.778579,318.527,132.825759,290.829,144.832842,0
"11","masonan01",1997,"Anthony Mason","30","CHH","PF",8.5,528.825,269.171925,108.075,49.06605,127.875,70.970625,56.925,42.92145,0
"12","laettch01",1997,"Christian Laettner","27","ATL","PF",11.2,433.152,236.934144,169.2,83.0772,219.96,80.94528,217.704,115.818528,0
"13","hardati01",1997,"Tim Hardaway","30","MIA","PG",16.1,275.416,150.652552,206.216,81.042888,127.328,44.055488,185.456,96.251664,0
"14","guglito01",1997,"Tom Gugliotta","27","MIN","PF",12.4,416.429,210.713074,191.477,76.782277,224.952,83.907096,412.412,196.308112,0
"15","chrisdo01",1997,"Doug Christie","26","TOR","SG",15,297.986,168.958062,80.665,23.87684,110.084,29.062176,76.869,26.981019,0
"16","richmmi01",1997,"Mitch Richmond","31","SAC","SG",15.7,353.472,192.288768,99.414,36.78318,222.498,90.11169,426.06,193.8573,0
"17","robingl01",1997,"Glenn Robinson","24","MIL","SF",12.9,316.36,161.65996,195.568,77.836064,487.482,223.266756,257.402,142.600708,0
"18","jordami01",1997,"Michael Jordan","33","CHI","SG",14.4,340.56,178.45344,145.684,69.345584,575.168,282.982656,535.436,278.962156,0
"19","pippesc01",1997,"Scottie Pippen","31","CHI","SF",14.5,390.676,232.842896,110.646,50.786514,206.266,93.025966,233.586,114.690726,0
"20","smithjo02",1997,"Joe Smith","21","GSW","PF",10.7,376.263,206.192124,297.39,126.68814,312.906,128.917272,258.6,112.7496,0
"21","anderke01",1997,"Kenny Anderson","26","POR","PG",13.8,424.101,220.956621,98.919,29.972457,120.522,43.870008,127.344,58.196208,0
"22","robincl02",1997,"Clifford Robinson","30","POR","SF",14,222.159,128.185743,212.772,82.98108,160.622,63.927556,96.999,48.014505,0
"23","blaylmo01",1997,"Mookie Blaylock","29","ATL","PG",17.8,246.867,146.885865,46.36,18.12676,69.54,22.18326,193.553,93.292546,0
"24","jacksma01",1997,"Mark Jackson","31","2TM","PG",13,245.798,124.865384,135.8,56.9002,71.974,29.005522,46.851,11.947005,0
"25","iversal01",1997,"Allen Iverson","21","PHI","PG",14.3,628.672,297.990528,102.272,49.60192,159.424,50.856256,156.416,70.700032,0
"26","hunteli01",1997,"Lindsey Hunter","26","DET","PG",17.1,207.358,110.107098,48.974,21.009846,136.502,48.867716,181.308,75.061512,0
"27","kittlke01",1997,"Kerry Kittles","22","NJN","SG",15.6,306.762,179.762532,92.742,31.903248,129.601,42.897931,240.178,94.149776,0
"28","malonka01",1997,"Karl Malone","33","UTA","PF",10.6,631.542,432.60627,139.819,61.939817,373.898,148.063608,411.602,220.618672,0
"29","jonesed02",1997,"Eddie Jones","25","LAL","SG",14.5,405.375,219.307875,77.832,32.922936,100.533,26.842311,108.1,42.0509,0
"30","stricro02",1997,"Rod Strickland","30","WSB","PG",10.4,533.715,288.739815,146.965,60.990475,215.475,90.714975,131.495,61.27667,0
"31","garneke01",1997,"Kevin Garnett","20","MIN","SF",10.8,305.8,191.7366,233.2,103.0744,297,133.947,243.1,114.0139,0
"32","wesleda01",1997,"David Wesley","26","BOS","PG",14.8,407.132,190.130644,26.298,9.099108,69.154,35.061078,186.034,119.06176,0
"33","mutomdi01",1997,"Dikembe Mutombo","30","ATL","C",6.7,366.989,233.038015,258.839,120.877813,82.194,22.027992,13.699,3.917914,0
"34","walkean02",1997,"Antoine Walker","20","BOS","PF",10.5,840.834,360.717786,163.834,84.866012,105.612,40.871844,85.302,38.129994,0
"35","millere01",1997,"Reggie Miller","31","IND","SG",17.8,184.112,101.077488,54.736,20.909152,166.696,57.843512,302.292,143.286408,0
"36","weathcl01",1997,"Clarence Weatherspoon","26","PHI","SF",10.1,339.809,186.89495,128.949,62.024469,176.798,62.940088,158.956,85.04146,0
"37","ellisda01",1997,"Dale Ellis","36","DEN","SF",18.3,166.895,92.960515,39.134,23.08906,57.55,20.8331,359.112,147.954144,0
"38","vanexni01",1997,"Nick Van Exel","25","LAL","PG",16.5,270.9,122.9886,91.375,38.19475,109.65,39.9126,135.45,54.18,0
"39","dumarjo01",1997,"Joe Dumars","33","DET","SG",17.4,79.625,27.86875,84,35.028,203,90.944,124.25,65.107,0
"40","stockjo01",1997,"John Stockton","34","UTA","PG",13.2,270.204,184.008924,62.238,27.07353,93.357,44.157861,154.077,85.050504,0
"41","polynol01",1997,"Olden Polynice","32","SAC","C",8.8,315.242,177.166004,371.328,169.325568,203.07,74.12055,71.558,21.896748,0
"42","ewingpa01",1997,"Patrick Ewing","34","NYK","C",9.3,457.622,251.6921,366.366,193.807614,363.682,148.745938,143.594,57.868382,0
"43","oaklech01",1997,"Charles Oakley","33","NYK","PF",12.4,253.31,138.05395,52.744,30.85524,99.242,34.040006,269.966,130.93351,0
"44","brandte01",1997,"Terrell Brandon","26","CLE","PG",15.6,207.454,115.344424,85.345,31.150925,273.104,102.960208,476.619,224.964168,0
"45","olajuha01",1997,"Hakeem Olajuwon","34","HOU","C",9.5,403.558,239.713452,430.652,222.647084,413.54,189.81486,161.138,69.128202,0
"46","divacvl01",1997,"Vlade Divac","28","CHH","C",9.6,526.834,277.114684,98.252,50.10852,65.219,24.065811,110.11,56.04599,0
"47","vaughlo01",1997,"Loy Vaught","28","LAC","PF",12.1,263.412,150.14484,135.5,66.8015,331.704,145.94976,341.46,177.21774,0
"48","jacksji01",1997,"Jim Jackson","26","2TM","SG",12.9,372.498,201.893916,131.712,46.889472,151.263,48.101634,125.538,60.760392,0
