"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","iversal01",2003,"Allen Iverson","27","PHI","SG",13,543.2,291.6984,149.38,56.7644,292.94,99.89254,649.9,271.0083,0
"2","bryanko01",2003,"Kobe Bryant","24","LAL","SG",13.9,413.66,265.56972,203.944,86.880144,363.636,131.272596,619.528,260.821288,0
"3","mariosh01",2003,"Shawn Marion","24","PHO","SF",13.5,303.462,197.553762,203.774,80.898278,300.53,121.71465,293.2,120.212,0
"4","roseja01",2003,"Jalen Rose","30","CHI","SF",15.3,215.288,110.658032,175.713,70.2852,324.515,130.130515,509.726,198.283414,0
"5","garneke01",2003,"Kevin Garnett","26","MIN","PF",11.3,321.377,227.213539,300.643,119.956557,370.25,183.27375,417.642,192.950604,0
"6","mashbja01",2003,"Jamal Mashburn","30","NOH","SF",14.2,231.556,129.208248,198.25,88.023,445.666,195.201708,406.016,138.857472,0
"7","francst01",2003,"Steve Francis","25","HOU","PG",12.2,488.064,280.148736,78.72,21.88416,102.336,30.086784,402.784,153.863488,0
"8","marbust01",2003,"Stephon Marbury","25","PHO","PG",11.6,541.62,297.891,189.72,84.80484,165.24,57.0078,336.6,141.7086,0
"9","walkean02",2003,"Antoine Walker","26","BOS","PF",13.1,405.594,232.405362,365.19,120.14751,146.076,43.09242,55.944,19.972008,0
"10","jamisan01",2003,"Antawn Jamison","26","GSW","SF",12,254.483,186.281556,441.3,212.7066,207.411,83.794044,357.453,142.623747,0
"11","paytoga01",2003,"Gary Payton","34","2TM","PG",10.3,480.848,309.666112,228.696,76.841856,243.356,95.152196,331.316,129.21324,0
"12","duncati01",2003,"Tim Duncan","26","SAS","PF",7.8,410.64,278.41392,513.648,244.496448,313.2,133.11,133.632,52.918272,0
"13","davisri01",2003,"Ricky Davis","23","CLE","SG",13.7,320.46,205.73532,117.6,37.8672,308.7,105.2667,518.91,179.02395,0
"14","nowitdi01",2003,"Dirk Nowitzki","24","DAL","PF",15.3,242.707,169.8949,113.164,41.078532,297.8,152.7714,445.211,178.0844,0
"15","houstal01",2003,"Allan Houston","31","NYK","SG",17.4,96.69,36.83889,123.06,60.05328,312.045,152.90205,483.45,224.3208,0
"16","snower01",2003,"Eric Snow","29","PHI","PG",10,274.856,152.819936,67.116,23.020788,247.69,100.80983,177.378,77.15943,0
"17","piercpa01",2003,"Paul Pierce","25","BOS","SG",13.6,456.904,291.047848,117.808,28.980768,227.656,88.330528,399.592,137.060056,0
"18","abdursh01",2003,"Shareef Abdur-Rahim","26","ATL","PF",9,375.011,237.006952,321.776,138.041904,164.437,69.721288,261.443,100.132669,0
"19","terryja01",2003,"Jason Terry","25","ATL","PG",16.6,185.983,93.921415,78.729,35.900424,136.92,62.9832,308.07,134.93466,0
"20","lewisra02",2003,"Rashard Lewis","23","SEA","SF",12.2,237.843,155.787165,281.505,132.87036,181.542,77.15535,230.949,78.060762,0
"21","moblecu01",2003,"Cuttino Mobley","27","HOU","SG",14.3,284.889,174.921846,90.695,28.931705,107.767,44.938839,264.616,101.87716,0
"22","jordami01",2003,"Michael Jordan","39","WAS","SF",13.8,210.726,129.385764,134.376,48.778488,462.681,203.116959,664.245,281.63988,0
"23","kiddja01",2003,"Jason Kidd","29","NJN","PG",14.9,297.316,171.254016,63.444,27.217476,164.208,60.100128,349.564,130.736936,0
"24","mcgratr01",2003,"Tracy McGrady","23","ORL","SG",14.4,469.567,275.166262,123.284,49.067032,175.861,74.389203,598.29,257.86299,0
"25","petermo01",2003,"Morris Peterson","25","TOR","SF",14.9,259.666,154.760936,97.643,33.882121,111.592,29.906656,258.593,85.852876,0
"26","gasolpa01",2003,"Pau Gasol","22","MEM","PF",6.5,427.428,289.368756,381.672,166.02732,167.4,64.1142,129.456,48.804912,0
"27","malonka01",2003,"Karl Malone","39","UTA","PF",11.6,320.961,213.118104,150.813,61.984143,252.644,92.21506,550.403,224.564424,0
"28","millean02",2003,"Andre Miller","26","LAC","PG",11.2,241.28,134.15168,193.024,72.963072,232,87.928,154.048,59.000384,0
"29","allenra02",2003,"Ray Allen","27","2TM","SG",15.7,224.895,137.860635,173.101,64.04737,252.155,124.06026,179.916,70.886904,0
"30","jefferi01",2003,"Richard Jefferson","22","NJN","SF",8.9,397.196,260.957772,115.697,44.890436,88.367,30.133147,286.054,114.135546,0
"31","wallabe01",2003,"Ben Wallace","28","DET","C",5,270.94,163.9187,55.062,17.014158,51.129,13.037895,54.188,15.064264,0
"32","arenagi01",2003,"Gilbert Arenas","21","GSW","PG",13.2,357.54,223.4625,112.1,21.0748,112.1,46.0731,285.56,109.9406,0
"33","onealje01",2003,"Jermaine O'Neal","24","IND","PF",7.9,337.68,235.70064,501.48,225.16452,267.12,91.08792,133.56,51.15348,0
"34","sprewla01",2003,"Latrell Sprewell","32","NYK","SF",15.5,161.161,90.088999,139.748,51.846508,208.495,85.691445,256.956,91.990248,0
"35","butleca01",2003,"Caron Butler","22","MIA","SF",10.5,365.328,200.199744,151.704,54.916848,158.928,47.996256,248.712,91.774728,0
"36","fishede01",2003,"Derek Fisher","28","LAL","PG",17.2,99.2,50.096,34.1,16.0611,86.8,36.89,343.325,151.063,0
"37","robincl02",2003,"Clifford Robinson","36","DET","PF",14.4,145.86,77.88924,191.675,90.85395,150.535,46.816385,187,69.003,0
"38","parketo01",2003,"Tony Parker","20","SAS","PG",12,307.685,198.76451,203.385,103.116195,77.182,27.090882,211.729,72.834776,0
"39","masonde01",2003,"Desmond Mason","25","2TM","SF",12.5,252.216,158.139432,113.904,38.955168,123.057,46.023318,455.616,192.725568,0
"40","stackje01",2003,"Jerry Stackhouse","28","WAS","SG",13.9,236.597,150.712289,144.12,50.00964,245.004,90.896484,330.275,128.1467,0
"41","howarju01",2003,"Juwan Howard","29","DEN","PF",10.6,259.766,156.898664,273.637,100.972053,349.297,147.054037,374.517,160.293276,0
"42","nashst01",2003,"Steve Nash","28","DAL","PG",12.8,288.526,180.32875,171.556,66.220616,169.328,69.085824,217.23,92.10552,0
"43","chrisdo01",2003,"Doug Christie","32","SAC","SG",14.7,169.885,115.86157,21.723,8.884707,26.179,8.063132,153.732,60.877872,0
"44","wesleda01",2003,"David Wesley","32","NOH","SG",17.2,153.476,85.332656,42.517,16.794215,85.034,32.993192,439.688,179.832392,0
"45","cassesa01",2003,"Sam Cassell","33","MIL","PG",14.1,152.222,92.09431,132.468,65.704128,409.024,195.922496,304.444,132.737584,0
"46","richaja01",2003,"Jason Richardson","22","GSW","SG",13.6,271.674,178.761492,179.955,50.02749,143.964,52.978752,231.039,70.928973,0
"47","wallara01",2003,"Rasheed Wallace","28","POR","PF",13.4,211.142,143.998844,235.21,108.1966,166.288,86.137184,175.04,67.04032,0
"48","finlemi01",2003,"Michael Finley","29","DAL","SF",14.9,225.477,134.384292,133.616,48.903456,174.178,74.02565,337.619,130.996172,0
"49","grantbr01",2003,"Brian Grant","30","MIA","C",9.2,244.712,160.775784,93.964,38.99506,121.68,47.82024,214.968,96.090696,0
"50","hamilri01",2003,"Richard Hamilton","24","DET","SG",12.3,326.644,191.740028,109.31,39.13298,299.638,130.941806,430.81,175.77048,0
"51","willial02",2003,"Alvin Williams","28","TOR","PG",15.1,131.225,71.12395,114.935,44.939585,133.035,61.99431,380.1,169.9047,0
"52","martike01",2003,"Kenyon Martin","25","NJN","PF",7.6,442.538,293.845232,279.156,107.195904,137.414,46.171104,179.612,52.805928,0
"53","webbech01",2003,"Chris Webber","29","SAC","PF",11.1,339.621,219.734787,323.858,124.037614,184.857,73.018515,563.169,239.346825,0
"54","brownpj01",2003,"P.J. Brown","33","NOH","PF",8.4,209.148,124.024764,105.776,45.906784,170.083,88.102994,112.988,61.01352,0
"55","hudsotr01",2003,"Troy Hudson","26","MIN","PG",16.2,179.728,95.795024,48.756,13.944216,85.084,37.01154,375.708,164.935812,0
"56","robingl01",2003,"Glenn Robinson","30","ATL","SF",14.7,131.04,72.072,179.712,71.8848,390.624,177.343296,284.544,128.329344,0
"57","garripa01",2003,"Pat Garrity","26","ORL","PF",20.6,49.104,27.056304,20.088,8.0352,32.736,14.89488,235.104,101.09472,0
"58","thomaku01",2003,"Kurt Thomas","30","NYK","C",9.6,234.384,134.302032,271.392,136.238784,316.624,137.73144,202.516,86.879364,0
"59","stoudam01",2003,"Amar'e Stoudemire","20","PHO","PF",4.1,463.14,268.15806,265.6,99.8656,73.87,19.9449,16.6,1.9588,0
"60","bowenbr01",2003,"Bruce Bowen","31","SAS","SF",16,91.01,57.97337,49.816,17.93376,34.009,14.011708,75.203,32.111681,0
"61","harprma01",2003,"Matt Harpring","26","UTA","SF",11,385.56,271.8198,84.66,21.92694,113.22,47.09952,276.42,114.16146,0
"62","anderde01",2003,"Derek Anderson","28","POR","PG",16.7,159.744,104.792064,44.928,21.969792,75.712,28.921984,219.648,82.807296,0
"63","onealsh01",2003,"Shaquille O'Neal","30","LAL","C",3.6,650.307,484.478715,475.923,191.796969,82.348,19.104736,2.422,0,0
"64","ratlith01",2003,"Theo Ratliff","29","ATL","C",8,180.88,111.96472,167.195,62.029345,171.955,78.927345,74.97,23.01579,0
"65","poseyja01",2003,"James Posey","26","2TM","SF",12.9,254.928,153.976512,76.704,24.9288,60.16,13.05472,130.848,46.974432,0
"66","murphtr01",2003,"Troy Murphy","22","GSW","PF",11.1,212.716,122.737132,103.362,30.078342,110.103,52.078719,309.337,130.230877,0
"67","barrybr01",2003,"Brent Barry","31","SEA","SG",16.3,151.174,103.100668,43.852,13.944936,12.117,2.023539,76.741,26.936091,0
"68","harrial01",2003,"Al Harrington","22","IND","SF",10.5,277.76,152.768,112.896,30.933504,257.152,105.175168,201.6,86.8896,0
"69","brandel01",2003,"Elton Brand","23","LAC","PF",6.2,373.085,245.116845,266.104,109.10264,201.376,78.133888,58.435,19.16668,0
"70","stojape01",2003,"Peja Stojaković","25","SAC","SF",15.9,236.786,172.85378,63.074,25.040378,87.89,39.98995,239.888,103.871504,0
