"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","iversal01",2008,"Allen Iverson","32","DEN","SG",11.8,471.468,272.508504,211.616,92.264576,239.624,102.798696,357.88,148.87808,0
"2","johnsjo02",2008,"Joe Johnson","26","ATL","SG",15,278.442,153.1431,230.538,115.269,169.161,72.062586,375.747,137.899149,0
"3","iguodan01",2008,"Andre Iguodala","24","PHI","SF",14.1,357.56,246.35884,75.343,29.157741,135.362,39.119618,403.532,167.062248,0
"4","jefferi01",2008,"Richard Jefferson","27","NJN","SF",11.7,495.344,296.711056,90.304,34.134912,103.584,36.875904,424.96,173.80864,0
"5","davisba01",2008,"Baron Davis","28","GSW","PG",13.8,468.482,285.305538,190.75,69.8145,129.71,45.26879,213.64,77.33768,0
"6","bryanko01",2008,"Kobe Bryant","29","LAL","SG",14.4,415.74,264.82638,147.03,79.98432,218.01,95.05236,493.48,184.56152,0
"7","crawfja01",2008,"Jamal Crawford","27","NYK","SG",16.6,191.958,85.997184,144.664,56.274296,198.913,84.935851,361.66,166.72526,0
"8","richaja01",2008,"Jason Richardson","27","CHA","SF",15.3,399.296,225.60224,85.144,34.0576,92.484,29.872332,290.664,114.81228,0
"9","howardw01",2008,"Dwight Howard","22","ORL","C",3.4,568.816,430.024896,338.952,135.919752,55.518,13.8795,5.844,2.922,0
"10","lewisra02",2008,"Rashard Lewis","28","ORL","PF",16.3,206.57,127.66026,137.335,60.15273,138.47,57.18811,99.88,44.946,0
"11","ellismo01",2008,"Monta Ellis","22","GSW","SG",9.6,522.702,352.82385,134.97,58.0371,112.884,51.92664,403.683,176.813154,0
"12","jamisan01",2008,"Antawn Jamison","31","WAS","PF",12.9,337.246,216.174686,314.574,142.187448,143.117,47.085493,269.23,93.15358,0
"13","willide01",2008,"Deron Williams","23","UTA","PG",11.9,424.46,261.46736,73.722,35.828892,81.541,38.242729,327.281,147.27645,0
"14","jamesle01",2008,"LeBron James","23","CLE","SF",12.2,612.466,432.400996,147.78,62.95428,131.36,39.80208,390.796,145.376112,0
"15","turkohe01",2008,"Hedo Türkoğlu","28","ORL","SF",13.6,386.423,226.830301,98.739,35.940996,153.594,60.208848,164.565,66.81339,0
"16","millean02",2008,"Andre Miller","31","PHI","PG",10.2,360.672,223.61664,152.592,75.838224,351.424,163.763584,255.476,101.679448,0
"17","paulch01",2008,"Chris Paul","22","NOH","PG",12.7,296.93,182.90888,247.872,129.884928,207.851,92.909397,289.184,132.157088,0
"18","gayru01",2008,"Rudy Gay","21","MEM","SF",13.8,364.495,224.52892,163.955,75.911165,166.665,66.33267,272.355,123.64917,0
"19","feltora01",2008,"Raymond Felton","23","CHA","PG",13.1,337.983,167.977551,63.808,31.904,62.811,26.945919,332.001,129.148389,0
"20","davisri01",2008,"Ricky Davis","28","MIA","SF",16.7,173.809,105.849681,52.434,18.142164,103.897,46.961444,307.807,113.88859,0
"21","cartevi01",2008,"Vince Carter","31","NJN","SG",12.8,406.692,226.934136,120.978,55.04499,141.57,66.82104,343.629,139.857003,0
"22","dunlemi02",2008,"Mike Dunleavy","27","IND","SG",14.7,290.42,186.15922,118.402,53.162498,71.488,26.808,247.974,100.925418,0
"23","odomla01",2008,"Lamar Odom","28","LAL","PF",8.2,422.145,276.92712,86.655,35.87517,46.11,20.05785,127.2,53.0424,0
"24","jeffeal01",2008,"Al Jefferson","23","MIN","C",6.9,504.35,337.41015,512.996,233.926176,296.846,112.80148,121.044,36.071112,0
"25","battish01",2008,"Shane Battier","29","HOU","SF",17.8,97.802,56.920764,61.281,25.12521,48.901,22.934569,42.092,21.046,0
"26","kiddja01",2008,"Jason Kidd","34","2TM","PG",16.1,168.116,83.049304,35.685,4.960215,61.061,17.036019,215.696,80.886,0
"27","grangda01",2008,"Danny Granger","24","IND","SF",15.6,266.305,149.1308,120.5,53.743,93.99,39.00585,301.25,124.115,0
"28","piercpa01",2008,"Paul Pierce","30","BOS","SF",14.2,315.126,192.22686,79.056,33.045408,143.838,58.97358,195.444,82.281924,0
"29","smithjo03",2008,"Josh Smith","22","ATL","PF",8.6,491.722,326.011686,222.068,73.060372,96.305,26.098655,224.334,68.197536,0
"30","westda01",2008,"David West","27","NOH","PF",9.9,390.195,227.09349,266.22,115.00704,244.035,102.98277,379.755,177.72534,0
"31","jacksst02",2008,"Stephen Jackson","29","GSW","SF",16.1,266.084,160.98082,138.46,46.10718,74.648,18.885944,223.944,79.948008,0
"32","boozeca01",2008,"Carlos Boozer","26","UTA","PF",7.8,525.285,359.29494,239.945,108.93503,236.054,105.988246,294.419,134.843902,0
"33","anthoca01",2008,"Carmelo Anthony","23","DEN","SF",10.9,555.375,360.99375,124.404,40.182492,216.226,79.138716,422.085,189.93825,0
"34","roybr01",2008,"Brandon Roy","23","POR","SG",13.1,292.5,181.35,162.63,61.7994,145.08,58.032,354.51,156.69342,0
"35","chandty01",2008,"Tyson Chandler","25","NOH","C",2.1,450.12,324.0864,136.125,45.057375,15.73,7.865,1.815,0,0
"36","nashst01",2008,"Steve Nash","33","PHO","PG",17.2,134.68,81.75076,68.302,26.091364,147.186,76.095162,230.88,121.90464,0
