"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","finlemi01",2001,"Michael Finley","27","DAL","SF",13.1,325.92,246.0696,246.768,91.797696,296.432,112.64416,419.04,168.87312,0
"2","walkean02",2001,"Antoine Walker","24","BOS","PF",12.7,538.36,304.71176,328.52,103.15528,108.36,30.77424,141.04,51.05648,0
"3","jamisan01",2001,"Antawn Jamison","24","GSW","SF",11.4,391.392,283.367808,478.368,183.693312,257.304,78.992328,480.18,192.072,0
"4","masonan01",2001,"Anthony Mason","34","MIA","PF",7.1,311.958,179.063892,306.234,140.255172,256.626,110.862432,79.182,30.08916,0
"5","paytoga01",2001,"Gary Payton","32","SEA","PG",11.5,378.658,249.91428,365.93,137.95561,270.47,118.73633,302.29,115.77707,0
"6","abdursh01",2001,"Shareef Abdur-Rahim","24","VAN","SF",10.1,358.4,248.3712,349.44,129.99168,163.84,67.9936,345.6,146.1888,0
"7","stackje01",2001,"Jerry Stackhouse","26","DET","SG",14.5,445.137,263.521104,94.423,22.094982,344.933,120.036684,568.465,201.805075,0
"8","garneke01",2001,"Kevin Garnett","24","MIN","PF",10.5,346.625,235.358375,383.5,161.07,289.1,125.1803,390.875,163.776625,0
"9","francst01",2001,"Steve Francis","23","HOU","PG",12.8,392.518,230.408066,146.28,56.17152,132.871,50.889593,212.106,79.963962,0
"10","davisba01",2001,"Baron Davis","21","CHH","PG",12.3,372.273,219.268797,73.689,25.864839,78.474,21.109506,158.862,57.98463,0
"11","bibbymi01",2001,"Mike Bibby","22","VAN","PG",17,119.171,69.11918,99.502,42.78586,137.683,50.94271,514.865,253.828445,0
"12","millere01",2001,"Reggie Miller","35","IND","SG",17.8,125.832,90.850704,90.552,39.84288,134.064,52.016832,361.032,163.908528,0
"13","duncati01",2001,"Tim Duncan","24","SAS","PF",8.8,351.5,248.5105,479.446,216.709592,368.372,152.137636,178.562,76.78166,0
"14","allenra02",2001,"Ray Allen","25","MIL","SG",14.7,307.615,202.718285,112.574,48.294246,239.547,100.130646,183.26,75.1366,0
"15","nowitdi01",2001,"Dirk Nowitzki","22","DAL","PF",14.7,264.364,186.37662,122.206,36.05077,207.002,98.946956,264.364,119.228164,0
"16","piercpa01",2001,"Paul Pierce","23","BOS","SF",13.4,394.893,233.776656,173.995,65.07413,222.411,94.079853,337.399,146.768565,0
"17","wesleda01",2001,"David Wesley","30","CHH","SG",16.2,206.913,118.974975,45.843,10.956477,132.573,43.881663,594.72,252.16128,0
"18","terryja01",2001,"Jason Terry","23","ATL","SG",15.1,179.077,100.999428,165.407,58.719485,307.575,136.870875,400.531,175.432578,0
"19","mcgratr01",2001,"Tracy McGrady","21","ORL","SG",11.5,482.72,282.87392,243.084,101.122944,349.972,139.9888,482.72,205.156,0
"20","kiddja01",2001,"Jason Kidd","27","PHO","PG",13.6,272.056,174.11584,122.864,38.947888,181.005,59.00763,288.511,109.922691,0
"21","sprewla01",2001,"Latrell Sprewell","30","NYK","SF",11.9,270.618,163.72389,208.449,86.089437,297.436,123.733376,307.188,109.05174,0
"22","moblecu01",2001,"Cuttino Mobley","25","HOU","SG",12.4,375.126,232.202994,146.894,47.00608,154.178,52.112164,286.504,106.292984,0
"23","mashbja01",2001,"Jamal Mashburn","28","CHH","SF",14.2,266.496,158.831616,145.74,68.93502,288.704,109.996224,396.968,131.793376,0
"24","cartevi01",2001,"Vince Carter","24","TOR","SF",14.1,405.72,248.70636,165.6,55.8072,205.344,88.708608,480.24,205.54272,0
"25","iversal01",2001,"Allen Iverson","25","PHI","SG",12.7,404.299,277.349114,317.275,85.0297,335.405,110.68365,449.624,190.190952,0
"26","howarju01",2001,"Juwan Howard","27","2TM","PF",8.2,270.396,175.487004,484.764,201.661824,372.708,170.700264,86.478,34.15881,0
"27","roseja01",2001,"Jalen Rose","28","IND","SF",13.6,137.862,89.886024,252.126,110.93544,322.92,153.06408,355.212,154.162008,0
"28","wallara01",2001,"Rasheed Wallace","26","POR","PF",11.5,296.856,209.877192,241.49,107.22156,212.04,104.11164,266.228,117.14032,0
"29","chrisdo01",2001,"Doug Christie","30","SAC","SG",12.9,242.704,141.739136,97.712,23.93944,55.16,17.04444,141.84,33.89976,0
"30","onealsh01",2001,"Shaquille O'Neal","28","LAL","C",4.7,610.038,483.150096,642.744,268.024248,160.686,60.25725,7.11,2.03346,0
"31","brandel01",2001,"Elton Brand","21","CHI","PF",7.6,376.65,233.89965,382.725,168.016275,348.705,147.85092,104.49,28.83924,0
"32","stojape01",2001,"Peja Stojaković","23","SAC","SF",14.4,261.58,183.36758,159.326,58.15399,137.924,56.962612,271.092,117.111744,0
"33","malonka01",2001,"Karl Malone","37","UTA","PF",10.1,438.47,295.52878,153.33,57.19209,281.105,116.096365,466.715,198.82059,0
"34","anderde01",2001,"Derek Anderson","26","SAS","SG",14.2,249.243,151.041258,71.496,10.080936,120.153,42.05355,299.886,108.858618,0
"35","houstal01",2001,"Allan Houston","29","NYK","SG",15.7,124.424,54.74656,126.84,47.94552,304.416,148.859424,398.64,193.73904,0
"36","mariosh01",2001,"Shawn Marion","22","PHO","SF",10.2,313.2,211.0968,255.2,108.2048,274.92,111.89244,235.48,105.25956,0
"37","szczewa02",2001,"Wally Szczerbiak","23","MIN","SF",12.9,205.16,141.15008,115.92,47.99088,141.68,58.7972,379.96,194.91948,0
"38","millean02",2001,"Andre Miller","24","CLE","PG",11,263.736,165.889944,204.795,69.835095,259.74,117.92196,205.794,80.877042,0
"39","odomla01",2001,"Lamar Odom","21","LAC","PF",12.2,290.788,183.778016,232.212,109.13964,108.784,36.877776,161.084,71.038044,0
"40","webbech01",2001,"Chris Webber","27","SAC","PF",10.2,418.56,305.5488,423.465,163.034025,199.47,78.79065,565.71,237.03249,0
"41","mcinnje01",2001,"Jeff McInnis","26","LAC","PG",13.7,91.434,57.237684,228.585,126.864675,255.642,107.880924,212.724,87.855012,0
"42","brandte01",2001,"Terrell Brandon","30","MIN","PG",14.2,201.852,117.881568,88.452,34.142472,224.532,87.792012,528.444,238.328244,0
"43","robingl01",2001,"Glenn Robinson","28","MIL","SF",12.9,211.7,127.4434,246.74,121.88956,528.52,257.38924,290.54,123.18896,0
"44","brownpj01",2001,"P.J. Brown","31","CHH","C",9.6,200.277,111.153735,63.954,23.98275,132.957,53.980542,159.885,59.956875,0
"45","bryanko01",2001,"Kobe Bryant","22","LAL","SG",12.8,362.4,236.6472,202.34,82.75706,285.39,131.85018,457.53,187.5873,0
"46","weathcl01",2001,"Clarence Weatherspoon","30","CLE","PF",5.6,321.78,202.7214,211.06,77.0369,100.34,41.1394,58.82,25.93962,0
"47","grantbr01",2001,"Brian Grant","28","MIA","C",7.9,384.81,232.81005,229.27,76.11764,167.66,76.78828,227.25,98.172,0
"48","oaklech01",2001,"Charles Oakley","37","TOR","PF",16.7,83.316,45.157272,13.362,2.057748,73.098,23.02587,568.278,223.901532,0
"49","armstda01",2001,"Darrell Armstrong","32","ORL","PG",16.9,160.32,87.21408,68.136,27.049992,128.256,49.122048,243.486,107.13384,0
"50","wallabe01",2001,"Ben Wallace","26","DET","C",3.7,291.935,178.08035,86.044,20.048252,25.901,7.977508,32.047,9.005207,0
"51","robincl02",2001,"Clifford Robinson","34","PHO","PF",12.6,232.456,146.679736,268.036,95.956888,203.992,83.024744,232.456,85.078896,0
"52","davisan01",2001,"Antonio Davis","32","TOR","C",7.2,367.184,201.9512,148.086,45.018144,227.758,92.925264,122.106,35.044422,0
