"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","lillada01",2013,"Damian Lillard","22","POR","PG",16,337.456,179.189136,82.432,31.159296,78.568,35.277032,288.512,123.194624,0
"2","duranke01",2013,"Kevin Durant","24","OKC","SF",13.3,315.26,232.34662,237.878,112.040538,279.435,132.731625,266.538,115.144416,0
"3","ellismo01",2013,"Monta Ellis","27","MIL","SG",13,410.696,256.274304,189.552,61.225296,170.884,65.961224,337.46,119.7983,0
"4","derozde01",2013,"DeMar DeRozan","23","TOR","SG",13,248.662,163.868258,183.419,74.101276,230.197,90.007027,449.315,186.01641,0
"5","bryanko01",2013,"Kobe Bryant","34","LAL","SG",14.4,336.545,233.225685,234.465,108.32283,239.25,112.68675,378.015,151.96203,0
"6","hardeja01",2013,"James Harden","23","HOU","SG",13.7,411.796,267.6674,199.213,58.967048,65.513,20.833134,173.81,57.87873,0
"7","curryst01",2013,"Stephen Curry","24","GSW","PG",18.5,138.8,80.9204,142.964,49.036652,137.412,62.797284,367.82,161.10516,0
"8","georgpa01",2013,"Paul George","22","IND","SF",15.5,283.416,178.268664,99.96,24.99,136.416,50.746752,186.984,68.997096,0
"9","thompkl01",2013,"Klay Thompson","22","GSW","SG",17.8,174.725,107.805325,75.915,18.97875,128.935,44.998315,298.84,124.91512,0
"10","holidjr01",2013,"Jrue Holiday","22","PHI","PG",12.6,336.168,199.011456,207.368,66.772496,207.368,87.716664,288.512,109.923072,0
"11","mayooj01",2013,"O.J. Mayo","25","DAL","SG",15.8,195.966,115.032042,106.704,48.870432,122.094,51.035292,252.396,104.239548,0
"12","leeda02",2013,"David Lee","29","GSW","PF",7.8,448.92,307.95912,337.56,139.07472,134.56,55.8424,235.48,99.13708,0
"13","denglu01",2013,"Luol Deng","27","CHI","SF",12.7,333.365,206.352935,155.206,53.080452,93.998,34.027276,277.622,98.000566,0
"14","jennibr01",2013,"Brandon Jennings","23","MIL","PG",15.1,284.316,141.020736,150.887,43.002795,153.381,63.806496,197.026,76.052036,0
"15","turneev01",2013,"Evan Turner","24","PHI","SF",13.1,195.858,106.938468,152.685,52.82901,275.886,118.079208,268.515,104.72085,0
"16","jamesle01",2013,"LeBron James","28","MIA","PF",11.2,505.042,391.912592,180.082,88.960508,142.17,59.00055,273.508,122.258076,0
"17","westbru01",2013,"Russell Westbrook","24","OKC","PG",11.8,517.295,315.032655,196.48,56.78272,216.435,86.14113,305.465,118.214955,0
"18","walkeke02",2013,"Kemba Walker","22","CHA","PG",13.4,375.688,205.877024,140.572,43.858464,160.476,66.276588,235.116,102.980808,0
"19","willide01",2013,"Deron Williams","28","BRK","PG",16.1,191.08,127.0682,176.468,74.11656,101.16,42.08256,209.064,82.998408,0
"20","batumni01",2013,"Nicolas Batum","24","POR","SF",17.8,171.598,111.710298,25.823,7.953484,39.984,13.9944,150.773,52.921323,0
"21","gasolma01",2013,"Marc Gasol","28","MEM","C",10,192.049,125.023899,270.259,118.103183,214.643,96.803993,178.145,88.00363,0
"22","aldrila01",2013,"LaMarcus Aldridge","27","POR","PF",11.7,283.37,196.65878,253.056,113.116032,259.646,113.724948,507.43,212.10574,0
"23","iguodan01",2013,"Andre Iguodala","29","DEN","SG",13.9,269.853,202.929456,81.747,26.894763,89.658,24.924924,150.309,50.052897,0
"24","parsoch01",2013,"Chandler Parsons","24","HOU","SF",13.7,328.65,226.7685,105.168,37.019136,25.353,9.12708,85.449,31.188885,0
"25","conlemi01",2013,"Mike Conley","25","MEM","PG",13,303.62,170.93806,145.7,48.9552,65.8,29.939,130.66,57.88238,0
"26","horfoal01",2013,"Al Horford","26","ATL","C",9.5,371,278.992,219.42,95.22828,120.84,53.89464,343.44,145.27512,0
