"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","jamesle01",2005,"LeBron James","20","CLE","SF",12.1,523.724,379.6999,230.708,85.36196,203.764,66.019536,417.632,155.776736,0
"2","marbust01",2005,"Stephon Marbury","27","NYK","PG",12.1,474.804,266.839848,141.264,62.15616,79.788,38.936544,286.452,120.882744,0
"3","arenagi01",2005,"Gilbert Arenas","23","WAS","PG",15.2,354.859,228.884055,167.53,42.05003,166.007,63.08266,272.617,116.952693,0
"4","johnsjo02",2005,"Joe Johnson","23","PHO","SF",15.3,209.862,116.893134,150.912,76.96512,141.48,63.80748,306.54,109.12824,0
"5","mcgratr01",2005,"Tracy McGrady","25","HOU","SF",15.5,373.5,213.642,109.56,39.87984,134.46,51.7671,605.9,267.2019,0
"6","iversal01",2005,"Allen Iverson","29","PHI","PG",12.2,569.034,311.830632,172.71,74.95614,279.972,108.069192,458.136,172.259136,0
"7","mariosh01",2005,"Shawn Marion","26","PHO","PF",11.4,443.416,295.758472,162.414,67.726638,211.396,91.745864,128.9,42.9237,0
"8","garneke01",2005,"Kevin Garnett","28","MIN","PF",9.8,374,243.848,281.52,129.78072,360.4,154.6116,318.24,147.9816,0
"9","bibbymi01",2005,"Mike Bibby","26","SAC","PG",16.1,232.576,157.453952,107.44,46.7364,64.464,24.174,495.488,200.67264,0
"10","allenra02",2005,"Ray Allen","29","SEA","SG",15.8,276.39,167.49234,153.882,56.013048,206.172,82.056456,300.294,124.62201,0
"11","princta01",2005,"Tayshaun Prince","24","DET","SF",10.6,326.457,213.176421,154.08,71.03088,121.338,50.112594,224.379,88.180947,0
"12","nowitdi01",2005,"Dirk Nowitzki","26","DAL","PF",14.5,261.545,166.604165,104.04,47.02608,293.335,120.26735,557.77,238.16779,0
"13","boshch01",2005,"Chris Bosh","20","TOR","PF",8.9,358.785,210.96558,164.82,70.8726,243.21,96.06795,228.135,92.16654,0
"14","brandel01",2005,"Elton Brand","25","LAC","PF",8.1,415.332,267.058476,296.487,141.720786,364.041,160.906122,171.387,58.785741,0
"15","francst01",2005,"Steve Francis","27","ORL","PG",11.9,429.59,242.71835,79.8,25.935,228.76,86.9288,464.17,168.95788,0
"16","wadedw01",2005,"Dwyane Wade","23","MIA","SG",8.3,581.238,341.186706,196.382,78.749182,177.93,61.02999,317.638,136.266702,0
"17","piercpa01",2005,"Paul Pierce","27","BOS","SF",13.5,342.44,214.70988,102.732,33.90156,163.882,63.91398,320.426,134.899346,0
"18","walkean02",2005,"Antoine Walker","28","2TM","PF",9.2,567.324,302.383692,300.186,113.170122,104.652,31.91886,63.342,23.75325,0
"19","hamilri01",2005,"Richard Hamilton","26","DET","SG",11.8,287.68,169.7312,139.2,55.1232,302.76,133.81992,312.04,115.14276,0
"20","atkinch01",2005,"Chucky Atkins","30","LAL","PG",18.1,170.17,98.01792,39.13,16.0433,49.14,17.05158,196.56,80.78616,0
"21","masonde01",2005,"Desmond Mason","27","MIL","SF",8.4,422.968,236.86208,179.114,73.078512,231.985,93.025985,237.38,74.06256,0
"22","stoudam01",2005,"Amar'e Stoudemire","22","PHO","C",7,614.56,435.10848,279.224,115.040288,207.08,92.97892,220.44,101.18196,0
"23","billuch01",2005,"Chauncey Billups","28","DET","PG",16.8,187.165,94.143995,39.259,15.114715,103.169,45.084853,197.208,84.996648,0
"24","thomaku01",2005,"Kurt Thomas","32","NYK","PF",14,99.11,60.06066,82.892,34.980424,255.884,122.056668,458.609,204.998223,0
"25","millean02",2005,"Andre Miller","28","DEN","PG",10,338.31,219.22488,94.87,35.95573,186.16,66.0868,237.175,100.08785,0
"26","reddmi01",2005,"Michael Redd","25","MIL","SG",13.8,283.6,167.324,155.98,50.06958,337.484,144.105668,348.828,159.763224,0
"27","jonesed02",2005,"Eddie Jones","33","MIA","SF",16.3,182.86,112.82462,51.66,24.84846,63.96,18.99612,139.4,52.1356,0
"28","richaqu01",2005,"Quentin Richardson","24","PHO","SG",18.1,221.54,116.75158,60.61,22.84997,35.53,4.93867,95.095,36.041005,0
"29","cartevi01",2005,"Vince Carter","28","2TM","SF",13.1,388.332,229.504212,263.511,106.721955,200.33,70.71649,374.463,161.01909,0
"30","brownpj01",2005,"P.J. Brown","35","NOH","PF",9.9,244.834,130.98619,82.622,27.843614,187.226,73.01814,243.318,106.086648,0
"31","hinriki01",2005,"Kirk Hinrich","24","CHI","PG",17,170.544,85.783632,97.614,26.941464,114.444,42.115392,330.99,144.97362,0
"32","simmobo01",2005,"Bobby Simmons","24","LAC","SF",15.3,185.094,115.128468,40.68,10.90224,97.632,39.833856,577.656,257.634576,0
"33","wesleda01",2005,"David Wesley","34","2TM","SG",18,125.16,73.09344,15.12,3.024,35.28,14.112,350.28,126.1008,0
"34","stoudda01",2005,"Damon Stoudamire","31","POR","PG",17.5,172.42,87.76178,83.88,29.94516,103.685,35.87501,314.55,122.35995,0
"35","butleca01",2005,"Caron Butler","24","LAL","SF",10.5,411.265,230.3084,90.181,35.080409,92.163,37.049526,272.525,100.83425,0
"36","parketo01",2005,"Tony Parker","22","SAS","PG",10,431.548,279.211556,229.19,97.17656,59.254,24.116378,242.606,95.82937,0
"37","richaja01",2005,"Jason Richardson","24","GSW","SG",13.1,387.144,272.162232,191.52,62.81856,124.488,43.197336,295.488,107.262144,0
"38","alstora01",2005,"Rafer Alston","28","TOR","PG",14.3,294.148,151.192072,100.322,38.12236,47.726,18.899496,143.178,56.125776,0
"39","roseja01",2005,"Jalen Rose","32","TOR","SF",14,186.599,118.676964,185.44,92.16368,246.867,109.855815,266.57,98.09776,0
"40","lewisra02",2005,"Rashard Lewis","25","SEA","SF",14.5,206.029,134.948995,230.2,95.9934,143.875,65.89475,139.271,62.114866,0
"41","davisri01",2005,"Ricky Davis","25","BOS","SG",13.7,260.25,165.25875,88.485,31.14672,167.601,61.844769,344.571,161.94837,0
"42","bryanko01",2005,"Kobe Bryant","26","LAL","SG",13.9,360.128,218.237568,149.612,63.884324,164.176,59.10336,263.476,101.174784,0
"43","crawfja01",2005,"Jamal Crawford","24","NYK","SG",17.9,157.968,81.985392,78.984,36.964512,94.342,34.151804,254.504,99.25656,0
"44","wallara01",2005,"Rasheed Wallace","30","DET","PF",12.6,251.694,151.771482,177.354,77.14899,242.136,96.127992,155.052,66.982464,0
"45","iguodan01",2005,"Andre Iguodala","21","PHI","SG",10.3,252.252,176.071896,46.956,10.987704,42.042,13.999986,62.79,20.90907,0
"46","hasleud01",2005,"Udonis Haslem","24","MIA","PF",8,314.09,207.92758,35.896,9.979088,132.046,55.987504,155.122,72.13173,0
"47","wallabe01",2005,"Ben Wallace","30","DET","C",4.4,432.915,242.865315,85.281,20.041035,61.194,17.073126,63.147,14.018634,0
"48","howardw01",2005,"Dwight Howard","19","ORL","PF",3.7,400.784,249.688432,203.777,82.937239,41.974,7.009658,27.757,11.907753,0
"49","korveky01",2005,"Kyle Korver","23","PHI","SF",21.7,47.817,26.920971,19.734,7.8936,41.745,21.87438,91.08,34.06392,0
"50","mcinnje01",2005,"Jeff McInnis","30","CLE","PG",14.8,119.865,53.93925,167.445,80.206155,201.3,84.1434,162.87,67.91679,0
"51","bowenbr01",2005,"Bruce Bowen","33","SAS","SF",16,96.278,60.17375,62.79,17.95794,56.81,15.96361,129.168,55.025568,0
"52","ilgauzy01",2005,"Zydrunas Ilgauskas","29","CLE","C",7.5,417.054,238.137834,203.632,76.769264,169.367,61.141487,182.094,80.12136,0
"53","anthoca01",2005,"Carmelo Anthony","20","DEN","SF",10.5,532.59,300.38076,82.41,21.09696,82.41,28.76109,375.15,138.0552,0
