"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","duranke01",2010,"Kevin Durant","21","OKC","SF",13.2,408.66,287.28798,178.476,79.243344,338.604,150.67878,391.98,148.9524,0
"2","iguodan01",2010,"Andre Iguodala","26","PHI","SF",14.5,309.12,211.12896,60.48,22.19616,129.92,40.01536,318.08,129.14048,0
"3","gayru01",2010,"Rudy Gay","23","MEM","SF",11.5,401.856,237.09504,203.504,92.187312,202.216,92.00828,279.496,113.19588,0
"4","jacksst02",2010,"Stephen Jackson","31","2TM","SG",14,458.014,254.19777,117.694,44.252944,120.53,44.23451,330.394,129.184054,0
"5","wallage01",2010,"Gerald Wallace","27","CHA","SF",7.9,539.396,318.24364,72.611,25.849516,23.575,6.8839,166.911,52.910787,0
"6","mayooj01",2010,"O.J. Mayo","22","MEM","SG",14.5,313.495,204.712235,113.568,38.158848,100.555,42.2331,300.482,120.793764,0
"7","randoza01",2010,"Zach Randolph","28","MEM","PF",7.5,602.536,349.47088,301.936,134.965392,133.6,48.8976,245.824,103.983552,0
"8","greenje02",2010,"Jeff Green","23","OKC","PF",12.3,331.7,214.9416,165.85,77.9495,82.39,29.16606,176.55,58.79115,0
"9","nowitdi01",2010,"Dirk Nowitzki","31","DAL","PF",13.7,242.352,150.500592,122.672,53.853008,433.84,191.75728,574.464,271.721472,0
"10","lopezbr01",2010,"Brook Lopez","21","NJN","C",6.6,537.404,328.353844,248.38,116.24184,139.996,51.938516,202.091,67.094212,0
"11","leeda02",2010,"David Lee","26","NYK","C",8,583.712,387.001056,168.572,73.32882,143.412,70.27188,354.756,155.737884,0
"12","jamesle01",2010,"LeBron James","25","CLE","SF",13.4,522.576,389.31912,125.296,58.638528,93.208,32.063552,400.336,159.333728,0
"13","rondora01",2010,"Rajon Rondo","23","BOS","PG",8.1,452.904,298.010832,141.928,55.919632,78.648,34.841064,150.064,52.972592,0
"14","westda01",2010,"David West","29","NOH","PF",9.1,430.326,264.220164,213.324,99.19566,268.494,115.720914,286.884,132.827292,0
"15","aldrila01",2010,"LaMarcus Aldridge","24","POR","PF",10.8,288.743,206.739988,251.335,111.09007,245.49,105.80619,367.066,150.129994,0
"16","brookaa01",2010,"Aaron Brooks","25","HOU","PG",15.2,343.398,167.234826,115.797,54.887778,131.769,57.846591,215.622,86.2488,0
"17","diawbo01",2010,"Boris Diaw","27","CHA","PF",11.6,299.151,192.952395,99.717,46.86699,37.877,10.946453,129.864,55.971384,0
"18","curryst01",2010,"Stephen Curry","21","GSW","PG",16.5,217.17,130.08483,84.582,31.802832,129.159,50.113692,331.47,149.82444,0
"19","johnsjo02",2010,"Joe Johnson","28","ATL","SG",13.6,260.568,148.263192,304.92,160.99776,153.846,65.999934,317.394,131.083722,0
"20","kiddja01",2010,"Jason Kidd","36","DAL","PG",19.7,89.243,49.172893,24.827,4.9654,34.892,12.944932,108.031,41.05178,0
"21","smithjo03",2010,"Josh Smith","24","ATL","PF",6.5,549.45,361.5381,190.809,70.980948,25.974,8.987004,225.774,62.990946,0
"22","rosede01",2010,"Derrick Rose","21","CHI","PG",11,429.749,239.799942,193.593,102.797883,200.458,96.821214,487.415,215.924845,0
"23","horfoal01",2010,"Al Horford","23","ATL","C",7.3,304.92,219.84732,258.335,120.125775,143.99,61.05176,138.908,65.008944,0
"24","howardw01",2010,"Dwight Howard","24","ORL","C",3.8,461.202,347.285106,330.264,149.279328,33.36,13.14384,3.336,1.110888,0
"25","stoudam01",2010,"Amar'e Stoudemire","27","PHO","PF",7.1,540.992,365.1696,333.696,172.854528,139.04,65.07072,243.952,100.02032,0
"26","bryanko01",2010,"Kobe Bryant","31","LAL","SG",13.5,332.628,193.256868,207.108,92.991492,346.749,167.479767,381.267,163.563543,0
"27","salmojo01",2010,"John Salmons","30","2TM","SG",14.1,257.66,146.8662,64.415,30.210635,156.578,62.787778,203.155,79.027295,0
"28","allenra02",2010,"Ray Allen","34","BOS","SG",15.8,217.952,147.989408,82.705,33.90905,81.732,45.851652,190.708,90.777008,0
"29","westbru01",2010,"Russell Westbrook","21","OKC","PG",9.5,455.88,242.98404,145,52.055,199.52,67.8368,255.2,99.0176,0
"30","willide01",2010,"Deron Williams","25","UTA","PG",13,319.059,191.116341,116.883,56.922021,86.346,31.08456,271.674,118.993212,0
"31","bargnan01",2010,"Andrea Bargnani","24","TOR","PF",14.7,226.314,150.272496,169.164,84.074508,164.592,78.839568,258.318,103.068882,0
"32","wadedw01",2010,"Dwyane Wade","28","MIA","SG",11.2,553.026,377.163732,160.166,72.0747,187.364,66.139492,368.684,131.251504,0
"33","butleca01",2010,"Caron Butler","29","2TM","SG",13.6,261.699,132.943092,109.304,39.130832,91.437,26.150982,443.522,209.785906,0
