"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","jamesle01",2007,"LeBron James","22","CLE","SF",12.2,539.793,391.349925,202.625,82.26575,179.931,64.955091,390.661,135.168706,0
"2","bryanko01",2007,"Kobe Bryant","28","LAL","SG",14.5,391.811,242.531009,158.13,74.00484,245.98,120.03824,563.997,240.262722,0
"3","cartevi01",2007,"Vince Carter","30","NJN","SG",12.9,528.938,307.841916,174.182,76.117534,102.272,39.067904,356.354,147.174202,0
"4","brandel01",2007,"Elton Brand","27","LAC","PF",9.1,320.915,220.78952,273.686,149.706242,410.529,189.664398,203.448,82.803336,0
"5","denglu01",2007,"Luol Deng","21","CHI","SF",10.3,449.442,300.227256,127.89,53.96958,125.454,52.188864,509.124,222.996312,0
"6","iguodan01",2007,"Andre Iguodala","23","PHI","SG",11.9,363.697,232.76608,53.514,13.860126,106.037,32.023174,312.165,116.12538,0
"7","alstora01",2007,"Rafer Alston","30","HOU","PG",16.4,224.4,109.2828,115.26,40.11048,43.86,9.95622,108.12,32.00352,0
"8","howardw01",2007,"Dwight Howard","21","ORL","C",2.7,547.371,394.10712,288.963,123.965127,32.301,6.072588,2.619,0.872127,0
"9","davisri01",2007,"Ricky Davis","27","MIN","SF",16.3,196.02,125.06076,50.094,20.0376,140.481,59.844906,392.04,177.98616,0
"10","mariosh01",2007,"Shawn Marion","28","PHO","SF",9.8,444.465,322.68159,167.076,79.026948,133.875,59.976,72.828,18.93528,0
"11","princta01",2007,"Tayshaun Prince","26","DET","SF",11.7,298.103,182.140933,176.469,74.11698,130.607,44.928808,182.451,77.176773,0
"12","garneke01",2007,"Kevin Garnett","30","MIN","PF",11.8,282.951,181.937493,250.767,120.869694,328.545,144.231255,422.415,178.681545,0
"13","battish01",2007,"Shane Battier","28","HOU","SF",16.7,103.986,61.039782,107.91,46.94085,35.97,12.98517,32.7,13.8648,0
"14","millean02",2007,"Andre Miller","30","2TM","PG",10.4,302.697,183.737079,119.988,50.034996,209.979,81.051894,240.885,104.06232,0
"15","willide01",2007,"Deron Williams","22","UTA","PG",13.5,340.062,188.054286,79.059,30.04242,80.142,36.0639,329.232,158.03136,0
"16","arenagi01",2007,"Gilbert Arenas","25","WAS","PG",16.2,374.616,214.280352,74.304,25.783488,102.168,36.065304,413.316,166.153032,0
"17","kiddja01",2007,"Jason Kidd","33","NJN","PG",16.2,217.012,116.10142,35.412,13.137852,72.64,22.8816,221.552,92.830288,0
"18","bellra01",2007,"Raja Bell","30","PHO","SG",19.2,114,68.97,31.35,13.13565,57.95,20.9779,250.8,101.8248,0
"19","curryed01",2007,"Eddy Curry","24","NYK","C",2.6,640.08,426.93336,338.328,146.157696,31.496,9.13384,6.096,2.029968,0
