"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","bridgmi01",2023,"Mikal Bridges","26","2TM","SG",14.6,215.39,149.26527,222.992,103.914272,287.609,134.888621,98.826,35.972664,0
"2","edwaran01",2023,"Anthony Edwards","21","MIN","SG",13.9,454.595,306.39703,237.314,89.230064,115.575,44.265225,157.182,55.0137,0
"3","lavinza01",2023,"Zach LaVine","27","CHI","SG",14.9,394.192,273.175056,155.456,68.711552,92.996,41.011236,201.26,86.13928,0
"4","vucevni01",2023,"Nikola Vučević","32","CHI","C",12.8,269.78,189.92512,296.184,178.006584,144.648,66.827376,89.544,40.832064,0
"5","randlju01",2023,"Julius Randle","28","NYK","PF",15.3,315.04,213.91216,213.368,110.737992,176.136,78.028248,91.648,37.300736,0
"6","sabondo01",2023,"Domantas Sabonis","26","SAC","C",6.2,453.054,346.133256,294.532,147.855064,41.272,21.131264,54.404,24.155376,0
"7","tatumja01",2023,"Jayson Tatum","24","BOS","SF",14.8,366.365,270.37737,324.272,148.192304,90.422,35.174158,93.54,34.23564,0
"8","dinwisp01",2023,"Spencer Dinwiddie","29","2TM","SG",15.5,195.3,126.1638,216.3,90.1971,96.6,40.8618,52.5,22.2075,0
"9","mobleev01",2023,"Evan Mobley","21","CLE","PF",7.2,382.588,312.574396,303.04,123.94336,115.534,41.823308,33.145,15.080975,0
"10","murrade01",2023,"Dejounte Murray","26","ATL","SG",14.3,208.402,145.256194,204.445,88.115795,299.413,136.232915,208.402,101.283372,0
"11","derozde01",2023,"DeMar DeRozan","33","CHI","SF",13.7,214.995,158.021325,162.875,79.971625,342.689,171.001811,440.414,202.150026,0
"12","barnesc01",2023,"Scottie Barnes","21","TOR","SF",10.7,279.4,191.389,322.072,144.9324,97.536,28.870656,83.312,30.075632,0
"13","barneha02",2023,"Harrison Barnes","30","SAC","PF",13.6,201.705,143.815665,181.93,74.04551,41.923,17.984967,6.328,2.107224,0
"14","siakapa01",2023,"Pascal Siakam","28","TOR","PF",12.2,252.096,189.072,383.396,181.729704,208.767,97.911723,165.438,61.21206,0
"15","mccolcj01",2023,"CJ McCollum","31","NOP","PG",16,145.152,90.139392,279.552,123.841536,198.912,102.041856,168,54.936,0
"16","wagnefr01",2023,"Franz Wagner","21","ORL","SF",12,301.86,219.75408,347.698,146.03316,70.434,29.159676,38.012,16.991364,0
"17","greenja05",2023,"Jalen Green","20","HOU","SG",15.2,274.518,162.240138,288.108,116.971848,107.361,50.137587,135.9,50.0112,0
"18","adebaba01",2023,"Bam Adebayo","25","MIA","C",7.3,328.63,234.64182,422.206,202.236674,289.64,143.95108,52.358,15.079104,0
"19","youngtr01",2023,"Trae Young","24","ATL","PG",14.9,215.45,117.6357,337.77,143.89002,204.33,107.68191,158.46,64.81014,0
"20","vanvlfr01",2023,"Fred VanVleet","28","TOR","PG",18.4,133.44,78.19584,160.128,60.048,97.856,38.946688,112.312,51.10196,0
"21","hieldbu01",2023,"Buddy Hield","30","IND","SF",19.2,156.738,107.835744,87.192,30.08124,45.672,18.862536,68.508,28.77336,0
"22","barrerj01",2023,"RJ Barrett","22","NYK","SG",11.5,351.624,225.742608,337.512,135.342312,70.56,21.168,27.048,7.005432,0
"23","poolejo01",2023,"Jordan Poole","23","GSW","PG",17.3,171.252,119.191392,268.38,138.75246,103.518,39.233322,98.406,39.165588,0
"24","hartjo01",2023,"Josh Hart","27","2TM","SF",10.6,230.88,169.92768,78,31.98,33.8,8.957,13,3.003,0
"25","smithja05",2023,"Jabari Smith Jr.","19","HOU","PF",16.2,138.26,100.2385,158.776,61.92264,107.04,49.02432,97.228,33.05752,0
"26","murphtr02",2023,"Trey Murphy III","22","NOP","SF",17.7,160.8,121.8864,103.2,51.084,16,3.008,20.8,6.9264,0
"27","garlada01",2023,"Darius Garland","23","CLE","PG",14.8,191.93,118.03695,255.154,115.074454,144.512,75.290752,115.158,41.111406,0
"28","harrito02",2023,"Tobias Harris","30","PHI","SF",13.2,219.7,155.7673,185.9,87.9307,86.19,39.04407,28.73,13.87659,0
"29","foxde01",2023,"De'Aaron Fox","25","SAC","PG",13.5,227.601,182.763603,334.081,190.092089,258.214,126.008432,143.748,63.824112,0
"30","mitchdo01",2023,"Donovan Mitchell","26","CLE","SG",16,290.214,203.1498,207.496,108.727904,109.356,53.147016,137.396,59.217676,0
"31","banchpa01",2023,"Paolo Banchero","20","ORL","PF",12.4,271.524,178.662792,283.866,107.86908,139.128,57.04248,142.494,50.157888,0
"32","mcdanja02",2023,"Jaden McDaniels","22","MIN","SF",12.5,206.208,155.068416,153.94,70.96634,63.008,27.975552,24.344,9.129,0
"33","gilgesh01",2023,"Shai Gilgeous-Alexander","24","OKC","PG",9.8,390.823,264.977994,381.156,166.946328,339.726,173.939712,100.813,39.921948,0
"34","onealro01",2023,"Royce O'Neale","29","BRK","SF",19.6,91.915,44.946435,69.974,18.962954,8.895,1.97469,2.965,0,0
"35","brownja02",2023,"Jaylen Brown","26","BOS","SF",13.6,327.771,242.878311,280.749,133.917273,139.683,75.847869,128.619,52.219314,0
"36","doncilu01",2023,"Luka Dončić","23","DAL","PG",14.7,255.024,189.99288,365.148,211.055544,210.105,107.15355,78.246,26.055918,0
"37","anunoog01",2023,"OG Anunoby","25","TOR","SF",13.5,259.305,180.216975,153.105,56.03643,54.87,19.97268,49.56,22.7976,0
"38","murrake02",2023,"Keegan Murray","22","SAC","SF",17.8,139.978,93.925238,82.892,28.929308,32.844,14.94402,21.114,7.030962,0
"39","caldwke01",2023,"Kentavious Caldwell-Pope","29","DEN","SG",17.3,85.952,58.963072,72.048,29.035344,51.192,22.063752,97.96,43.98404,0
"40","washipj01",2023,"P.J. Washington","24","CHO","PF",14.8,193.644,133.808004,236.676,106.740876,58.68,24.88032,59.658,18.911586,0
"41","brunsja01",2023,"Jalen Brunson","26","NYK","PG",12.9,178.055,108.96966,395.545,199.35468,205.54,96.80934,94.405,48.240955,0
"42","lopezbr01",2023,"Brook Lopez","34","MIL","C",14,252.619,194.769249,152.83,86.96027,97.092,47.08962,32.364,12.1365,0
"43","giddejo01",2023,"Josh Giddey","20","OKC","PF",9.6,336.518,217.390628,425.958,193.81089,99.502,45.27341,23.478,7.137312,0
"44","bullore01",2023,"Reggie Bullock","31","DAL","SF",21.7,36.19,27.1425,18.8,7.9148,8.93,3.96492,8.93,1.98246,0
"45","quickim01",2023,"Immanuel Quickley","23","NYK","SG",16.5,118.872,80.951832,191.88,95.94,118.872,55.988712,52.416,18.135936,0
"46","herroty01",2023,"Tyler Herro","23","MIA","SG",17.1,103.137,72.092763,209.601,101.866086,168.568,77.878416,84.284,30.089388,0
"47","willipa01",2023,"Patrick Williams","21","CHI","PF",14.6,174.666,111.78624,75.824,23.960384,81.24,35.09568,67.7,27.8924,0
"48","jokicni01",2023,"Nikola Jokić","27","DEN","C",8.6,309.666,242.778144,423.108,272.058444,94.024,47.012,38.836,22.91324,0
"49","whitede01",2023,"Derrick White","28","BOS","SG",15.9,118.248,85.13856,162.212,76.077428,59.882,30.958994,18.192,6.057936,0
"50","iveyja01",2023,"Jaden Ivey","20","DET","SG",13.8,237.886,138.925424,207.413,69.068529,95.351,39.189261,85.521,37.800282,0
"51","russeda01",2023,"D'Angelo Russell","26","2TM","PG",17.2,122.292,88.172532,129.876,63.898992,126.084,61.024656,79.632,37.8252,0
"52","greendr01",2023,"Draymond Green","32","GSW","PF",10.3,140.778,99.811602,172.062,98.07534,18.96,8.98704,10.902,2.976246,0
"53","martike04",2023,"KJ Martin","22","HOU","SF",9.7,300.24,242.29368,202.32,99.1368,2.16,1.08,0,NA,0
"54","embiijo01",2023,"Joel Embiid","28","PHI","C",11.2,357.232,288.286224,260.288,113.22528,321.376,165.187264,176.624,86.369136,0
"55","brownbr01",2023,"Bruce Brown","26","DEN","SF",12,194.142,157.060878,197.106,77.068446,63.726,24.916866,23.712,5.928,0
"56","thompkl01",2023,"Klay Thompson","32","GSW","SF",19.6,72.616,50.395504,153.996,78.999948,142.728,53.951184,151.492,61.808736,0
"57","willija06",2023,"Jalen Williams","21","OKC","SG",10.4,299.338,217.319388,195.324,85.161264,57.962,25.966976,37.318,13.098618,0
"58","markkla01",2023,"Lauri Markkanen","25","UTA","PF",14.6,243.885,174.865545,287.395,145.134475,60.685,31.859625,42.365,19.14898,0
"59","strusma01",2023,"Max Strus","26","MIA","SF",19.4,109.02,74.02458,90.06,43.04868,18.17,8.06748,8.69,0.96459,0
"60","dortlu01",2023,"Luguentz Dort","23","OKC","SF",14.2,262.773,136.904733,151.902,46.937718,27.936,9.973152,20.952,9.973152,0
"61","claxtni01",2023,"Nic Claxton","23","BRK","C",2.7,393.877,317.070985,177.861,90.886971,12.914,5.966268,0,NA,0
"62","grantje01",2023,"Jerami Grant","28","POR","PF",13.9,241.032,163.90176,128.733,53.939127,77.605,30.809185,94.039,36.016937,0
"63","irvinky01",2023,"Kyrie Irving","30","2TM","SG",15.5,192.48,139.35552,218.946,111.005622,186.465,100.31817,109.473,55.721757,0
"64","kuzmaky01",2023,"Kyle Kuzma","27","WAS","PF",14.9,212.412,153.361464,303.772,147.936964,93.644,35.865652,51.39,15.10866,0
"65","leverca01",2023,"Caris LeVert","28","CLE","SG",14.5,174.37,111.24806,134.302,50.094646,85.33,26.11098,20.776,4.944688,0
"66","mathube01",2023,"Bennedict Mathurin","20","IND","SG",12.1,271.986,169.99125,247.26,98.16222,71.325,26.10495,41.844,13.934052,0
"67","roziete01",2023,"Terry Rozier","28","CHO","SG",15.1,230.472,143.353584,236.412,88.890912,119.988,56.034396,96.228,40.127076,0
"68","allenja01",2023,"Jarrett Allen","24","CLE","C",4.4,356.82,272.9673,190.304,98.196864,46.95,23.99145,16.902,4.969188,0
"69","brookdi01",2023,"Dillon Brooks","27","MEM","SF",15.8,155.587,98.797745,188.29,68.16098,136.758,61.951374,71.352,20.121264,0
"70","huertke01",2023,"Kevin Huerter","24","SAC","SG",17.8,116.91,90.95598,122.106,74.118342,75.342,31.116246,36.372,16.149168,0
"71","holidjr01",2023,"Jrue Holiday","32","MIL","PG",15.3,198.462,144.281874,220.968,99.877536,98.208,45.077472,95.139,43.097967,0
"72","sengual01",2023,"Alperen Şengün","20","HOU","C",6,315.605,213.664585,370.736,184.997264,42.347,20.157172,12.784,3.937472,0
"73","simonan01",2023,"Anfernee Simons","23","POR","SG",17.9,173.47,112.23509,129.58,55.84898,96.14,52.10788,83.6,34.8612,0
"74","zubaciv01",2023,"Ivica Zubac","25","LAC","C",3.3,304.802,213.971004,193.778,105.802788,10.794,4.91127,2.056,1.028,0
"75","hayeski01",2023,"Killian Hayes","21","DET","PG",15.7,70.09,41.07274,176.04,70.94412,192.34,77.12834,91.28,38.15504,0
"76","hardati02",2023,"Tim Hardaway Jr.","30","DAL","SF",19.7,92.323,50.131389,78.771,28.908957,76.23,33.08382,49.973,15.99136,0
