"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","mccolcj01",2020,"CJ McCollum","28","POR","SG",15.5,233.232,139.239504,218.316,83.178396,203.4,99.666,188.484,94.807452,0
"2","bookede01",2020,"Devin Booker","23","PHO","SG",14.1,292.524,210.61728,174.488,80.787944,273.279,133.086873,143.696,60.927104,0
"3","hardeja01",2020,"James Harden","30","HOU","SG",16.6,367.902,245.758536,267.978,110.942892,27.252,12.099888,7.57,3.785,0
"4","barneha02",2020,"Harrison Barnes","27","SAC","PF",11.8,233.142,161.101122,226.005,82.039815,45.994,13.982176,19.825,5.9475,0
"5","lillada01",2020,"Damian Lillard","29","POR","PG",16.8,397.955,245.93619,106.571,33.143581,83.638,33.87339,86.336,40.664256,0
"6","harrito02",2020,"Tobias Harris","27","PHI","PF",13.2,268.617,177.824454,251.022,120.992604,184.161,86.003187,111.435,36.77355,0
"7","tuckepj01",2020,"P.J. Tucker","34","HOU","PF",18.4,63.048,39.026712,37.914,17.971236,14.91,6.96297,11.076,6.03642,0
"8","gilgesh01",2020,"Shai Gilgeous-Alexander","21","OKC","SG",11.4,290.29,179.10893,266.945,107.84578,138.04,69.02,69.02,34.99314,0
"9","adebaba01",2020,"Bam Adebayo","22","MIA","PF",5.8,379.99,275.87274,237.79,105.81655,113.76,45.95904,44.24,10.04248,0
"10","mitchdo01",2020,"Donovan Mitchell","23","UTA","SG",14.8,226.798,141.975548,307.318,127.229652,179.828,87.935892,154.33,71.76345,0
"11","jokicni01",2020,"Nikola Jokić","24","DEN","C",12,253.827,183.770748,294.525,176.420475,153.153,75.04497,114.597,49.849695,0
"12","goberru01",2020,"Rudy Gobert","27","UTA","C",2.1,466.209,351.987795,88.006,33.970316,2.785,0,0,NA,0
"13","derozde01",2020,"DeMar DeRozan","30","SAS","SF",9.9,279.034,203.973854,260.152,126.954176,275.887,131.046325,199.31,86.10192,0
