"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","bridgmi01",2022,"Mikal Bridges","25","PHO","SF",13.2,192.192,152.216064,174.174,108.162054,132.99,67.02696,38.61,9.88416,0
"2","bridgmi02",2022,"Miles Bridges","23","CHO","PF",12.4,433.398,313.346754,257.368,106.035616,24.28,11.12024,35.206,12.075658,0
"3","derozde01",2022,"DeMar DeRozan","32","CHI","PF",13,251.74,168.91754,242.53,119.80982,455.895,232.962345,442.08,202.03056,0
"4","tatumja01",2022,"Jayson Tatum","23","BOS","SF",15,342.516,255.516936,264.316,105.7264,136.068,45.038508,156.4,64.124,0
"5","beysa01",2022,"Saddiq Bey","22","DET","SF",17.4,188.576,116.728544,178.352,62.066496,81.792,26.909568,77.248,33.139392,0
"6","halibty01",2022,"Tyrese Haliburton","21","2TM","PG",16.5,115.443,82.310859,166.347,68.20227,142.713,73.782621,89.991,41.035896,0
"7","westbru01",2022,"Russell Westbrook","33","LAL","PG",10.5,405.657,252.724311,284.823,110.796147,129.465,48.808305,134.397,49.72689,0
"8","youngtr01",2022,"Trae Young","23","ATL","PG",16.3,239.32,148.13908,307.256,138.572456,174.472,80.780536,191.456,99.174208,0
"9","maxeyty01",2022,"Tyrese Maxey","21","PHI","PG",12.9,256.71,167.88834,235.815,109.88979,120.395,38.165215,72.635,34.792165,0
"10","finnedo01",2022,"Dorian Finney-Smith","28","DAL","PF",17,161.236,121.249472,67.816,21.972384,17.3,8.1483,11.072,3.022656,0
"11","barnesc01",2022,"Scottie Barnes","20","TOR","PF",10.7,242.32,172.28952,293.58,147.67074,106.248,42.074208,80.152,31.098976,0
"12","barneha02",2022,"Harrison Barnes","29","SAC","PF",13.3,191.82,129.86214,231.852,93.90006,33.36,15.1788,5.004,2.0016,0
"13","siakapa01",2022,"Pascal Siakam","27","TOR","PF",11.2,260.712,186.669792,410.38,204.36924,159.324,71.217828,159.324,59.109204,0
"14","randlju01",2022,"Julius Randle","27","NYK","PF",13.8,316.484,198.435468,189.392,69.696256,170.702,63.842548,179.424,60.10704,0
"15","harrito02",2022,"Tobias Harris","29","PHI","PF",11.7,255.5,178.5945,288.204,127.962576,159.432,68.236896,43.946,16.963156,0
"16","brunsja01",2022,"Jalen Brunson","25","DAL","SG",13.1,148.176,104.167728,290.304,152.119296,190.512,98.685216,127.008,57.026592,0
"17","hieldbu01",2022,"Buddy Hield","29","2TM","SG",19,141.642,85.835052,88.938,33.974316,74.664,31.881528,70.272,31.130496,0
"18","jokicni01",2022,"Nikola Jokić","26","DEN","C",10.2,351.348,272.646048,503.424,305.074944,107.502,60.73863,60.306,28.162902,0
"19","townska01",2022,"Karl-Anthony Towns","26","MIN","C",11.4,399.406,273.193704,308.356,166.203884,59.486,20.8201,72.84,25.93104,0
"20","edwaran01",2022,"Anthony Edwards","20","MIN","SG",14.9,344.865,226.92117,154.38,56.81184,64.74,19.93992,63.495,22.794705,0
"21","vanvlfr01",2022,"Fred VanVleet","27","TOR","PG",19.7,88.857,58.912191,132.737,41.944892,96.536,40.834728,125.058,54.025056,0
"22","roziete01",2022,"Terry Rozier","27","CHO","SG",16.4,211.227,137.086323,192.555,76.25178,95.694,49.856574,74.688,32.86272,0
"23","trentga02",2022,"Gary Trent Jr.","23","TOR","SG",18.3,94.482,54.705078,139.008,56.99328,121.632,58.869888,177.018,67.089822,0
"24","garlada01",2022,"Darius Garland","22","CLE","PG",15.4,227.562,137.447448,213.486,96.709158,160.701,79.868397,111.435,50.702925,0
"25","wagnefr01",2022,"Franz Wagner","20","ORL","SF",10.4,287.625,179.765625,357.825,162.810375,41.925,12.99675,15.6,3.9,0
"26","ballla01",2022,"LaMelo Ball","20","CHO","PG",15.9,255.816,148.884912,220.704,87.840192,130.416,50.731824,81.51,30.1587,0
"27","hardeja01",2022,"James Harden","32","2TM","PG",14.8,227.168,136.073632,229.152,85.015392,59.52,25.77216,23.808,10.904064,0
"28","vucevni01",2022,"Nikola Vučević","31","CHI","C",13,257.342,182.198136,291.962,143.06138,158.098,70.986002,116.554,46.271938,0
"29","barrerj01",2022,"RJ Barrett","21","NYK","SF",12,368.946,219.891816,290.142,89.073594,81.192,25.088328,50.148,15.0444,0
"30","onealro01",2022,"Royce O'Neale","28","UTA","SF",18.7,86.136,59.089296,47.064,25.038048,4.884,0,0,NA,0
"31","johnske04",2022,"Keldon Johnson","22","SAS","SF",13.4,220.398,142.15671,298.245,134.21025,64.704,23.875776,29.319,12.138066,0
"32","gordoaa01",2022,"Aaron Gordon","26","DEN","PF",11.5,317.754,252.932184,140.946,52.009074,70.056,23.048424,45.036,19.005192,0
"33","murrade01",2022,"Dejounte Murray","25","SAS","PG",12.7,265.574,176.60671,255.646,106.860028,280.466,127.892496,143.956,64.924156,0
"34","fournev01",2022,"Evan Fournier","29","NYK","SG",19.6,78.165,47.133495,117.73,45.9147,76.235,36.13539,74.305,32.09976,0
"35","millspa02",2022,"Patty Mills","33","BRK","SG",21.2,50.022,37.01628,29.378,6.081246,51.61,18.83765,92.104,34.07848,0
"36","bookede01",2022,"Devin Booker","25","PHO","SG",15.8,153.468,107.274132,217.413,103.271175,312.62,146.30616,238.728,112.918344,0
"37","jacksre01",2022,"Reggie Jackson","31","LAC","SG",16.1,174.746,110.788964,229.736,101.773048,129.532,45.206668,168.636,50.928072,0
"38","joneshe01",2022,"Herbert Jones","23","NOP","PF",10.6,236.16,161.06112,118.08,34.00704,9.216,4.091904,40.896,15.94944,0
"39","mobleev01",2022,"Evan Mobley","20","CLE","PF",8.4,296.31,226.38084,253.15,96.95645,117.86,52.91914,60.59,19.87352,0
"40","caldwke01",2022,"Kentavious Caldwell-Pope","28","WAS","SG",18,87.045,59.01651,96.164,35.09986,92.848,39.92464,144.246,67.07439,0
