"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","wiggian01",2017,"Andrew Wiggins","21","MIN","SF",12.6,456.87,296.9655,205.67,76.92058,218.23,79.65395,397.21,152.13143,0
"2","townska01",2017,"Karl-Anthony Towns","21","MIN","C",9.7,559.44,395.52408,372.96,186.10704,109.52,51.80296,161.32,67.10912,0
"3","hardeja01",2017,"James Harden","27","HOU","PG",15.9,370.986,253.012452,205.422,74.773608,116.508,48.816852,81.249,34.693323,0
"4","antetgi01",2017,"Giannis Antetokounmpo","22","MIL","SF",8.7,624.464,442.744976,187.591,73.910854,80.576,27.234688,183.814,62.864388,0
"5","walljo01",2017,"John Wall","26","WAS","PG",11.9,545.3,323.3629,117.67,42.83188,156.415,58.81204,341.53,132.85517,0
"6","butleji01",2017,"Jimmy Butler","27","CHI","SF",12.9,353.064,216.075168,156.5,80.2845,205.328,77.203328,290.464,106.309824,0
"7","barneha02",2017,"Harrison Barnes","24","DAL","PF",13.1,234.24,159.04896,238.08,114.99264,248.32,112.24064,339.2,135.0016,0
"8","westbru01",2017,"Russell Westbrook","28","OKC","PG",13.8,568.713,327.578688,130.047,39.664335,331.911,144.049374,324.147,111.830715,0
"9","mccolcj01",2017,"CJ McCollum","25","POR","SG",15.1,256.498,150.820824,213.268,104.074784,210.386,106.665702,319.902,144.915606,0
"10","jamesle01",2017,"LeBron James","32","CLE","SF",11,580.608,452.87424,142.464,54.84864,141.12,62.0928,137.088,42.086016,0
"11","arizatr01",2017,"Trevor Ariza","31","HOU","SF",18.6,165.186,108.19683,43.092,17.02134,10.374,4.1496,24.738,6.92664,0
"12","goberru01",2017,"Rudy Gobert","24","UTA","C",1.7,528.125,386.059375,90,25.02,3.125,2.084375,1.25,0,0
"13","walkeke02",2017,"Kemba Walker","26","CHO","PG",15,440.496,241.832304,94.185,31.08105,105.777,40.935699,208.656,89.304768,0
"14","bookede01",2017,"Devin Booker","20","PHO","SG",14.8,289.062,167.077836,184.599,81.777357,223.236,85.052916,327.699,124.853319,0
"15","davisan02",2017,"Anthony Davis","23","NOP","C",10.6,431.858,304.891748,355.558,161.423332,256.368,119.723856,347.928,144.042192,0
"16","lillada01",2017,"Damian Lillard","26","POR","PG",15.1,400.272,240.1632,187.488,62.80848,119.04,52.02048,203.856,91.939056,0
"17","georgpa01",2017,"Paul George","26","IND","SF",17.1,176.588,110.3675,133.452,65.258028,163.108,67.037388,381.484,184.638256,0
"18","bealbr01",2017,"Bradley Beal","23","WAS","SG",15.9,314.636,199.479224,133.522,56.74685,112.37,52.70153,207.554,104.81477,0
