"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","johnsjo02",2004,"Joe Johnson","22","PHO","SG",13.3,307.258,178.20964,179.449,92.775133,188.486,72.190138,343.406,128.77725,0
"2","stojape01",2004,"Peja Stojaković","26","SAC","SF",15.7,304.92,204.90624,95.634,37.871064,126.126,51.08103,304.92,131.1156,0
"3","marbust01",2004,"Stephon Marbury","26","2TM","PG",13.3,422.73,236.7288,112.266,50.070636,128.898,52.977078,447.678,171.012996,0
"4","garneke01",2004,"Kevin Garnett","27","MIN","PF",11.2,367.308,248.667516,296.424,134.87292,386.64,177.8544,515.52,230.95296,0
"5","moblecu01",2004,"Cuttino Mobley","28","HOU","SG",15.8,224.848,130.861536,95.128,37.004792,117.829,37.940938,222.686,89.965144,0
"6","mariosh01",2004,"Shawn Marion","25","PHO","SF",11.7,383.526,240.470802,190.422,99.781128,293.679,99.85086,207.855,59.86224,0
"7","francst01",2004,"Steve Francis","26","HOU","PG",13.9,313.877,177.968259,92.711,24.939259,121.753,40.909008,338.451,133.011243,0
"8","jefferi01",2004,"Richard Jefferson","23","NJN","SF",9.9,463.84,305.67056,121.535,34.151335,114.845,43.985635,283.21,123.19635,0
"9","jamesle01",2004,"LeBron James","19","CLE","SG",11.2,469.98,283.86792,250.656,89.233536,240.212,75.186356,314.812,110.813824,0
"10","jacksji01",2004,"Jim Jackson","33","HOU","SF",17.8,97.2,39.0744,89.1,35.0163,105.3,54.1242,204.3,92.1393,0
"11","stoudda01",2004,"Damon Stoudamire","30","POR","PG",17.3,153.718,76.859,84.494,29.15043,107.908,41.976212,245.338,104.023312,0
"12","sprewla01",2004,"Latrell Sprewell","33","MIN","SF",14.9,191.166,105.1413,136.728,48.948624,281.052,121.133412,358.278,144.027756,0
"13","piercpa01",2004,"Paul Pierce","26","BOS","SG",15,320.358,180.681912,110.778,29.91006,223.053,86.098458,458.082,190.10403,0
"14","randoza01",2004,"Zach Randolph","22","POR","PF",7.7,480.168,285.219792,407.664,185.894784,224.352,92.208672,250.344,98.635536,0
"15","wallabe01",2004,"Ben Wallace","29","DET","C",4.9,456.28,248.21632,121.924,24.019028,97.988,21.949312,64.328,20.134664,0
"16","reddmi01",2004,"Michael Redd","24","MIL","SG",13.1,362.628,218.302056,182.753,76.939013,292.117,120.936438,238.874,90.055498,0
"17","terryja01",2004,"Jason Terry","26","ATL","PG",16.1,159.068,83.033496,143.52,65.3016,203.32,82.14128,270.296,123.254976,0
"18","odomla01",2004,"Lamar Odom","24","MIA","PF",9.1,448.546,240.869202,273.861,116.938647,96.922,31.01504,102.557,35.177051,0
"19","jonesed02",2004,"Eddie Jones","32","MIA","SG",17,159.528,98.747832,101.728,40.894656,137.564,42.232148,277.44,113.7504,0
"20","anthoca01",2004,"Carmelo Anthony","19","DEN","SF",10.3,662.18,358.23938,95.225,22.0922,87.9,29.9739,405.805,144.872385,0
"21","marshdo01",2004,"Donyell Marshall","30","2TM","PF",13,331.5,208.845,111.18,51.03162,71.4,18.1356,180.54,60.84198,0
"22","bibbymi01",2004,"Mike Bibby","25","SAC","PG",15.1,271.44,157.70664,90.09,34.05402,78.39,33.15897,352.17,154.25046,0
"23","snower01",2004,"Eric Snow","30","PHI","PG",9.7,245.245,133.168035,87.945,27.96651,175.175,64.11405,188.76,67.9536,0
"24","jacksst02",2004,"Stephen Jackson","25","ATL","SF",14,363.168,224.074656,95.836,33.925944,141.232,45.053008,234.546,88.189296,0
"25","richaja01",2004,"Jason Richardson","23","GSW","SG",11.7,372.36,255.43896,241.392,88.832256,139.956,41.9868,255.516,98.884692,0
"26","lewisra02",2004,"Rashard Lewis","24","SEA","SF",14.3,213.846,146.912202,249.487,112.26915,152.396,55.167352,228.594,76.121802,0
"27","nowitdi01",2004,"Dirk Nowitzki","25","DAL","C",15.3,201.74,132.74492,111.35,43.09245,259.38,122.16798,448.02,207.88128,0
"28","kirilan01",2004,"Andrei Kirilenko","22","UTA","PF",9.3,485.051,278.904325,67.032,25.002936,45.619,7.937706,132.202,31.992884,0
"29","howarju01",2004,"Juwan Howard","30","ORL","PF",9,275.884,152.839736,344.855,143.804535,347.193,149.987376,199.899,81.95859,0
"30","robincl02",2004,"Clifford Robinson","37","GSW","PF",16.1,100.17,63.1071,176.715,68.91885,113.4,38.1024,240.975,84.100275,0
"31","kittlke01",2004,"Kerry Kittles","29","NJN","SG",14.3,270.438,177.407328,45.073,13.026097,96.859,35.934689,271.397,111.27277,0
"32","walkean02",2004,"Antoine Walker","27","DAL","PF",9.8,456.116,263.178932,255.154,108.185296,72.256,22.110336,40.644,7.92558,0
"33","millean02",2004,"Andre Miller","27","DEN","PG",9.1,346.288,212.274544,175.026,74.035998,223.958,90.926948,130.799,40.940087,0
"34","cassesa01",2004,"Sam Cassell","34","MIN","PG",15.2,130.81,80.84058,113.03,64.99225,360.68,180.70068,478.79,218.80703,0
"35","paytoga01",2004,"Gary Payton","35","LAL","PG",9.5,425.984,258.146304,151.552,67.743744,149.504,55.166976,132.096,45.969408,0
"36","crawfja01",2004,"Jamal Crawford","23","CHI","SG",17.5,184.52,92.26,115.984,48.945248,141.026,51.051412,355.86,151.95222,0
"37","onealje01",2004,"Jermaine O'Neal","25","IND","PF",9.3,324.8,191.9568,436.8,166.8576,382.2,158.2308,238,89.012,0
"38","cartevi01",2004,"Vince Carter","27","TOR","SG",13.7,289.943,169.036769,205.437,82.1748,244.776,83.958168,473.525,179.9395,0
"39","chrisdo01",2004,"Doug Christie","33","SAC","SG",14,198.832,138.784736,48.848,11.96776,35.088,16.035216,262.816,100.921344,0
"40","finlemi01",2004,"Michael Finley","30","DAL","SG",17.1,126.331,81.230833,97.356,42.155148,171.532,79.247784,395.219,162.03979,0
