"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","finlemi01",2000,"Michael Finley","26","DAL","SF",13.8,261.76,182.70848,286.3,110.2255,376.28,154.2748,464.624,201.646816,0
"2","paytoga01",2000,"Gary Payton","31","SEA","PG",13.8,379.848,280.707672,343.196,135.56242,169.932,58.966404,251.566,93.834118,0
"3","sprewla01",2000,"Latrell Sprewell","29","NYK","SF",13.1,261,158.949,204.885,68.02182,351.045,131.99292,361.485,165.198645,0
"4","garneke01",2000,"Kevin Garnett","23","MIN","PF",12,279.258,202.182792,372.344,180.58684,340.298,132.71622,451.696,212.748816,0
"5","abdursh01",2000,"Shareef Abdur-Rahim","23","VAN","SF",9.8,390.762,254.776824,362.668,148.69388,192.827,69.032066,233.691,91.840563,0
"6","houstal01",2000,"Allan Houston","28","NYK","SG",15.6,163.959,77.06073,115.661,42.910231,326.647,159.730383,421.972,227.86488,0
"7","onealsh01",2000,"Shaquille O'Neal","27","LAL","C",5.8,669.33,519.40008,830.835,372.21408,159.84,62.97696,3.33,1.665,0
"8","bibbymi01",2000,"Mike Bibby","21","VAN","PG",15.2,181.456,99.256432,118.565,43.86905,107.224,51.145848,412.4,188.0544,0
"9","stackje01",2000,"Jerry Stackhouse","25","DET","SG",13.5,516.579,302.198715,118.654,35.240238,183.769,62.848998,341.492,136.255308,0
"10","masonan01",2000,"Anthony Mason","33","CHH","SF",8.2,271.01,155.01772,185.08,76.06788,177.148,75.996492,27.101,10.02737,0
"11","cartevi01",2000,"Vince Carter","23","TOR","SF",13.7,368.032,246.949472,242.528,96.283616,351.072,134.109504,498.624,215.904192,0
"12","dickemi01",2000,"Michael Dickerson","24","VAN","SG",13.5,288.29,192.28943,190.5,58.1025,185.42,56.18226,316.23,129.02184,0
"13","allenra02",2000,"Ray Allen","24","MIL","SG",15.1,275.145,163.98642,180.608,74.771712,314.653,131.210301,234.226,100.014502,0
"14","walkean02",2000,"Antoine Walker","23","BOS","PF",9.6,519.57,299.79189,518.064,219.141072,96.384,34.794624,85.842,20.945448,0
"15","brandel01",2000,"Elton Brand","20","CHI","PF",8.1,437.51,266.44359,489.75,218.91825,296.462,111.17325,80.972,34.00824,0
"16","millere01",2000,"Reggie Miller","34","IND","SG",17,119.715,81.765345,105.141,42.0564,155.109,57.080112,257.127,120.078309,0
"17","mutomdi01",2000,"Dikembe Mutombo","33","ATL","C",6.3,213.156,155.177568,280.197,136.175742,77.928,30.00228,1.719,0.8595,0
"18","roseja01",2000,"Jalen Rose","27","IND","SF",13.7,151.892,94.9325,243.984,126.87168,247.572,97.79094,356.408,166.086128,0
"19","vanexni01",2000,"Nick Van Exel","28","DEN","PG",16,173.459,94.188237,215.914,87.013342,178.311,63.122094,245.026,96.050192,0
"20","malonka01",2000,"Karl Malone","36","UTA","PF",11.2,453.132,309.942288,172.692,74.25756,397.044,161.199864,445.752,205.04592,0
