"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","finlemi01",1998,"Michael Finley","24","DAL","SF",14.2,316.05,206.0646,177.59,75.83093,285.95,98.08085,481.6,208.0512,0
"2","ricegl01",1998,"Glen Rice","30","CHH","SF",14.6,267.498,179.22366,212.058,69.97914,202.356,61.111512,404.712,193.857048,0
"3","hillgr01",1998,"Grant Hill","25","DET","SF",11,447.769,292.840926,209.594,70.842772,333.445,116.03886,348.416,131.701248,0
"4","allenra02",1998,"Ray Allen","22","MIL","SG",15.8,243.275,150.100675,131.5,37.083,280.095,113.998665,293.245,128.148065,0
"5","walkean02",1998,"Antoine Walker","21","BOS","PF",10.3,591.635,336.04868,475.695,179.81271,172.205,47.700785,172.205,67.15995,0
"6","garneke01",1998,"Kevin Garnett","21","MIN","PF",11.6,267.651,192.70872,262.479,113.128449,350.403,153.126111,396.951,173.070636,0
"7","duncati01",1998,"Tim Duncan","21","SAS","PF",7.4,480.051,326.914731,469.755,239.105295,243.243,101.189088,83.655,38.81592,0
"8","persowe01",1998,"Wesley Person","26","CLE","SG",17.2,125.367,94.275984,93.786,31.88724,119.625,46.893,171.303,75.202017,0
"9","jordami01",1998,"Michael Jordan","34","CHI","SG",13.2,418.353,269.419332,200.658,74.845434,526.254,218.921664,620.904,286.857648,0
"10","iversal01",1998,"Allen Iverson","22","PHI","PG",12.5,471.345,282.335655,206.829,81.904284,212.457,82.220859,281.4,132.8208,0
"11","masonan01",1998,"Anthony Mason","31","CHH","PF",7.5,359.08,226.2204,216.212,84.106468,162.732,66.882852,22.156,12.07502,0
"12","paytoga01",1998,"Gary Payton","29","SEA","PG",13,437.076,280.165716,223.65,88.78905,107.352,33.064416,112.464,42.848784,0
"13","kiddja01",1998,"Jason Kidd","24","PHO","PG",15.4,231.071,131.017257,74.733,27.875409,121.978,49.035156,198.429,76.196736,0
"14","marbust01",1998,"Stephon Marbury","20","MIN","PG",13.8,493.563,250.730004,138.544,45.858064,106.382,44.786822,192.972,76.030968,0
"15","jacksji01",1998,"Jim Jackson","27","2TM","SG",13.4,216.972,131.918976,208.116,81.997704,235.791,91.015326,254.61,109.73691,0
"16","hardati01",1998,"Tim Hardaway","31","MIA","PG",16.5,250.128,146.074752,168.48,72.78336,127.008,43.055712,308.448,141.269184,0
"17","malonka01",1998,"Karl Malone","34","UTA","PF",11.3,506.368,332.683776,148.672,57.833408,312.064,123.889408,497.536,262.699008,0
"18","stricro02",1998,"Rod Strickland","31","WAS","PG",9.9,404.54,234.6332,213.57,60.86745,263.29,93.20466,200.01,89.00445,0
"19","outlabo01",1998,"Bo Outlaw","26","ORL","PF",6.2,338.832,244.975536,129.234,40.06254,47.784,8.983392,22.263,5.053701,0
"20","abdursh01",1998,"Shareef Abdur-Rahim","21","VAN","SF",8,577.863,377.922402,347.526,121.286574,157.599,50.116482,215.52,83.19072,0
"21","bakervi01",1998,"Vin Baker","26","SEA","C",7.4,477.24,351.24864,370.152,156.204144,171.108,68.100984,138.516,54.852336,0
"22","chrisdo01",1998,"Doug Christie","27","TOR","SG",14.5,336.294,205.13934,103.887,28.984473,123.165,37.072665,201.348,87.183684,0
"23","mutomdi01",1998,"Dikembe Mutombo","31","ATL","C",6,326.92,221.97868,332.864,150.787392,80.987,25.996827,2.229,0,0
"24","jonesed02",1998,"Eddie Jones","26","LAL","SG",14,381.9,255.873,93.465,27.10485,77.385,27.162135,85.425,33.1449,0
"25","wallara01",1998,"Rasheed Wallace","23","POR","PF",10.5,261.625,209.82325,202.125,81.052125,166.25,70.1575,205.625,96.849375,0
"26","smithst01",1998,"Steve Smith","28","ATL","SG",13.9,269.745,168.86037,182.766,71.827038,222.402,90.07281,149.736,60.942552,0
"27","rodmade01",1998,"Dennis Rodman","36","CHI","PF",9.6,137.88,82.86588,123.12,47.03184,33.12,11.02896,42.84,9.98172,0
"28","houstal01",1998,"Allan Houston","26","NYK","SG",14.7,237.522,133.724886,151.963,58.961644,265.616,95.887376,407.363,199.60787,0
"29","wesleda01",1998,"David Wesley","27","CHH","PG",14.8,242.784,136.930176,64.8,23.9112,86.4,31.104,299.808,131.91552,0
"30","cheanca01",1998,"Calbert Cheaney","26","WAS","SG",11.9,201.105,144.996705,194.238,75.170106,223.668,66.876732,309.015,145.85508,0
"31","stoudda01",1998,"Damon Stoudamire","24","2TM","PG",15.7,248.748,146.76132,132.011,48.976081,142.921,53.023691,262.931,108.064641,0
"32","willico02",1998,"Corliss Williamson","24","SAC","SF",8.6,410.508,269.293248,369.684,173.012112,214.326,80.157924,131.544,39.200112,0
"33","kittlke01",1998,"Kerry Kittles","23","NJN","SG",14.8,258.496,164.661952,155.79,46.89279,154.636,57.833864,320.812,128.003988,0
"34","webbech01",1998,"Chris Webber","24","WAS","C",11,455.94,322.80552,222.606,91.936278,221.265,57.97143,236.016,109.039392,0
"35","grantho01",1998,"Horace Grant","32","ORL","C",13.2,180.827,124.951457,83.986,28.97517,151.689,51.877638,432.785,186.96312,0
"36","millere01",1998,"Reggie Miller","32","IND","SG",17.9,143.773,108.836161,50.807,24.89543,129.72,46.95864,374.026,170.929882,0
"37","rideris01",1998,"Isaiah Rider","26","POR","SG",15.5,217.434,143.723874,184.884,66.003588,221.34,82.11714,257.796,123.999876,0
"38","kempsh01",1998,"Shawn Kemp","28","CLE","PF",8.4,450.468,262.622844,279.36,96.09984,209.52,81.29376,217.668,75.966132,0
"39","schrede01",1998,"Detlef Schrempf","35","SEA","SF",12.8,201.152,136.179904,167.028,68.982564,173.314,67.072518,210.132,104.01534,0
"40","oaklech01",1998,"Charles Oakley","34","NYK","PF",14,124.244,67.09176,62.82,21.92418,145.184,53.137344,360.168,164.956944,0
"41","gillke01",1998,"Kendall Gill","29","NJN","SF",13,325.316,199.093392,78.894,17.987832,161.684,39.935948,306.81,134.9964,0
"42","foxri01",1998,"Rick Fox","28","LAL","SF",13.8,292.209,192.273522,91.749,30.919413,63.222,29.08212,59.367,25.171608,0
"43","blaylmo01",1998,"Mookie Blaylock","30","ATL","PG",16.9,205.422,133.318878,49.714,7.95424,111.622,39.849054,237.314,97.061426,0
"44","corbity01",1998,"Tyrone Corbin","35","ATL","SF",16.3,130.725,69.80715,32.868,11.963952,123.255,38.085795,318.969,158.846562,0
"45","johnsav01",1998,"Avery Johnson","32","SAS","PG",9.3,312.686,183.859368,130.845,52.992225,61.061,20.028008,152.988,61.96014,0
"46","mercero01",1998,"Ron Mercer","21","BOS","SG",12.7,259.915,154.90934,155.72,52.9448,179.765,60.940335,520.975,242.77435,0
"47","dampier01",1998,"Erick Dampier","22","GSW","C",6.7,306.117,205.09839,329.847,99.943641,125.769,33.95763,26.894,12.936014,0
"48","greenac01",1998,"A.C. Green","34","DAL","PF",13,147.918,80.023638,44.856,16.955568,98.79,28.94547,238.164,115.985868,0
"49","garrede01",1998,"Dean Garrett","31","DEN","C",10.1,140.12,88.13548,144.075,45.959925,200.01,73.00365,80.795,34.90344,0
"50","lenarvo01",1998,"Voshon Lenard","24","MIA","SG",17.9,129.808,77.8848,56.364,11.047344,79.422,30.18036,210.938,90.914278,0
"51","delebi01",1998,"Bison Dele","28","DET","C",8.3,336.96,243.95904,314.08,131.9136,329.68,128.90488,56.16,25.04736,0
"52","marshdo01",1998,"Donyell Marshall","24","GSW","SF",12.9,284.49,199.42749,202.74,66.9042,134.07,32.98122,268.14,89.02248,0
"53","cassesa01",1998,"Sam Cassell","28","NJN","PG",13.9,249.696,144.82368,110.976,30.962304,279.752,106.026008,434.656,212.98144,0
"54","hawkihe01",1998,"Hersey Hawkins","31","SEA","SG",17.4,108.756,72.86652,73.14,27.0618,36.252,12.071916,117.024,43.064832,0
"55","murrala01",1998,"Lamond Murray","24","LAC","SF",12.2,313.896,238.874856,149.568,45.917376,122.016,46.000032,245.016,87.960744,0
"56","ellisla01",1998,"LaPhonso Ellis","27","DEN","SF",14.8,184.281,116.09703,137.959,60.012165,168.169,47.08732,316.198,129.957378,0
"57","richmmi01",1998,"Mitch Richmond","32","SAC","SG",16.3,198.86,120.90688,108.58,44.84354,189.1,71.1016,389.18,175.90936,0
"58","howarju01",1998,"Juwan Howard","24","WAS","PF",9.2,228.921,138.955047,276.489,105.06582,364.688,163.744912,118.92,54.94104,0
"59","stackje01",1998,"Jerry Stackhouse","23","2TM","SG",12.6,353.925,227.9277,110.175,33.0525,124.8,35.9424,191.1,80.0709,0
