"","key","Year","Player","Age","Team","Pos","Dist.","X0.3A","X0.3M","X3.10A","X3.10M","X10.16A","X10.16M","X16.3A","X16.3M","Playoffs"
"1","jamesle01",2018,"LeBron James","33","CLE","PF",10.9,668.34,511.94844,180.12,68.08536,140.62,59.20102,186.44,69.16924,0
"2","middlkh01",2018,"Khris Middleton","26","MIL","SF",15.1,178.08,112.01232,169.176,75.114144,277.296,151.12632,240.408,108.664416,0
"3","wiggian01",2018,"Andrew Wiggins","22","MIN","SF",13.1,297.7,206.9015,232.7,106.8093,178.1,61.9788,253.5,81.12,0
"4","bealbr01",2018,"Bradley Beal","24","WAS","SG",15.2,305.704,208.490128,154.336,60.808384,216.664,100.315432,277.508,114.888312,0
"5","holidjr01",2018,"Jrue Holiday","27","NOP","SG",11.6,370.712,248.747752,272.436,132.676332,136.84,59.93592,105.74,52.87,0
"6","mccolcj01",2018,"CJ McCollum","26","POR","SG",14.4,275.415,150.652005,230.265,92.106,254.345,119.287805,269.395,116.109245,0
"7","townska01",2018,"Karl-Anthony Towns","22","MIN","C",10.3,399.652,288.948396,288.312,137.236512,104.308,46.104136,93.76,46.88,0
"8","westbru01",2018,"Russell Westbrook","29","OKC","PG",11.3,632.625,386.533875,121.464,37.167984,254.737,97.309534,352.583,138.917702,0
"9","georgpa01",2018,"Paul George","27","OKC","SF",16.1,262.64,175.70616,121.94,39.0208,151.42,54.20836,195.64,63.19172,0
"10","antetgi01",2018,"Giannis Antetokounmpo","23","MIL","PF",8.4,636.508,481.200048,242.546,86.10383,159.828,55.9398,224.32,76.04448,0
"11","walkeke02",2018,"Kemba Walker","27","CHO","PG",16,309.401,177.286773,117.218,37.040888,129.485,52.82988,205.813,89.940281,0
"12","simmobe01",2018,"Ben Simmons","21","PHI","PG",5.5,461.076,343.040544,324.35,135.25395,173.652,54.874032,27.944,10.981992,0
"13","davisan02",2018,"Anthony Davis","24","NOP","PF",9.2,546.788,406.810272,293.862,141.935346,229.534,98.240552,229.534,77.812026,0
"14","gibsota01",2018,"Taj Gibson","32","MIN","PF",6.5,355.234,267.135968,173.932,81.052312,86.229,38.113218,86.966,32.003488,0
"15","derozde01",2018,"DeMar DeRozan","28","TOR","SG",12.9,281.187,190.082412,237.384,108.247104,343.359,151.764678,262.818,105.915654,0
"16","richajo01",2018,"Josh Richardson","24","MIA","SF",14.9,175.23,107.06553,124.785,57.90024,105.315,48.128955,144.255,59.14455,0
"17","bartowi01",2018,"Will Barton","27","DEN","SG",13.3,291.952,192.980272,206.628,77.898756,58.596,23.848572,48.316,14.108272,0
"18","lillada01",2018,"Damian Lillard","27","POR","PG",15.6,383.465,211.67268,124.52,56.28304,111.785,47.955765,165.555,78.307515,0
"19","harrito02",2018,"Tobias Harris","25","2TM","PF",13.8,258.852,166.95954,223.443,89.824086,190.476,86.66658,102.564,35.179452,0
"20","mitchdo01",2018,"Donovan Mitchell","21","UTA","SG",14.4,354.12,225.92856,200.214,76.08132,130.752,48.901248,128.028,56.97246,0
"21","barneha02",2018,"Harrison Barnes","25","DAL","PF",13.2,253.68,159.8184,247.64,108.9616,164.288,58.157952,207.776,91.005888,0
"22","drumman01",2018,"Andre Drummond","24","DET","C",3.2,580.579,376.795771,238.751,74.967814,49.336,14.110096,1.762,0,0
"23","youngth01",2018,"Thaddeus Young","29","IND","PF",9.2,334.368,209.314368,221.184,103.071744,63.072,22.012128,65.664,28.826496,0
"24","willilo02",2018,"Lou Williams","31","LAC","SG",14.7,296.814,178.978842,195.202,73.981558,160.44,75.72768,164.451,66.767106,0
"25","mooreet01",2018,"E'Twaun Moore","28","NOP","SG",13.1,187.2,120.1824,194.688,111.750912,77.376,33.194304,72.384,30.184128,0
"26","inglejo01",2018,"Joe Ingles","30","UTA","SF",18,117.752,79.835856,73.954,28.989968,28.72,10.88488,33.028,10.998324,0
"27","murraja01",2018,"Jamal Murray","20","DEN","PG",15.1,206.028,127.943388,167.796,75.843792,123.192,59.13216,128.502,50.75829,0
"28","oladivi01",2018,"Victor Oladipo","25","IND","SG",14.5,358.314,247.23666,110.044,40.056016,127.49,55.84062,310.002,136.090878,0
"29","hardeja01",2018,"James Harden","28","HOU","SG",15.3,395.577,260.289666,170.982,60.014682,102.879,44.958123,56.511,20.796048,0
"30","covinro01",2018,"Robert Covington","27","PHI","SF",18.9,148.808,98.808512,57.684,21.862236,25.916,4.975872,52.668,15.905736,0
"31","lowryky01",2018,"Kyle Lowry","31","TOR","PG",18.5,165.2,108.206,80.24,22.066,51.92,16.97784,50.976,17.994528,0
"32","aldrila01",2018,"LaMarcus Aldridge","32","SAS","C",9.8,370.425,272.262375,285.564,127.361544,344.832,151.036416,254.583,109.725273,0
"33","thompkl01",2018,"Klay Thompson","27","GSW","SG",17.9,142.659,96.722802,63.666,22.856094,165.06,80.0541,287.676,145.851732,0
"34","anthoca01",2018,"Carmelo Anthony","33","OKC","PF",17.1,140.16,80.03136,73.584,24.209136,214.912,97.999872,266.304,101.19552,0
"35","adamsst01",2018,"Steven Adams","24","OKC","C",2.6,504.096,346.818048,165.896,81.952624,37.024,19.030336,2.848,0,0
"36","princta02",2018,"Taurean Prince","23","ATL","SF",14.9,228.15,139.1715,135.525,52.85475,92.625,32.881875,61.425,14.12775,0
"37","bogdabo02",2018,"Bojan Bogdanović","28","IND","SF",14.7,223.224,141.077568,104.796,46.948608,81.792,37.869696,56.232,23.111352,0
