"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","FT","FTA","FT.","TRB","AST","PF","PTS","Trp.Dbl","Awards","Playoffs"
"16","clarkar01",1968,"Archie Clark",26,"LAL","PG",81,3039,628,1309,0.48,356,481,0.74,342,353,235,1612,0,"AS",0
"17","jonessa01",1968,"Sam Jones",34,"BOS","SG",73,2408,621,1348,0.461,311,376,0.827,357,216,181,1553,0,"AS",0
"18","mullije01",1968,"Jeff Mullins",25,"SFW","SG",79,2805,610,1391,0.439,273,344,0.794,447,351,271,1493,1,"",0
"19","rulebo01",1968,"Bob Rule",23,"SEA","C",82,2424,568,1162,0.489,348,529,0.658,776,99,316,1484,0,"",0
"20","walkech01",1968,"Chet Walker",27,"PHI","SF",82,2623,539,1172,0.46,387,533,0.726,607,157,252,1465,0,"",0
"21","barnedi01",1968,"Dick Barnett",31,"NYK","SG",81,2488,559,1159,0.482,343,440,0.78,238,242,222,1461,0,"AS",0
"22","hetzefr01",1968,"Fred Hetzel",25,"SFW","SF",77,2394,533,1287,0.414,395,474,0.833,546,131,262,1461,0,"",0
"23","debusda01",1968,"Dave DeBusschere",27,"DET","SF",80,3125,573,1295,0.442,289,435,0.664,1081,181,304,1435,0,"AS",0
"24","milesed01",1968,"Eddie Miles",27,"DET","SG",76,2303,561,1180,0.475,282,369,0.764,264,215,200,1404,0,"",0
"25","cunnibi01",1968,"Billy Cunningham",24,"PHI","SF",74,2076,516,1178,0.438,368,509,0.723,562,187,260,1400,0,"",0
"26","russeca01",1968,"Cazzie Russell",23,"NYK","SF",82,2296,551,1192,0.462,282,349,0.808,374,195,223,1384,0,"",0
"27","bellawa01",1968,"Walt Bellamy",28,"NYK","C",82,2695,511,944,0.541,350,529,0.662,961,164,259,1372,0,"",0
"28","kojisdo01",1968,"Don Kojis",29,"SDR","SF",69,2548,530,1189,0.446,300,413,0.726,710,176,259,1360,0,"AS",0
"29","westje01",1968,"Jerry West",29,"LAL","SG",51,1919,476,926,0.514,391,482,0.811,294,310,152,1343,1,"AS,NBA2",0
"30","scottra01",1968,"Ray Scott",29,"BAL","PF",81,2924,490,1189,0.412,348,447,0.779,1111,167,252,1328,0,"",0
"31","hairsha01",1968,"Happy Hairston",25,"2TM","PF",74,2517,481,987,0.487,365,522,0.699,617,95,199,1327,0,"",0
"32","dierkco01",1968,"Connie Dierking",31,"CIN","C",81,2637,544,1164,0.467,237,310,0.765,766,191,315,1325,0,"",0
"33","caldwjo01",1968,"Joe Caldwell",26,"STL","SF",79,2641,564,1219,0.463,165,290,0.569,338,240,208,1293,0,"",0
"34","smithad01",1968,"Adrian Smith",31,"CIN","SG",82,2783,480,1035,0.464,320,386,0.829,185,272,259,1280,0,"",0
"35","bridgbi01",1968,"Bill Bridges",28,"STL","PF",82,3197,466,1009,0.462,347,484,0.717,1102,253,366,1279,0,"AS",0
"36","loughke01",1968,"Kevin Loughery",27,"BAL","PG",77,2297,458,1127,0.406,305,392,0.778,247,256,301,1221,0,"",0
"37","meschto01",1968,"Tom Meschery",29,"SEA","SF",82,2857,473,1008,0.469,244,345,0.707,840,193,323,1190,0,"",0
"38","robinfl01",1968,"Flynn Robinson",26,"2TM","PG",75,2046,444,1010,0.44,288,351,0.821,272,219,184,1176,0,"",0
"39","johnsgu01",1968,"Gus Johnson",29,"BAL","SF",60,2271,482,1033,0.467,180,270,0.667,782,159,223,1144,0,"AS",0
"40","marinja01",1968,"Jack Marin",23,"BAL","SF",82,2037,429,932,0.46,250,314,0.796,473,110,246,1108,0,"",0
"41","silaspa01",1968,"Paul Silas",24,"STL","PF",82,2652,399,871,0.458,299,424,0.705,958,162,243,1097,0,"",0
"42","goodrga01",1968,"Gail Goodrich",24,"LAL","SG",79,2057,395,812,0.486,302,392,0.77,199,205,228,1092,0,"",0
"43","gambeda01",1968,"Dave Gambee",30,"SDR","PF",80,1755,375,853,0.44,321,379,0.847,464,93,253,1071,0,"",0
"44","tuckeal01",1968,"Al Tucker",24,"SEA","PF",81,2368,437,989,0.442,186,263,0.707,605,111,262,1060,0,"",0
"45","blockjo01",1968,"John Block",23,"SDR","C",52,1805,366,865,0.423,316,394,0.802,571,71,189,1048,0,"",0
"46","thurmna01",1968,"Nate Thurmond",26,"SFW","C",51,2222,382,929,0.411,282,438,0.644,1121,215,137,1046,2,"AS",0
"47","tresvjo01",1968,"John Tresvant",28,"2TM","PF",85,2473,396,867,0.457,250,384,0.651,709,160,344,1042,0,"",0
"48","sloanje01",1968,"Jerry Sloan",25,"CHI","SG",77,2454,369,959,0.385,289,386,0.749,591,229,291,1027,1,"",0
"49","dischte01",1968,"Terry Dischinger",27,"DET","SF",78,1936,394,797,0.494,237,311,0.762,483,114,247,1025,0,"",0
"50","washiji01",1968,"Jim Washington",24,"CHI","C",82,2525,418,915,0.457,187,274,0.682,825,113,233,1023,0,"",0
"51","thornro01",1968,"Rod Thorn",26,"SEA","SG",66,1668,377,835,0.451,252,342,0.737,265,230,117,1006,0,"",0
"52","joneswa02",1968,"Wali Jones",25,"PHI","PG",77,2058,413,1040,0.397,159,202,0.787,219,245,225,985,0,"",0
"53","ohldo01",1968,"Don Ohl",31,"2TM","PG",70,1919,393,891,0.441,197,254,0.776,175,157,184,983,0,"",0
"54","russebi01",1968,"Bill Russell",33,"BOS","C",78,2953,365,858,0.425,247,460,0.537,1451,357,242,977,1,"AS,NBA2",0
"55","leecl01",1968,"Clyde Lee",23,"SFW","C",82,2699,373,894,0.417,229,335,0.684,1141,135,331,975,0,"AS",0
"56","jackslu01",1968,"Luke Jackson",26,"PHI","PF",82,2570,401,927,0.433,166,231,0.719,872,139,287,968,0,"",0
"57","ellisle01",1968,"Leroy Ellis",27,"BAL","C",78,2719,380,800,0.475,207,286,0.724,862,158,256,967,1,"",0
"58","mclemmc01",1968,"McCoy McLemore",25,"CHI","SF",76,2100,374,940,0.398,215,276,0.779,430,130,219,963,0,"",0
"59","countme01",1968,"Mel Counts",26,"LAL","PF",82,1739,384,808,0.475,190,254,0.748,732,139,309,958,0,"",0
"60","erickke01",1968,"Keith Erickson",23,"CHI","SF",78,2257,377,940,0.401,194,257,0.755,423,267,276,948,0,"",0
"61","hawkito01",1968,"Tom Hawkins",31,"LAL","PF",78,2463,389,779,0.499,125,229,0.546,458,117,289,903,0,"",0
"62","kingji01",1968,"Jim King",26,"SFW","PG",54,1743,340,800,0.425,217,268,0.81,243,226,172,897,0,"AS",0
"63","kimbato01",1968,"Toby Kimball",25,"SDR","PF",81,2519,354,894,0.396,181,306,0.592,947,147,273,889,0,"",0
"64","vanardi01",1968,"Dick Van Arsdale",24,"NYK","SG",78,2348,316,725,0.436,227,339,0.67,424,230,225,859,0,"",0
"65","nelsodo01",1968,"Don Nelson",27,"BOS","SF",82,1498,312,632,0.494,195,268,0.728,431,103,178,819,0,"",0
"66","weissbo01",1968,"Bob Weiss",25,"SEA","PG",82,1614,295,686,0.43,213,254,0.839,150,342,137,803,0,"",0
"67","sandeto01",1968,"Tom Sanders",29,"BOS","SF",78,1981,296,691,0.428,200,255,0.784,454,100,300,792,0,"",0
"68","mcglojo01",1968,"Jon McGlocklin",24,"SDR","SG",65,1876,316,757,0.417,156,180,0.867,199,178,117,788,0,"",0
"69","imhofda01",1968,"Darrall Imhoff",29,"LAL","C",82,2271,293,613,0.478,177,286,0.619,893,206,264,763,0,"",0
"70","greenjo01",1968,"Johnny Green",34,"2TM","PF",77,1440,310,676,0.459,139,295,0.471,545,80,163,759,0,"",0
"71","siegfla01",1968,"Larry Siegfried",28,"BOS","PG",62,1937,261,629,0.415,236,272,0.868,215,289,194,758,0,"",0
"72","barnhjo01",1968,"John Barnhill",29,"SDR","PG",75,1883,295,700,0.421,154,234,0.658,173,259,143,744,0,"",0
"73","kronto01",1968,"Tommy Kron",24,"SEA","SG",76,1794,277,699,0.396,184,233,0.79,355,281,231,738,0,"",0
"74","clemeba01",1968,"Barry Clemens",24,"CHI","SF",78,1631,301,670,0.449,123,170,0.724,375,98,223,725,0,"",0
"75","walkeji01",1968,"Jimmy Walker",23,"DET","SG",81,1585,289,733,0.394,134,175,0.766,135,226,204,712,0,"",0
"76","haskicl01",1968,"Clem Haskins",24,"CHI","PG",76,1477,273,650,0.42,133,202,0.658,227,165,175,679,0,"",0
"77","fraziwa01",1968,"Walt Frazier",22,"NYK","PG",74,1588,256,568,0.451,154,235,0.655,313,305,199,666,2,"",0
"78","attleal01",1968,"Al Attles",31,"SFW","PG",67,1992,252,540,0.467,150,216,0.694,276,390,284,654,0,"",0
"79","snydedi01",1968,"Dick Snyder",23,"STL","SG",75,1622,257,613,0.419,129,167,0.772,194,164,215,643,0,"",0
"80","williar01",1968,"Art Williams",28,"SDR","PG",79,1739,265,718,0.369,113,165,0.685,286,391,204,643,2,"",0
"81","rileypa01",1968,"Pat Riley",22,"SDR","SG",80,1263,250,660,0.379,128,202,0.634,177,138,205,628,0,"",0
"82","finkeha01",1968,"Hank Finkel",25,"SDR","C",53,1116,242,492,0.492,131,191,0.686,375,72,175,615,0,"",0
"83","warlibo01",1968,"Bob Warlick",26,"SFW","SG",69,1320,257,610,0.421,97,171,0.567,264,159,164,611,0,"",0
"84","vanarto01",1968,"Tom Van Arsdale",24,"2TM","SG",77,1514,211,545,0.387,188,252,0.746,225,155,202,610,0,"",0
"85","chapple01",1968,"Len Chappell",27,"2TM","C",67,1064,235,458,0.513,138,194,0.711,361,53,119,608,0,"",0
"86","komivho01",1968,"Howard Komives",26,"NYK","PG",78,1660,233,631,0.369,132,161,0.82,168,246,170,598,0,"",0
"87","murredo01",1968,"Dorie Murrey",24,"SEA","PF",81,1494,211,484,0.436,168,244,0.689,600,68,273,590,0,"",0
"88","barneji01",1968,"Jim Barnes",26,"2TM","PF",79,1425,221,499,0.443,133,191,0.696,415,55,262,575,0,"",0
"89","hudsolo01",1968,"Lou Hudson",23,"STL","SG",46,966,227,500,0.454,120,164,0.732,193,65,113,574,0,"",0
"90","crawffr01",1968,"Freddie Crawford",26,"2TM","SG",69,1182,224,507,0.442,111,179,0.62,195,141,171,559,0,"",0
"91","mueller01",1968,"Erwin Mueller",23,"2TM","PF",74,1788,223,489,0.456,107,185,0.578,389,154,164,553,0,"",0
"92","strawjo01",1968,"Joe Strawder",27,"DET","C",73,2029,206,456,0.452,139,215,0.647,685,85,312,551,0,"",0
"93","guokama02",1968,"Matt Guokas",23,"PHI","SG",82,1612,190,393,0.483,118,152,0.776,185,191,172,498,0,"",0
"94","embrywa01",1968,"Wayne Embry",30,"BOS","C",78,1088,193,483,0.4,109,185,0.589,321,52,174,495,0,"",0
"95","eganjo01",1968,"Johnny Egan",29,"BAL","PG",67,930,163,415,0.393,142,183,0.776,112,134,127,468,0,"",0
"96","wilsoge01",1968,"George Wilson",25,"SEA","C",77,1236,179,498,0.359,109,155,0.703,470,56,218,467,0,"",0
"97","lovebo01",1968,"Bob Love",25,"CIN","SF",72,1068,193,455,0.424,78,114,0.684,209,55,141,464,0,"",0
"98","jacksph01",1968,"Phil Jackson",22,"NYK","PF",75,1093,182,455,0.4,99,168,0.589,338,55,212,463,0,"",0
"99","weslewa01",1968,"Walt Wesley",23,"CIN","C",66,918,188,404,0.465,76,152,0.5,281,34,168,452,0,"",0
"100","barneji02",1968,"Jim Barnett",23,"SDR","SG",47,1068,179,456,0.393,84,118,0.712,155,134,101,442,0,"",0
"101","rodgegu01",1968,"Guy Rodgers",32,"2TM","PG",79,1546,148,426,0.347,107,133,0.805,150,380,167,403,0,"",0
"102","bradlbi01",1968,"Bill Bradley",24,"NYK","SF",45,874,142,341,0.416,76,104,0.731,113,137,138,360,0,"ROY-2",0
"103","dinwibi01",1968,"Bill Dinwiddie",24,"CIN","SF",67,871,141,358,0.394,62,102,0.608,237,31,122,344,0,"",0
"104","ferrybo01",1968,"Bob Ferry",30,"BAL","C",59,841,128,311,0.412,73,117,0.624,186,61,92,329,0,"",0
"105","melchbi01",1968,"Bill Melchionni",23,"PHI","PG",71,758,146,336,0.435,33,47,0.702,104,105,75,325,0,"",0
"106","grahama01",1968,"Mal Graham",22,"BOS","PG",48,786,117,272,0.43,56,88,0.636,94,61,123,290,0,"",0
"107","mannied01",1968,"Ed Manning",24,"BAL","PF",71,951,112,259,0.432,60,99,0.606,375,32,153,284,0,"",0
"108","bryanem01",1968,"Em Bryant",29,"NYK","PG",77,968,112,291,0.385,59,86,0.686,133,134,173,283,0,"",0
"109","olsenbu01",1968,"Bud Olsen",27,"SEA","PF",73,897,130,285,0.456,17,62,0.274,204,75,136,277,0,"",0
"110","thackto01",1968,"Tom Thacker",28,"BOS","SG",65,782,114,272,0.419,43,84,0.512,161,69,165,271,0,"",0
"111","ellisjo01",1968,"Joe Ellis",23,"SFW","SF",51,624,111,302,0.368,32,50,0.64,195,37,83,254,0,"",0
"112","tormobu01",1968,"Gene Tormohlen",30,"STL","C",77,714,98,262,0.374,33,56,0.589,226,68,94,229,0,"",0
"113","jonesni01",1968,"Nick Jones",22,"SDR","PG",42,603,86,232,0.371,55,69,0.797,67,89,84,227,0,"",0
"114","jonesjo01",1968,"Johnny Jones",24,"BOS","SF",51,475,86,253,0.34,42,68,0.618,114,26,60,214,0,"",0
"115","mckenst01",1968,"Stan McKenzie",23,"BAL","SG",50,653,73,182,0.401,58,88,0.659,121,24,98,204,0,"",0
"116","costela01",1968,"Larry Costello",36,"PHI","PG",28,492,67,148,0.453,67,81,0.827,51,68,62,201,0,"",0
"117","foxji01",1968,"Jim Fox",24,"2TM","C",55,624,66,161,0.41,66,108,0.611,230,29,85,198,0,"",0
"118","lewisbo01",1968,"Bobby Lewis",22,"SFW","SG",41,342,59,151,0.391,61,79,0.772,56,41,40,179,0,"",0
"119","turnebi01",1968,"Bill Turner",23,"SFW","SF",42,482,68,157,0.433,36,60,0.6,155,16,74,172,0,"",0
"120","lehmage01",1968,"George Lehmann",26,"STL","PG",55,497,59,172,0.343,35,43,0.814,44,93,54,153,0,"",0
"121","davisji01",1968,"Jim Davis",26,"STL","C",50,394,61,139,0.439,25,64,0.391,123,13,85,147,0,"",0
"122","wetzejo01",1968,"John Wetzel",23,"LAL","SF",38,434,52,119,0.437,35,46,0.761,84,51,55,139,0,"",0
"123","hamilde01",1968,"Dennis Hamilton",23,"LAL","PF",44,378,54,108,0.5,13,13,1,72,30,46,121,0,"",0
"124","pattege01",1968,"George Patterson",28,"DET","C",59,559,44,133,0.331,32,38,0.842,159,51,85,120,0,"",0
"125","bowmana01",1968,"Nate Bowman",24,"NYK","C",42,272,52,134,0.388,10,15,0.667,113,20,69,114,0,"",0
"126","schelda01",1968,"Dave Schellhase",23,"CHI","PG",42,301,47,138,0.341,20,38,0.526,47,37,43,114,0,"",0
"127","akinhe01",1968,"Henry Akin",23,"SEA","C",36,259,46,137,0.336,20,31,0.645,57,14,48,112,0,"",0
"128","johnsne02",1968,"Neil Johnson",24,"NYK","PF",43,286,44,106,0.415,23,48,0.479,75,33,63,111,0,"",0
"129","lottpl01",1968,"Plummer Lott",22,"SEA","SF",44,478,46,148,0.311,19,31,0.613,93,36,65,111,0,"",0
"130","grayga01",1968,"Gary Gray",22,"CIN","SG",44,276,49,134,0.366,7,10,0.7,23,26,48,105,0,"",0
"131","lattida01",1968,"Dave Lattin",24,"SFW","PF",44,257,37,102,0.363,23,33,0.697,104,14,94,97,0,"",0
"132","actonbu01",1968,"Bud Acton",26,"SDR","SF",23,195,29,74,0.392,19,29,0.655,47,11,35,77,0,"",0
"133","wareji01",1968,"Jim Ware",23,"SDR","PF",30,228,25,97,0.258,23,34,0.676,77,7,28,73,0,"",0
"134","hardire01",1968,"Reggie Harding",25,"CHI","C",14,305,24,71,0.338,17,33,0.515,94,18,35,65,0,"",0
"135","longpa01",1968,"Paul Long",23,"DET","SG",16,93,23,51,0.451,11,15,0.733,15,12,13,57,0,"",0
"136","doveso01",1968,"Sonny Dove",22,"DET","PF",28,162,22,75,0.293,12,26,0.462,52,11,27,56,0,"",0
"137","workmto01",1968,"Tom Workman",23,"2TM","",20,95,19,40,0.475,18,23,0.783,25,3,17,56,0,"",0
"138","filipro01",1968,"Ron Filipek",23,"PHI","",19,73,18,47,0.383,7,14,0.5,25,7,12,43,0,"",0
"139","leege01",1968,"George Lee",31,"SFW","",10,106,8,35,0.229,17,24,0.708,27,4,16,33,0,"",0
"140","weitzri01",1968,"Rick Weitzman",21,"BOS","SG",25,75,12,46,0.261,9,13,0.692,10,8,8,33,0,"",0
"141","brittty01",1968,"Tyrone Britt",23,"SDR","SG",11,84,13,34,0.382,2,3,0.667,15,12,10,28,0,"",0
"142","andercl01",1968,"Cliff Anderson",23,"LAL","SG",18,94,7,29,0.241,12,28,0.429,11,17,18,26,0,"",0
"143","reidji01",1968,"Jim Reid",22,"PHI","",6,52,10,20,0.5,1,5,0.2,11,3,6,21,0,"",0
"144","milleja01",1968,"Jay Miller",24,"STL","SF",8,52,8,31,0.258,4,7,0.571,7,1,11,20,0,"",0
"145","spitzcr01",1968,"Craig Spitzer",22,"CHI","C",10,44,8,21,0.381,2,3,0.667,24,0,4,18,0,"",0
"146","wilbuke01",1968,"Ken Wilburn",23,"CHI","SF",3,26,5,9,0.556,1,4,0.25,10,2,4,11,0,"",0
"147","burnsji01",1968,"Jim Burns",22,"CHI","SG",3,11,2,7,0.286,0,0,NA,2,1,1,4,0,"",0
"148","westro01",1968,"Roland West",23,"BAL","",4,14,2,5,0.4,0,0,NA,5,0,3,4,0,"",0
"149","cartege01",1968,"George Carter",24,"DET","SF",1,5,1,2,0.5,1,1,1,0,1,0,3,0,"",0
"150","caldwji01",1968,"Jim Caldwell",25,"NYK","C",2,7,0,1,0,0,0,NA,1,1,1,0,0,"",0
"151","jacksal01",1968,"Al Jackson",24,"CIN","",2,17,0,3,0,0,0,NA,0,1,6,0,0,"",0
"152","havlijo01",1968,"John Havlicek",27,"BOS","SG",19,862,184,407,0.452,125,151,0.828,164,142,67,493,2,NA,1
"153","westje01",1968,"Jerry West",29,"LAL","SG",15,622,165,313,0.527,132,169,0.781,81,82,47,462,0,NA,1
"154","bayloel01",1968,"Elgin Baylor",33,"LAL","SF",15,633,176,376,0.468,76,112,0.679,218,60,41,428,0,NA,1
"155","jonessa01",1968,"Sam Jones",34,"BOS","SG",19,685,162,367,0.441,66,84,0.786,64,50,58,390,0,NA,1
"156","howelba01",1968,"Bailey Howell",31,"BOS","PF",19,597,135,264,0.511,74,107,0.692,146,22,84,344,0,NA,1
"157","greerha01",1968,"Hal Greer",31,"PHI","SG",13,553,120,278,0.432,95,111,0.856,79,55,49,335,0,NA,1
"158","chambwi01",1968,"Wilt Chamberlain",31,"PHI","C",13,631,124,232,0.534,60,158,0.38,321,85,29,308,0,NA,1
"159","russebi01",1968,"Bill Russell",33,"BOS","C",19,869,99,242,0.409,76,130,0.585,434,99,73,274,0,NA,1
"160","mullije01",1968,"Jeff Mullins",25,"SFW","SG",10,390,110,211,0.521,31,43,0.721,44,49,36,251,0,NA,1
"161","walkech01",1968,"Chet Walker",27,"PHI","SF",13,485,86,210,0.41,76,112,0.679,96,24,44,248,0,NA,1
"162","nelsodo01",1968,"Don Nelson",27,"BOS","SF",19,468,91,175,0.52,55,74,0.743,143,32,49,237,0,NA,1
"163","siegfla01",1968,"Larry Siegfried",28,"BOS","PG",19,535,78,201,0.388,77,85,0.906,50,56,75,233,0,NA,1
"164","clarkar01",1968,"Archie Clark",26,"LAL","PG",15,528,88,206,0.427,53,69,0.768,47,60,42,229,0,NA,1
"165","larusru01",1968,"Rudy LaRusso",30,"SFW","PF",10,385,72,182,0.396,59,81,0.728,99,17,35,203,0,NA,1
"166","hetzefr01",1968,"Fred Hetzel",25,"SFW","SF",10,321,69,150,0.46,50,61,0.82,66,16,44,188,0,NA,1
"167","joneswa02",1968,"Wali Jones",25,"PHI","PG",13,387,69,193,0.358,45,57,0.789,31,39,48,183,0,NA,1
"168","bingda01",1968,"Dave Bing",24,"DET","PG",6,254,68,166,0.41,33,45,0.733,24,29,21,169,0,NA,1
"169","jackslu01",1968,"Luke Jackson",26,"PHI","PF",13,432,62,158,0.392,24,35,0.686,115,16,59,148,0,NA,1
"170","barnedi01",1968,"Dick Barnett",31,"NYK","SG",6,211,61,117,0.521,21,29,0.724,27,21,24,143,0,NA,1
"171","hawkito01",1968,"Tom Hawkins",31,"LAL","PF",15,478,59,129,0.457,24,40,0.6,90,18,53,142,0,NA,1
"172","warlibo01",1968,"Bob Warlick",26,"SFW","SG",10,226,55,118,0.466,28,37,0.757,53,24,26,138,0,NA,1
"173","hudsolo01",1968,"Lou Hudson",23,"STL","SG",6,181,44,99,0.444,42,47,0.894,43,14,21,130,0,NA,1
"174","russeca01",1968,"Cazzie Russell",23,"NYK","SF",6,209,55,98,0.561,20,24,0.833,23,10,16,130,0,NA,1
"175","beatyze01",1968,"Zelmo Beaty",28,"STL","C",6,239,43,92,0.467,43,55,0.782,81,15,26,129,0,NA,1
"176","countme01",1968,"Mel Counts",26,"LAL","PF",15,306,54,101,0.535,21,31,0.677,133,24,52,129,0,NA,1
"177","reedwi01",1968,"Willis Reed",25,"NYK","PF",6,210,53,98,0.541,22,30,0.733,62,11,24,128,0,NA,1
"178","bellawa01",1968,"Walt Bellamy",28,"NYK","C",6,277,45,107,0.421,30,48,0.625,96,21,22,120,0,NA,1
"179","debusda01",1968,"Dave DeBusschere",27,"DET","SF",6,263,45,106,0.425,26,45,0.578,97,13,23,116,0,NA,1
"180","sandeto01",1968,"Tom Sanders",29,"BOS","SF",14,289,50,99,0.505,16,21,0.762,63,12,53,116,0,NA,1
"181","imhofda01",1968,"Darrall Imhoff",29,"LAL","C",15,440,44,89,0.494,26,51,0.51,163,30,56,114,0,NA,1
"182","leecl01",1968,"Clyde Lee",23,"SFW","C",10,405,48,117,0.41,18,36,0.5,132,22,38,114,0,NA,1
"183","wilkele01",1968,"Lenny Wilkens",30,"STL","PG",6,237,40,91,0.44,30,40,0.75,38,47,23,110,0,NA,1
"184","robinfl01",1968,"Flynn Robinson",26,"CHI","PG",5,180,42,98,0.429,17,24,0.708,10,13,14,101,0,NA,1
"185","greenjo01",1968,"Johnny Green",34,"PHI","PF",12,219,38,65,0.585,20,43,0.465,66,8,19,96,0,NA,1
"186","boozebo01",1968,"Bob Boozer",30,"CHI","PF",5,190,33,73,0.452,28,38,0.737,44,12,13,94,0,NA,1
"187","bridgbi01",1968,"Bill Bridges",28,"STL","PF",6,216,38,75,0.507,18,25,0.72,77,14,23,94,0,NA,1
"188","crawffr01",1968,"Freddie Crawford",26,"LAL","SG",15,257,36,83,0.434,19,35,0.543,35,16,41,91,0,NA,1
"189","milesed01",1968,"Eddie Miles",27,"DET","SG",6,197,39,95,0.411,9,12,0.75,22,15,16,87,0,NA,1
"190","washiji01",1968,"Jim Washington",24,"CHI","C",5,205,38,85,0.447,10,15,0.667,75,10,15,86,0,NA,1
"191","guokama02",1968,"Matt Guokas",23,"PHI","SG",13,327,30,79,0.38,20,27,0.741,43,30,39,80,0,NA,1
"192","walkeji01",1968,"Jimmy Walker",23,"DET","SG",6,121,31,67,0.463,14,17,0.824,9,9,17,76,0,NA,1
"193","attleal01",1968,"Al Attles",31,"SFW","PG",10,277,25,62,0.403,23,30,0.767,53,70,49,73,0,NA,1
"194","silaspa01",1968,"Paul Silas",24,"STL","PF",6,178,22,51,0.431,27,38,0.711,57,21,17,71,0,NA,1
"195","hairsha01",1968,"Happy Hairston",25,"DET","PF",6,149,29,71,0.408,12,20,0.6,37,7,22,70,0,NA,1
"196","ohldo01",1968,"Don Ohl",31,"STL","PG",6,143,27,56,0.482,15,22,0.682,12,21,17,69,0,NA,1
"197","erickke01",1968,"Keith Erickson",23,"CHI","SF",5,183,25,65,0.385,15,17,0.882,41,11,19,65,0,NA,1
"198","cunnibi01",1968,"Billy Cunningham",24,"PHI","SF",3,86,24,43,0.558,14,17,0.824,22,10,16,62,0,NA,1
"199","goodrga01",1968,"Gail Goodrich",24,"LAL","SG",10,100,23,47,0.489,14,18,0.778,14,14,10,60,0,NA,1
"200","embrywa01",1968,"Wayne Embry",30,"BOS","C",16,162,23,59,0.39,13,29,0.448,45,6,36,59,0,NA,1
"201","dischte01",1968,"Terry Dischinger",27,"DET","SF",6,154,21,56,0.375,14,19,0.737,29,9,19,56,0,NA,1
"202","mclemmc01",1968,"McCoy McLemore",25,"CHI","SF",5,142,19,49,0.388,16,21,0.762,24,5,18,54,0,NA,1
"203","turnebi01",1968,"Bill Turner",23,"SFW","SF",9,148,19,40,0.475,9,12,0.75,29,10,30,47,0,NA,1
"204","mueller01",1968,"Erwin Mueller",23,"LAL","C",14,250,20,59,0.339,5,14,0.357,54,18,32,45,0,NA,1
"205","kingji01",1968,"Jim King",26,"SFW","PG",9,113,16,38,0.421,12,19,0.632,19,20,15,44,0,NA,1
"206","sloanje01",1968,"Jerry Sloan",25,"CHI","SG",5,137,12,37,0.324,19,25,0.76,32,12,19,43,0,NA,1
"207","strawjo01",1968,"Joe Strawder",27,"DET","C",6,177,14,42,0.333,14,22,0.636,65,9,27,42,0,NA,1
"208","fraziwa01",1968,"Walt Frazier",22,"NYK","PG",4,119,12,33,0.364,14,18,0.778,22,25,12,38,0,NA,1
"209","komivho01",1968,"Howard Komives",26,"NYK","PG",6,135,15,44,0.341,4,6,0.667,14,23,22,34,0,NA,1
