"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","FT","FTA","FT.","TRB","AST","PF","PTS","Trp.Dbl","Awards","Playoffs"
"1","chambwi01",1966,"Wilt Chamberlain",29,"PHI","C",79,3737,1074,1990,0.54,501,976,0.513,1943,414,171,2649,9,"MVP-1,AS,NBA1",0
"2","westje01",1966,"Jerry West",27,"LAL","SG",79,3218,818,1731,0.473,840,977,0.86,562,480,243,2476,3,"MVP-2,AS,NBA1",0
"3","roberos01",1966,"Oscar Robertson",27,"CIN","PG",76,3493,818,1723,0.475,742,881,0.842,586,847,227,2378,13,"MVP-3,AS,NBA1",0
"4","barryri01",1966,"Rick Barry",21,"SFW","SF",80,2990,745,1698,0.439,569,660,0.862,850,173,297,2059,0,"ROY-1,AS,NBA1",0
"5","bellawa01",1966,"Walt Bellamy",26,"2TM","C",80,3352,695,1373,0.506,430,689,0.624,1254,235,294,1820,0,"",0
"6","greerha01",1966,"Hal Greer",29,"PHI","SG",80,3326,703,1580,0.445,413,514,0.804,473,384,315,1819,0,"AS,NBA2",0
"7","barnedi01",1966,"Dick Barnett",29,"NYK","SG",75,2589,631,1344,0.469,467,605,0.772,310,259,235,1729,0,"",0
"8","lucasje01",1966,"Jerry Lucas",25,"CIN","PF",79,3517,690,1523,0.453,317,403,0.787,1668,213,274,1697,0,"MVP-5,AS,NBA1",0
"9","beatyze01",1966,"Zelmo Beaty",26,"STL","C",80,3072,616,1301,0.473,424,559,0.758,1086,125,344,1656,0,"AS",0
"10","jonessa01",1966,"Sam Jones",32,"BOS","SG",67,2155,626,1335,0.469,325,407,0.799,347,216,170,1577,0,"MVP-5,AS,NBA2",0
"11","milesed01",1966,"Eddie Miles",25,"DET","PG",80,2788,634,1418,0.447,298,402,0.741,302,221,203,1566,0,"AS",0
"12","ohldo01",1966,"Don Ohl",29,"BAL","PG",73,2645,593,1334,0.445,316,430,0.735,280,290,208,1502,0,"AS",0
"13","smithad01",1966,"Adrian Smith",29,"CIN","SG",80,2982,531,1310,0.405,408,480,0.85,287,256,276,1470,0,"AS",0
"14","rodgegu01",1966,"Guy Rodgers",30,"SFW","SG",79,2902,586,1571,0.373,296,407,0.727,421,846,241,1468,2,"AS",0
"15","scottra01",1966,"Ray Scott",27,"DET","PF",79,2652,544,1309,0.416,323,435,0.743,755,238,209,1411,0,"",0
"16","howelba01",1966,"Bailey Howell",29,"BAL","PF",78,2328,481,986,0.488,402,551,0.73,773,155,306,1364,0,"AS",0
"17","loughke01",1966,"Kevin Loughery",25,"BAL","SG",74,2455,526,1264,0.416,297,358,0.83,227,356,273,1349,0,"",0
"18","havlijo01",1966,"John Havlicek",25,"BOS","SF",71,2175,530,1328,0.399,274,349,0.785,423,210,158,1334,0,"AS,NBA2",0
"19","debusda01",1966,"Dave DeBusschere",25,"DET","SF",79,2696,524,1284,0.408,249,378,0.659,916,209,252,1297,1,"AS",0
"20","wilkele01",1966,"Lenny Wilkens",28,"STL","PG",69,2692,411,954,0.431,422,532,0.793,322,429,248,1244,1,"",0
"21","walkech01",1966,"Chet Walker",25,"PHI","SF",80,2603,443,982,0.451,335,468,0.716,636,201,238,1221,0,"AS",0
"22","gueriri01",1966,"Richie Guerin",33,"STL","SG",80,2363,414,998,0.415,362,446,0.812,314,388,256,1190,0,"",0
"23","thurmna01",1966,"Nate Thurmond",24,"SFW","C",73,2891,454,1119,0.406,280,428,0.654,1312,111,223,1188,0,"AS",0
