"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","TRB","AST","PF","PTS","Awards"
"1","architi01",1973,"Tiny Archibald",24,"KCO","PG",80,3681,1028,2106,0.488,1028,2106,0.488,0.488,663,783,0.847,223,910,207,2719,"MVP-3,AS,NBA1"
"2","abdulka01",1973,"Kareem Abdul-Jabbar",25,"MIL","C",76,3254,982,1772,0.554,982,1772,0.554,0.554,328,460,0.713,1224,379,208,2292,"MVP-2,AS,NBA1"
"3","haywosp01",1973,"Spencer Haywood",23,"SEA","PF",77,3259,889,1868,0.476,889,1868,0.476,0.476,473,564,0.839,995,196,213,2251,"MVP-7,AS,NBA1"
"4","maravpe01",1973,"Pete Maravich",25,"ATL","SG",79,3089,789,1788,0.441,789,1788,0.441,0.441,485,606,0.8,346,546,245,2063,"MVP-19,AS,NBA2"
"5","scottch01",1973,"Charlie Scott",24,"PHO","PG",81,3062,806,1809,0.446,806,1809,0.446,0.446,436,556,0.784,342,495,306,2048,"AS"
"6","hudsolo01",1973,"Lou Hudson",28,"ATL","SF",75,3027,816,1710,0.477,816,1710,0.477,0.477,397,481,0.825,467,258,197,2029,"MVP-18,AS"
"7","petrige01",1973,"Geoff Petrie",24,"POR","SG",79,3134,836,1801,0.464,836,1801,0.464,0.464,298,383,0.778,273,350,163,1970,""
"8","laniebo01",1973,"Bob Lanier",24,"DET","C",81,3150,810,1654,0.49,810,1654,0.49,0.49,307,397,0.773,1205,260,278,1927,"MVP-14,AS"
"9","wickssi01",1973,"Sidney Wicks",23,"POR","PF",80,3152,761,1684,0.452,761,1684,0.452,0.452,384,531,0.723,870,440,253,1906,"MVP-16,AS"
"10","havlijo01",1973,"John Havlicek",32,"BOS","SF",80,3367,766,1704,0.45,766,1704,0.45,0.45,370,431,0.858,567,529,195,1902,"MVP-5,AS,NBA1"
"11","lovebo01",1973,"Bob Love",30,"CHI","PF",82,3033,774,1794,0.431,774,1794,0.431,0.431,347,421,0.824,532,119,240,1895,"MVP-11,AS"
"12","bingda01",1973,"Dave Bing",29,"DET","PG",82,3361,692,1545,0.448,692,1545,0.448,0.448,456,560,0.814,298,637,229,1840,"MVP-19,AS"
"13","barryri01",1973,"Rick Barry",28,"GSW","SF",82,3075,737,1630,0.452,737,1630,0.452,0.452,358,397,0.902,728,399,245,1832,"MVP-19,AS,NBA2"
"14","goodrga01",1973,"Gail Goodrich",29,"LAL","SG",76,2697,750,1615,0.464,750,1615,0.464,0.464,314,374,0.84,263,332,193,1814,"AS"
"15","hayesel01",1973,"Elvin Hayes",27,"BAL","PF",81,3347,713,1607,0.444,713,1607,0.444,0.444,291,434,0.671,1177,127,232,1717,"MVP-10,AS,NBA2"
"16","carrau01",1973,"Austin Carr",24,"CLE","SG",82,3097,702,1575,0.446,702,1575,0.446,0.446,281,342,0.822,369,279,185,1685,""
"17","cowenda01",1973,"Dave Cowens",24,"BOS","C",82,3425,740,1637,0.452,740,1637,0.452,0.452,204,262,0.779,1329,333,311,1684,"MVP-1,AS,NBA2"
"18","fraziwa01",1973,"Walt Frazier",27,"NYK","PG",78,3181,681,1389,0.49,681,1389,0.49,0.49,286,350,0.817,570,461,186,1648,"MVP-7,AS,NBA2"
"19","walkne01",1973,"Neal Walk",24,"PHO","C",81,3114,678,1455,0.466,678,1455,0.466,0.466,279,355,0.786,1006,287,323,1635,""
"20","cartefr01",1973,"Fred Carter",27,"PHI","SG",81,2993,679,1614,0.421,679,1614,0.421,0.421,259,368,0.704,485,349,252,1617,""
"21","whitejo01",1973,"Jo Jo White",26,"BOS","PG",82,3250,717,1665,0.431,717,1665,0.431,0.431,178,228,0.781,414,498,185,1612,"AS"
"22","westje01",1973,"Jerry West",34,"LAL","PG",69,2460,618,1291,0.479,618,1291,0.479,0.479,339,421,0.805,289,607,138,1575,"MVP-6,AS,NBA1"
"23","walkech01",1973,"Chet Walker",32,"CHI","SF",79,2455,597,1248,0.478,597,1248,0.478,0.478,376,452,0.832,395,179,166,1570,"AS"
"24","tomjaru01",1973,"Rudy Tomjanovich",24,"HOU","PF",81,2972,655,1371,0.478,655,1371,0.478,0.478,250,335,0.746,938,178,225,1560,""
"25","wilkele01",1973,"Lenny Wilkens",35,"CLE","PG",75,2973,572,1275,0.449,572,1275,0.449,0.449,394,476,0.828,346,628,221,1538,"MVP-16,AS"
"26","mcmilji01",1973,"Jim McMillian",24,"LAL","SF",81,2953,655,1431,0.458,655,1431,0.458,0.458,223,264,0.845,447,221,176,1533,""
"27","marinja01",1973,"Jack Marin",28,"HOU","SF",81,3019,624,1334,0.468,624,1334,0.468,0.468,248,292,0.849,499,291,247,1496,"AS"
"28","vanardi01",1973,"Dick Van Arsdale",29,"PHO","SG",81,2979,532,1118,0.476,532,1118,0.476,0.476,426,496,0.859,326,268,221,1490,""
"29","riordmi01",1973,"Mike Riordan",27,"BAL","SF",82,3466,652,1278,0.51,652,1278,0.51,0.51,179,218,0.821,404,426,216,1483,""
"30","dandrbo01",1973,"Bob Dandridge",25,"MIL","SF",73,2852,638,1353,0.472,638,1353,0.472,0.472,198,251,0.789,600,207,279,1474,"AS"
"31","walkeji01",1973,"Jimmy Walker",28,"HOU","PG",81,3079,605,1301,0.465,605,1301,0.465,0.465,244,276,0.884,268,442,207,1454,""
"32","mullije01",1973,"Jeff Mullins",30,"GSW","SG",81,3005,651,1321,0.493,651,1321,0.493,0.493,143,172,0.831,363,337,201,1445,""
"33","mcadobo01",1973,"Bob McAdoo",21,"BUF","PF",80,2562,585,1293,0.452,585,1293,0.452,0.452,271,350,0.774,728,139,256,1441,"ROY-1"
"34","cheniph01",1973,"Phil Chenier",22,"BAL","SG",71,2776,602,1332,0.452,602,1332,0.452,0.452,194,244,0.795,288,301,160,1398,""
"35","newlimi01",1973,"Mike Newlin",24,"HOU","SG",82,2658,534,1206,0.443,534,1206,0.443,0.443,327,369,0.886,340,409,301,1395,""
"36","smithel01",1973,"Elmore Smith",23,"BUF","C",76,2829,600,1244,0.482,600,1244,0.482,0.482,188,337,0.558,946,192,295,1388,"MVP-13"
"37","kauffbo01",1973,"Bob Kauffman",26,"BUF","SF",77,3049,535,1059,0.505,535,1059,0.505,0.505,280,359,0.78,855,396,211,1350,"AS"
"38","thurmna01",1973,"Nate Thurmond",31,"GSW","C",79,3419,517,1159,0.446,517,1159,0.446,0.446,315,439,0.718,1349,280,240,1349,"MVP-9,AS"
"39","bradlbi01",1973,"Bill Bradley",29,"NYK","SF",82,2998,575,1252,0.459,575,1252,0.459,0.459,169,194,0.871,301,367,273,1319,"AS"
"40","rowecu01",1973,"Curtis Rowe",23,"DET","PF",81,3009,547,1053,0.519,547,1053,0.519,0.519,210,327,0.642,760,172,191,1304,""
"41","debusda01",1973,"Dave DeBusschere",32,"NYK","PF",77,2827,532,1224,0.435,532,1224,0.435,0.435,194,260,0.746,787,259,215,1258,"MVP-11,AS"
"42","russeca01",1973,"Cazzie Russell",28,"GSW","SF",80,2429,541,1182,0.458,541,1182,0.458,0.458,172,199,0.864,350,187,171,1254,""
"43","allenlu01",1973,"Lucius Allen",25,"MIL","PG",80,2693,547,1130,0.484,547,1130,0.484,0.484,143,200,0.715,279,426,188,1237,"MVP-19"
"44","smithra01",1973,"Randy Smith",24,"BUF","SG",82,2603,511,1154,0.443,511,1154,0.443,0.443,192,264,0.727,391,422,247,1214,""
"45","hawkico01",1973,"Connie Hawkins",30,"PHO","SF",75,2768,441,920,0.479,441,920,0.479,0.479,322,404,0.797,641,304,229,1204,"AS"
"46","bellawa01",1973,"Walt Bellamy",33,"ATL","C",74,2802,455,901,0.505,455,901,0.505,0.505,283,526,0.538,964,179,244,1193,""
"47","johnsjo01",1973,"John Johnson",25,"CLE","SF",82,2815,492,1143,0.43,492,1143,0.43,0.43,199,271,0.734,552,309,246,1183,""
"48","monroea01",1973,"Earl Monroe",28,"NYK","SG",75,2370,496,1016,0.488,496,1016,0.488,0.488,171,208,0.822,245,288,195,1163,""
"49","vanarto01",1973,"Tom Van Arsdale",29,"2TM","SF",79,2311,445,1043,0.427,445,1043,0.427,0.427,250,308,0.812,358,152,224,1140,""
"50","snydedi01",1973,"Dick Snyder",28,"SEA","SG",82,3060,473,1022,0.463,473,1022,0.463,0.463,186,216,0.861,323,311,216,1132,""
"51","roberos01",1973,"Oscar Robertson",34,"MIL","PG",73,2737,446,983,0.454,446,983,0.454,0.454,238,281,0.847,360,551,167,1130,""
"52","vanlino01",1973,"Norm Van Lier",25,"CHI","PG",80,2882,474,1064,0.445,474,1064,0.445,0.445,166,211,0.787,438,567,269,1114,""
"53","nealll01",1973,"Lloyd Neal",22,"POR","C",82,2723,455,921,0.494,455,921,0.494,0.494,187,293,0.638,967,146,305,1097,"ROY-2"
"54","chambwi01",1973,"Wilt Chamberlain",36,"LAL","C",82,3542,426,586,0.727,426,586,0.727,0.727,232,455,0.51,1526,365,191,1084,"MVP-4,AS"
"55","blockjo01",1973,"John Block",28,"2TM","PF",73,2041,391,886,0.441,391,886,0.441,0.441,300,378,0.794,562,113,242,1082,"AS"
"56","laceysa01",1973,"Sam Lacey",24,"KCO","C",79,2930,471,994,0.474,471,994,0.474,0.474,126,178,0.708,933,189,283,1068,""
"57","silaspa01",1973,"Paul Silas",29,"BOS","PF",80,2618,400,851,0.47,400,851,0.47,0.47,266,380,0.7,1039,251,197,1066,""
"58","gillihe01",1973,"Herm Gilliam",26,"ATL","PG",76,2741,471,1007,0.468,471,1007,0.468,0.468,123,150,0.82,399,482,257,1065,""
"59","brownfr01",1973,"Fred Brown",24,"SEA","SG",79,2320,471,1035,0.455,471,1035,0.455,0.455,121,148,0.818,318,438,226,1063,""
"60","chanedo01",1973,"Don Chaney",26,"BOS","SG",79,2488,414,859,0.482,414,859,0.482,0.482,210,267,0.787,449,221,276,1038,""
"61","murphca01",1973,"Calvin Murphy",24,"HOU","PG",77,1697,381,820,0.465,381,820,0.465,0.465,239,269,0.888,149,262,211,1001,""
"62","unselwe01",1973,"Wes Unseld",26,"BAL","C",79,3085,421,854,0.493,421,854,0.493,0.493,149,212,0.703,1260,347,168,991,"MVP-14,AS"
"63","barneji02",1973,"Jim Barnett",28,"GSW","PG",82,2215,394,844,0.467,394,844,0.467,0.467,183,217,0.843,255,301,150,971,""
"64","ellisle01",1973,"Leroy Ellis",32,"2TM","C",79,2600,421,969,0.434,421,969,0.434,0.434,129,161,0.801,777,139,199,971,""
"65","mooreot01",1973,"Otto Moore",26,"HOU","C",82,2712,418,859,0.487,418,859,0.487,0.487,127,211,0.602,868,167,239,963,""
"66","willina01",1973,"Nate Williams",22,"KCO","SG",80,1979,417,874,0.477,417,874,0.477,0.477,106,133,0.797,339,128,272,940,""
"67","briskjo01",1973,"John Brisker",25,"SEA","SF",70,1633,352,809,0.435,352,809,0.435,0.435,194,236,0.822,319,150,169,898,""
"68","leaksma01",1973,"Manny Leaks",27,"PHI","C",82,2530,377,933,0.404,377,933,0.404,0.404,144,200,0.72,677,95,191,898,""
"69","trappge01",1973,"George Trapp",24,"ATL","PF",77,1853,359,824,0.436,359,824,0.436,0.436,150,194,0.773,455,127,274,868,""
"70","boydfr01",1973,"Freddie Boyd",22,"PHI","PG",82,2351,362,923,0.392,362,923,0.392,0.392,136,200,0.68,210,301,184,860,""
"71","foxji01",1973,"Jim Fox",29,"SEA","C",74,2439,316,613,0.515,316,613,0.515,0.515,214,265,0.808,827,176,239,846,""
"72","bridgbi01",1973,"Bill Bridges",33,"2TM","PF",82,2867,333,722,0.461,333,722,0.461,0.461,179,255,0.702,904,219,296,845,""
