"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"1","robinda01",1994,"David Robinson",28,"SAS","C",80,80,3241,840,1658,0.507,10,29,0.345,830,1629,0.51,0.51,693,925,0.749,241,614,855,381,139,265,253,228,2383,"MVP-2,DPOY-2,AS,NBA2"
"2","onealsh01",1994,"Shaquille O'Neal",21,"ORL","C",81,81,3224,953,1591,0.599,0,2,0,953,1589,0.6,0.599,471,850,0.554,384,688,1072,195,76,231,222,281,2377,"MVP-4,AS,NBA3"
"3","olajuha01",1994,"Hakeem Olajuwon",31,"HOU","C",80,80,3277,894,1694,0.528,8,19,0.421,886,1675,0.529,0.53,388,542,0.716,229,726,955,287,128,297,271,289,2184,"MVP-1,DPOY-1,AS,NBA1"
"4","malonka01",1994,"Karl Malone",30,"UTA","PF",82,82,3329,772,1552,0.497,8,32,0.25,764,1520,0.503,0.5,511,736,0.694,235,705,940,328,125,126,234,268,2063,"MVP-7,AS,NBA1"
"5","ewingpa01",1994,"Patrick Ewing",31,"NYK","C",79,79,2972,745,1503,0.496,4,14,0.286,741,1489,0.498,0.497,445,582,0.765,219,666,885,179,90,217,260,275,1939,"MVP-5,AS"
"6","wilkido01",1994,"Dominique Wilkins",34,"2TM","SF",74,74,2635,698,1588,0.44,85,295,0.288,613,1293,0.474,0.466,442,522,0.847,182,299,481,169,92,30,172,126,1923,"MVP-11,AS,NBA3"
"7","richmmi01",1994,"Mitch Richmond",28,"SAC","SG",78,78,2897,635,1428,0.445,127,312,0.407,508,1116,0.455,0.489,426,511,0.834,70,216,286,313,103,17,216,211,1823,"AS,NBA2"
"8","sprewla01",1994,"Latrell Sprewell",23,"GSW","SG",82,82,3533,613,1417,0.433,141,391,0.361,472,1026,0.46,0.482,353,456,0.774,80,321,401,385,180,76,226,158,1720,"MVP-11,AS,NBA1"
"9","ricegl01",1994,"Glen Rice",26,"MIA","SF",81,81,2999,663,1421,0.467,132,346,0.382,531,1075,0.494,0.513,250,284,0.88,76,358,434,184,110,32,130,186,1708,""
"10","robincl02",1994,"Clifford Robinson",27,"POR","C",82,64,2853,641,1404,0.457,13,53,0.245,628,1351,0.465,0.461,352,460,0.765,164,386,550,159,118,111,169,263,1647,"AS"
"11","pippesc01",1994,"Scottie Pippen",28,"CHI","SF",72,72,2759,627,1278,0.491,63,197,0.32,564,1081,0.522,0.515,270,409,0.66,173,456,629,403,211,58,232,227,1587,"MVP-3,DPOY-4,AS,NBA1"
"12","jacksji01",1994,"Jim Jackson",23,"DAL","SG",82,82,3066,637,1432,0.445,17,60,0.283,620,1372,0.452,0.451,285,347,0.821,169,219,388,374,87,25,334,161,1576,""
"13","millere01",1994,"Reggie Miller",28,"IND","SG",79,79,2638,524,1042,0.503,123,292,0.421,401,750,0.535,0.562,403,444,0.908,30,182,212,248,119,24,175,193,1574,""
"14","colemde01",1994,"Derrick Coleman",26,"NJN","PF",77,77,2778,541,1209,0.447,38,121,0.314,503,1088,0.462,0.463,439,567,0.774,262,608,870,262,68,142,208,209,1559,"AS,NBA3"
"15","anderke01",1994,"Kenny Anderson",23,"NJN","PG",82,82,3135,576,1381,0.417,40,132,0.303,536,1249,0.429,0.432,346,423,0.818,89,233,322,784,158,15,266,201,1538,"AS"
"16","willike02",1994,"Kevin Willis",31,"ATL","PF",80,80,2867,627,1257,0.499,9,24,0.375,618,1233,0.501,0.502,268,376,0.713,335,628,963,150,79,38,188,250,1531,"MVP-11"
"17","mashbja01",1994,"Jamal Mashburn",21,"DAL","SF",79,73,2896,561,1382,0.406,85,299,0.284,476,1083,0.44,0.437,306,438,0.699,107,246,353,266,89,14,245,205,1513,"ROY-3"
"18","harpero01",1994,"Ron Harper",30,"LAC","SG",75,75,2856,569,1335,0.426,71,236,0.301,498,1099,0.453,0.453,299,418,0.715,129,331,460,344,144,54,242,167,1508,""
"19","weathcl01",1994,"Clarence Weatherspoon",23,"PHI","SF",82,82,3147,602,1246,0.483,4,17,0.235,598,1229,0.487,0.485,298,430,0.693,254,578,832,192,100,116,195,152,1506,""
"20","abdulma02",1994,"Mahmoud Abdul-Rauf",24,"DEN","PG",80,78,2617,588,1279,0.46,42,133,0.316,546,1146,0.476,0.476,219,229,0.956,27,141,168,362,82,10,151,150,1437,""
"21","kempsh01",1994,"Shawn Kemp",24,"SEA","PF",79,73,2597,533,990,0.538,1,4,0.25,532,986,0.54,0.539,364,491,0.741,312,539,851,207,142,166,259,312,1431,"MVP-7,AS,NBA2"
"22","stricro02",1994,"Rod Strickland",27,"POR","PG",82,58,2889,528,1093,0.483,2,10,0.2,526,1083,0.486,0.484,353,471,0.749,122,248,370,740,147,24,257,171,1411,""
"23","dumarjo01",1994,"Joe Dumars",30,"DET","SG",69,69,2591,505,1118,0.452,124,320,0.388,381,798,0.477,0.507,276,330,0.836,35,116,151,261,63,4,159,118,1410,""
"24","mannida01",1994,"Danny Manning",27,"2TM","PF",68,66,2520,586,1201,0.488,3,17,0.176,583,1184,0.492,0.489,228,341,0.669,131,334,465,261,99,82,233,260,1403,"AS"
"25","barklch01",1994,"Charles Barkley",30,"PHO","PF",65,65,2298,518,1046,0.495,48,178,0.27,470,868,0.541,0.518,318,452,0.704,198,529,727,296,101,37,206,160,1402,"MVP-10,AS,NBA2"
"26","millste01",1994,"Terry Mills",26,"DET","PF",80,74,2773,588,1151,0.511,24,73,0.329,564,1078,0.523,0.521,181,227,0.797,193,479,672,177,64,62,153,309,1381,""
"27","macledo01",1994,"Don MacLean",24,"WSB","SF",75,69,2487,517,1030,0.502,3,21,0.143,514,1009,0.509,0.503,328,398,0.824,140,327,467,160,47,22,152,169,1365,"MIP-1"
"28","paytoga01",1994,"Gary Payton",25,"SEA","PG",82,82,2881,584,1159,0.504,15,54,0.278,569,1105,0.515,0.51,166,279,0.595,105,164,269,494,188,19,173,227,1349,"MVP-6,DPOY-5,AS,NBA3"
"29","smithst01",1994,"Steve Smith",24,"MIA","SG",78,77,2776,491,1076,0.456,91,262,0.347,400,814,0.491,0.499,273,327,0.835,156,196,352,394,84,35,202,217,1346,""
"30","johnske02",1994,"Kevin Johnson",27,"PHO","PG",67,67,2449,477,980,0.487,6,27,0.222,471,953,0.494,0.49,380,464,0.819,55,112,167,637,125,10,235,127,1340,"MVP-11,AS,NBA2"
"31","curryde01",1994,"Dell Curry",29,"CHH","SG",82,0,2173,533,1171,0.455,152,378,0.402,381,793,0.48,0.52,117,134,0.873,71,191,262,221,98,27,120,161,1335,"6MOY-1"
"32","guglito01",1994,"Tom Gugliotta",24,"WSB","PF",78,78,2795,540,1159,0.466,40,148,0.27,500,1011,0.495,0.483,213,311,0.685,189,539,728,276,172,51,247,174,1333,""
"33","webbech01",1994,"Chris Webber",20,"GSW","C",76,76,2438,572,1037,0.552,0,14,0,572,1023,0.559,0.552,189,355,0.532,305,389,694,272,93,164,206,247,1333,"ROY-1"
"34","majerda01",1994,"Dan Majerle",28,"PHO","SG",80,76,3207,476,1138,0.418,192,503,0.382,284,635,0.447,0.503,176,238,0.739,120,229,349,275,129,43,137,153,1320,""
