"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","PF","PTS","Trp.Dbl","Awards","Playoffs"
"221","bellde01",1974,"Dennis Bell",22,"NYK","SF",1,4,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,"",0
"222","ratlimi01",1974,"Mike Ratliff",22,"KCO","C",2,4,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"",0
"223","abdulka01",1974,"Kareem Abdul-Jabbar",26,"MIL","C",16,758,224,402,0.557,67,91,0.736,67,186,253,78,20,39,41,515,0,"",1
"224","havlijo01",1974,"John Havlicek",33,"BOS","SF",18,811,199,411,0.484,89,101,0.881,28,88,116,108,24,6,43,487,0,"Finals MVP-1",1
"225","cowenda01",1974,"Dave Cowens",25,"BOS","C",18,772,161,370,0.435,47,59,0.797,60,180,240,66,21,17,85,369,0,"",1
"226","dandrbo01",1974,"Bob Dandridge",26,"MIL","SF",16,648,136,276,0.493,36,47,0.766,31,91,122,45,22,10,65,308,0,"",1
"227","whitejo01",1974,"Jo Jo White",27,"BOS","PG",18,765,132,310,0.426,34,46,0.739,17,58,75,98,15,2,56,298,0,"",1
"228","fraziwa01",1974,"Walt Frazier",28,"NYK","PG",12,491,113,225,0.502,44,49,0.898,21,74,95,48,21,4,41,270,0,"",1
"229","lovebo01",1974,"Bob Love",31,"CHI","PF",11,489,104,257,0.405,45,59,0.763,27,36,63,24,14,5,28,253,0,"",1
"230","walkech01",1974,"Chet Walker",33,"CHI","SF",11,403,81,159,0.509,68,79,0.861,26,35,61,18,10,1,26,230,0,"",1
"231","roberos01",1974,"Oscar Robertson",35,"MIL","PG",16,689,90,200,0.45,44,52,0.846,15,39,54,149,15,4,46,224,0,"",1
"232","monroea01",1974,"Earl Monroe",29,"NYK","SG",12,407,81,165,0.491,47,55,0.855,8,40,48,25,8,9,26,209,0,"",1
"233","nelsodo01",1974,"Don Nelson",33,"BOS","SF",18,467,82,164,0.5,41,53,0.774,25,72,97,35,8,3,54,205,0,"",1
"234","mcadobo01",1974,"Bob McAdoo",22,"BUF","C",6,271,76,159,0.478,38,47,0.809,14,68,82,9,6,13,25,190,0,"",1
"235","laniebo01",1974,"Bob Lanier",25,"DET","C",7,303,77,152,0.507,30,38,0.789,26,81,107,21,4,14,28,184,0,"",1
"236","hayesel01",1974,"Elvin Hayes",28,"CAP","PF",7,323,76,143,0.531,29,41,0.707,31,80,111,21,5,15,23,181,0,"",1
"237","chanedo01",1974,"Don Chaney",27,"BOS","SG",18,545,65,141,0.461,41,50,0.82,37,40,77,40,24,9,64,171,0,"",1
"238","vanlino01",1974,"Norm Van Lier",26,"CHI","PG",11,466,61,144,0.424,39,47,0.83,11,36,47,75,17,3,41,161,0,"",1
"239","cheniph01",1974,"Phil Chenier",23,"CAP","SG",7,310,62,137,0.453,33,37,0.892,6,37,43,12,13,8,19,157,0,"",1
"240","bradlbi01",1974,"Bill Bradley",30,"NYK","SF",12,425,63,159,0.396,25,29,0.862,8,20,28,13,7,3,39,151,0,"",1
"241","debusda01",1974,"Dave DeBusschere",33,"NYK","PF",12,404,63,166,0.38,18,29,0.621,25,74,99,38,7,4,36,144,0,"",1
"242","silaspa01",1974,"Paul Silas",30,"BOS","PF",18,574,50,126,0.397,44,53,0.83,53,138,191,47,13,9,51,144,0,"",1
"243","jacksph01",1974,"Phil Jackson",28,"NYK","PF",12,297,54,116,0.466,27,30,0.9,15,42,57,15,10,5,40,135,0,"",1
"244","bingda01",1974,"Dave Bing",30,"DET","PG",7,312,55,131,0.42,22,30,0.733,6,20,26,42,3,1,20,132,0,"",1
"245","williro01",1974,"Ron Williams",29,"MIL","PG",15,354,57,122,0.467,16,20,0.8,6,21,27,47,9,3,40,130,0,"",1
"246","mcglojo01",1974,"Jon McGlocklin",30,"MIL","SG",14,333,55,111,0.495,8,11,0.727,1,15,16,44,6,1,28,118,0,"",1
"247","raycl01",1974,"Clifford Ray",25,"CHI","C",11,362,51,102,0.5,5,15,0.333,44,78,122,35,14,21,45,107,0,"",1
"248","warneco01",1974,"Cornell Warner",25,"MIL","C",16,505,47,111,0.423,13,19,0.684,35,128,163,20,7,14,70,107,0,"",1
"249","westppa01",1974,"Paul Westphal",23,"BOS","SG",18,241,46,100,0.46,11,15,0.733,6,15,21,31,8,2,37,103,0,"",1
"250","heardga01",1974,"Gar Heard",25,"BUF","PF",6,240,42,92,0.457,17,24,0.708,22,66,88,15,9,12,20,101,0,"",1
"251","sloanje01",1974,"Jerry Sloan",31,"CHI","SG",6,240,39,88,0.443,22,29,0.759,18,44,62,12,7,1,17,100,0,"",1
"252","perrycu01",1974,"Curtis Perry",25,"MIL","PF",16,296,46,92,0.5,7,12,0.583,34,47,81,12,10,2,43,99,0,"",1
"253","goodrga01",1974,"Gail Goodrich",30,"LAL","SG",5,189,35,90,0.389,28,33,0.848,7,9,16,30,7,1,7,98,0,"",1
"254","smithel01",1974,"Elmore Smith",24,"LAL","C",5,171,42,88,0.477,12,17,0.706,19,34,53,6,7,8,20,96,0,"",1
"255","gianejo01",1974,"John Gianelli",23,"NYK","C",12,338,35,86,0.407,18,25,0.72,39,49,88,23,4,6,41,88,0,"",1
"256","mcmilji01",1974,"Jim McMillian",25,"BUF","SF",6,224,38,92,0.413,11,16,0.688,24,29,53,12,4,1,14,87,0,"",1
"257","davismi02",1974,"Mickey Davis",23,"MIL","SF",15,245,32,65,0.492,22,24,0.917,8,26,34,12,4,2,23,86,0,"",1
"258","riordmi01",1974,"Mike Riordan",28,"CAP","SF",7,267,36,87,0.414,14,16,0.875,7,17,24,17,4,2,28,86,0,"",1
"259","smithra01",1974,"Randy Smith",25,"BUF","SG",6,227,36,90,0.4,13,20,0.65,5,21,26,27,10,1,21,85,0,"",1
"260","lantzst01",1974,"Stu Lantz",27,"DET","SG",7,227,28,59,0.475,28,32,0.875,10,19,29,14,2,0,19,84,0,"",1
"261","digreer01",1974,"Ernie DiGregorio",23,"BUF","PG",6,240,37,86,0.43,8,9,0.889,3,13,16,52,1,0,14,82,0,"",1
"262","porteke01",1974,"Kevin Porter",23,"CAP","PG",7,195,33,85,0.388,9,14,0.643,10,7,17,32,8,0,30,75,0,"",1
"263","unselwe01",1974,"Wes Unseld",27,"CAP","C",7,297,31,63,0.492,9,15,0.6,22,63,85,27,4,1,15,71,0,"",1
"264","adamsdo01",1974,"Don Adams",26,"DET","SF",7,256,28,73,0.384,8,14,0.571,17,34,51,20,6,1,26,64,0,"",1
"265","trappge01",1974,"George Trapp",25,"DET","PF",7,119,30,51,0.588,2,2,1,4,18,22,2,0,5,23,62,0,"",1
"266","porteho01",1974,"Howard Porter",25,"CHI","SF",11,150,27,88,0.307,6,6,1,15,29,44,5,4,5,15,60,0,"",1
"267","priceji01",1974,"Jim Price",24,"LAL","PG",5,161,25,66,0.379,9,13,0.692,8,11,19,13,7,0,21,59,0,"",1
"268","rowecu01",1974,"Curtis Rowe",24,"DET","PF",7,229,25,52,0.481,8,13,0.615,16,36,52,11,3,6,23,58,0,"",1
"269","hawkico01",1974,"Connie Hawkins",31,"LAL","SF",5,172,21,60,0.35,12,15,0.8,14,26,40,16,7,1,13,54,0,"",1
"270","weissbo01",1974,"Bob Weiss",31,"CHI","SG",11,251,23,74,0.311,6,6,1,5,15,20,32,7,1,20,52,0,"",1
"271","clarkar01",1974,"Archie Clark",32,"CAP","PG",7,162,20,59,0.339,11,20,0.55,3,10,13,15,5,0,13,51,0,"",1
"272","marinja01",1974,"Jack Marin",29,"BUF","SF",6,121,22,47,0.468,7,9,0.778,5,14,19,8,2,0,17,51,0,"",1
"273","hairsha01",1974,"Happy Hairston",31,"LAL","PF",5,172,15,36,0.417,16,18,0.889,15,37,52,19,5,1,8,46,0,"",1
"274","bibbyhe01",1974,"Henry Bibby",24,"NYK","PG",10,89,16,45,0.356,10,12,0.833,5,5,10,11,3,0,15,42,0,"",1
"275","adelmri01",1974,"Rick Adelman",27,"CHI","PG",9,108,16,34,0.471,7,11,0.636,1,9,10,7,7,0,5,39,0,"",1
"276","rileypa01",1974,"Pat Riley",28,"LAL","SG",5,106,18,50,0.36,3,4,0.75,3,3,6,10,4,0,11,39,0,"",1
"277","reedwi01",1974,"Willis Reed",31,"NYK","C",11,132,17,45,0.378,3,5,0.6,4,18,22,4,2,0,26,37,0,"",1
"278","awtrede01",1974,"Dennis Awtrey",25,"CHI","C",10,158,12,28,0.429,6,10,0.6,11,29,40,13,6,2,21,30,0,"",1
"279","bridgbi01",1974,"Bill Bridges",34,"LAL","PF",5,144,12,41,0.293,6,13,0.462,14,16,30,6,7,0,19,30,0,"",1
"280","williar01",1974,"Art Williams",34,"BOS","PG",12,96,10,27,0.37,7,8,0.875,4,19,23,29,7,0,14,27,0,"",1
"281","davisji01",1974,"Jim Davis",32,"DET","C",7,69,11,19,0.579,4,6,0.667,4,12,16,5,2,1,11,26,0,"",1
"282","kozelto01",1974,"Tom Kozelko",22,"CAP","PF",7,58,10,13,0.769,3,4,0.75,4,4,8,1,0,0,10,23,0,"",1
"283","meminde01",1974,"Dean Meminger",25,"NYK","SG",12,179,11,32,0.344,1,5,0.2,9,15,24,25,4,0,19,23,0,"",1
"284","fordch01",1974,"Chris Ford",25,"DET","SG",5,94,8,17,0.471,4,6,0.667,4,11,15,7,2,2,10,20,0,"",1
"285","weathni01",1974,"Nick Weatherspoon",23,"CAP","SF",7,87,9,19,0.474,2,5,0.4,11,16,27,0,2,2,11,20,0,"",1
"286","guokama02",1974,"Matt Guokas",29,"BUF","SG",6,85,8,15,0.533,3,4,0.75,3,5,8,13,0,1,8,19,0,"",1
"287","norwowi01",1974,"Willie Norwood",26,"DET","SF",5,31,7,11,0.636,4,4,1,1,2,3,1,1,1,7,18,0,"",1
"288","finkeha01",1974,"Hank Finkel",31,"BOS","C",8,46,8,18,0.444,1,1,1,5,5,10,3,1,0,9,17,0,"",1
"289","mengejo01",1974,"John Mengelt",24,"DET","SG",4,39,5,14,0.357,7,8,0.875,2,5,7,6,2,0,6,17,0,"",1
"290","kuberst01",1974,"Steve Kuberski",26,"BOS","PF",9,69,5,25,0.2,5,10,0.5,8,12,20,2,1,1,9,15,0,"",1
"291","washike01",1974,"Kermit Washington",22,"LAL","PF",3,14,5,11,0.455,5,7,0.714,9,1,10,1,1,0,0,15,0,"",1
"292","countme01",1974,"Mel Counts",32,"LAL","C",4,34,6,12,0.5,0,0,NA,2,4,6,2,2,2,3,12,0,"",1
"293","davisme01",1974,"Mel Davis",23,"NYK","PF",4,12,6,12,0.5,0,0,NA,2,3,5,0,0,0,1,12,0,"",1
"294","driscte01",1974,"Terry Driscoll",26,"MIL","PF",9,29,5,10,0.5,2,2,1,9,5,14,3,2,1,12,12,0,"",1
"295","wingoha01",1974,"Harthorne Wingo",26,"NYK","PF",5,16,6,11,0.545,0,0,NA,2,1,3,1,1,0,2,12,0,"",1
"296","leeru01",1974,"Russ Lee",24,"MIL","SF",6,12,5,8,0.625,1,4,0.25,1,2,3,1,3,1,0,11,0,"",1
"297","lucasje01",1974,"Jerry Lucas",33,"NYK","C",11,115,5,21,0.238,0,0,NA,6,16,22,9,4,0,9,10,0,"",1
"298","charlke01",1974,"Ken Charles",22,"BUF","SG",2,10,3,4,0.75,0,0,NA,2,0,2,0,0,0,2,6,0,"",1
"299","garredi01",1974,"Dick Garrett",27,"MIL","SG",8,46,2,7,0.286,2,4,0.5,1,2,3,7,2,0,7,6,0,"",1
"300","hankiph01",1974,"Phil Hankinson",22,"BOS","SF",2,5,2,4,0.5,2,2,1,0,1,1,0,0,1,0,6,0,"",1
"301","hawthna01",1974,"Nate Hawthorne",24,"LAL","SG",3,14,1,7,0.143,4,5,0.8,2,0,2,2,1,1,0,6,0,"",1
"302","lovest01",1974,"Stan Love",24,"LAL","PF",2,9,2,3,0.667,2,3,0.667,1,2,3,1,1,0,0,6,0,"",1
"303","westje01",1974,"Jerry West",35,"LAL","PG",1,14,2,9,0.222,0,0,NA,0,2,2,1,0,0,1,4,0,"",1
"304","boerwto01",1974,"Tom Boerwinkle",28,"CHI","C",2,7,0,1,0,2,2,1,0,1,1,0,0,0,2,2,0,"",1
"305","downist01",1974,"Steve Downing",23,"BOS","C",1,4,1,2,0.5,0,0,NA,2,0,2,0,0,0,1,2,0,"",1
"306","kauffbo01",1974,"Bob Kauffman",27,"BUF","PF",2,10,1,3,0.333,0,2,0,1,0,1,2,0,0,3,2,0,"",1
"307","leaksma01",1974,"Manny Leaks",28,"CAP","C",2,5,1,2,0.5,0,0,NA,1,1,2,0,0,0,1,2,0,"",1
"308","winfile01",1974,"Lee Winfield",26,"BUF","PG",1,12,0,2,0,1,2,0.5,0,3,3,2,1,0,0,1,0,"",1
"309","garrero01",1974,"Rowland Garrett",23,"CHI","SF",2,6,0,4,0,0,0,NA,0,1,1,0,0,0,1,0,0,"",1
"310","kelsobe01",1974,"Ben Kelso",24,"DET","SG",1,1,0,2,0,0,0,NA,0,1,1,1,0,0,0,0,0,"",1
"311","weslewa01",1974,"Walt Wesley",29,"CAP","C",1,1,0,0,NA,0,0,NA,0,0,0,0,0,0,0,0,0,"",1
