"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"1","englial01",1986,"Alex English",32,"DEN","SF",81,81,3024,951,1888,0.504,1,5,0.2,950,1883,0.505,0.504,511,593,0.862,192,213,405,320,73,29,249,235,2414,"MVP-8,AS,NBA2"
"2","wilkido01",1986,"Dominique Wilkins",26,"ATL","SF",78,78,3049,888,1897,0.468,13,70,0.186,875,1827,0.479,0.472,577,705,0.818,261,357,618,206,138,49,251,170,2366,"MVP-2,AS,NBA1"
"3","dantlad01",1986,"Adrian Dantley",30,"UTA","SF",76,75,2744,818,1453,0.563,1,11,0.091,817,1442,0.567,0.563,630,796,0.791,178,217,395,264,64,4,231,206,2267,"MVP-16,AS"
"4","birdla01",1986,"Larry Bird",29,"BOS","SF",82,81,3113,796,1606,0.496,82,194,0.423,714,1412,0.506,0.521,441,492,0.896,190,615,805,557,166,51,266,182,2115,"MVP-1,AS,NBA1"
"5","vandeki01",1986,"Kiki Vandeweghe",27,"POR","SF",79,76,2791,719,1332,0.54,1,8,0.125,718,1324,0.542,0.54,523,602,0.869,92,124,216,187,54,17,177,161,1962,""
"6","mitchmi01",1986,"Mike Mitchell",30,"SAS","SF",82,82,2970,802,1697,0.473,0,12,0,802,1685,0.476,0.473,317,392,0.809,134,275,409,188,56,25,184,175,1921,""
"7","abdulka01",1986,"Kareem Abdul-Jabbar",38,"LAL","C",79,79,2629,755,1338,0.564,0,2,0,755,1336,0.565,0.564,336,439,0.765,133,345,478,280,67,130,203,248,1846,"MVP-5,AS,NBA1"
"8","malonje01",1986,"Jeff Malone",24,"WSB","SG",80,80,2992,735,1522,0.483,3,17,0.176,732,1505,0.486,0.484,322,371,0.868,66,222,288,191,70,12,168,180,1795,"AS"
"9","blackro01",1986,"Rolando Blackman",26,"DAL","SG",82,81,2787,677,1318,0.514,4,29,0.138,673,1289,0.522,0.515,404,483,0.836,88,203,291,271,79,25,189,138,1762,"AS"
"10","malonmo01",1986,"Moses Malone",30,"PHI","C",74,74,2706,571,1246,0.458,0,1,0,571,1245,0.459,0.458,617,784,0.787,339,533,872,90,67,71,261,194,1759,"MVP-10,AS"
