"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","PF","PTS","Trp.Dbl","Awards"
"220","normaco01",1975,"Connie Norman",21,"PHI","SG",12,0,72,23,44,0.523,2,3,0.667,3,9,12,4,3,1,9,48,0,""
"221","ruffnpa01",1975,"Paul Ruffner",26,"BUF","C",22,NA,103,22,47,0.468,1,5,0.2,12,10,22,7,3,3,22,45,0,""
"222","tolsode01",1975,"Dean Tolson",23,"SEA","PF",19,NA,87,16,37,0.432,11,17,0.647,12,10,22,5,4,6,12,43,0,""
"223","kimbato01",1975,"Toby Kimball",32,"NOJ","PF",3,NA,90,7,23,0.304,6,7,0.857,8,18,26,4,2,0,12,20,0,""
"224","boydke01",1975,"Ken Boyd",22,"NOJ","SF",6,NA,25,7,13,0.538,5,11,0.455,3,2,5,2,3,0,2,19,0,""
"225","mcintke01",1975,"Kenny McIntosh",26,"SEA","SF",6,NA,101,6,29,0.207,6,9,0.667,6,9,15,7,4,3,12,18,0,""
"226","hankiph01",1975,"Phil Hankinson",23,"BOS","SF",3,NA,24,6,11,0.545,0,0,NA,1,6,7,2,1,0,3,12,0,""
"227","stallda01",1975,"Dave Stallworth",33,"NYK","SF",7,1,57,5,18,0.278,0,0,NA,6,14,20,2,3,3,10,10,0,""
"228","warbipe01",1975,"Perry Warbington",22,"PHI","PG",5,0,70,4,21,0.19,2,2,1,2,6,8,16,0,0,16,10,0,""
"229","driscte01",1975,"Terry Driscoll",27,"MIL","PF",11,NA,52,3,13,0.231,1,2,0.5,7,9,16,3,1,0,7,7,0,""
"230","bellawa01",1975,"Walt Bellamy",35,"NOJ","C",1,NA,14,2,2,1,2,2,1,0,5,5,0,0,0,2,6,0,""
"231","harribe01",1975,"Bernie Harris",24,"BUF","PF",11,NA,25,2,11,0.182,1,2,0.5,2,6,8,1,0,1,0,5,0,""
"232","cunnidi01",1975,"Dick Cunningham",28,"MIL","C",2,NA,8,0,0,NA,0,0,NA,0,2,2,1,0,0,1,0,0,""
"233","downist01",1975,"Steve Downing",24,"BOS","C",3,NA,9,0,2,0,0,2,0,0,2,2,0,0,0,0,0,0,""
"234","rulebo01",1975,"Bob Rule",30,"MIL","C",1,NA,11,0,1,0,0,0,NA,0,0,0,2,0,0,2,0,0,""
"235","washist01",1975,"Stan Washington",23,"WSB","SG",1,NA,4,0,1,0,0,0,NA,0,0,0,0,0,0,1,0,0,""
