"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Trp.Dbl","Awards","Playoffs"
"20","duranke01",2026,"Kevin Durant",37,"HOU","SF",30,30,1081,270,516,0.523,63,149,0.423,207,367,0.564,0.584,168,188,0.894,9,140,149,138,22,30,95,67,771,0,NA,0
"21","powelno01",2026,"Norman Powell",32,"MIA","SG",31,31,962,250,512,0.488,96,228,0.421,154,284,0.542,0.582,161,186,0.866,12,105,117,83,41,7,59,69,757,0,NA,0
"22","curryst01",2026,"Stephen Curry",37,"GSW","PG",26,26,834,241,516,0.467,125,314,0.398,116,202,0.574,0.588,141,152,0.928,13,88,101,112,31,12,80,54,748,0,NA,0
"23","alexani01",2026,"Nickeil Alexander-Walker",27,"ATL","SG",35,28,1150,250,554,0.451,106,276,0.384,144,278,0.518,0.547,119,140,0.85,23,95,118,113,35,21,75,75,725,0,NA,0
"24","murphtr02",2026,"Trey Murphy III",25,"NOP","SF",34,34,1206,248,503,0.493,96,250,0.384,152,253,0.601,0.588,111,122,0.91,42,167,209,119,54,8,66,73,703,0,NA,0
"25","townska01",2026,"Karl-Anthony Towns",30,"NYK","C",32,32,1050,225,476,0.473,56,158,0.354,169,318,0.531,0.532,197,225,0.876,96,281,377,93,28,21,78,114,703,0,NA,0
"26","portemi01",2026,"Michael Porter Jr.",27,"BRK","SF",27,27,890,247,499,0.495,100,245,0.408,147,254,0.579,0.595,104,126,0.825,37,169,206,91,24,6,64,59,698,0,NA,0
"27","banede01",2026,"Desmond Bane",27,"ORL","SG",36,36,1221,252,558,0.452,64,183,0.35,188,375,0.501,0.509,126,135,0.933,46,121,167,166,28,20,76,111,694,0,NA,0
"28","barnesc01",2026,"Scottie Barnes",24,"TOR","PF",36,36,1226,270,533,0.507,43,119,0.361,227,414,0.548,0.547,106,127,0.835,82,227,309,189,50,55,92,103,689,2,NA,0
"29","bridgmi02",2026,"Miles Bridges",27,"CHO","PF",34,34,1146,242,553,0.438,81,245,0.331,161,308,0.523,0.511,122,145,0.841,31,187,218,124,20,19,50,63,687,0,NA,0
"30","sharpsh01",2026,"Shaedon Sharpe",22,"POR","SG",32,26,943,256,574,0.446,60,188,0.319,196,386,0.508,0.498,111,142,0.782,38,103,141,76,48,5,99,67,683,0,NA,0
"31","leonaka01",2026,"Kawhi Leonard",34,"LAC","SF",24,24,819,235,473,0.497,64,169,0.379,171,304,0.563,0.564,144,150,0.96,24,128,152,82,52,16,49,38,678,0,NA,0
"32","flaggco01",2026,"Cooper Flagg",19,"DAL","SF",35,35,1212,252,529,0.476,32,118,0.271,220,411,0.535,0.507,126,155,0.813,40,185,225,145,43,28,78,81,662,0,NA,0
"33","knuepko01",2026,"Kon Knueppel",20,"CHO","SF",34,33,1126,227,474,0.479,122,285,0.428,105,189,0.556,0.608,85,96,0.885,33,140,173,119,22,7,81,78,661,0,NA,0
"34","derozde01",2026,"DeMar DeRozan",36,"SAC","PF",36,36,1188,235,470,0.5,27,78,0.346,208,392,0.531,0.529,162,184,0.88,19,105,124,135,50,9,41,75,659,0,NA,0
"35","antetgi01",2026,"Giannis Antetokounmpo",31,"MIL","PF",22,22,635,245,381,0.643,11,28,0.393,234,353,0.663,0.657,144,216,0.667,69,151,220,121,19,17,72,58,645,0,NA,0
"36","mccolcj01",2026,"CJ McCollum",34,"WAS","SG",34,34,1044,229,510,0.449,93,237,0.392,136,273,0.498,0.54,80,100,0.8,21,97,118,121,24,9,56,70,631,0,NA,0
"37","brookdi01",2026,"Dillon Brooks",30,"PHO","SF",29,29,896,229,497,0.461,69,201,0.343,160,296,0.541,0.53,93,111,0.838,20,70,90,48,37,2,60,100,620,0,NA,0
"38","rolliry01",2026,"Ryan Rollins",23,"MIL","PG",36,31,1139,236,491,0.481,88,209,0.421,148,282,0.525,0.57,60,78,0.769,27,127,154,207,57,13,86,104,620,0,NA,0
"39","whitede01",2026,"Derrick White",31,"BOS","SG",33,33,1114,210,522,0.402,108,311,0.347,102,211,0.483,0.506,88,101,0.871,26,115,141,174,45,50,63,57,616,0,NA,0
"40","reaveau01",2026,"Austin Reaves",27,"LAL","SG",23,22,812,189,373,0.507,62,170,0.365,127,203,0.626,0.59,172,197,0.873,16,104,120,144,22,5,75,52,612,0,NA,0
"41","sengual01",2026,"Alperen Şengün",23,"HOU","C",28,28,961,233,455,0.512,20,63,0.317,213,392,0.543,0.534,124,169,0.734,82,169,251,182,41,27,92,93,610,1,NA,0
"42","jacksja02",2026,"Jaren Jackson Jr.",26,"MEM","C",33,33,998,226,470,0.481,54,151,0.358,172,319,0.539,0.538,102,137,0.745,28,154,182,65,29,47,70,130,608,0,NA,0
"43","butleji01",2026,"Jimmy Butler",36,"GSW","SF",31,31,981,186,362,0.514,26,63,0.413,160,299,0.535,0.55,207,241,0.859,66,104,170,155,44,7,50,39,605,0,NA,0
"44","okongon01",2026,"Onyeka Okongwu",25,"ATL","C",36,25,1138,219,451,0.486,67,188,0.356,152,263,0.578,0.56,79,102,0.775,63,215,278,117,37,37,67,125,584,0,NA,0
"45","giddejo01",2026,"Josh Giddey",23,"CHI","PG",30,30,984,200,429,0.466,56,145,0.386,144,284,0.507,0.531,121,159,0.761,35,233,268,270,28,11,107,54,577,7,NA,0
"46","thompam01",2026,"Amen Thompson",23,"HOU","PG",32,32,1173,229,443,0.517,13,66,0.197,216,377,0.573,0.532,106,132,0.803,91,146,237,167,44,18,81,74,577,0,NA,0
"47","blackan01",2026,"Anthony Black",22,"ORL","PG",36,16,1080,206,445,0.463,55,157,0.35,151,288,0.524,0.525,103,144,0.715,29,118,147,136,48,26,81,102,570,0,NA,0
"48","pritcpa01",2026,"Payton Pritchard",28,"BOS","PG",34,34,1121,211,473,0.446,88,265,0.332,123,208,0.591,0.539,60,70,0.857,35,115,150,180,28,3,42,55,570,0,NA,0
"49","quickim01",2026,"Immanuel Quickley",26,"TOR","PG",35,35,1130,196,456,0.43,86,242,0.355,110,214,0.514,0.524,90,110,0.818,17,131,148,221,39,4,61,77,568,0,NA,0
"50","bridgmi01",2026,"Mikal Bridges",29,"NYK","SF",35,35,1236,227,443,0.512,81,201,0.403,146,242,0.603,0.604,32,42,0.762,40,120,160,155,58,31,37,70,567,0,NA,0
"51","foxde01",2026,"De'Aaron Fox",28,"SAS","PG",26,26,842,204,424,0.481,58,159,0.365,146,265,0.551,0.55,99,124,0.798,22,78,100,152,37,7,65,62,565,0,NA,0
"52","holmgch01",2026,"Chet Holmgren",23,"OKC","PF",31,31,890,213,369,0.577,45,115,0.391,168,254,0.661,0.638,92,116,0.793,48,208,256,50,18,56,60,88,563,0,NA,0
"53","vucevni01",2026,"Nikola Vučević",35,"CHI","C",34,34,1031,229,453,0.506,62,160,0.388,167,293,0.57,0.574,40,51,0.784,68,234,302,120,24,15,51,70,560,0,NA,0
"54","durenja01",2026,"Jalen Duren",22,"DET","C",31,31,880,216,341,0.633,0,0,NA,216,341,0.633,0.633,123,170,0.724,127,203,330,53,29,28,70,98,555,0,NA,0
"55","jaqueja01",2026,"Jaime Jaquez Jr.",24,"MIA","SF",34,1,989,223,418,0.533,15,56,0.268,208,362,0.575,0.551,89,119,0.748,42,137,179,159,27,7,73,69,550,0,NA,0
"56","mobleev01",2026,"Evan Mobley",24,"CLE","PF",31,29,1022,206,412,0.5,40,119,0.336,166,293,0.567,0.549,98,154,0.636,78,199,277,124,28,57,66,75,550,0,NA,0
"57","banchpa01",2026,"Paolo Banchero",23,"ORL","PF",26,26,868,183,405,0.452,25,95,0.263,158,310,0.51,0.483,155,208,0.745,23,200,223,122,17,20,65,59,546,2,NA,0
"58","wagnefr01",2026,"Franz Wagner",24,"ORL","SF",24,24,801,187,382,0.49,36,100,0.36,151,282,0.535,0.537,135,164,0.823,35,111,146,88,28,9,43,53,545,0,NA,0
"59","fearsje01",2026,"Jeremiah Fears",19,"NOP","PG",37,35,990,203,461,0.44,39,114,0.342,164,347,0.473,0.483,90,115,0.783,27,104,131,115,44,8,87,67,535,0,NA,0
"60","westbru01",2026,"Russell Westbrook",37,"SAC","SF",36,30,1044,193,458,0.421,68,198,0.343,125,260,0.481,0.496,73,106,0.689,60,178,238,247,52,7,120,95,527,4,NA,0
"61","grantje01",2026,"Jerami Grant",31,"POR","PF",26,14,789,156,358,0.436,65,167,0.389,91,191,0.476,0.527,142,164,0.866,30,75,105,69,19,16,57,77,519,0,NA,0
"62","wiggian01",2026,"Andrew Wiggins",30,"MIA","SF",32,32,1029,202,426,0.474,58,149,0.389,144,277,0.52,0.542,54,73,0.74,57,96,153,93,39,36,53,77,516,0,NA,0
"63","reidna01",2026,"Naz Reid",26,"MIN","C",36,0,951,192,420,0.457,85,232,0.366,107,188,0.569,0.558,46,57,0.807,40,184,224,86,32,31,54,89,515,0,NA,0
"64","beysa01",2026,"Saddiq Bey",26,"NOP","SF",34,26,1016,185,419,0.442,56,176,0.318,129,243,0.531,0.508,87,108,0.806,58,141,199,78,32,2,21,35,513,0,NA,0
"65","wembavi01",2026,"Victor Wembanyama",22,"SAS","C",21,15,625,179,341,0.525,31,85,0.365,148,256,0.578,0.57,122,145,0.841,43,203,246,71,17,61,68,61,511,1,NA,0
"66","buzelma01",2026,"Matas Buzelis",21,"CHI","PF",35,35,965,182,380,0.479,59,174,0.339,123,206,0.597,0.557,81,105,0.771,40,148,188,59,28,47,62,94,504,0,NA,0
"67","aldamsa01",2026,"Santi Aldama",25,"MEM","PF",35,8,983,189,401,0.471,59,172,0.343,130,229,0.568,0.545,62,91,0.681,54,183,237,108,34,24,46,55,499,0,NA,0
"68","ballla01",2026,"LaMelo Ball",24,"CHO","PG",25,25,705,171,418,0.409,81,222,0.365,90,196,0.459,0.506,73,84,0.869,22,107,129,204,31,6,86,69,496,1,NA,0
"69","mcdanja02",2026,"Jaden McDaniels",25,"MIN","PF",34,34,1076,188,370,0.508,46,110,0.418,142,260,0.546,0.57,68,78,0.872,39,114,153,95,37,30,60,119,490,0,NA,0
"70","nembhan01",2026,"Andrew Nembhard",26,"IND","PG",28,28,890,169,388,0.436,50,142,0.352,119,246,0.484,0.5,97,119,0.815,10,59,69,191,26,3,65,69,485,0,NA,0
"71","gilleco01",2026,"Collin Gillespie",26,"PHO","PG",35,16,984,172,390,0.441,104,247,0.421,68,143,0.476,0.574,36,42,0.857,36,103,139,177,50,11,65,52,484,0,NA,0
"72","lavinza01",2026,"Zach LaVine",30,"SAC","SG",24,23,789,171,351,0.487,64,165,0.388,107,186,0.575,0.578,78,89,0.876,6,66,72,56,17,4,51,51,484,0,NA,0
"73","adebaba01",2026,"Bam Adebayo",28,"MIA","C",28,28,870,176,386,0.456,37,115,0.322,139,271,0.513,0.504,94,123,0.764,46,221,267,72,28,24,53,49,483,0,NA,0
"74","smithja05",2026,"Jabari Smith Jr.",22,"HOU","PF",31,31,1063,173,384,0.451,71,190,0.374,102,194,0.526,0.543,63,79,0.797,47,168,215,60,22,24,42,91,480,0,NA,0
"75","vassede01",2026,"Devin Vassell",25,"SAS","SG",32,32,1020,168,398,0.422,85,224,0.379,83,174,0.477,0.529,59,68,0.868,15,114,129,77,29,15,30,65,480,0,NA,0
"76","willizi01",2026,"Zion Williamson",25,"NOP","PF",21,14,599,169,303,0.558,0,3,0,169,300,0.563,0.558,141,187,0.754,54,69,123,68,24,12,51,46,479,0,NA,0
"77","edgecvj01",2026,"VJ Edgecombe",20,"PHI","SG",29,29,1031,179,411,0.436,65,170,0.382,114,241,0.473,0.515,55,71,0.775,54,100,154,113,41,15,47,93,478,0,NA,0
"78","marshna01",2026,"Naji Marshall",28,"DAL","SF",36,13,1023,171,321,0.533,31,101,0.307,140,220,0.636,0.581,102,127,0.803,29,136,165,93,35,3,42,75,475,0,NA,0
"79","hardati02",2026,"Tim Hardaway Jr.",33,"DEN","SG",35,5,942,160,349,0.458,97,238,0.408,63,111,0.568,0.597,57,65,0.877,8,74,82,49,15,3,13,44,474,0,NA,0
"80","mitchaj01",2026,"Ajay Mitchell",23,"OKC","SG",34,7,875,169,351,0.481,36,102,0.353,133,249,0.534,0.533,100,112,0.893,21,96,117,123,49,11,50,76,474,0,NA,0
"81","portibo01",2026,"Bobby Portis",30,"MIL","PF",36,5,837,188,384,0.49,69,146,0.473,119,238,0.5,0.579,29,39,0.744,48,185,233,48,20,6,40,61,474,0,NA,0
"82","queende01",2026,"Derik Queen",21,"NOP","C",36,24,933,180,361,0.499,7,35,0.2,173,326,0.531,0.508,106,137,0.774,57,195,252,145,37,34,87,114,473,1,NA,0
"83","huntede01",2026,"De'Andre Hunter",28,"CLE","SF",32,23,883,156,368,0.424,59,187,0.316,97,181,0.536,0.504,99,114,0.868,21,117,138,66,22,5,47,87,470,0,NA,0
"84","divindo01",2026,"Donte DiVincenzo",29,"MIN","SG",36,36,1123,155,384,0.404,105,289,0.363,50,95,0.526,0.54,54,71,0.761,37,125,162,146,47,16,45,90,469,0,NA,0
"85","cowarce01",2026,"Cedric Coward",22,"MEM","SG",34,21,908,168,357,0.471,49,149,0.329,119,208,0.572,0.539,82,97,0.845,55,168,223,100,19,11,54,66,467,0,NA,0
"86","castlst01",2026,"Stephon Castle",21,"SAS","PG",26,26,804,159,329,0.483,27,102,0.265,132,227,0.581,0.524,120,164,0.732,30,101,131,185,33,7,96,91,465,1,NA,0
"87","johnske04",2026,"Keldon Johnson",26,"SAS","SF",35,0,814,173,303,0.571,41,96,0.427,132,207,0.638,0.639,74,97,0.763,74,152,226,48,24,3,33,64,461,0,NA,0
"88","camarto01",2026,"Toumani Camara",25,"POR","PF",36,36,1203,162,390,0.415,93,263,0.354,69,127,0.543,0.535,42,64,0.656,67,122,189,99,37,15,76,122,459,0,NA,0
"89","grimequ01",2026,"Quentin Grimes",25,"PHI","SG",31,7,1002,146,337,0.433,71,196,0.362,75,141,0.532,0.539,91,105,0.867,19,103,122,130,32,16,67,59,454,0,NA,0
"90","wareke01",2026,"Kel'el Ware",21,"MIA","C",36,26,902,175,315,0.556,45,102,0.441,130,213,0.61,0.627,53,65,0.815,125,257,382,19,34,46,37,63,448,0,NA,0
"91","simonan01",2026,"Anfernee Simons",26,"BOS","SG",34,0,807,157,367,0.428,82,213,0.385,75,154,0.487,0.54,51,57,0.895,14,63,77,81,17,4,33,62,447,0,NA,0
"92","turnemy01",2026,"Myles Turner",29,"MIL","C",36,36,1039,144,348,0.414,80,213,0.376,64,135,0.474,0.529,78,104,0.75,41,154,195,58,26,59,35,94,446,0,NA,0
"93","podzibr01",2026,"Brandin Podziemski",22,"GSW","SG",36,12,984,156,342,0.456,69,172,0.401,87,170,0.512,0.557,61,81,0.753,25,136,161,122,36,7,53,74,442,0,NA,0
"94","washipj01",2026,"P.J. Washington",27,"DAL","PF",30,30,941,166,361,0.46,40,126,0.317,126,235,0.536,0.515,70,101,0.693,42,181,223,56,31,43,65,69,442,0,NA,0
"95","zubaciv01",2026,"Ivica Zubac",28,"LAC","C",29,28,917,192,318,0.604,0,0,NA,192,318,0.604,0.604,57,80,0.713,99,220,319,71,12,28,55,70,441,0,NA,0
"96","wellsja01",2026,"Jaylen Wells",22,"MEM","SG",35,35,967,151,354,0.427,63,184,0.342,88,170,0.518,0.516,75,94,0.798,29,93,122,64,33,3,36,77,440,0,NA,0
"97","cartewe01",2026,"Wendell Carter Jr.",26,"ORL","C",35,35,1063,152,293,0.519,43,112,0.384,109,181,0.602,0.592,90,119,0.756,89,183,272,71,25,23,44,130,437,0,NA,0
"98","clownno01",2026,"Noah Clowney",21,"BRK","PF",33,27,930,130,327,0.398,71,214,0.332,59,113,0.522,0.506,106,133,0.797,31,98,129,60,24,27,62,95,437,0,NA,0
"99","kuzmaky01",2026,"Kyle Kuzma",30,"MIL","PF",34,15,896,165,323,0.511,27,88,0.307,138,235,0.587,0.553,79,106,0.745,33,133,166,77,24,17,60,84,436,0,NA,0
"100","sarral01",2026,"Alex Sarr",20,"WAS","C",25,25,707,177,355,0.499,27,76,0.355,150,279,0.538,0.537,50,74,0.676,60,136,196,75,19,57,43,51,431,0,NA,0
"101","mathube01",2026,"Bennedict Mathurin",23,"IND","SF",24,24,772,134,317,0.423,53,145,0.366,81,172,0.471,0.506,106,121,0.876,19,113,132,52,16,4,57,69,427,0,NA,0
"102","sheppre01",2026,"Reed Sheppard",21,"HOU","SG",32,4,826,155,344,0.451,83,199,0.417,72,145,0.497,0.571,32,41,0.78,10,79,89,110,49,20,38,69,425,0,NA,0
"103","daniedy01",2026,"Dyson Daniels",22,"ATL","SG",36,36,1227,186,372,0.5,7,57,0.123,179,315,0.568,0.509,43,70,0.614,79,153,232,219,70,17,81,78,422,0,NA,0
"104","barneha02",2026,"Harrison Barnes",33,"SAS","PF",35,35,1025,143,317,0.451,72,189,0.381,71,128,0.555,0.565,62,70,0.886,30,87,117,72,30,4,38,49,420,0,NA,0
"105","claxtni01",2026,"Nic Claxton",26,"BRK","C",31,31,934,166,285,0.582,1,11,0.091,165,274,0.602,0.584,87,129,0.674,84,158,242,131,24,40,46,69,420,2,NA,0
"106","chrisma02",2026,"Max Christie",22,"DAL","SG",34,25,973,143,290,0.493,82,176,0.466,61,114,0.535,0.634,51,60,0.85,8,109,117,71,17,14,39,54,419,0,NA,0
"107","tysonja01",2026,"Jaylon Tyson",23,"CLE","SG",32,21,874,162,318,0.509,61,139,0.439,101,179,0.564,0.605,34,46,0.739,67,111,178,61,33,19,40,101,419,0,NA,0
"108","collijo01",2026,"John Collins",28,"LAC","PF",33,24,878,160,302,0.53,35,97,0.361,125,205,0.61,0.588,61,73,0.836,45,115,160,29,29,24,46,82,416,0,NA,0
"109","aytonde01",2026,"Deandre Ayton",27,"LAL","C",29,29,854,193,274,0.704,0,0,NA,193,274,0.704,0.704,28,47,0.596,75,170,245,24,24,29,51,77,414,0,NA,0
"110","sextoco01",2026,"Collin Sexton",27,"CHO","SG",27,11,658,137,284,0.482,35,90,0.389,102,194,0.526,0.544,103,119,0.866,13,43,56,118,21,5,62,50,412,0,NA,0
"111","goberru01",2026,"Rudy Gobert",33,"MIN","C",36,36,1138,167,234,0.714,0,1,0,167,233,0.717,0.714,72,136,0.529,142,257,399,64,21,60,48,102,406,0,NA,0
"112","dosunay01",2026,"Ayo Dosunmu",26,"CHI","SG",29,7,754,147,293,0.502,49,114,0.43,98,179,0.547,0.585,62,72,0.861,17,62,79,97,17,6,36,46,405,0,NA,0
"113","georgky01",2026,"Kyshawn George",22,"WAS","SF",27,27,860,147,315,0.467,60,147,0.408,87,168,0.518,0.562,51,69,0.739,24,129,153,137,28,24,85,113,405,0,NA,0
"114","spencca01",2026,"Cam Spencer",25,"MEM","SG",34,5,790,130,268,0.485,80,170,0.471,50,98,0.51,0.634,61,66,0.924,11,70,81,166,25,2,50,57,401,0,NA,0
"115","watsope01",2026,"Peyton Watson",23,"DEN","SF",33,23,920,144,286,0.503,36,101,0.356,108,185,0.584,0.566,66,88,0.75,33,119,152,49,32,31,42,79,390,0,NA,0
"116","anunoog01",2026,"OG Anunoby",28,"NYK","PF",25,25,814,134,300,0.447,52,148,0.351,82,152,0.539,0.533,68,83,0.819,36,105,141,54,45,19,53,66,388,0,NA,0
"117","barrerj01",2026,"RJ Barrett",25,"TOR","SF",20,20,604,143,282,0.507,38,104,0.365,105,178,0.59,0.574,63,89,0.708,15,84,99,72,15,4,31,52,387,0,NA,0
"118","robindu01",2026,"Duncan Robinson",31,"DET","SF",33,33,976,126,297,0.424,90,237,0.38,36,60,0.6,0.576,40,51,0.784,10,83,93,67,26,10,20,78,382,0,NA,0
"119","willima07",2026,"Mark Williams",24,"PHO","C",30,26,713,145,221,0.656,1,1,1,144,220,0.655,0.658,89,113,0.788,95,151,246,32,36,26,31,69,380,0,NA,0
"120","champju02",2026,"Julian Champagnie",24,"SAS","SF",35,21,968,122,294,0.415,82,225,0.364,40,69,0.58,0.554,51,60,0.85,32,170,202,49,31,15,35,52,377,0,NA,0
"121","schrode01",2026,"Dennis Schröder",32,"SAC","PG",29,12,799,129,315,0.41,44,125,0.352,85,190,0.447,0.479,74,88,0.841,16,82,98,166,24,5,58,51,376,0,NA,0
"122","millebr02",2026,"Brandon Miller",23,"CHO","SF",19,19,581,131,327,0.401,52,154,0.338,79,173,0.457,0.48,60,72,0.833,22,57,79,65,17,20,46,55,374,0,NA,0
"123","willibr03",2026,"Brandon Williams",26,"DAL","PG",32,9,714,130,304,0.428,16,85,0.188,114,219,0.521,0.454,96,118,0.814,17,72,89,126,38,7,60,54,372,0,NA,0
"124","davisan02",2026,"Anthony Davis",32,"DAL","PF",18,18,555,152,291,0.522,10,34,0.294,142,257,0.553,0.54,53,73,0.726,57,137,194,50,21,30,36,41,367,0,NA,0
"125","mamuksa01",2026,"Sandro Mamukelashvili",26,"TOR","C",35,7,742,138,267,0.517,45,118,0.381,93,149,0.624,0.601,45,57,0.789,56,119,175,65,25,22,30,63,366,0,NA,0
"126","moodymo01",2026,"Moses Moody",23,"GSW","SG",34,23,840,123,301,0.409,72,195,0.369,51,106,0.481,0.528,48,59,0.814,30,83,113,53,32,23,36,72,366,0,NA,0
"127","embiijo01",2026,"Joel Embiid",31,"PHI","C",16,16,458,122,271,0.45,16,68,0.235,106,203,0.522,0.48,105,127,0.827,29,79,108,55,10,20,41,39,365,0,NA,0
"128","thompkl01",2026,"Klay Thompson",35,"DAL","SF",33,8,718,130,348,0.374,88,249,0.353,42,99,0.424,0.5,17,25,0.68,10,74,84,42,14,10,27,31,365,0,NA,0
"129","landajo01",2026,"Jock Landale",30,"MEM","C",33,15,736,141,271,0.52,36,90,0.4,105,181,0.58,0.587,46,69,0.667,91,105,196,53,16,16,34,83,364,0,NA,0
"130","risacza01",2026,"Zaccharie Risacher",20,"ATL","SF",34,34,831,141,314,0.449,48,145,0.331,93,169,0.55,0.525,32,49,0.653,33,74,107,48,31,18,29,72,362,0,NA,0
"131","jamesle01",2026,"LeBron James",41,"LAL","SF",17,17,567,134,262,0.511,26,85,0.306,108,177,0.61,0.561,67,97,0.691,10,79,89,114,16,10,44,26,361,0,NA,0
"132","huertke01",2026,"Kevin Huerter",27,"CHI","SF",30,8,727,136,291,0.467,52,160,0.325,84,131,0.641,0.557,35,47,0.745,15,100,115,72,24,19,35,60,359,0,NA,0
"133","clingdo01",2026,"Donovan Clingan",21,"POR","C",32,32,853,139,255,0.545,29,86,0.337,110,169,0.651,0.602,51,80,0.638,147,192,339,56,16,43,27,84,358,0,NA,0
"134","garlada01",2026,"Darius Garland",26,"CLE","PG",21,21,637,124,295,0.42,48,137,0.35,76,158,0.481,0.502,61,68,0.897,11,44,55,145,15,2,64,39,357,0,NA,0
"135","thompau01",2026,"Ausar Thompson",23,"DET","SF",31,30,815,144,281,0.512,5,18,0.278,139,263,0.529,0.521,62,113,0.549,67,112,179,80,46,24,49,86,355,0,NA,0
"136","onealro01",2026,"Royce O'Neale",32,"PHO","SF",35,30,1031,124,292,0.425,97,235,0.413,27,57,0.474,0.591,8,13,0.615,25,149,174,97,43,11,54,84,353,0,NA,0
"137","clarkjo01",2026,"Jordan Clarkson",33,"NYK","SG",35,0,708,131,301,0.435,51,145,0.352,80,156,0.513,0.52,39,50,0.78,28,37,65,50,15,5,40,72,352,0,NA,0
"138","jonestr01",2026,"Tre Jones",26,"CHI","PG",29,14,779,120,230,0.522,12,45,0.267,108,185,0.584,0.548,100,119,0.84,18,62,80,154,40,6,39,41,352,0,NA,0
"139","krejcvi01",2026,"Vit Krejci",25,"ATL","PG",33,2,796,121,243,0.498,90,192,0.469,31,51,0.608,0.683,19,25,0.76,14,61,75,54,26,9,26,78,351,0,NA,0
