"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Trp.Dbl","Awards","Playoffs"
"29","roseja01",2000,"Jalen Rose",27,"IND","SF",80,80,2978,563,1196,0.471,77,196,0.393,486,1000,0.486,0.503,254,307,0.827,42,345,387,320,84,49,188,234,1457,0,"MVP-13,MIP-1",0
"30","jonesed02",2000,"Eddie Jones",28,"CHH","SG",72,72,2807,478,1119,0.427,128,341,0.375,350,778,0.45,0.484,362,419,0.864,81,262,343,305,192,49,160,176,1446,0,"DPOY-3,AS,NBA3,DEF2",0
"31","nowitdi01",2000,"Dirk Nowitzki",21,"DAL","PF",82,81,2938,515,1118,0.461,116,306,0.379,399,812,0.491,0.513,289,348,0.83,102,430,532,203,63,68,141,256,1435,0,"",0
"32","piercpa01",2000,"Paul Pierce",22,"BOS","SF",73,72,2583,486,1099,0.442,96,280,0.343,390,819,0.476,0.486,359,450,0.798,83,313,396,221,152,62,178,237,1427,0,"",0
"33","robinda01",2000,"David Robinson",34,"SAS","C",80,80,2557,528,1031,0.512,0,2,0,528,1029,0.513,0.512,371,511,0.726,193,577,770,142,97,183,164,247,1427,0,"AS,NBA3",0
"34","francst01",2000,"Steve Francis",22,"HOU","PG",77,77,2776,497,1117,0.445,107,310,0.345,390,807,0.483,0.493,287,365,0.786,152,257,409,507,118,29,306,231,1388,1,"ROY-1",0
"35","armstda01",2000,"Darrell Armstrong",31,"ORL","PG",82,82,2590,484,1119,0.433,137,403,0.34,347,716,0.485,0.494,225,247,0.911,65,205,270,501,169,9,248,137,1330,0,"MVP-13",0
"36","mashbja01",2000,"Jamal Mashburn",27,"MIA","SF",76,76,2828,515,1158,0.445,112,278,0.403,403,880,0.458,0.493,186,239,0.778,64,317,381,298,79,14,180,215,1328,0,"",0
"37","wallara01",2000,"Rasheed Wallace",25,"POR","PF",81,77,2845,542,1045,0.519,8,50,0.16,534,995,0.537,0.522,233,331,0.704,129,437,566,142,87,107,157,216,1325,0,"AS",0
"38","jacksji01",2000,"Jim Jackson",29,"ATL","SF",79,76,2767,507,1235,0.411,117,303,0.386,390,932,0.418,0.458,186,212,0.877,101,293,394,230,57,10,185,167,1317,0,"",0
"39","bakervi01",2000,"Vin Baker",28,"SEA","C",79,75,2849,514,1129,0.455,2,8,0.25,512,1121,0.457,0.456,281,412,0.682,227,378,605,148,47,66,213,288,1311,0,"",0
"40","richmmi01",2000,"Mitch Richmond",34,"WAS","SG",74,69,2397,447,1049,0.426,93,241,0.386,354,808,0.438,0.47,298,340,0.876,37,176,213,185,110,13,154,191,1285,0,"",0
"41","moblecu01",2000,"Cuttino Mobley",24,"HOU","SG",81,8,2496,437,1016,0.43,104,292,0.356,333,724,0.46,0.481,299,353,0.847,59,229,288,208,87,32,186,171,1277,0,"6MOY-2",0
"42","vanexni01",2000,"Nick Van Exel",28,"DEN","PG",79,79,2950,473,1213,0.39,133,401,0.332,340,812,0.419,0.445,196,240,0.817,34,277,311,714,68,11,221,148,1275,0,"",0
"43","ricegl01",2000,"Glen Rice",32,"LAL","SF",80,80,2530,421,980,0.43,84,229,0.367,337,751,0.449,0.472,346,396,0.874,56,271,327,176,47,12,114,179,1272,0,"",0
"44","odomla01",2000,"Lamar Odom",20,"LAC","SF",76,70,2767,449,1024,0.438,59,164,0.36,390,860,0.453,0.467,302,420,0.719,159,436,595,317,91,95,258,291,1259,3,"ROY-3",0
"45","colemde01",2000,"Derrick Coleman",32,"CHH","PF",74,64,2347,446,979,0.456,51,141,0.362,395,838,0.471,0.482,296,377,0.785,124,508,632,175,34,130,173,195,1239,0,"",0
"46","hughela01",2000,"Larry Hughes",21,"2TM","SG",82,37,2324,459,1147,0.4,29,125,0.232,430,1022,0.421,0.413,279,377,0.74,113,236,349,205,115,28,195,191,1226,0,"",0
"47","smithst01",2000,"Steve Smith",30,"POR","SG",82,81,2689,420,900,0.467,96,241,0.398,324,659,0.492,0.52,289,340,0.85,123,190,313,209,71,31,117,214,1225,0,"",0
"48","howarju01",2000,"Juwan Howard",26,"WAS","PF",82,82,2909,509,1108,0.459,0,7,0,509,1101,0.462,0.459,202,275,0.735,132,338,470,247,67,21,225,299,1220,0,"",0
"49","mcgratr01",2000,"Tracy McGrady",20,"TOR","SF",79,34,2462,459,1018,0.451,18,65,0.277,441,953,0.463,0.46,277,392,0.707,188,313,501,263,90,151,160,201,1213,0,"6MOY-3",0
"50","brandte01",2000,"Terrell Brandon",29,"MIN","PG",71,71,2587,486,1042,0.466,53,132,0.402,433,910,0.476,0.492,187,208,0.899,44,194,238,629,134,30,184,158,1212,1,"",0
"51","bibbymi01",2000,"Mike Bibby",21,"VAN","PG",82,82,3155,459,1031,0.445,77,212,0.363,382,819,0.466,0.483,195,250,0.78,73,233,306,665,132,15,247,171,1190,1,"",0
"52","murrala01",2000,"Lamond Murray",26,"CLE","SF",74,72,2365,460,1019,0.451,51,139,0.367,409,880,0.465,0.476,204,268,0.761,127,296,423,132,105,36,184,208,1175,0,"",0
"53","russebr01",2000,"Bryon Russell",29,"UTA","SF",82,70,2900,408,914,0.446,106,268,0.396,302,646,0.467,0.504,237,316,0.75,99,328,427,158,128,23,101,255,1159,0,"",0
"54","rideris01",2000,"Isaiah Rider",28,"ATL","SG",60,47,2084,449,1072,0.419,56,180,0.311,393,892,0.441,0.445,204,260,0.785,63,195,258,219,41,6,168,132,1158,0,"",0
"55","anderke01",2000,"Kenny Anderson",29,"BOS","PG",82,82,2593,434,986,0.44,85,220,0.386,349,766,0.456,0.483,196,253,0.775,55,170,225,420,139,8,130,230,1149,0,"",0
"56","mercero01",2000,"Ron Mercer",23,"2TM","SG",68,68,2377,460,1080,0.426,15,48,0.313,445,1032,0.431,0.433,213,270,0.789,64,186,250,158,75,23,151,151,1148,0,"",0
"57","cebalce01",2000,"Cedric Ceballos",30,"DAL","SF",69,25,2064,447,1002,0.446,44,134,0.328,403,868,0.464,0.468,209,248,0.843,172,290,462,90,56,24,125,165,1147,0,"6MOY-3",0
"58","rogerro01",2000,"Rodney Rogers",28,"PHO","PF",82,7,2286,428,881,0.486,115,262,0.439,313,619,0.506,0.551,159,249,0.639,138,309,447,170,94,47,163,290,1130,0,"6MOY-1",0
"59","wesleda01",2000,"David Wesley",29,"CHH","PG",82,82,2760,407,955,0.426,88,248,0.355,319,707,0.451,0.472,214,275,0.778,39,186,225,463,109,11,159,186,1116,0,"",0
"60","hendeal01",2000,"Alan Henderson",27,"ATL","PF",82,82,2775,429,930,0.461,1,10,0.1,428,920,0.465,0.462,224,334,0.671,265,306,571,77,81,54,139,233,1083,0,"",0
"61","anderde01",2000,"Derek Anderson",25,"LAC","SG",64,58,2201,377,860,0.438,55,178,0.309,322,682,0.472,0.47,271,309,0.877,80,178,258,220,90,11,167,149,1080,1,"",0
"62","harriot01",2000,"Othella Harrington",26,"VAN","PF",82,82,2677,420,830,0.506,0,2,0,420,828,0.507,0.506,236,298,0.792,196,367,563,97,36,58,217,287,1076,0,"",0
"63","tayloma01",2000,"Maurice Taylor",23,"LAC","PF",62,60,2227,458,988,0.464,1,8,0.125,457,980,0.466,0.464,143,201,0.711,96,304,400,101,51,48,169,217,1060,0,"",0
"64","hunteli01",2000,"Lindsey Hunter",29,"DET","PG",82,82,2919,379,892,0.425,168,389,0.432,211,503,0.419,0.519,117,154,0.76,35,215,250,327,129,22,145,216,1043,0,"",0
"65","pippesc01",2000,"Scottie Pippen",34,"POR","SF",82,82,2749,388,860,0.451,86,263,0.327,302,597,0.506,0.501,160,223,0.717,114,399,513,406,117,41,208,208,1022,0,"DPOY-8,DEF2",0
"66","smitsri01",2000,"Rik Smits",33,"IND","C",79,79,1852,431,890,0.484,0,1,0,431,889,0.485,0.484,156,211,0.739,94,307,401,85,20,100,108,249,1018,0,"",0
"67","hardaan01",2000,"Anfernee Hardaway",28,"PHO","SG",60,60,2253,378,798,0.474,33,102,0.324,345,696,0.496,0.494,226,286,0.79,91,256,347,315,94,38,153,164,1015,1,"",0
"68","gatlich01",2000,"Chris Gatling",32,"2TM","PF",85,0,1811,365,802,0.455,18,70,0.257,347,732,0.474,0.466,266,373,0.713,154,348,502,71,82,23,169,246,1014,0,"",0
"69","andersh01",2000,"Shandon Anderson",26,"HOU","SF",82,82,2700,368,778,0.473,79,225,0.351,289,553,0.523,0.524,194,253,0.767,91,293,384,239,96,32,194,182,1009,0,"",0
"70","surabo01",2000,"Bob Sura",26,"CLE","SG",73,45,2216,356,815,0.437,122,332,0.367,234,483,0.484,0.512,175,251,0.697,50,238,288,284,91,19,148,201,1009,0,"",0
"71","lafrera01",2000,"Raef LaFrentz",23,"DEN","C",81,80,2435,392,879,0.446,60,183,0.328,332,696,0.477,0.48,162,236,0.686,170,471,641,97,42,180,96,292,1006,0,"",0
"72","divacvl01",2000,"Vlade Divac",31,"SAC","C",82,81,2374,384,764,0.503,7,26,0.269,377,738,0.511,0.507,230,333,0.691,174,482,656,244,103,103,190,251,1005,1,"",0
"73","laettch01",2000,"Christian Laettner",30,"DET","C",82,82,2443,379,801,0.473,7,24,0.292,372,777,0.479,0.478,237,292,0.812,175,378,553,186,83,45,186,326,1002,0,"",0
"74","willija02",2000,"Jason Williams",24,"SAC","PG",81,81,2760,363,973,0.373,145,505,0.287,218,468,0.466,0.448,128,170,0.753,22,208,230,589,117,8,296,140,999,0,"",0
"75","gillke01",2000,"Kendall Gill",31,"NJN","SF",76,75,2355,396,956,0.414,20,78,0.256,376,878,0.428,0.425,181,255,0.71,82,201,283,210,139,41,89,211,993,0,"DPOY-8",0
"76","stockjo01",2000,"John Stockton",37,"UTA","PG",82,82,2432,363,725,0.501,43,121,0.355,320,604,0.53,0.53,221,257,0.86,45,170,215,703,143,15,179,192,990,0,"AS",0
"77","campbel01",2000,"Elden Campbell",31,"CHH","C",78,77,2538,370,829,0.446,0,6,0,370,823,0.45,0.446,247,358,0.69,168,422,590,129,56,150,127,269,987,0,"",0
"78","stoudda01",2000,"Damon Stoudamire",26,"POR","PG",78,78,2372,386,894,0.432,80,212,0.377,306,682,0.449,0.477,122,145,0.841,61,182,243,405,77,1,149,173,974,0,"",0
"79","nesbyty01",2000,"Tyrone Nesby",24,"LAC","SG",73,39,2317,364,915,0.398,94,281,0.335,270,634,0.426,0.449,151,191,0.791,82,193,275,121,75,31,102,205,973,0,"",0
"80","kiddja01",2000,"Jason Kidd",26,"PHO","PG",67,67,2616,350,855,0.409,56,166,0.337,294,689,0.427,0.442,203,245,0.829,96,387,483,678,134,28,226,148,959,5,"MVP-11,DPOY-8,AS,NBA1,DEF2",0
"81","hornaje01",2000,"Jeff Hornacek",36,"UTA","SG",77,77,2133,358,728,0.492,66,138,0.478,292,590,0.495,0.537,171,180,0.95,49,133,182,202,66,16,113,149,953,0,"",0
"82","masonan01",2000,"Anthony Mason",33,"CHH","SF",82,81,3133,317,661,0.48,0,1,0,317,660,0.48,0.48,314,421,0.746,145,554,699,367,74,29,160,220,948,3,"DPOY-8",0
"83","barrybr01",2000,"Brent Barry",28,"SEA","SG",80,74,2726,327,707,0.463,164,399,0.411,163,308,0.529,0.579,127,157,0.809,50,322,372,291,103,31,142,228,945,0,"",0
"84","thomati01",2000,"Tim Thomas",22,"MIL","SF",80,1,2093,347,753,0.461,63,182,0.346,284,571,0.497,0.503,188,243,0.774,100,232,332,113,59,31,129,227,945,0,"",0
"85","mutomdi01",2000,"Dikembe Mutombo",33,"ATL","C",82,82,2984,322,573,0.562,0,0,NA,322,573,0.562,0.562,298,421,0.708,304,853,1157,105,27,269,174,248,942,1,"DPOY-3,AS",0
"86","patteru01",2000,"Ruben Patterson",24,"SEA","SF",81,74,2097,354,661,0.536,12,27,0.444,342,634,0.539,0.545,222,321,0.692,218,216,434,126,94,40,144,190,942,0,"",0
"87","ewingpa01",2000,"Patrick Ewing",37,"NYK","C",62,62,2035,361,775,0.466,0,2,0,361,773,0.467,0.466,207,283,0.731,140,464,604,58,36,84,142,196,929,0,"",0
"88","sealyma01",2000,"Malik Sealy",29,"MIN","SF",82,61,2392,371,780,0.476,10,35,0.286,361,745,0.485,0.482,177,218,0.812,119,233,352,197,76,19,110,197,929,0,"",0
"89","johnsav01",2000,"Avery Johnson",34,"SAS","PG",82,82,2571,402,850,0.473,1,9,0.111,401,841,0.477,0.474,114,155,0.735,33,125,158,491,76,18,140,150,919,0,"",0
"90","millean02",2000,"Andre Miller",23,"CLE","PG",82,36,2093,339,755,0.449,10,49,0.204,329,706,0.466,0.456,226,292,0.774,85,195,280,476,84,17,166,194,914,1,"ROY-4",0
"91","davisan01",2000,"Antonio Davis",31,"TOR","C",79,78,2479,313,712,0.44,0,0,NA,313,712,0.44,0.44,284,371,0.765,235,461,696,105,38,100,121,267,910,0,"",0
"92","marshdo01",2000,"Donyell Marshall",26,"GSW","PF",64,51,2071,331,840,0.394,49,138,0.355,282,702,0.402,0.423,199,255,0.78,189,448,637,167,68,68,123,180,910,0,"",0
"93","chrisdo01",2000,"Doug Christie",29,"TOR","SG",73,73,2264,311,764,0.407,99,275,0.36,212,489,0.434,0.472,182,216,0.843,63,222,285,321,102,43,144,167,903,0,"",0
"94","stojape01",2000,"Peja Stojaković",22,"SAC","SF",74,11,1749,321,717,0.448,100,267,0.375,221,450,0.491,0.517,135,153,0.882,74,202,276,106,52,7,88,97,877,0,"6MOY-6",0
"95","stricro02",2000,"Rod Strickland",33,"WAS","PG",69,67,2188,327,762,0.429,1,21,0.048,326,741,0.44,0.43,214,305,0.702,73,186,259,519,94,18,187,147,869,0,"",0
"96","stricer01",2000,"Erick Strickland",26,"DAL","SG",68,67,2025,316,730,0.433,73,186,0.392,243,544,0.447,0.483,162,195,0.831,69,254,323,211,105,13,102,190,867,0,"",0
"97","artesro01",2000,"Metta World Peace",20,"CHI","SF",72,63,2238,309,759,0.407,60,191,0.314,249,568,0.438,0.447,188,279,0.674,62,246,308,202,119,39,166,159,866,0,"",0
"98","caffeja01",2000,"Jason Caffey",26,"GSW","PF",71,56,2159,323,675,0.479,0,2,0,323,673,0.48,0.479,206,345,0.597,189,293,482,119,62,20,170,269,852,0,"",0
"99","szczewa02",2000,"Wally Szczerbiak",22,"MIN","SF",73,53,2171,342,669,0.511,28,78,0.359,314,591,0.531,0.532,133,161,0.826,89,183,272,201,58,23,83,175,845,0,"",0
"100","jamisan01",2000,"Antawn Jamison",23,"GSW","SF",43,41,1556,356,756,0.471,2,7,0.286,354,749,0.473,0.472,127,208,0.611,172,187,359,90,30,15,113,115,841,0,"",0
"101","amaecjo01",2000,"John Amaechi",29,"ORL","C",80,53,1684,306,700,0.437,1,6,0.167,305,694,0.439,0.438,223,291,0.766,62,204,266,95,35,37,139,161,836,0,"",0
"102","croshau01",2000,"Austin Croshere",24,"IND","PF",81,14,1885,288,653,0.441,63,174,0.362,225,479,0.47,0.489,196,231,0.848,135,381,516,89,44,60,121,203,835,0,"",0
"103","kukocto01",2000,"Toni Kukoč",31,"2TM","SF",56,31,1784,297,728,0.408,44,168,0.262,253,560,0.452,0.438,192,265,0.725,75,198,273,265,77,28,146,112,830,1,"",0
"104","williwa02",2000,"Walt Williams",29,"HOU","SF",76,66,1859,312,681,0.458,102,261,0.391,210,420,0.5,0.533,101,123,0.821,69,237,306,157,49,44,113,190,827,0,"",0
"105","blaylmo01",2000,"Mookie Blaylock",32,"GSW","PG",73,72,2459,327,837,0.391,101,301,0.336,226,536,0.422,0.451,67,95,0.705,55,215,270,489,146,22,143,122,822,0,"",0
"106","newmajo01",2000,"Johnny Newman",36,"NJN","SF",82,9,1763,278,623,0.446,72,190,0.379,206,433,0.476,0.504,192,229,0.838,39,115,154,65,53,11,89,207,820,0,"",0
"107","hillty01",2000,"Tyrone Hill",31,"PHI","PF",68,65,2155,318,656,0.485,0,1,0,318,655,0.485,0.485,179,259,0.691,220,405,625,52,64,27,124,243,815,0,"",0
"108","murratr01",2000,"Tracy Murray",28,"WAS","SF",80,8,1831,290,670,0.433,113,263,0.43,177,407,0.435,0.517,120,141,0.851,63,208,271,72,45,24,84,185,813,0,"",0
"109","kittlke01",2000,"Kerry Kittles",25,"NJN","SG",62,61,1896,305,698,0.437,96,240,0.4,209,458,0.456,0.506,101,127,0.795,46,179,225,142,79,19,56,120,807,0,"",0
"110","peelean01",2000,"Anthony Peeler",30,"MIN","SG",82,22,2073,316,725,0.436,85,255,0.333,231,470,0.491,0.494,87,109,0.798,58,174,232,195,62,10,85,171,804,0,"",0
"111","mccloge01",2000,"George McCloud",32,"DEN","SF",78,11,2118,266,638,0.417,107,283,0.378,159,355,0.448,0.501,148,181,0.818,72,213,285,246,48,26,134,180,787,0,"",0
"112","willico02",2000,"Corliss Williamson",26,"SAC","SF",76,76,1707,311,622,0.5,0,0,NA,311,622,0.5,0.5,163,212,0.769,122,168,290,82,38,19,110,192,785,0,"",0
"113","olowomi01",2000,"Michael Olowokandi",24,"LAC","C",80,77,2493,330,756,0.437,0,0,NA,330,756,0.437,0.437,123,189,0.651,194,462,656,38,35,140,177,304,783,0,"",0
"114","atkinch01",2000,"Chucky Atkins",25,"ORL","PG",82,0,1626,314,741,0.424,57,163,0.35,257,578,0.445,0.462,97,133,0.729,20,106,126,306,52,3,142,137,782,0,"",0
"115","anderni01",2000,"Nick Anderson",32,"SAC","SG",72,72,2094,306,782,0.391,132,397,0.332,174,385,0.452,0.476,37,76,0.487,83,256,339,123,94,16,95,118,781,0,"",0
"116","sabonar01",2000,"Arvydas Sabonis",35,"POR","C",66,61,1688,302,598,0.505,7,19,0.368,295,579,0.509,0.511,167,198,0.843,97,416,513,118,43,78,97,184,778,0,"",0
"117","smithjo02",2000,"Joe Smith",24,"MIN","C",78,9,1975,289,623,0.464,1,1,1,288,622,0.463,0.465,195,258,0.756,186,298,484,88,45,85,119,302,774,0,"",0
"118","brownpj01",2000,"P.J. Brown",30,"MIA","PF",80,80,2302,322,671,0.48,0,1,0,322,670,0.481,0.48,120,159,0.755,216,384,600,145,65,61,100,264,764,0,"",0
"119","johnsla02",2000,"Larry Johnson",30,"NYK","PF",70,68,2281,282,652,0.433,58,174,0.333,224,478,0.469,0.477,128,167,0.766,87,293,380,175,42,7,94,205,750,0,"",0
"120","davisda01",2000,"Dale Davis",30,"IND","C",74,72,2127,302,602,0.502,0,0,NA,302,602,0.502,0.502,139,203,0.685,256,473,729,64,52,94,91,203,743,0,"AS",0
"121","guglito01",2000,"Tom Gugliotta",30,"PHO","PF",54,54,1767,310,645,0.481,1,8,0.125,309,637,0.485,0.481,117,151,0.775,141,284,425,124,80,31,106,152,738,0,"",0
"122","besttr01",2000,"Travis Best",27,"IND","PG",82,0,1691,271,561,0.483,35,93,0.376,236,468,0.504,0.514,156,190,0.821,16,126,142,272,76,5,107,204,733,0,"",0
"123","persowe01",2000,"Wesley Person",28,"CLE","SG",79,38,2056,280,654,0.428,106,250,0.424,174,404,0.431,0.509,61,77,0.792,44,223,267,146,40,19,60,119,727,0,"",0
"124","potapvi01",2000,"Vitaly Potapenko",24,"BOS","C",79,72,1797,307,615,0.499,0,1,0,307,614,0.5,0.499,109,160,0.681,182,317,499,77,41,29,145,239,723,0,"",0
"125","lynchge01",2000,"George Lynch",29,"PHI","SF",75,75,2416,297,644,0.461,15,36,0.417,282,608,0.464,0.473,113,183,0.617,216,366,582,136,119,38,120,231,722,0,"",0
"126","eisleho01",2000,"Howard Eisley",27,"UTA","PG",82,5,2096,282,675,0.418,60,163,0.368,222,512,0.434,0.462,84,102,0.824,23,147,170,347,59,9,132,223,708,0,"",0
"127","cummivo01",2000,"Vonteego Cummings",23,"GSW","PG",75,11,1793,265,655,0.405,49,151,0.325,216,504,0.429,0.442,127,169,0.751,57,127,184,247,91,13,132,174,706,0,"",0
"128","abdulta01",2000,"Tariq Abdul-Wahad",25,"2TM","SG",61,56,1578,274,646,0.424,3,23,0.13,271,623,0.435,0.426,146,193,0.756,101,190,291,98,59,28,106,147,697,0,"",0
"129","hardati01",2000,"Tim Hardaway",33,"MIA","PG",52,52,1672,246,638,0.386,94,256,0.367,152,382,0.398,0.459,110,133,0.827,25,125,150,385,49,4,119,112,696,0,"",0
"130","clarkke01",2000,"Keon Clark",24,"DEN","C",81,20,1850,286,528,0.542,1,8,0.125,285,520,0.548,0.543,121,176,0.688,162,343,505,71,45,114,125,231,694,0,"",0
"131","willije01",2000,"Jerome Williams",26,"DET","PF",82,1,2102,257,456,0.564,0,3,0,257,453,0.567,0.564,175,284,0.616,277,512,789,68,95,21,105,196,689,0,"6MOY-5",0
"132","ratlith01",2000,"Theo Ratliff",26,"PHI","PF",57,56,1795,247,491,0.503,0,0,NA,247,491,0.503,0.503,182,236,0.771,140,295,435,36,32,171,108,185,676,0,"",0
"133","garripa01",2000,"Pat Garrity",23,"ORL","SF",82,1,1479,258,585,0.441,79,197,0.401,179,388,0.461,0.509,80,111,0.721,44,166,210,58,31,19,85,197,675,0,"",0
"134","lewisra02",2000,"Rashard Lewis",20,"SEA","SF",82,8,1575,275,566,0.486,40,120,0.333,235,446,0.527,0.521,84,123,0.683,127,209,336,70,62,36,78,163,674,0,"",0
"135","poseyja01",2000,"James Posey",23,"DEN","SF",81,77,2052,230,536,0.429,82,220,0.373,148,316,0.468,0.506,120,150,0.8,85,232,317,146,98,33,95,207,662,0,"",0
