"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Trp.Dbl","Awards","Playoffs"
"141","maravpe01",1980,"Pete Maravich",32,"2TM","SG",43,964,244,543,0.449,10,15,0.667,234,528,0.443,0.459,91,105,0.867,17,61,78,83,24,6,82,79,589,0,"",0
"142","jonesca01",1980,"Caldwell Jones",29,"PHI","C",80,2771,232,532,0.436,0,2,0,232,530,0.438,0.436,124,178,0.697,219,731,950,164,43,162,218,298,588,0,"",0
"143","hubbaph01",1980,"Phil Hubbard",23,"DET","PF",64,1189,210,451,0.466,0,2,0,210,449,0.468,0.466,165,220,0.75,114,206,320,70,48,10,120,202,585,0,"",0
"144","johnsge02",1980,"George Johnson",31,"NJN","C",81,2119,248,543,0.457,0,1,0,248,542,0.458,0.457,89,126,0.706,192,410,602,173,53,258,199,312,585,0,"",0
"145","meriwjo01",1980,"Joe Meriweather",26,"NYK","PF",65,1565,252,477,0.528,0,1,0,252,476,0.529,0.528,78,121,0.645,122,228,350,66,37,120,112,239,582,0,"",0
"146","shumajo01",1980,"John Shumate",27,"3TM","PF",65,1337,207,392,0.528,0,1,0,207,391,0.529,0.528,165,216,0.764,108,255,363,84,40,45,91,126,579,0,"",0
"147","demicla01",1980,"Larry Demic",22,"NYK","PF",82,1872,230,528,0.436,0,0,NA,230,528,0.436,0.436,110,183,0.601,195,288,483,64,56,30,168,306,570,0,"",0
"148","douglle01",1980,"Leon Douglas",25,"DET","C",70,1782,221,455,0.486,0,1,0,221,454,0.487,0.486,125,185,0.676,171,330,501,121,30,62,127,249,567,0,"",0
"149","twardda01",1980,"Dave Twardzik",29,"POR","PG",67,1594,183,394,0.464,4,7,0.571,179,387,0.463,0.47,197,252,0.782,52,104,156,273,77,1,131,149,567,0,"",0
"150","dunntr01",1980,"T.R. Dunn",24,"POR","SG",82,1841,240,551,0.436,0,3,0,240,548,0.438,0.436,84,111,0.757,132,192,324,147,102,31,91,145,564,0,"",0
"151","vanbrja01",1980,"Jan van Breda Kolff",28,"NJN","SF",82,2399,212,458,0.463,7,20,0.35,205,438,0.468,0.471,130,155,0.839,103,326,429,247,100,76,158,307,561,0,"",0
"152","wrighla01",1980,"Larry Wright",25,"WSB","PG",76,1286,229,500,0.458,4,16,0.25,225,484,0.465,0.462,96,108,0.889,40,82,122,222,49,18,108,144,558,0,"",0
"153","boynewi01",1980,"Winford Boynes",22,"NJN","SG",64,1102,221,467,0.473,0,4,0,221,463,0.477,0.473,104,136,0.765,51,82,133,95,59,19,96,132,546,0,"",0
"154","dietrco01",1980,"Coby Dietrick",31,"CHI","C",79,1830,227,500,0.454,1,9,0.111,226,491,0.46,0.455,90,118,0.763,101,262,363,216,89,51,112,230,545,0,"",0
"155","grossbo01",1980,"Bob Gross",26,"POR","SF",62,1581,221,472,0.468,1,10,0.1,220,462,0.476,0.469,95,114,0.833,84,165,249,228,60,47,166,179,538,0,"",0
"156","willobi01",1980,"Bill Willoughby",22,"CLE","SF",78,1447,219,457,0.479,1,9,0.111,218,448,0.487,0.48,96,127,0.756,122,207,329,72,32,62,68,189,535,0,"",0
"157","hollili01",1980,"Lionel Hollins",26,"2TM","SG",47,1209,212,526,0.403,3,20,0.15,209,506,0.413,0.406,101,140,0.721,29,60,89,162,76,10,128,103,528,0,"",0
"158","hassejo01",1980,"Joe Hassett",24,"IND","SG",74,1135,215,509,0.422,69,198,0.348,146,311,0.469,0.49,24,29,0.828,35,59,94,104,46,8,45,85,523,0,"",0
"159","griffpa01",1980,"Paul Griffin",26,"SAS","C",82,1812,173,313,0.553,0,0,NA,173,313,0.553,0.553,174,240,0.725,154,284,438,250,81,53,131,306,520,0,"",0
"160","mckinbi01",1980,"Billy McKinney",24,"KCK","PG",76,1333,206,459,0.449,1,10,0.1,205,449,0.457,0.45,107,133,0.805,20,66,86,248,58,5,89,87,520,0,"",0
"161","cleamji01",1980,"Jim Cleamons",30,"2TM","PG",79,1789,214,450,0.476,7,31,0.226,207,419,0.494,0.483,84,113,0.743,53,99,152,288,57,11,109,133,519,0,"",0
"162","porteke01",1980,"Kevin Porter",29,"WSB","PG",70,1494,201,438,0.459,0,4,0,201,434,0.463,0.459,110,137,0.803,25,57,82,457,59,11,164,180,512,0,"",0
"163","willidu01",1980,"Duck Williams",23,"UTA","PG",77,1794,232,519,0.447,0,12,0,232,507,0.458,0.447,42,60,0.7,21,85,106,183,100,11,107,166,506,0,"",0
"164","wickssi01",1980,"Sidney Wicks",30,"SDC","PF",71,2146,210,496,0.423,0,1,0,210,495,0.424,0.423,83,152,0.546,138,271,409,213,76,52,167,241,503,0,"",0
"165","collido01",1980,"Doug Collins",28,"PHI","SG",36,963,191,410,0.466,0,1,0,191,409,0.467,0.466,113,124,0.911,29,65,94,100,30,7,82,76,495,0,"",0
"166","raycl01",1980,"Clifford Ray",31,"GSW","C",81,1683,203,383,0.53,0,2,0,203,381,0.533,0.53,84,149,0.564,122,344,466,183,51,32,155,266,490,0,"",0
"167","evansmi01",1980,"Mike Evans",24,"SAS","SG",79,1246,208,464,0.448,12,42,0.286,196,422,0.464,0.461,58,85,0.682,29,78,107,230,60,9,128,194,486,0,"",0
"168","hillar01",1980,"Armond Hill",26,"ATL","PG",79,2092,177,431,0.411,1,4,0.25,176,427,0.412,0.412,124,146,0.849,31,107,138,424,107,8,171,261,479,0,"",0
"169","grunfer01",1980,"Ernie Grunfeld",24,"KCK","SF",80,1397,186,420,0.443,1,2,0.5,185,418,0.443,0.444,101,131,0.771,87,145,232,109,56,9,81,151,474,0,"",0
"170","hendege01",1980,"Gerald Henderson",24,"BOS","PG",76,1061,191,382,0.5,2,6,0.333,189,376,0.503,0.503,89,129,0.69,37,46,83,147,45,15,109,96,473,0,"",0
"171","johnscl01",1980,"Clemon Johnson",23,"IND","C",79,1541,199,396,0.503,0,0,NA,199,396,0.503,0.503,74,117,0.632,145,249,394,115,48,121,78,211,472,0,"",0
"172","givenja01",1980,"Jack Givens",23,"ATL","SF",82,1254,182,473,0.385,0,2,0,182,471,0.386,0.385,106,128,0.828,114,128,242,59,51,19,59,132,470,0,"",0
"173","cummipa01",1980,"Pat Cummings",23,"MIL","C",71,900,187,370,0.505,0,0,NA,187,370,0.505,0.505,94,123,0.764,81,157,238,53,22,17,74,141,468,0,"",0
"174","mcmilto01",1980,"Tom McMillen",27,"ATL","C",53,1071,191,382,0.5,0,1,0,191,381,0.501,0.5,81,107,0.757,70,150,220,62,36,14,64,126,463,0,"",0
"175","paxsoji02",1980,"Jim Paxson",22,"POR","SG",72,1270,189,460,0.411,1,22,0.045,188,438,0.429,0.412,64,90,0.711,25,84,109,144,48,5,93,97,443,0,"",0
"176","galemi01",1980,"Mike Gale",29,"SAS","PG",67,1474,171,377,0.454,2,13,0.154,169,364,0.464,0.456,97,120,0.808,34,118,152,312,123,13,115,134,441,0,"",0
"177","glennmi01",1980,"Mike Glenn",24,"NYK","SG",75,800,188,364,0.516,2,10,0.2,186,354,0.525,0.519,63,73,0.863,21,45,66,85,35,7,38,79,441,0,"",0
"178","washiri01",1980,"Richard Washington",24,"MIL","PF",75,1092,197,421,0.468,0,0,NA,197,421,0.468,0.468,46,76,0.605,95,181,276,55,26,48,63,166,440,0,"",0
"179","jonesma01",1980,"Major Jones",26,"HOU","PF",82,1545,188,392,0.48,1,3,0.333,187,389,0.481,0.481,61,108,0.565,147,234,381,67,50,67,112,186,438,0,"",0
"180","copelho01",1980,"Hollis Copeland",24,"NYK","SF",75,1142,182,368,0.495,0,2,0,182,366,0.497,0.495,63,86,0.733,70,86,156,80,61,25,84,154,427,0,"",0
"181","hardyja01",1980,"James Hardy",23,"UTA","PF",76,1600,184,363,0.507,1,2,0.5,183,361,0.507,0.508,51,66,0.773,124,275,399,104,47,87,105,207,420,0,"",0
"182","dunlemi01",1980,"Mike Dunleavy",25,"HOU","PG",51,1036,148,319,0.464,3,20,0.15,145,299,0.485,0.469,111,134,0.828,26,74,100,210,40,4,110,120,410,0,"",0
"183","highjo01",1980,"Johnny High",22,"PHO","PG",82,1121,144,323,0.446,1,7,0.143,143,316,0.453,0.447,120,178,0.674,69,104,173,119,71,15,123,172,409,0,"",0
"184","heardga01",1980,"Gar Heard",31,"PHO","PF",82,1403,171,410,0.417,0,2,0,171,408,0.419,0.417,64,86,0.744,118,262,380,97,84,49,88,177,406,0,"",0
"185","townsra01",1980,"Raymond Townsend",24,"GSW","SG",75,1159,171,421,0.406,4,26,0.154,167,395,0.423,0.411,60,84,0.714,33,56,89,116,60,4,65,113,406,0,"",0
"186","lambejo01",1980,"John Lambert",27,"CLE","PF",74,1324,165,400,0.413,0,3,0,165,397,0.416,0.413,73,101,0.723,138,214,352,56,47,42,64,203,403,0,"",0
"187","weathni01",1980,"Nick Weatherspoon",29,"SDC","SF",57,1124,164,378,0.434,0,0,NA,164,378,0.434,0.434,63,91,0.692,83,125,208,54,34,17,86,136,391,0,"",0
"188","gondrgl01",1980,"Glen Gondrezick",24,"DEN","SF",59,1020,148,286,0.517,2,6,0.333,146,280,0.521,0.521,92,121,0.76,107,152,259,81,68,16,58,119,390,0,"",0
"189","gerargu01",1980,"Gus Gerard",26,"KCK","SF",73,869,159,348,0.457,1,3,0.333,158,345,0.458,0.458,66,100,0.66,77,100,177,43,41,26,49,96,385,0,"",0
"190","lagarto01",1980,"Tom LaGarde",24,"SEA","C",82,1164,146,306,0.477,0,0,NA,146,306,0.477,0.477,90,137,0.657,127,185,312,91,19,34,97,206,382,0,"",0
"191","monroea01",1980,"Earl Monroe",35,"NYK","SG",51,633,161,352,0.457,0,0,NA,161,352,0.457,0.457,56,64,0.875,16,20,36,67,21,3,28,46,378,0,"",0
"192","hendeto01",1980,"Tom Henderson",28,"HOU","PG",66,1551,154,323,0.477,0,2,0,154,321,0.48,0.477,56,77,0.727,34,77,111,274,55,4,102,107,364,0,"",0
"193","abernto01",1980,"Tom Abernethy",25,"GSW","PF",67,1222,153,318,0.481,0,1,0,153,317,0.483,0.481,56,82,0.683,62,129,191,87,35,12,39,118,362,0,"",0
"194","cookje01",1980,"Jeff Cook",23,"PHO","PF",66,904,129,275,0.469,0,3,0,129,272,0.474,0.469,104,129,0.806,90,151,241,84,28,18,71,102,362,0,"",0
"195","judkije01",1980,"Jeff Judkins",23,"BOS","SF",65,674,139,276,0.504,11,27,0.407,128,249,0.514,0.524,62,76,0.816,32,34,66,47,29,5,49,91,351,0,"",0
"196","scottal01",1980,"Alvin Scott",24,"PHO","SF",79,1303,127,301,0.422,1,3,0.333,126,298,0.423,0.424,95,122,0.779,89,139,228,98,47,53,92,101,350,0,"",0
"197","richacl01",1980,"Clint Richardson",23,"PHI","SG",52,988,159,348,0.457,1,3,0.333,158,345,0.458,0.458,28,45,0.622,55,68,123,107,24,15,64,97,347,0,"",0
"198","garlaga01",1980,"Gary Garland",22,"DEN","PG",78,1106,155,356,0.435,6,19,0.316,149,337,0.442,0.444,18,26,0.692,50,88,138,145,54,4,73,80,334,0,"",0
"199","hamilro01",1980,"Roy Hamilton",22,"DET","PG",72,1116,115,287,0.401,0,2,0,115,285,0.404,0.401,103,150,0.687,45,62,107,192,48,5,118,82,333,0,"",0
"200","walkewa01",1980,"Wally Walker",25,"SEA","SF",70,844,139,274,0.507,0,0,NA,139,274,0.507,0.507,48,64,0.75,64,106,170,53,21,4,50,102,326,0,"",0
"201","cheniph01",1980,"Phil Chenier",29,"2TM","SG",43,850,136,349,0.39,5,12,0.417,131,337,0.389,0.397,49,67,0.731,19,59,78,89,33,15,55,55,326,0,"",0
"202","smithro01",1980,"Robert Smith",24,"2TM","PG",65,809,118,269,0.439,8,26,0.308,110,243,0.453,0.454,80,92,0.87,20,59,79,92,26,4,53,105,324,0,"",0
"203","dawkipa01",1980,"Paul Dawkins",22,"UTA","SF",57,776,141,300,0.47,1,5,0.2,140,295,0.475,0.472,33,48,0.688,42,83,125,77,33,9,76,112,316,0,"",0
"204","silaspa01",1980,"Paul Silas",36,"SEA","PF",82,1595,113,299,0.378,0,0,NA,113,299,0.378,0.378,89,136,0.654,204,232,436,66,25,5,83,120,315,0,"",0
"205","baileja01",1980,"James Bailey",22,"SEA","PF",67,726,122,271,0.45,0,0,NA,122,271,0.45,0.45,68,101,0.673,71,126,197,28,21,54,79,116,312,0,"",0
"206","forddo01",1980,"Don Ford",27,"2TM","SF",73,999,131,274,0.478,1,3,0.333,130,271,0.48,0.48,45,53,0.849,44,141,185,65,22,21,51,131,308,0,"",0
"207","elliobo01",1980,"Bob Elliott",24,"NJN","PF",54,722,101,228,0.443,1,4,0.25,100,224,0.446,0.445,104,152,0.684,67,118,185,53,29,14,88,97,307,0,"",0
"208","calvima01",1980,"Mack Calvin",32,"UTA","PG",48,772,100,227,0.441,1,11,0.091,99,216,0.458,0.443,105,117,0.897,13,71,84,134,27,0,57,72,306,0,"",0
"209","smithwi02",1980,"Willie Smith",26,"CLE","PG",62,1051,121,315,0.384,17,71,0.239,104,244,0.426,0.411,40,52,0.769,56,65,121,259,75,1,95,110,299,0,"",0
"210","leero01",1980,"Ron Lee",27,"2TM","PG",61,1167,113,305,0.37,22,59,0.373,91,246,0.37,0.407,44,70,0.629,40,83,123,241,99,17,101,172,292,0,"",0
"211","waltoll01",1980,"Lloyd Walton",26,"MIL","PG",76,1243,110,242,0.455,1,3,0.333,109,239,0.456,0.457,49,71,0.69,33,58,91,285,43,2,112,68,270,0,"",0
"212","willisl01",1980,"Sly Williams",22,"NYK","SF",57,556,104,267,0.39,0,4,0,104,263,0.395,0.39,58,90,0.644,65,56,121,36,19,8,49,73,266,0,"",0
"213","elmorle01",1980,"Len Elmore",27,"KCK","C",58,915,104,242,0.43,0,0,NA,104,242,0.43,0.43,51,74,0.689,74,183,257,64,41,39,67,154,259,0,"",0
"214","smithsa02",1980,"Sam Smith",25,"CHI","SF",30,496,97,230,0.422,8,35,0.229,89,195,0.456,0.439,57,63,0.905,22,32,54,42,25,7,33,54,259,0,"",0
"215","beshode01",1980,"Del Beshore",23,"CHI","PG",68,869,88,250,0.352,10,26,0.385,78,224,0.348,0.372,58,87,0.667,16,47,63,139,58,5,104,105,244,0,"",0
"216","mackol01",1980,"Ollie Mack",22,"2TM","SG",50,681,98,199,0.492,0,5,0,98,194,0.505,0.492,38,51,0.745,32,39,71,53,24,3,35,50,234,0,"",0
"217","catchha01",1980,"Harvey Catchings",28,"MIL","C",72,1366,97,244,0.398,0,1,0,97,243,0.399,0.398,39,62,0.629,164,246,410,82,23,162,68,191,233,0,"",0
"218","pietkst01",1980,"Stan Pietkiewicz",23,"SDC","PG",50,577,91,179,0.508,9,36,0.25,82,143,0.573,0.534,37,46,0.804,26,19,45,94,25,4,51,52,228,0,"",0
"219","corzida01",1980,"Dave Corzine",23,"WSB","C",78,826,90,216,0.417,0,0,NA,90,216,0.417,0.417,45,68,0.662,104,166,270,63,9,31,60,120,225,0,"",0
"220","hugheki01",1980,"Kim Hughes",27,"DEN","C",70,1208,102,202,0.505,0,0,NA,102,202,0.505,0.505,15,41,0.366,125,201,326,74,66,77,50,184,219,0,"",0
"221","hustoge01",1980,"Geoff Huston",22,"NYK","PG",71,923,94,241,0.39,3,17,0.176,91,224,0.406,0.396,28,38,0.737,14,44,58,159,39,5,73,83,219,0,"",0
"222","mengejo01",1980,"John Mengelt",30,"CHI","SG",36,387,90,166,0.542,0,6,0,90,160,0.563,0.542,39,49,0.796,3,20,23,38,10,0,36,54,219,0,"",0
"223","hillmda01",1980,"Darnell Hillman",30,"GSW","PF",49,708,82,179,0.458,0,0,NA,82,179,0.458,0.458,34,68,0.5,59,121,180,47,21,24,59,128,198,0,"",0
"224","spanaji01",1980,"Jim Spanarkel",22,"PHI","SG",40,442,72,153,0.471,0,2,0,72,151,0.477,0.471,54,65,0.831,27,27,54,51,12,6,57,58,198,0,"",0
"225","breweji01",1980,"Jim Brewer",28,"POR","PF",67,1016,90,184,0.489,0,5,0,90,179,0.503,0.489,14,29,0.483,101,156,257,75,42,43,47,129,194,0,"",0
"226","waltobi01",1980,"Bill Walton",27,"SDC","C",14,337,81,161,0.503,0,0,NA,81,161,0.503,0.503,32,54,0.593,28,98,126,34,8,38,37,37,194,0,"",0
"227","kramejo01",1980,"Joel Kramer",24,"PHO","C",54,711,67,143,0.469,0,1,0,67,142,0.472,0.469,56,70,0.8,49,102,151,75,26,5,51,104,190,0,"",0
"228","kupchmi01",1980,"Mitch Kupchak",25,"WSB","PF",40,451,67,160,0.419,0,2,0,67,158,0.424,0.419,52,75,0.693,32,73,105,16,8,8,40,49,186,0,"",0
"229","batesbi01",1980,"Billy Ray Bates",23,"POR","SG",16,235,72,146,0.493,8,19,0.421,64,127,0.504,0.521,28,39,0.718,13,16,29,31,14,2,20,26,180,0,"",0
"230","peckwi01",1980,"Wiley Peck",22,"SAS","SF",52,628,73,169,0.432,0,2,0,73,167,0.437,0.432,34,55,0.618,66,117,183,33,17,23,48,100,180,0,"",0
"231","roberan01",1980,"Anthony Roberts",24,"DEN","SF",23,486,69,181,0.381,0,1,0,69,180,0.383,0.381,39,60,0.65,54,55,109,20,13,3,28,52,177,0,"",0
"232","kingbe01",1980,"Bernard King",23,"UTA","SF",19,419,71,137,0.518,0,0,NA,71,137,0.518,0.518,34,63,0.54,24,64,88,52,7,4,50,66,176,0,"",0
"233","fernser01",1980,"Eric Fernsten",26,"BOS","PF",56,431,71,153,0.464,0,0,NA,71,153,0.464,0.464,33,52,0.635,40,56,96,28,17,12,20,43,175,0,"",0
"234","chanedo01",1980,"Don Chaney",33,"BOS","SG",60,523,67,189,0.354,1,6,0.167,66,183,0.361,0.357,32,42,0.762,31,42,73,38,31,11,33,80,167,0,"",0
"235","ellisbo02",1980,"Bo Ellis",25,"DEN","PF",48,502,61,136,0.449,0,3,0,61,133,0.459,0.449,40,53,0.755,51,65,116,30,10,24,24,67,162,0,"",0
"236","greenmi01",1980,"Mike Green",28,"KCK","C",21,459,69,159,0.434,0,2,0,69,157,0.439,0.434,24,42,0.571,35,78,113,28,13,21,36,55,162,0,"",0
"237","evansea01",1980,"Earl Evans",24,"DET","PF",36,381,63,140,0.45,7,18,0.389,56,122,0.459,0.475,24,42,0.571,26,49,75,37,14,1,36,64,157,0,"",0
"238","steella01",1980,"Larry Steele",30,"POR","SF",16,446,62,146,0.425,0,4,0,62,142,0.437,0.425,22,27,0.815,13,32,45,67,25,1,33,53,146,0,"",0
"239","redmoma01",1980,"Marlon Redmond",24,"KCK","SG",24,298,59,138,0.428,0,9,0,59,129,0.457,0.428,24,34,0.706,18,34,52,19,4,9,19,27,142,0,"",0
"240","kunneke01",1980,"Kevin Kunnert",28,"POR","C",18,302,50,114,0.439,0,0,NA,50,114,0.439,0.439,26,43,0.605,37,75,112,29,7,22,41,59,126,0,"",0
"241","whiteje01",1980,"Jerome Whitehead",23,"2TM","C",50,553,58,114,0.509,0,0,NA,58,114,0.509,0.509,10,35,0.286,56,111,167,24,8,17,36,97,126,0,"",0
"242","johnsvi01",1980,"Vinnie Johnson",23,"SEA","SG",38,325,45,115,0.391,0,1,0,45,114,0.395,0.391,31,39,0.795,19,36,55,54,19,4,42,40,121,0,"",0
"243","brownjo01",1980,"John Brown",28,"2TM","SF",32,385,37,105,0.352,0,0,NA,37,105,0.352,0.352,38,48,0.792,26,45,71,18,3,4,29,70,112,0,"",0
"244","pellosa01",1980,"Sam Pellom",28,"ATL","PF",44,373,44,108,0.407,0,0,NA,44,108,0.407,0.407,21,30,0.7,28,64,92,18,12,12,18,70,109,0,"",0
"245","hollabr01",1980,"Brad Holland",23,"LAL","SG",38,197,44,104,0.423,3,15,0.2,41,89,0.461,0.438,15,16,0.938,4,13,17,22,15,1,13,24,106,0,"",0
"246","burleto01",1980,"Tom Burleson",27,"KCK","C",37,272,36,104,0.346,0,3,0,36,101,0.356,0.346,23,40,0.575,23,49,72,20,8,13,25,49,95,0,"",0
"247","webstma01",1980,"Marvin Webster",27,"NYK","C",20,298,38,79,0.481,0,0,NA,38,79,0.481,0.481,12,16,0.75,28,52,80,9,3,11,20,39,88,0,"",0
"248","awtrede01",1980,"Dennis Awtrey",31,"CHI","C",26,560,27,60,0.45,0,0,NA,27,60,0.45,0.45,32,50,0.64,29,86,115,40,12,15,27,66,86,0,"",0
"249","tatumea01",1980,"Earl Tatum",26,"CLE","SG",33,225,36,94,0.383,2,6,0.333,34,88,0.386,0.394,11,19,0.579,11,15,26,20,16,5,17,29,85,0,"",0
"250","davisbr01",1980,"Brad Davis",24,"2TM","PG",18,268,35,63,0.556,0,1,0,35,62,0.565,0.556,13,16,0.813,4,13,17,50,13,1,14,28,83,0,"",0
"251","kiffiir01",1980,"Irv Kiffin",28,"SAS","SF",26,212,32,96,0.333,0,0,NA,32,96,0.333,0.333,18,25,0.72,12,28,40,19,10,2,30,43,82,0,"",0
"252","malovst01",1980,"Steve Malovic",23,"3TM","PF",39,445,31,67,0.463,0,0,NA,31,67,0.463,0.463,18,27,0.667,36,50,86,26,8,6,23,51,80,0,"",0
"253","coughjo01",1980,"John Coughran",28,"GSW","SF",24,160,29,81,0.358,2,9,0.222,27,72,0.375,0.37,8,14,0.571,2,17,19,12,7,1,13,24,68,0,"",0
"254","jacksph01",1980,"Phil Jackson",34,"NJN","PF",16,194,29,46,0.63,0,2,0,29,44,0.659,0.63,7,10,0.7,12,12,24,12,5,4,9,35,65,0,"",0
"255","barnema01",1980,"Marvin Barnes",27,"SDC","PF",20,287,24,60,0.4,0,0,NA,24,60,0.4,0.4,16,32,0.5,34,43,77,18,5,12,18,52,64,0,"",0
"256","byrnema01",1980,"Marty Byrnes",23,"LAL","SF",32,194,25,50,0.5,0,0,NA,25,50,0.5,0.5,13,15,0.867,9,18,27,13,5,1,22,32,63,0,"",0
"257","bostola01",1980,"Lawrence Boston",23,"WSB","PF",13,125,24,52,0.462,0,0,NA,24,52,0.462,0.462,8,13,0.615,19,20,39,2,4,2,8,25,56,0,"",0
"258","gianejo01",1980,"John Gianelli",29,"UTA","C",17,285,23,66,0.348,0,0,NA,23,66,0.348,0.348,9,16,0.563,14,48,62,17,6,7,22,26,55,0,"",0
"259","toonebe01",1980,"Bernard Toone",23,"PHI","PF",23,124,23,64,0.359,1,7,0.143,22,57,0.386,0.367,8,10,0.8,12,22,34,12,4,5,16,20,55,0,"",0
"260","bradlal01",1980,"Alonzo Bradley",26,"HOU","SF",22,96,17,48,0.354,1,1,1,16,47,0.34,0.365,6,9,0.667,2,4,6,3,3,0,8,9,41,0,"",0
"261","simpsra01",1980,"Ralph Simpson",30,"NJN","SG",8,81,18,47,0.383,0,2,0,18,45,0.4,0.383,5,10,0.5,6,5,11,14,9,0,12,3,41,0,"",0
"262","norrisy01",1980,"Sylvester Norris",22,"SAS","C",17,189,18,43,0.419,0,0,NA,18,43,0.419,0.419,4,6,0.667,10,33,43,6,3,12,19,41,40,0,"",0
"263","bailegu01",1980,"Gus Bailey",28,"WSB","SG",20,180,16,35,0.457,1,1,1,15,34,0.441,0.471,5,13,0.385,6,22,28,26,7,4,11,18,38,0,"",0
"264","carribo01",1980,"Bob Carrington",26,"SDC","SG",10,134,15,37,0.405,0,2,0,15,35,0.429,0.405,6,8,0.75,6,7,13,3,4,1,5,18,36,0,"",0
"265","whiteru01",1980,"Rudy White",26,"HOU","SG",9,106,13,24,0.542,0,0,NA,13,24,0.542,0.542,10,13,0.769,0,9,9,5,5,0,8,8,36,0,"",0
"266","basseti01",1980,"Tim Bassett",28,"2TM","PF",12,164,12,34,0.353,0,0,NA,12,34,0.353,0.353,10,15,0.667,11,22,33,14,8,0,9,27,34,0,"",0
"267","cartero01",1980,"Ron Carter",23,"IND","SG",13,117,15,37,0.405,0,0,NA,15,37,0.405,0.405,2,7,0.286,5,14,19,9,2,3,10,19,32,0,"",0
"268","kuestjo01",1980,"John Kuester",24,"IND","PG",24,100,12,34,0.353,0,1,0,12,33,0.364,0.353,5,7,0.714,3,11,14,16,7,1,5,8,29,0,"",0
"269","mokespa01",1980,"Paul Mokeski",23,"HOU","C",12,113,11,33,0.333,0,0,NA,11,33,0.333,0.333,7,9,0.778,14,15,29,2,1,6,10,24,29,0,"",0
"270","johnsch02",1980,"Cheese Johnson",22,"GSW","SF",9,53,12,30,0.4,0,0,NA,12,30,0.4,0.4,3,5,0.6,6,8,14,2,1,0,4,11,27,0,"",0
"271","robinja01",1980,"Jackie Robinson",24,"DET","SF",7,51,9,17,0.529,0,1,0,9,16,0.563,0.529,9,11,0.818,3,2,5,0,3,3,2,8,27,0,"",0
"272","behagro01",1980,"Ron Behagen",29,"WSB","PF",6,64,9,23,0.391,0,0,NA,9,23,0.391,0.391,5,6,0.833,6,8,14,7,0,4,4,14,23,0,"",0
"273","leebu01",1980,"Butch Lee",23,"2TM","PG",14,55,6,24,0.25,0,0,NA,6,24,0.25,0.25,6,8,0.75,7,4,11,12,1,0,10,2,18,0,"",0
"274","wilsobu01",1980,"Bubba Wilson",24,"GSW","SG",16,143,7,25,0.28,0,0,NA,7,25,0.28,0.28,3,6,0.5,6,10,16,12,2,0,8,11,17,0,"",0
"275","kramear01",1980,"Arvid Kramer",23,"DEN","C",8,45,7,22,0.318,0,0,NA,7,22,0.318,0.318,2,2,1,6,6,12,3,0,5,5,8,16,0,"",0
"276","wakefan01",1980,"Andre Wakefield",25,"UTA","SG",8,47,6,15,0.4,0,0,NA,6,15,0.4,0.4,3,3,1,0,4,4,3,1,0,8,13,15,0,"",0
"277","zenoto01",1980,"Tony Zeno",22,"IND","SF",8,59,6,21,0.286,0,0,NA,6,21,0.286,0.286,2,2,1,3,11,14,1,4,3,9,13,14,0,"",0
"278","davisha01",1980,"Harry Davis",24,"SAS","SF",4,30,6,12,0.5,0,0,NA,6,12,0.5,0.5,1,2,0.5,2,4,6,0,1,0,3,8,13,0,"",0
"279","deanegr01",1980,"Greg Deane",22,"UTA","SG",7,48,2,11,0.182,1,1,1,1,10,0.1,0.227,5,7,0.714,2,4,6,6,0,0,3,3,10,0,"",0
"280","fraziwa01",1980,"Walt Frazier",34,"CLE","PG",3,27,4,11,0.364,0,1,0,4,10,0.4,0.364,2,2,1,1,2,3,8,2,1,4,2,10,0,"",0
"281","calhoco01",1980,"Corky Calhoun",29,"IND","SF",7,30,4,9,0.444,0,0,NA,4,9,0.444,0.444,0,2,0,7,3,10,0,2,0,1,6,8,0,"",0
"282","wilsori01",1980,"Rick Wilson",23,"ATL","SG",5,59,2,14,0.143,0,0,NA,2,14,0.143,0.143,4,6,0.667,2,1,3,11,4,1,8,3,8,0,"",0
"283","crosbte01",1980,"Terry Crosby",23,"KCK","PG",4,28,2,4,0.5,0,0,NA,2,4,0.5,0.5,2,2,1,0,1,1,7,0,0,5,4,6,0,"",0
"284","kilpaca01",1980,"Carl Kilpatrick",23,"UTA","C",2,6,1,2,0.5,0,0,NA,1,2,0.5,0.5,1,2,0.5,1,3,4,0,0,0,0,1,3,0,"",0
"285","brownro02",1980,"Roger Brown",29,"CHI","C",4,37,1,3,0.333,0,0,NA,1,3,0.333,0.333,0,0,NA,2,8,10,1,0,3,0,4,2,0,"",0
"286","skinnal01",1980,"Al Skinner",27,"PHI","SG",2,10,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,0,0,0,2,0,0,2,1,2,0,"",0
"287","olivejo01",1980,"John Olive",24,"SDC","SF",1,15,0,2,0,0,0,NA,0,2,0,0,0,0,NA,0,1,1,0,0,0,2,2,0,0,"",0
