"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"244","griffgr01",1978,"Greg Griffin",25,"PHO","SF",36,NA,422,61,169,0.361,61,169,0.361,0.361,23,36,0.639,44,59,103,24,16,0,39,56,145,""
"245","eakinji01",1978,"Jim Eakins",31,"2TM","C",33,NA,406,44,86,0.512,44,86,0.512,0.512,50,60,0.833,29,46,75,29,7,17,33,71,138,""
"246","hugheki01",1978,"Kim Hughes",25,"NJN","C",56,NA,854,57,160,0.356,57,160,0.356,0.356,9,29,0.31,95,145,240,38,49,49,57,163,123,""
"247","smithro01",1978,"Robert Smith",22,"DEN","PG",45,NA,378,50,97,0.515,50,97,0.515,0.515,21,24,0.875,6,30,36,39,18,3,20,52,121,""
"248","boydfr01",1978,"Freddie Boyd",27,"NOJ","SG",21,NA,363,44,110,0.4,44,110,0.4,0.4,14,22,0.636,2,17,19,48,9,3,20,23,102,""
"249","pondecl01",1978,"Cliff Pondexter",23,"CHI","PF",44,NA,534,37,85,0.435,37,85,0.435,0.435,14,20,0.7,36,94,130,87,19,15,30,66,88,""
"250","crowma01",1978,"Mark Crow",23,"NJN","SF",15,NA,154,35,80,0.438,35,80,0.438,0.438,14,20,0.7,14,13,27,8,5,1,12,24,84,""
"251","neumajo01",1978,"Johnny Neumann",26,"IND","SG",20,NA,216,35,86,0.407,35,86,0.407,0.407,13,18,0.722,5,9,14,27,6,1,22,24,83,""
"252","davisbr01",1978,"Brad Davis",22,"LAL","PG",33,NA,334,30,72,0.417,30,72,0.417,0.417,22,29,0.759,4,31,35,83,15,2,35,39,82,""
"253","whiteru01",1978,"Rudy White",24,"HOU","SG",21,NA,219,31,85,0.365,31,85,0.365,0.365,14,18,0.778,8,13,21,22,8,0,22,24,76,""
"254","benneme01",1978,"Mel Bennett",23,"IND","PF",31,NA,285,23,81,0.284,23,81,0.284,0.284,28,45,0.622,49,44,93,22,11,7,30,54,74,""
"255","abdulza01",1978,"Zaid Abdul-Aziz",31,"2TM","C",16,NA,158,23,60,0.383,23,60,0.383,0.383,17,23,0.739,19,31,50,10,3,3,14,29,63,""
"256","terrycl01",1978,"Claude Terry",28,"ATL","SG",27,NA,166,25,68,0.368,25,68,0.368,0.368,9,11,0.818,3,12,15,7,6,0,8,14,59,""
"257","boerwto01",1978,"Tom Boerwinkle",32,"CHI","C",22,NA,227,23,50,0.46,23,50,0.46,0.46,10,13,0.769,14,45,59,44,3,4,26,36,56,""
"258","brokaga01",1978,"Gary Brokaw",24,"BUF","SG",13,NA,130,18,43,0.419,18,43,0.419,0.419,18,24,0.75,3,9,12,20,3,5,12,11,54,""
"259","dunlemi01",1978,"Mike Dunleavy",23,"2TM","PG",15,NA,119,20,50,0.4,20,50,0.4,0.4,13,18,0.722,1,9,10,28,9,1,12,12,53,""
"260","flemial01",1978,"Al Fleming",23,"SEA","SF",20,NA,97,15,31,0.484,15,31,0.484,0.484,10,17,0.588,13,17,30,7,0,5,16,16,40,""
"261","wohlda01",1978,"Dave Wohl",28,"NJN","PG",10,NA,118,12,34,0.353,12,34,0.353,0.353,11,12,0.917,1,3,4,13,3,0,16,24,35,""
"262","dorseja01",1978,"Jacky Dorsey",23,"2TM","SF",11,NA,88,12,31,0.387,12,31,0.387,0.387,10,16,0.625,11,19,30,5,2,3,6,17,34,""
"263","simssc01",1978,"Scott Sims",22,"SAS","PG",12,NA,95,10,26,0.385,10,26,0.385,0.385,10,15,0.667,5,8,13,20,3,0,19,16,30,""
"264","wilsobo03",1978,"Bobby Wilson",27,"IND","SG",12,NA,86,14,36,0.389,14,36,0.389,0.389,2,3,0.667,6,6,12,8,2,1,6,16,30,""
"265","bostiji01",1978,"Jim Bostic",25,"DET","PF",4,NA,48,12,22,0.545,12,22,0.545,0.545,2,5,0.4,8,8,16,3,0,0,3,5,26,""
"266","jonesro01",1978,"Robin Jones",23,"HOU","C",12,NA,66,11,20,0.55,11,20,0.55,0.55,4,10,0.4,5,9,14,2,1,1,7,16,26,""
"267","schluda01",1978,"Dale Schlueter",32,"POR","C",10,NA,109,8,19,0.421,8,19,0.421,0.421,9,18,0.5,5,16,21,18,3,2,15,20,25,""
"268","laureri01",1978,"Rich Laurel",23,"MIL","SG",10,NA,57,10,31,0.323,10,31,0.323,0.323,4,4,1,6,4,10,3,3,1,4,10,24,""
"269","owensed01",1978,"Eddie Owens",24,"BUF","SF",8,NA,63,9,21,0.429,9,21,0.429,0.429,3,6,0.5,5,5,10,5,1,0,3,9,21,""
"270","ardji01",1978,"Jim Ard",29,"2TM","C",15,NA,125,8,17,0.471,8,17,0.471,0.471,3,5,0.6,9,27,36,8,0,0,14,19,19,""
"271","moffela01",1978,"Larry Moffett",23,"HOU","SF",20,NA,110,5,17,0.294,5,17,0.294,0.294,6,10,0.6,10,11,21,7,2,2,8,16,16,""
"272","moslegl01",1978,"Glenn Mosley",22,"PHI","PF",6,NA,21,5,13,0.385,5,13,0.385,0.385,3,7,0.429,0,5,5,2,0,0,5,5,13,""
"273","brittwa01",1978,"Wayman Britt",25,"DET","SG",7,NA,16,3,10,0.3,3,10,0.3,0.3,3,4,0.75,1,3,4,2,1,0,1,3,9,""
"274","bigelbo01",1978,"Bob Bigelow",24,"2TM","SF",5,NA,24,4,13,0.308,4,13,0.308,0.308,0,0,NA,3,6,9,0,0,0,0,3,8,""
"275","johnsla01",1978,"Larry Johnson",23,"BUF","SG",4,NA,38,3,13,0.231,3,13,0.231,0.231,0,2,0,1,4,5,7,5,2,3,3,6,""
"276","karlge01",1978,"George Karl",26,"SAS","PG",4,NA,30,2,6,0.333,2,6,0.333,0.333,2,2,1,0,5,5,5,1,0,4,6,6,""
"277","bondph01",1978,"Phil Bond",23,"HOU","SG",7,NA,21,2,6,0.333,2,6,0.333,0.333,0,0,NA,1,3,4,2,1,0,2,1,4,""
"278","burdeti01",1978,"Ticky Burden",24,"NYK","SG",2,NA,15,1,2,0.5,1,2,0.5,0.5,0,0,NA,0,0,0,1,1,0,0,1,2,""
"279","cookno01",1978,"Norm Cook",22,"DEN","SF",2,NA,10,1,3,0.333,1,3,0.333,0.333,0,0,NA,1,2,3,1,0,0,0,4,2,""
"280","kuberst01",1978,"Steve Kuberski",30,"BOS","PF",3,NA,14,1,4,0.25,1,4,0.25,0.25,0,0,NA,1,5,6,0,1,0,2,2,2,""
"281","wisewi01",1978,"Willie Wise",30,"SEA","SF",2,NA,10,0,3,0,0,3,0,0,1,4,0.25,2,1,3,0,0,0,0,2,1,""
"282","hansegl01",1978,"Glenn Hansen",25,"2TM","SG",5,NA,13,0,7,0,0,7,0,0,0,0,NA,1,0,1,1,1,0,1,3,0,""
"283","mccaran01",1978,"Andre McCarter",24,"KCK","PG",1,NA,9,0,2,0,0,2,0,0,0,0,NA,0,1,1,0,0,0,0,1,0,""
"284","smithwi02",1978,"Willie Smith",24,"IND","PG",1,NA,7,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,1,0,0,0,1,0,""
"285","tolsode01",1978,"Dean Tolson",26,"SEA","PF",1,NA,7,0,1,0,0,1,0,0,0,0,NA,0,0,0,2,0,0,1,2,0,""
