"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Trp.Dbl","Awards","Playoffs"
"287","dandrbo01",1982,"Bob Dandridge",34,"MIL","SF",11,174,21,55,0.382,0,0,NA,21,55,0.382,0.382,10,17,0.588,4,13,17,13,5,2,11,25,52,0,"",0
"288","kunneke01",1982,"Kevin Kunnert",30,"POR","C",21,237,20,48,0.417,0,0,NA,20,48,0.417,0.417,9,17,0.529,20,46,66,18,3,6,18,51,49,0,"",0
"289","moorelo01",1982,"Lowes Moore",24,"CLE","PG",4,70,19,38,0.5,1,5,0.2,18,33,0.545,0.513,6,8,0.75,1,3,4,15,6,1,5,15,45,0,"",0
"290","mackol01",1982,"Ollie Mack",24,"DAL","SG",13,150,19,59,0.322,0,2,0,19,57,0.333,0.322,6,8,0.75,8,10,18,14,5,1,4,6,44,0,"",0
"291","dykemcr01",1982,"Craig Dykema",22,"PHO","SF",32,103,17,37,0.459,2,4,0.5,15,33,0.455,0.486,7,9,0.778,3,9,12,15,2,0,7,19,43,0,"",0
"292","copelho01",1982,"Hollis Copeland",26,"NYK","SF",18,118,16,38,0.421,0,0,NA,16,38,0.421,0.421,5,6,0.833,3,2,5,9,4,2,4,19,37,0,"",0
"293","townsra01",1982,"Raymond Townsend",26,"IND","SG",14,95,11,41,0.268,2,9,0.222,9,32,0.281,0.293,11,20,0.55,2,11,13,10,3,0,6,18,35,0,"",0
"294","oldhaja01",1982,"Jawann Oldham",24,"HOU","C",22,124,13,36,0.361,0,0,NA,13,36,0.361,0.361,8,14,0.571,7,17,24,3,2,10,6,28,34,0,"",0
"295","yonakri01",1982,"Rich Yonakor",23,"SAS","PF",10,70,14,26,0.538,0,0,NA,14,26,0.538,0.538,5,7,0.714,13,14,27,3,1,2,2,7,33,0,"",0
"296","stacoke01",1982,"Kevin Stacom",30,"MIL","SG",7,90,14,34,0.412,1,2,0.5,13,32,0.406,0.426,1,2,0.5,2,5,7,7,1,0,9,6,30,0,"",0
"297","crompge01",1982,"Geoff Crompton",26,"MIL","C",35,203,11,32,0.344,0,0,NA,11,32,0.344,0.344,6,15,0.4,10,31,41,13,6,12,17,39,28,0,"",0
"298","johnscl02",1982,"Clay Johnson",25,"LAL","SG",7,65,11,20,0.55,0,0,NA,11,20,0.55,0.55,3,6,0.5,8,4,12,7,3,3,7,13,25,0,"",0
"299","davisro01",1982,"Ron Davis",27,"SDC","SF",7,67,10,25,0.4,0,0,NA,10,25,0.4,0.4,3,6,0.5,7,6,13,4,0,0,5,8,23,0,"",0
"300","forddo01",1982,"Don Ford",29,"CLE","SF",21,201,9,24,0.375,0,1,0,9,23,0.391,0.375,5,6,0.833,14,21,35,11,8,0,15,30,23,0,"",0
"301","burnsda01",1982,"David Burns",23,"2TM","PG",9,87,7,16,0.438,0,0,NA,7,16,0.438,0.438,9,15,0.6,1,4,5,15,3,0,13,17,23,0,"",0
"302","mcculjo01",1982,"John McCullough",25,"PHO","SG",8,23,9,13,0.692,0,0,NA,9,13,0.692,0.692,3,5,0.6,1,3,4,3,2,0,3,3,21,0,"",0
"303","awtrede01",1982,"Dennis Awtrey",33,"POR","C",10,121,5,15,0.333,0,0,NA,5,15,0.333,0.333,5,9,0.556,7,7,14,8,1,2,6,28,15,0,"",0
"304","sprigla01",1982,"Larry Spriggs",22,"HOU","SF",4,37,7,11,0.636,0,0,NA,7,11,0.636,0.636,0,2,0,2,4,6,4,2,0,4,7,14,0,"",0
"305","robinja01",1982,"Jackie Robinson",26,"CHI","SF",3,29,3,9,0.333,0,0,NA,3,9,0.333,0.333,4,4,1,3,0,3,0,0,0,1,1,10,0,"",0
"306","terryca01",1982,"Carlos Terry",25,"WSB","SG",13,60,3,15,0.2,0,3,0,3,12,0.25,0.2,3,4,0.75,5,7,12,8,3,1,5,15,9,0,"",0
"307","hagangl01",1982,"Glenn Hagan",26,"DET","PG",4,25,3,7,0.429,0,0,NA,3,7,0.429,0.429,1,1,1,2,2,4,8,3,0,1,7,7,0,"",0
"308","benneme01",1982,"Mel Bennett",27,"CLE","PF",3,23,2,4,0.5,0,0,NA,2,4,0.5,0.5,1,6,0.167,1,2,3,0,1,0,4,2,5,0,"",0
"309","burkmro01",1982,"Roger Burkman",23,"CHI","SG",6,30,0,4,0,0,1,0,0,3,0,0,5,6,0.833,2,4,6,5,6,2,3,6,5,0,"",0
"310","sheltcr01",1982,"Craig Shelton",24,"ATL","SF",4,21,2,6,0.333,0,0,NA,2,6,0.333,0.333,1,2,0.5,1,2,3,0,1,0,0,3,5,0,"",0
"311","worthsa01",1982,"Sam Worthen",24,"UTA","PG",5,22,2,5,0.4,0,0,NA,2,5,0.4,0.4,0,0,NA,1,0,1,3,0,0,2,3,4,0,"",0
"312","scalede01",1982,"DeWayne Scales",23,"NYK","PF",3,24,1,5,0.2,0,0,NA,1,5,0.2,0.2,1,2,0.5,2,3,5,0,1,1,2,3,3,0,"",0
"313","baileca01",1982,"Carl Bailey",23,"POR","C",1,7,1,1,1,0,0,NA,1,1,1,1,0,0,NA,0,0,0,0,0,0,2,2,2,0,"",0
"314","coopejo01",1982,"Joe Cooper",24,"NJN","C",1,11,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,0,NA,1,1,2,0,0,0,1,2,2,0,"",0
"315","leero02",1982,"Rock Lee",26,"SDC","C",2,10,1,2,0.5,0,0,NA,1,2,0.5,0.5,0,4,0,0,1,1,2,0,0,0,3,2,0,"",0
"316","wrighla01",1982,"Larry Wright",27,"DET","PG",1,6,0,1,0,0,0,NA,0,1,0,0,0,0,NA,0,0,0,0,0,0,1,2,0,0,"",0
"317","ervinju01",1982,"Julius Erving",31,"PHI","SF",21,780,168,324,0.519,1,6,0.167,167,318,0.525,0.52,124,165,0.752,57,99,156,99,37,37,67,55,461,0,"",1
"318","toneyan01",1982,"Andrew Toney",24,"PHI","SG",21,707,185,365,0.507,5,15,0.333,180,350,0.514,0.514,82,103,0.796,20,31,51,102,18,2,67,86,457,0,"",1
"319","cheekma01",1982,"Maurice Cheeks",25,"PHI","PG",21,765,125,265,0.472,1,9,0.111,124,256,0.484,0.474,50,65,0.769,15,47,62,172,48,6,49,58,301,0,"",1
"320","nixonno01",1982,"Norm Nixon",26,"LAL","PG",14,549,121,253,0.478,1,3,0.333,120,250,0.48,0.48,43,57,0.754,13,30,43,114,23,2,34,43,286,0,"",1
"321","abdulka01",1982,"Kareem Abdul-Jabbar",34,"LAL","C",14,493,115,221,0.52,0,0,NA,115,221,0.52,0.52,55,87,0.632,33,86,119,51,14,45,41,45,285,0,"",1
"322","wilkeja01",1982,"Jamaal Wilkes",28,"LAL","SF",14,535,121,241,0.502,0,1,0,121,240,0.504,0.502,38,49,0.776,40,30,70,37,16,3,40,43,280,0,"",1
"323","gervige01",1982,"George Gervin",29,"SAS","SG",9,373,103,228,0.452,0,3,0,103,225,0.458,0.452,59,71,0.831,19,47,66,41,10,4,31,36,265,0,"",1
"324","jonesbo01",1982,"Bobby Jones",30,"PHI","PF",21,589,94,174,0.54,0,0,NA,94,174,0.54,0.54,68,81,0.84,37,62,99,52,15,22,33,69,256,0,"",1
"325","parisro01",1982,"Robert Parish",28,"BOS","C",12,426,102,209,0.488,0,0,NA,102,209,0.488,0.488,51,75,0.68,43,92,135,18,5,48,39,47,255,0,"",1
"326","johnsma02",1982,"Magic Johnson",22,"LAL","SG",14,562,83,157,0.529,0,4,0,83,153,0.542,0.529,77,93,0.828,54,104,158,130,40,3,44,50,243,6,"Finals MVP-1",1
"327","mcadobo01",1982,"Bob McAdoo",30,"LAL","C",14,388,101,179,0.564,0,0,NA,101,179,0.564,0.564,32,47,0.681,21,74,95,22,10,21,35,43,234,0,"",1
"328","dawkida01",1982,"Darryl Dawkins",25,"PHI","C",21,460,99,178,0.556,0,0,NA,99,178,0.556,0.556,33,50,0.66,23,75,98,11,7,35,38,94,231,0,"",1
"329","mitchmi01",1982,"Mike Mitchell",26,"SAS","SF",9,365,90,169,0.533,0,0,NA,90,169,0.533,0.533,43,57,0.754,28,45,73,7,5,1,24,22,223,0,"",1
"330","birdla01",1982,"Larry Bird",25,"BOS","PF",12,490,88,206,0.427,1,6,0.167,87,200,0.435,0.43,37,45,0.822,33,117,150,67,23,17,38,43,214,2,"",1
"331","willigu01",1982,"Gus Williams",28,"SEA","PG",8,315,82,186,0.441,2,6,0.333,80,180,0.444,0.446,44,56,0.786,12,14,26,65,13,5,18,13,210,0,"",1
"332","mchalke01",1982,"Kevin McHale",24,"BOS","PF",12,344,77,134,0.575,0,0,NA,77,134,0.575,0.575,40,53,0.755,41,44,85,11,5,27,16,44,194,0,"",1
"333","jonesca01",1982,"Caldwell Jones",31,"PHI","C",21,679,74,160,0.463,0,0,NA,74,160,0.463,0.463,35,41,0.854,52,137,189,19,11,40,29,77,183,0,"",1
"334","maxwece01",1982,"Cedric Maxwell",26,"BOS","SF",12,385,62,120,0.517,0,0,NA,62,120,0.517,0.517,50,70,0.714,37,50,87,26,18,11,24,40,174,0,"",1
"335","coopemi01",1982,"Michael Cooper",25,"LAL","SG",14,383,70,124,0.565,1,2,0.5,69,122,0.566,0.569,25,34,0.735,19,42,61,62,24,11,29,47,166,0,"",1
"336","sikmaja01",1982,"Jack Sikma",26,"SEA","C",8,315,57,128,0.445,0,0,NA,57,128,0.445,0.445,50,58,0.862,21,76,97,24,9,8,16,34,164,0,"",1
"337","johnsde01",1982,"Dennis Johnson",27,"PHO","SG",7,271,63,132,0.477,0,3,0,63,129,0.488,0.477,30,39,0.769,13,18,31,32,15,4,25,28,156,0,"",1
"338","haywosp01",1982,"Spencer Haywood",32,"WSB","PF",7,231,57,115,0.496,0,0,NA,57,115,0.496,0.496,26,35,0.743,16,23,39,7,4,14,15,28,140,0,"",1
"339","olberma01",1982,"Mark Olberding",25,"SAS","PF",9,328,53,120,0.442,0,1,0,53,119,0.445,0.442,26,31,0.839,20,38,58,32,9,6,27,39,132,0,"",1
"340","daviswa03",1982,"Walter Davis",27,"PHO","SF",7,173,52,116,0.448,1,3,0.333,51,113,0.451,0.453,22,24,0.917,5,17,22,30,5,1,12,19,127,0,"",1
"341","corzida01",1982,"Dave Corzine",25,"SAS","C",9,258,49,106,0.462,0,0,NA,49,106,0.462,0.462,24,34,0.706,38,47,85,17,6,9,20,30,122,0,"",1
"342","johnsmi01",1982,"Mickey Johnson",29,"MIL","PF",6,206,43,75,0.573,0,1,0,43,74,0.581,0.573,33,39,0.846,15,17,32,18,8,4,13,27,119,0,"",1
"343","rulanje01",1982,"Jeff Ruland",23,"WSB","C",7,237,38,79,0.481,0,1,0,38,78,0.487,0.481,43,56,0.768,29,37,66,5,3,4,23,24,119,0,"",1
"344","adamsal01",1982,"Alvan Adams",27,"PHO","C",7,233,48,92,0.522,0,0,NA,48,92,0.522,0.522,22,28,0.786,19,32,51,26,14,10,21,22,118,0,"",1
"345","johnsma01",1982,"Marques Johnson",25,"MIL","SF",6,235,44,100,0.44,1,4,0.25,43,96,0.448,0.445,24,42,0.571,23,21,44,20,6,2,12,25,113,0,"",1
"346","richacl01",1982,"Clint Richardson",25,"PHI","SG",21,415,47,104,0.452,0,0,NA,47,104,0.452,0.452,17,30,0.567,29,40,69,40,13,5,21,48,111,0,"",1
"347","johnsfr01",1982,"Frank Johnson",23,"WSB","PG",7,280,40,104,0.385,5,12,0.417,35,92,0.38,0.409,24,28,0.857,7,15,22,59,10,0,29,24,109,0,"",1
"348","sheltlo01",1982,"Lonnie Shelton",26,"SEA","PF",8,266,40,85,0.471,0,0,NA,40,85,0.471,0.471,22,32,0.688,24,35,59,16,5,7,20,38,102,0,"",1
"349","wintebr01",1982,"Brian Winters",29,"MIL","SG",6,232,38,77,0.494,5,10,0.5,33,67,0.493,0.526,20,24,0.833,4,11,15,28,8,1,22,23,101,0,"",1
"350","hendege01",1982,"Gerald Henderson",26,"BOS","PG",12,310,38,93,0.409,0,2,0,38,91,0.418,0.409,24,35,0.686,12,13,25,48,14,2,25,30,100,0,"",1
"351","laniebo01",1982,"Bob Lanier",33,"MIL","C",6,212,41,80,0.513,0,1,0,41,79,0.519,0.513,14,25,0.56,18,27,45,22,8,5,14,21,96,0,"",1
"352","brownfr01",1982,"Fred Brown",33,"SEA","SG",8,158,43,89,0.483,2,5,0.4,41,84,0.488,0.494,7,10,0.7,6,9,15,18,5,0,9,5,95,0,"",1
"353","macyky01",1982,"Kyle Macy",24,"PHO","PG",7,243,38,89,0.427,4,11,0.364,34,78,0.436,0.449,15,16,0.938,11,11,22,28,7,1,13,21,95,0,"",1
"354","moorejo01",1982,"Johnny Moore",23,"SAS","PG",9,292,39,82,0.476,0,3,0,39,79,0.494,0.476,16,27,0.593,9,22,31,93,15,6,15,38,94,0,"",1
"355","ballagr01",1982,"Greg Ballard",27,"WSB","SF",7,268,36,100,0.36,0,0,NA,36,100,0.36,0.36,21,25,0.84,22,41,63,22,14,3,12,20,93,0,"",1
"356","robintr01",1982,"Truck Robinson",30,"PHO","PF",7,213,45,80,0.563,0,0,NA,45,80,0.563,0.563,3,10,0.3,14,39,53,19,5,1,10,17,93,0,"",1
"357","moncrsi01",1982,"Sidney Moncrief",24,"MIL","SG",6,252,31,74,0.419,0,1,0,31,73,0.425,0.419,30,38,0.789,15,15,30,24,9,2,12,22,92,0,"",1
"358","bantomi01",1982,"Mike Bantom",30,"PHI","SF",21,399,36,91,0.396,0,0,NA,36,91,0.396,0.396,19,42,0.452,39,38,77,24,15,9,24,60,91,0,"",1
"359","carrml01",1982,"M.L. Carr",31,"BOS","SF",12,305,37,105,0.352,0,4,0,37,101,0.366,0.352,15,23,0.652,21,22,43,28,11,0,21,30,89,0,"",1
"360","architi01",1982,"Tiny Archibald",33,"BOS","PG",8,277,30,70,0.429,0,4,0,30,66,0.455,0.429,25,28,0.893,1,16,17,52,5,2,23,21,85,0,"",1
"361","rambiku01",1982,"Kurt Rambis",23,"LAL","PF",14,279,33,64,0.516,0,0,NA,33,64,0.516,0.516,16,26,0.615,32,54,86,11,8,12,17,47,82,0,"",1
"362","isselda01",1982,"Dan Issel",33,"DEN","C",3,103,32,60,0.533,0,0,NA,32,60,0.533,0.533,12,12,1,8,13,21,5,3,1,7,10,76,0,"",1
"363","mahorri01",1982,"Rick Mahorn",23,"WSB","PF",7,242,32,73,0.438,0,0,NA,32,73,0.438,0.438,10,14,0.714,14,47,61,13,10,5,16,30,74,0,"",1
"364","malonmo01",1982,"Moses Malone",26,"HOU","C",3,136,29,67,0.433,0,0,NA,29,67,0.433,0.433,14,15,0.933,28,23,51,10,2,2,6,8,72,0,"",1
"365","kelleri01",1982,"Rich Kelley",28,"PHO","C",7,191,27,54,0.5,0,0,NA,27,54,0.5,0.5,14,20,0.7,18,30,48,30,6,3,12,25,68,0,"",1
"366","vandeki01",1982,"Kiki Vandeweghe",23,"DEN","PF",3,109,25,43,0.581,0,0,NA,25,43,0.581,0.581,18,18,1,4,14,18,9,2,4,6,7,68,0,"",1
"367","greveke01",1982,"Kevin Grevey",28,"WSB","SG",7,159,23,56,0.411,4,8,0.5,19,48,0.396,0.446,16,19,0.842,2,8,10,11,3,1,6,12,66,0,"",1
"368","banksge01",1982,"Gene Banks",22,"SAS","SF",9,146,30,65,0.462,0,1,0,30,64,0.469,0.462,4,10,0.4,21,22,43,9,4,3,6,12,64,0,"",1
"369","englial01",1982,"Alex English",28,"DEN","SF",3,118,26,55,0.473,0,0,NA,26,55,0.473,0.473,6,7,0.857,8,15,23,17,3,3,4,6,58,0,"",1
"370","robeyri01",1982,"Rick Robey",26,"BOS","C",12,122,21,40,0.525,0,0,NA,21,40,0.525,0.525,13,17,0.765,13,16,29,4,2,3,11,27,55,0,"",1
"371","donalja01",1982,"James Donaldson",24,"SEA","C",8,189,18,43,0.419,0,0,NA,18,43,0.419,0.419,18,24,0.75,25,49,74,7,2,5,10,16,54,0,"",1
"372","nancela01",1982,"Larry Nance",22,"PHO","PF",7,128,25,41,0.61,0,0,NA,25,41,0.61,0.61,4,8,0.5,13,19,32,7,10,11,12,15,54,0,"",1
"373","hanzlbi01",1982,"Bill Hanzlik",24,"SEA","SF",8,203,16,34,0.471,0,1,0,16,33,0.485,0.471,20,22,0.909,10,22,32,20,6,5,13,26,52,0,"",1
"374","aingeda01",1982,"Danny Ainge",22,"BOS","SG",10,129,19,45,0.422,2,4,0.5,17,41,0.415,0.444,10,13,0.769,6,7,13,11,2,1,11,21,50,0,"",1
"375","fordch01",1982,"Chris Ford",33,"BOS","SG",12,138,20,42,0.476,2,7,0.286,18,35,0.514,0.5,5,7,0.714,6,9,15,15,3,1,3,15,47,0,"",1
"376","bratzmi01",1982,"Mike Bratz",26,"SAS","PG",9,180,15,52,0.288,5,18,0.278,10,34,0.294,0.337,8,10,0.8,2,12,14,48,9,0,12,20,43,0,"",1
"377","collido02",1982,"Don Collins",23,"WSB","SG",7,149,19,44,0.432,0,0,NA,19,44,0.432,0.432,5,7,0.714,9,13,22,6,4,1,11,25,43,0,"",1
"378","hayesel01",1982,"Elvin Hayes",36,"HOU","PF",3,124,17,50,0.34,0,0,NA,17,50,0.34,0.34,8,15,0.533,7,23,30,3,2,10,6,12,42,0,"",1
"379","leaveal01",1982,"Allen Leavell",24,"HOU","PG",3,93,20,47,0.426,0,1,0,20,46,0.435,0.426,2,2,1,1,4,5,10,4,1,5,9,42,0,"",1
"380","mckinbi01",1982,"Billy McKinney",26,"DEN","PG",3,91,16,27,0.593,0,1,0,16,26,0.615,0.593,10,12,0.833,2,4,6,10,3,0,5,9,42,0,"",1
"381","roundda01",1982,"Dan Roundfield",28,"ATL","PF",2,85,17,36,0.472,0,0,NA,17,36,0.472,0.472,8,14,0.571,6,16,22,2,2,4,6,8,42,0,"",1
"382","kingal01",1982,"Albert King",22,"NJN","SF",2,58,18,33,0.545,0,0,NA,18,33,0.545,0.545,4,5,0.8,3,5,8,6,5,1,5,8,40,0,"",1
"383","walkewa01",1982,"Wally Walker",27,"SEA","SF",8,157,19,45,0.422,0,0,NA,19,45,0.422,0.422,1,4,0.25,12,20,32,15,4,4,7,26,39,0,"",1
"384","johnsjo01",1982,"John Johnson",34,"SEA","SF",7,159,15,38,0.395,0,0,NA,15,38,0.395,0.395,8,11,0.727,7,7,14,34,6,0,11,17,38,0,"",1
"385","thompda01",1982,"David Thompson",27,"DEN","SG",3,66,15,33,0.455,1,3,0.333,14,30,0.467,0.47,4,7,0.571,4,6,10,6,1,0,8,8,35,0,"",1
"386","willibu01",1982,"Buck Williams",21,"NJN","PF",2,79,14,26,0.538,0,0,NA,14,26,0.538,0.538,7,15,0.467,11,10,21,3,1,2,4,7,35,0,"",1
"387","hollili01",1982,"Lionel Hollins",28,"PHI","PG",8,114,15,49,0.306,0,1,0,15,48,0.313,0.306,4,6,0.667,1,8,9,25,9,1,13,11,34,0,"",1
"388","reidro01",1982,"Robert Reid",26,"HOU","SF",3,115,15,31,0.484,0,0,NA,15,31,0.484,0.484,4,5,0.8,9,17,26,9,5,2,0,10,34,0,"",1
"389","willira01",1982,"Ray Williams",27,"NJN","SG",2,77,14,47,0.298,2,5,0.4,12,42,0.286,0.319,4,5,0.8,8,4,12,14,4,0,6,10,34,0,"",1
"390","edwarfr01",1982,"Franklin Edwards",22,"PHI","PG",9,32,12,20,0.6,1,1,1,11,19,0.579,0.625,8,9,0.889,2,3,5,5,3,0,2,0,33,0,"",1
"391","listeal01",1982,"Alton Lister",23,"MIL","C",6,112,14,24,0.583,0,0,NA,14,24,0.583,0.583,5,7,0.714,6,21,27,5,2,15,9,23,33,0,"",1
"392","curetea01",1982,"Earl Cureton",24,"PHI","PF",12,75,13,41,0.317,0,1,0,13,40,0.325,0.317,6,9,0.667,12,14,26,2,1,1,5,12,32,0,"",1
"393","scottal01",1982,"Alvin Scott",26,"PHO","SF",7,127,14,32,0.438,0,4,0,14,28,0.5,0.438,4,8,0.5,8,8,16,14,8,13,5,12,32,0,"",1
"394","lucasjo01",1982,"John Lucas",28,"WSB","PG",7,74,14,26,0.538,1,3,0.333,13,23,0.565,0.558,2,3,0.667,0,8,8,20,3,1,4,6,31,0,"",1
"395","mixst01",1982,"Steve Mix",34,"PHI","SF",7,50,12,22,0.545,1,1,1,11,21,0.524,0.568,5,7,0.714,4,7,11,6,0,0,4,5,30,0,"",1
"396","smithro01",1982,"Robert Smith",26,"MIL","PG",6,68,10,26,0.385,2,7,0.286,8,19,0.421,0.423,7,8,0.875,1,6,7,12,1,0,1,8,29,0,"",1
"397","cookda01",1982,"Darwin Cook",23,"NJN","PG",2,86,13,33,0.394,0,3,0,13,30,0.433,0.394,2,6,0.333,0,3,3,9,2,2,9,7,28,0,"",1
"398","smithph01",1982,"Phil Smith",29,"SEA","SG",8,92,12,30,0.4,0,1,0,12,29,0.414,0.4,1,3,0.333,3,5,8,7,5,1,4,11,25,0,"",1
"399","drewjo01",1982,"John Drew",27,"ATL","SF",2,59,8,22,0.364,0,0,NA,8,22,0.364,0.364,7,12,0.583,6,4,10,1,0,0,5,11,23,0,"",1
"400","dunlemi01",1982,"Mike Dunleavy",27,"HOU","SG",3,66,9,22,0.409,0,4,0,9,18,0.5,0.409,5,6,0.833,0,3,3,9,2,0,1,7,23,0,"",1
"401","higgske01",1982,"Kenny Higgs",27,"DEN","PG",3,54,8,21,0.381,0,2,0,8,19,0.421,0.381,7,12,0.583,1,2,3,6,3,0,5,12,23,0,"",1
"402","elmorle01",1982,"Len Elmore",29,"NJN","C",2,76,9,16,0.563,0,0,NA,9,16,0.563,0.563,4,4,1,1,15,16,2,1,2,2,4,22,0,"",1
"403","johnsed02",1982,"Eddie Johnson",26,"ATL","SG",2,67,9,26,0.346,0,0,NA,9,26,0.346,0.346,4,4,1,0,6,6,9,0,1,7,8,22,0,"",1
"404","mcmilto01",1982,"Tom McMillen",29,"ATL","C",2,47,8,13,0.615,0,0,NA,8,13,0.615,0.615,4,6,0.667,0,7,7,1,3,0,3,5,20,0,"",1
"405","dunntr01",1982,"T.R. Dunn",26,"DEN","SG",3,81,6,13,0.462,0,0,NA,6,13,0.462,0.462,7,8,0.875,10,8,18,10,8,1,5,11,19,0,"",1
"406","hordgce01",1982,"Cedrick Hordges",25,"DEN","PF",3,45,8,19,0.421,0,1,0,8,18,0.444,0.421,3,4,0.75,2,11,13,2,1,0,4,4,19,0,"",1
"407","gondrgl01",1982,"Glen Gondrezick",26,"DEN","SF",3,51,8,20,0.4,0,1,0,8,19,0.421,0.4,2,3,0.667,3,5,8,9,2,1,0,8,18,0,"",1
"408","maysc01",1982,"Scott May",27,"MIL","SF",4,50,4,20,0.2,0,0,NA,4,20,0.2,0.2,9,14,0.643,7,4,11,10,2,0,6,6,17,0,"",1
"409","murphca01",1982,"Calvin Murphy",33,"HOU","PG",3,57,5,22,0.227,0,3,0,5,19,0.263,0.227,7,8,0.875,2,1,3,4,1,0,4,7,17,0,"",1
"410","davisch02",1982,"Charles Davis",23,"WSB","SF",6,52,7,17,0.412,0,1,0,7,16,0.438,0.412,2,2,1,1,4,5,3,1,1,7,6,16,0,"",1
"411","hendeto01",1982,"Tom Henderson",30,"HOU","SG",3,68,5,16,0.313,0,0,NA,5,16,0.313,0.313,4,4,1,5,3,8,9,0,0,4,5,14,0,"",1
"412","macklru01",1982,"Rudy Macklin",23,"ATL","SF",2,30,4,8,0.5,0,1,0,4,7,0.571,0.5,6,6,1,3,0,3,1,0,0,2,6,14,0,"",1
"413","sparrro01",1982,"Rory Sparrow",23,"ATL","PG",2,69,5,12,0.417,0,1,0,5,11,0.455,0.417,4,4,1,2,6,8,11,2,0,7,7,14,0,"",1
"414","glennmi01",1982,"Mike Glenn",26,"ATL","SG",2,35,5,7,0.714,0,0,NA,5,7,0.714,0.714,2,2,1,0,1,1,2,3,0,2,3,12,0,"",1
"415","johnscl02",1982,"Clay Johnson",25,"LAL","SG",7,38,5,9,0.556,0,0,NA,5,9,0.556,0.556,2,2,1,1,2,3,1,1,0,1,6,12,0,"",1
"416","kramejo01",1982,"Joel Kramer",26,"PHO","PF",4,20,5,7,0.714,0,0,NA,5,7,0.714,0.714,2,3,0.667,2,3,5,1,1,0,1,2,12,0,"",1
"417","mcgeemi01",1982,"Mike McGee",22,"LAL","SF",4,10,6,13,0.462,0,1,0,6,12,0.5,0.462,0,0,NA,3,0,3,0,0,0,1,1,12,0,"",1
"418","johnsge02",1982,"George Johnson",33,"SAS","C",9,175,4,8,0.5,0,0,NA,4,8,0.5,0.5,3,5,0.6,12,34,46,12,6,15,4,34,11,0,"",1
"419","landsma01",1982,"Mark Landsberger",26,"LAL","PF",9,60,3,9,0.333,0,0,NA,3,9,0.333,0.333,4,9,0.444,11,11,22,2,0,0,4,12,10,0,"",1
"420","rainsed01",1982,"Ed Rains",25,"SAS","SF",5,30,3,6,0.5,0,0,NA,3,6,0.5,0.5,4,9,0.444,3,5,8,1,1,0,1,5,10,0,"",1
"421","tolbera01",1982,"Ray Tolbert",23,"SEA","PF",4,31,3,5,0.6,0,0,NA,3,5,0.6,0.6,4,8,0.5,1,4,5,1,4,0,0,7,10,0,"",1
"422","cummipa01",1982,"Pat Cummings",25,"MIL","PF",6,44,4,11,0.364,0,0,NA,4,11,0.364,0.364,1,2,0.5,3,8,11,2,0,2,4,7,9,0,"",1
"423","cookje01",1982,"Jeff Cook",25,"PHO","PF",7,45,4,8,0.5,0,0,NA,4,8,0.5,0.5,0,0,NA,6,3,9,7,2,2,2,5,8,0,"",1
"424","matthwe01",1982,"Wes Matthews",22,"ATL","PG",2,28,2,10,0.2,0,0,NA,2,10,0.2,0.2,4,4,1,0,0,0,4,0,1,2,4,8,0,"",1
"425","hawesst01",1982,"Steve Hawes",31,"ATL","PF",1,12,2,5,0.4,0,0,NA,2,5,0.4,0.4,3,4,0.75,3,2,5,0,0,0,0,1,7,0,"",1
"426","okoremi01",1982,"Mike O'Koren",23,"NJN","SF",2,44,3,11,0.273,0,1,0,3,10,0.3,0.273,1,2,0.5,0,8,8,3,1,0,2,8,7,0,"",1
"427","paultbi01",1982,"Billy Paultz",33,"HOU","C",3,34,3,9,0.333,0,0,NA,3,9,0.333,0.333,1,3,0.333,2,2,4,1,0,2,1,4,7,0,"",1
"428","rollitr01",1982,"Tree Rollins",26,"ATL","C",2,65,2,6,0.333,0,0,NA,2,6,0.333,0.333,3,4,0.75,5,3,8,2,0,6,5,8,7,0,"",1
"429","breweji01",1982,"Jim Brewer",30,"LAL","PF",8,57,3,6,0.5,0,0,NA,3,6,0.5,0.5,0,0,NA,4,7,11,4,2,6,4,5,6,0,"",1
"430","sprigla01",1982,"Larry Spriggs",22,"HOU","SF",2,9,3,4,0.75,0,0,NA,3,4,0.75,0.75,0,1,0,0,1,1,2,0,0,0,3,6,0,"",1
"431","bradldu01",1982,"Dudley Bradley",24,"PHO","SG",7,24,2,8,0.25,0,0,NA,2,8,0.25,0.25,1,1,1,0,1,1,5,1,1,5,3,5,0,"",1
"432","choneji01",1982,"Jim Chones",32,"WSB","C",5,30,2,9,0.222,0,0,NA,2,9,0.222,0.222,1,3,0.333,1,5,6,2,1,2,1,8,5,0,"",1
"433","gminsmi01",1982,"Mike Gminski",22,"NJN","C",1,10,2,3,0.667,0,0,NA,2,3,0.667,0.667,1,2,0.5,0,2,2,0,0,0,0,2,5,0,"",1
"434","wittsga01",1982,"Garry Witts",22,"WSB","SF",4,28,2,2,1,0,0,NA,2,2,1,1,1,2,0.5,2,1,3,2,1,0,0,6,5,0,"",1
