"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","FT","FTA","FT.","TRB","AST","PF","PTS","Trp.Dbl","Awards","Playoffs"
"17","cousybo01",1961,"Bob Cousy",32,"BOS","PG",76,2468,513,1382,0.371,352,452,0.779,331,587,196,1378,1,"MVP-6,AS,NBA1",0
"18","russebi01",1961,"Bill Russell",26,"BOS","C",78,3458,532,1250,0.426,258,469,0.55,1868,268,155,1322,0,"MVP-1,AS,NBA2",0
"19","barnedi01",1961,"Dick Barnett",24,"SYR","SG",78,2070,540,1194,0.452,240,337,0.712,283,218,169,1320,0,"",0
"20","ramsefr01",1961,"Frank Ramsey",29,"BOS","SG",79,2019,448,1100,0.407,295,354,0.833,431,146,284,1191,0,"",0
"21","jonessa01",1961,"Sam Jones",27,"BOS","SG",78,2028,480,1069,0.449,211,268,0.787,421,217,148,1171,0,"",0
"22","larusru01",1961,"Rudy LaRusso",23,"LAL","PF",79,2593,416,992,0.419,323,409,0.79,781,135,280,1155,0,"",0
"23","embrywa01",1961,"Wayne Embry",23,"CIN","C",79,2233,458,1015,0.451,221,331,0.668,864,127,286,1137,0,"AS",0
"24","garmadi01",1961,"Dick Garmaker",28,"NYK","PG",71,2238,415,943,0.44,275,358,0.768,277,220,240,1105,0,"",0
"25","gambeda01",1961,"Dave Gambee",23,"SYR","SF",79,2090,397,947,0.419,291,352,0.827,581,101,276,1085,0,"",0
"26","costela01",1961,"Larry Costello",29,"SYR","PG",75,2167,407,844,0.482,270,338,0.799,292,413,286,1084,0,"AS,NBA2",0
"27","kerrre01",1961,"Red Kerr",28,"SYR","C",79,2676,419,1056,0.397,218,299,0.729,951,199,230,1056,0,"",0
"28","ohldo01",1961,"Don Ohl",24,"DET","SG",79,2172,427,1085,0.394,200,278,0.719,256,265,224,1054,0,"",0
"29","golato01",1961,"Tom Gola",28,"PHW","SG",74,2712,420,940,0.447,210,281,0.747,692,292,321,1050,1,"AS",0
"30","rodgegu01",1961,"Guy Rodgers",25,"PHW","PG",78,2905,397,1029,0.386,206,300,0.687,509,677,262,1000,6,"",0
"31","bockhbu01",1961,"Bucky Bockhorn",27,"CIN","SG",79,2669,420,1059,0.397,152,208,0.731,434,338,282,992,0,"",0
"32","sharmbi01",1961,"Bill Sharman",34,"BOS","SG",61,1538,383,908,0.422,210,228,0.921,223,146,127,976,0,"",0
"33","jordoph01",1961,"Phil Jordon",27,"2TM","C",79,2064,360,933,0.386,206,287,0.718,674,181,273,926,0,"",0
"34","leege01",1961,"George Lee",24,"DET","SF",74,1735,310,776,0.399,276,394,0.701,490,89,158,896,0,"",0
"35","ferrybo01",1961,"Bob Ferry",23,"DET","C",79,1657,350,776,0.451,189,255,0.741,500,129,205,889,0,"",0
"36","wilkele01",1961,"Lenny Wilkens",23,"STL","PG",75,1898,333,783,0.425,214,300,0.713,335,212,215,880,0,"",0
"37","hundlho01",1961,"Hot Rod Hundley",26,"LAL","PG",79,2179,323,921,0.351,223,296,0.753,289,350,144,869,0,"AS",0
"38","dukeswa01",1961,"Walter Dukes",30,"DET","C",73,2044,286,706,0.405,281,400,0.703,1028,139,313,853,0,"AS",0
"39","selvyfr01",1961,"Frank Selvy",28,"LAL","SG",77,2153,311,767,0.405,210,279,0.753,299,246,219,832,0,"",0
"40","greenjo01",1961,"Johnny Green",27,"NYK","PF",78,1784,326,758,0.43,145,278,0.522,838,97,194,797,0,"",0
"41","mcmilsh01",1961,"Shellie McMillon",24,"DET","SF",78,1636,322,752,0.428,140,201,0.697,487,98,238,784,0,"",0
"42","hawkito01",1961,"Tom Hawkins",24,"LAL","SF",78,1846,310,719,0.431,140,235,0.596,479,88,209,760,0,"",0
"43","johnsan01",1961,"Andy Johnson",28,"PHW","PF",79,2000,299,834,0.359,157,275,0.571,345,205,249,755,0,"",0
"44","searske01",1961,"Kenny Sears",27,"NYK","SF",52,1396,241,568,0.424,268,325,0.825,293,102,165,750,0,"MVP-16",0
"45","greensi01",1961,"Si Green",27,"STL","SG",76,1968,263,718,0.366,174,247,0.704,380,258,234,700,1,"",0
"46","boozebo01",1961,"Bob Boozer",23,"CIN","PF",79,1573,250,603,0.415,166,247,0.672,488,109,193,666,0,"",0
"47","mccarjo01",1961,"Johnny McCarthy",26,"STL","PG",79,2519,266,746,0.357,122,226,0.54,325,430,272,654,1,"",0
"48","krebsji01",1961,"Jim Krebs",25,"LAL","C",75,1655,271,692,0.392,75,93,0.806,456,68,223,617,0,"",0
"49","cableba01",1961,"Barney Cable",25,"SYR","SF",75,1642,266,574,0.463,73,108,0.676,469,85,246,605,0,"",0
"50","joneskc01",1961,"K.C. Jones",28,"BOS","PG",78,1605,203,601,0.338,186,280,0.664,279,253,190,592,0,"",0
"51","foustla01",1961,"Larry Foust",32,"STL","C",68,1208,194,489,0.397,164,208,0.788,389,77,185,552,0,"",0
"52","attleal01",1961,"Al Attles",24,"PHW","PG",77,1544,222,543,0.409,97,162,0.599,214,174,235,541,0,"",0
"53","conlied01",1961,"Ed Conlin",27,"PHW","SF",77,1294,216,599,0.361,104,139,0.748,262,123,153,536,0,"",0
"54","tyrach01",1961,"Charlie Tyra",25,"NYK","PF",59,1404,199,549,0.362,120,173,0.694,394,82,164,518,0,"",0
"55","sauldwo01",1961,"Woody Sauldsberry",26,"STL","PF",69,1491,230,768,0.299,56,100,0.56,491,74,197,516,0,"",0
"56","felixra01",1961,"Ray Felix",30,"LAL","C",78,1510,189,508,0.372,135,193,0.699,539,37,302,513,0,"",0
"57","noblech01",1961,"Chuck Noble",29,"DET","SG",75,1655,196,566,0.346,82,115,0.713,180,287,195,474,0,"",0
"58","conlege01",1961,"Gene Conley",30,"BOS","PF",75,1242,183,495,0.37,106,153,0.693,550,40,275,472,0,"",0
"59","morelja01",1961,"Jackie Moreland",22,"DET","PF",64,1003,191,477,0.4,86,132,0.652,315,52,174,468,0,"",0
"60","grabojo01",1961,"Joe Graboski",31,"PHW","PF",68,1011,169,507,0.333,127,183,0.694,262,74,148,465,0,"",0
"61","mcneibo01",1961,"Bob McNeill",22,"NYK","PG",75,1387,166,427,0.389,105,126,0.833,123,238,148,437,0,"",0
"62","farmemi01",1961,"Mike Farmer",24,"2TM","SF",59,1301,180,461,0.39,69,94,0.734,380,81,130,429,0,"",0
"63","buddda01",1961,"Dave Budd",22,"NYK","SF",61,1075,156,361,0.432,87,134,0.649,297,45,171,399,0,"",0
"64","reedhu01",1961,"Hub Reed",24,"CIN","C",75,1216,156,364,0.429,85,122,0.697,367,69,199,397,0,"",0
"65","davisra01",1961,"Ralph Davis",22,"CIN","SG",73,1210,181,451,0.401,34,52,0.654,86,177,127,396,0,"",0
"66","halbrsw01",1961,"Swede Halbrook",28,"SYR","C",79,1131,155,463,0.335,76,140,0.543,550,31,262,386,0,"",0
"67","sandeto01",1961,"Tom Sanders",22,"BOS","SF",68,1084,148,352,0.42,67,100,0.67,385,44,131,363,0,"",0
"68","loscuji01",1961,"Jim Loscutoff",30,"BOS","SF",76,1153,144,478,0.301,49,76,0.645,291,25,238,337,0,"",0
"69","ferraal01",1961,"Al Ferrari",27,"STL","SG",63,1031,117,328,0.357,95,116,0.819,115,143,157,329,0,"",0
"70","roberjo01",1961,"Joe Roberts",24,"SYR","SF",68,800,130,351,0.37,62,104,0.596,243,43,125,322,0,"",0
"71","lacoufr01",1961,"Fred LaCour",22,"STL","SF",55,722,123,295,0.417,63,84,0.75,178,84,73,309,0,"",0
"72","stavela01",1961,"Larry Staverman",24,"CIN","PF",66,944,111,249,0.446,79,93,0.849,287,86,164,301,0,"",0
"73","biancal01",1961,"Al Bianchi",28,"SYR","PG",52,667,118,342,0.345,60,87,0.69,105,93,137,296,0,"",0
"74","palmeji01",1961,"Jim Palmer",27,"NYK","C",55,688,125,310,0.403,44,65,0.677,179,30,128,294,0,"",0
"75","imhofda01",1961,"Darrall Imhoff",22,"NYK","C",62,994,122,310,0.394,49,96,0.51,296,51,143,293,0,"",0
"76","wilfowi01",1961,"Win Wilfong",27,"CIN","PG",62,717,106,305,0.348,72,89,0.809,147,87,119,284,0,"",0
"77","rolliph01",1961,"Phil Rollins",27,"3TM","",61,816,109,293,0.372,58,88,0.659,97,123,121,276,0,"",0
"78","hattove01",1961,"Vern Hatton",25,"PHW","SG",54,610,97,304,0.319,46,56,0.821,92,59,59,240,0,"",0
"79","joneswi01",1961,"Willie Jones",24,"DET","PG",35,452,78,216,0.361,40,63,0.635,94,63,90,196,0,"",0
"80","leonasl01",1961,"Slick Leonard",28,"LAL","PG",55,600,61,207,0.295,71,100,0.71,70,81,70,193,0,"",0
"81","deesar01",1961,"Archie Dees",24,"DET","C",28,308,53,135,0.393,39,47,0.83,94,17,50,145,0,"",0
"82","piontda01",1961,"Dave Piontek",26,"STL","SF",29,254,47,96,0.49,16,31,0.516,68,19,31,110,0,"",0
"83","jolifho01",1961,"Howie Jolliff",22,"LAL","PF",46,352,46,141,0.326,11,23,0.478,141,16,53,103,0,"",0
"84","ruklijo01",1961,"Joe Ruklick",22,"PHW","PF",29,223,43,120,0.358,8,13,0.615,62,10,38,94,0,"",0
"85","braunca01",1961,"Carl Braun",33,"NYK","PG",15,218,37,79,0.468,11,14,0.786,31,48,29,85,0,"",0
"86","georgja01",1961,"Jack George",32,"NYK","PG",16,268,31,93,0.333,20,30,0.667,32,39,37,82,0,"",0
"87","guarige01",1961,"Gene Guarilia",23,"BOS","SF",25,209,38,94,0.404,3,10,0.3,71,5,28,79,0,"",0
"88","johnsro01",1961,"Ron Johnson",22,"2TM","",14,103,13,43,0.302,11,17,0.647,29,2,10,37,0,"",0
"89","alcorga01",1961,"Gary Alcorn",24,"LAL","C",20,174,12,40,0.3,7,8,0.875,50,2,47,31,0,"",0
"90","becker01",1961,"Ernie Beck",29,"2TM","SG",10,82,10,29,0.345,6,7,0.857,23,15,10,26,0,"",0
"91","bellwh01",1961,"Whitey Bell",28,"NYK","PG",5,45,7,18,0.389,1,3,0.333,7,1,7,15,0,"",0
"92","kennepi01",1961,"Pickles Kennedy",22,"PHW","",7,52,4,21,0.19,4,6,0.667,8,9,6,12,0,"",0
"93","ramseca01",1961,"Cal Ramsey",23,"SYR","SF",2,27,2,11,0.182,2,4,0.5,7,3,7,6,0,"",0
"94","bayloel01",1961,"Elgin Baylor",26,"LAL","SF",12,540,170,362,0.47,117,142,0.824,183,55,44,457,1,NA,1
"95","pettibo01",1961,"Bob Pettit",28,"STL","PF",12,526,117,284,0.412,109,144,0.757,211,38,42,343,0,NA,1
"96","westje01",1961,"Jerry West",22,"LAL","SG",12,461,99,202,0.49,77,106,0.726,104,63,39,275,0,NA,1
"97","hagancl01",1961,"Cliff Hagan",29,"STL","SF",12,455,104,235,0.443,56,69,0.812,118,54,45,264,0,NA,1
"98","heinsto01",1961,"Tom Heinsohn",26,"BOS","PF",10,291,82,201,0.408,33,43,0.767,99,20,36,197,0,NA,1
"99","russebi01",1961,"Bill Russell",26,"BOS","C",10,462,73,171,0.427,45,86,0.523,299,48,24,191,0,NA,1
"100","ramsefr01",1961,"Frank Ramsey",29,"BOS","SG",10,300,55,136,0.404,61,75,0.813,64,23,40,171,0,NA,1
"101","wilkele01",1961,"Lenny Wilkens",23,"STL","PG",12,437,63,166,0.38,44,58,0.759,72,42,51,170,0,NA,1
"102","sharmbi01",1961,"Bill Sharman",34,"BOS","SG",10,261,68,133,0.511,32,36,0.889,27,17,22,168,0,NA,1
"103","cousybo01",1961,"Bob Cousy",32,"BOS","PG",10,337,50,147,0.34,67,88,0.761,43,91,33,167,0,NA,1
"104","schaydo01",1961,"Dolph Schayes",32,"SYR","PF",8,308,51,152,0.336,63,70,0.9,91,21,32,165,0,NA,1
"105","sauldwo01",1961,"Woody Sauldsberry",26,"STL","PF",12,407,75,206,0.364,14,25,0.56,108,34,51,164,0,NA,1
"106","larusru01",1961,"Rudy LaRusso",23,"LAL","PF",12,360,57,144,0.396,32,48,0.667,96,24,43,146,0,NA,1
"107","hawkito01",1961,"Tom Hawkins",24,"LAL","SF",12,283,54,116,0.466,31,47,0.66,76,13,43,139,0,NA,1
"108","greensi01",1961,"Si Green",27,"STL","SG",12,350,56,148,0.378,25,37,0.676,71,48,38,137,0,NA,1
"109","costela01",1961,"Larry Costello",29,"SYR","PG",8,269,42,103,0.408,47,55,0.855,35,52,39,131,0,NA,1
"110","jonessa01",1961,"Sam Jones",27,"BOS","SG",10,258,50,112,0.446,31,35,0.886,54,22,22,131,0,NA,1
"111","barnedi01",1961,"Dick Barnett",24,"SYR","SG",8,226,49,112,0.438,26,36,0.722,36,12,25,124,0,NA,1
"112","lovelcl01",1961,"Clyde Lovellette",31,"STL","C",8,191,46,114,0.404,31,47,0.66,52,11,23,123,0,NA,1
"113","selvyfr01",1961,"Frank Selvy",28,"LAL","SG",12,371,43,111,0.387,37,48,0.771,44,50,42,123,0,NA,1
"114","felixra01",1961,"Ray Felix",30,"LAL","C",12,339,46,109,0.422,30,39,0.769,125,10,52,122,0,NA,1
"115","greerha01",1961,"Hal Greer",24,"SYR","SG",8,232,41,106,0.387,33,40,0.825,33,19,32,115,0,NA,1
"116","chambwi01",1961,"Wilt Chamberlain",24,"PHW","C",3,144,45,96,0.469,21,38,0.553,69,6,10,111,0,NA,1
"117","ferrybo01",1961,"Bob Ferry",23,"DET","C",5,167,30,74,0.405,41,49,0.837,63,11,12,101,0,NA,1
"118","gambeda01",1961,"Dave Gambee",23,"SYR","SF",8,208,34,95,0.358,32,41,0.78,55,12,33,100,0,NA,1
"119","shuege01",1961,"Gene Shue",29,"DET","PG",5,186,35,72,0.486,23,29,0.793,12,22,11,93,0,NA,1
"120","sandeto01",1961,"Tom Sanders",22,"BOS","SF",10,216,37,75,0.493,15,24,0.625,84,7,42,89,0,NA,1
"121","hundlho01",1961,"Hot Rod Hundley",26,"LAL","PG",12,287,30,101,0.297,20,29,0.69,41,45,19,80,0,NA,1
"122","leege01",1961,"George Lee",24,"DET","SF",5,135,29,70,0.414,20,27,0.741,34,14,11,78,0,NA,1
"123","kerrre01",1961,"Red Kerr",28,"SYR","C",8,210,30,88,0.341,16,23,0.696,99,20,18,76,0,NA,1
"124","arizipa01",1961,"Paul Arizin",32,"PHW","SF",3,125,22,67,0.328,23,33,0.697,26,12,17,67,0,NA,1
"125","ohldo01",1961,"Don Ohl",24,"DET","SG",5,130,25,78,0.321,13,19,0.684,19,14,13,63,0,NA,1
"126","cableba01",1961,"Barney Cable",25,"SYR","SF",8,185,26,65,0.4,10,17,0.588,61,7,29,62,0,NA,1
"127","halbrsw01",1961,"Swede Halbrook",28,"SYR","C",8,172,24,72,0.333,14,20,0.7,83,12,21,62,0,NA,1
"128","howelba01",1961,"Bailey Howell",24,"DET","PF",5,154,20,57,0.351,16,23,0.696,46,22,22,56,0,NA,1
"129","rodgegu01",1961,"Guy Rodgers",25,"PHW","PG",3,121,21,57,0.368,11,20,0.55,21,15,16,53,0,NA,1
"130","dukeswa01",1961,"Walter Dukes",30,"DET","C",5,152,20,53,0.377,10,18,0.556,49,11,25,50,0,NA,1
"131","ferraal01",1961,"Al Ferrari",27,"STL","SG",10,157,20,44,0.455,10,17,0.588,22,21,31,50,0,NA,1
"132","krebsji01",1961,"Jim Krebs",25,"LAL","C",12,183,16,47,0.34,14,18,0.778,60,9,37,46,0,NA,1
"133","noblech01",1961,"Chuck Noble",29,"DET","SG",5,124,20,45,0.444,5,7,0.714,8,21,18,45,0,NA,1
"134","mccarjo01",1961,"Johnny McCarthy",26,"STL","PG",12,236,19,55,0.345,6,9,0.667,31,33,29,44,0,NA,1
"135","biancal01",1961,"Al Bianchi",28,"SYR","PG",7,90,17,46,0.37,8,9,0.889,7,5,20,42,0,NA,1
"136","mcmilsh01",1961,"Shellie McMillon",24,"DET","SF",4,67,13,27,0.481,13,18,0.722,9,7,16,39,0,NA,1
"137","loscuji01",1961,"Jim Loscutoff",30,"BOS","SF",10,116,15,54,0.278,7,9,0.778,35,3,34,37,0,NA,1
"138","morelja01",1961,"Jackie Moreland",22,"DET","PF",3,45,14,31,0.452,4,5,0.8,18,3,10,32,0,NA,1
"139","conlege01",1961,"Gene Conley",30,"BOS","PF",9,56,12,33,0.364,7,12,0.583,31,1,20,31,0,NA,1
"140","joneswi01",1961,"Willie Jones",24,"DET","PG",3,40,12,29,0.414,6,7,0.857,7,6,6,30,0,NA,1
"141","attleal01",1961,"Al Attles",24,"PHW","PG",3,110,12,26,0.462,5,14,0.357,12,9,14,29,0,NA,1
"142","golato01",1961,"Tom Gola",28,"PHW","SG",3,127,7,34,0.206,15,20,0.75,37,15,14,29,0,NA,1
"143","foustla01",1961,"Larry Foust",32,"STL","C",8,89,9,20,0.45,8,14,0.571,28,2,13,26,0,NA,1
"144","joneskc01",1961,"K.C. Jones",28,"BOS","PG",9,103,9,30,0.3,7,14,0.5,19,15,17,25,0,NA,1
"145","johnsan01",1961,"Andy Johnson",28,"PHW","PF",3,50,7,22,0.318,6,9,0.667,10,1,11,20,0,NA,1
"146","lacoufr01",1961,"Fred LaCour",22,"STL","SF",5,47,7,21,0.333,6,7,0.857,6,4,6,20,0,NA,1
"147","conlied01",1961,"Ed Conlin",27,"PHW","SF",3,42,5,17,0.294,5,5,1,4,4,4,15,0,NA,1
"148","jolifho01",1961,"Howie Jolliff",22,"LAL","PF",4,35,6,13,0.462,0,0,NA,25,8,4,12,0,NA,1
"149","leonasl01",1961,"Slick Leonard",28,"LAL","PG",7,46,5,24,0.208,1,4,0.25,6,12,7,11,0,NA,1
"150","roberjo01",1961,"Joe Roberts",24,"SYR","SF",5,20,3,10,0.3,0,0,NA,4,0,3,6,0,NA,1
"151","piontda01",1961,"Dave Piontek",26,"STL","SF",1,10,1,7,0.143,0,0,NA,3,1,2,2,0,NA,1
"152","grabojo01",1961,"Joe Graboski",31,"PHW","PF",1,1,0,0,NA,0,0,NA,0,0,0,0,0,NA,1
