"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Trp.Dbl","Awards","Playoffs"
"13","derozde01",2023,"DeMar DeRozan",33,"CHI","SF",74,74,2682,657,1303,0.504,46,142,0.324,611,1161,0.526,0.522,456,523,0.872,34,309,343,377,83,36,153,186,1816,0,"CPOY-3,AS",0
"14","brownja02",2023,"Jaylen Brown",26,"BOS","SF",67,67,2405,679,1383,0.491,163,487,0.335,516,896,0.576,0.55,263,344,0.765,78,381,459,232,75,26,197,172,1784,0,"AS,NBA2",0
"15","siakapa01",2023,"Pascal Siakam",28,"TOR","PF",71,71,2652,630,1313,0.48,93,287,0.324,537,1026,0.523,0.515,367,474,0.774,131,425,556,415,65,36,169,228,1720,2,"AS",0
"16","markkla01",2023,"Lauri Markkanen",25,"UTA","PF",66,66,2273,571,1145,0.499,200,511,0.391,371,634,0.585,0.586,349,399,0.875,130,440,570,123,42,38,127,137,1691,0,"MIP-1,AS",0
"17","jokicni01",2023,"Nikola Jokić",27,"DEN","C",69,69,2323,646,1022,0.632,57,149,0.383,589,873,0.675,0.66,341,415,0.822,167,650,817,678,87,47,247,174,1690,29,"MVP-2,CPOY-13,AS,NBA2",0
"18","greenja05",2023,"Jalen Green",20,"HOU","SG",76,76,2602,566,1359,0.416,187,554,0.338,379,805,0.471,0.485,364,463,0.786,43,241,284,281,59,18,200,131,1683,0,"",0
"19","poolejo01",2023,"Jordan Poole",23,"GSW","PG",82,43,2458,550,1278,0.43,214,637,0.336,336,641,0.524,0.514,361,415,0.87,32,193,225,369,63,21,252,214,1675,0,"",0
"20","bridgmi01",2023,"Mikal Bridges",26,"2TM","SG",83,83,2963,593,1267,0.468,169,442,0.382,424,825,0.514,0.535,316,353,0.895,79,285,364,273,91,61,127,159,1671,0,"",0
"21","curryst01",2023,"Stephen Curry",34,"GSW","PG",56,56,1941,559,1133,0.493,273,639,0.427,286,494,0.579,0.614,257,281,0.915,39,302,341,352,52,20,179,117,1648,1,"MVP-9,CPOY-9,AS,NBA2",0
"22","brunsja01",2023,"Jalen Brunson",26,"NYK","PG",68,68,2379,587,1195,0.491,134,322,0.416,453,873,0.519,0.547,325,392,0.829,40,201,241,421,61,15,142,152,1633,0,"MVP-12,CPOY-4",0
"23","irvinky01",2023,"Kyrie Irving",30,"2TM","SG",60,60,2241,594,1203,0.494,188,496,0.379,406,707,0.574,0.572,247,273,0.905,59,245,304,331,66,45,128,165,1623,0,"CPOY-12,AS",0
"24","moranja01",2023,"Ja Morant",23,"MEM","PG",61,59,1948,566,1214,0.466,92,300,0.307,474,914,0.519,0.504,372,497,0.748,61,296,357,493,66,16,206,100,1596,7,"MVP-12,AS",0
"25","jamesle01",2023,"LeBron James",38,"LAL","PF",55,54,1954,609,1219,0.5,121,377,0.321,488,842,0.58,0.549,251,327,0.768,65,392,457,375,50,32,178,88,1590,2,"AS,NBA3",0
"26","mccolcj01",2023,"CJ McCollum",31,"NOP","PG",75,75,2649,587,1344,0.437,211,543,0.389,376,801,0.469,0.515,183,238,0.769,55,273,328,429,70,38,183,153,1568,0,"",0
"27","adebaba01",2023,"Bam Adebayo",25,"MIA","C",75,75,2598,602,1114,0.54,1,12,0.083,601,1102,0.545,0.541,324,402,0.806,184,504,688,240,88,61,187,208,1529,0,"DPOY-5,AS,DEF2",0
"28","murrade01",2023,"Dejounte Murray",26,"ATL","SG",74,74,2693,612,1319,0.464,133,387,0.344,479,932,0.514,0.514,158,190,0.832,53,336,389,448,112,19,160,106,1515,1,"",0
"29","sabondo01",2023,"Domantas Sabonis",26,"SAC","C",79,79,2736,577,938,0.615,31,83,0.373,546,855,0.639,0.632,325,438,0.742,251,722,973,573,65,39,230,279,1510,14,"MVP-7,AS,NBA3",0
"30","thompkl01",2023,"Klay Thompson",32,"GSW","SF",69,69,2279,546,1252,0.436,301,731,0.412,245,521,0.47,0.556,116,132,0.879,39,247,286,163,49,29,123,130,1509,0,"",0
"31","porzikr01",2023,"Kristaps Porziņģis",27,"WAS","C",65,65,2120,507,1018,0.498,137,356,0.385,370,662,0.559,0.565,354,416,0.851,114,432,546,174,58,100,137,196,1505,0,"",0
"32","garlada01",2023,"Darius Garland",23,"CLE","PG",69,69,2447,522,1129,0.462,169,412,0.41,353,717,0.492,0.537,277,321,0.863,28,157,185,538,85,9,199,148,1490,0,"",0
"33","wagnefr01",2023,"Franz Wagner",21,"ORL","SF",80,80,2609,542,1118,0.485,130,360,0.361,412,758,0.544,0.543,271,322,0.842,70,259,329,283,77,17,167,183,1485,0,"",0
"34","bookede01",2023,"Devin Booker",26,"PHO","SG",53,53,1835,527,1067,0.494,111,316,0.351,416,751,0.554,0.546,306,358,0.855,46,194,240,293,51,18,145,159,1471,0,"",0
"35","butleji01",2023,"Jimmy Butler",33,"MIA","PF",64,64,2138,479,888,0.539,36,103,0.35,443,785,0.564,0.56,472,555,0.85,141,234,375,340,117,21,101,80,1466,0,"MVP-10,DPOY-12,CPOY-2,NBA2",0
"36","davisan02",2023,"Anthony Davis",29,"LAL","C",56,54,1904,542,962,0.563,19,74,0.257,523,888,0.589,0.573,348,444,0.784,195,507,702,148,59,114,122,146,1451,0,"",0
"37","vucevni01",2023,"Nikola Vučević",32,"CHI","C",82,82,2746,597,1148,0.52,121,347,0.349,476,801,0.594,0.573,132,158,0.835,159,744,903,265,60,57,139,179,1447,1,"",0
"38","banchpa01",2023,"Paolo Banchero",20,"ORL","PF",72,72,2430,479,1122,0.427,85,285,0.298,394,837,0.471,0.465,394,534,0.738,84,413,497,269,60,39,200,160,1437,0,"ROY-1",0
"39","barrerj01",2023,"RJ Barrett",22,"NYK","SG",73,73,2475,510,1176,0.434,121,390,0.31,389,786,0.495,0.485,290,392,0.74,60,308,368,201,31,15,164,179,1431,0,"",0
"40","johnske04",2023,"Keldon Johnson",23,"SAS","SF",63,63,2063,503,1113,0.452,134,407,0.329,369,706,0.523,0.512,245,327,0.749,56,262,318,183,46,11,134,125,1385,0,"",0
"41","dinwisp01",2023,"Spencer Dinwiddie",29,"2TM","SG",79,79,2725,460,1050,0.438,181,490,0.369,279,560,0.498,0.524,268,330,0.812,28,242,270,515,67,24,145,187,1369,0,"",0
"42","duranke01",2023,"Kevin Durant",34,"2TM","PF",47,47,1672,483,862,0.56,93,230,0.404,390,632,0.617,0.614,307,334,0.919,17,296,313,235,34,67,156,99,1366,1,"AS",0
"43","kuzmaky01",2023,"Kyle Kuzma",27,"WAS","PF",64,64,2239,512,1142,0.448,160,481,0.333,352,661,0.533,0.518,173,237,0.73,55,408,463,239,36,29,190,145,1357,1,"",0
"44","herroty01",2023,"Tyler Herro",23,"MIA","SG",67,67,2337,487,1109,0.439,203,537,0.378,284,572,0.497,0.531,170,182,0.934,27,333,360,280,51,16,158,101,1347,1,"",0
"45","hieldbu01",2023,"Buddy Hield",30,"IND","SF",80,73,2482,475,1038,0.458,288,677,0.425,187,361,0.518,0.596,106,129,0.822,67,333,400,225,92,26,139,156,1344,0,"",0
"46","vanvlfr01",2023,"Fred VanVleet",28,"TOR","PG",69,69,2535,437,1112,0.393,207,606,0.342,230,506,0.455,0.486,254,283,0.898,30,250,280,495,123,38,140,193,1335,1,"",0
"47","georgpa01",2023,"Paul George",32,"LAC","SF",56,56,1939,459,1004,0.457,158,426,0.371,301,578,0.521,0.536,256,294,0.871,45,297,342,288,83,20,176,159,1332,1,"AS",0
"48","roziete01",2023,"Terry Rozier",28,"CHO","SG",63,63,2221,493,1188,0.415,165,505,0.327,328,683,0.48,0.484,178,220,0.809,51,208,259,319,74,16,134,119,1329,0,"",0
"49","simonan01",2023,"Anfernee Simons",23,"POR","SG",62,62,2171,467,1045,0.447,212,562,0.377,255,483,0.528,0.548,160,179,0.894,18,143,161,253,42,14,128,142,1306,0,"",0
"50","mathube01",2023,"Bennedict Mathurin",20,"IND","SG",78,17,2222,413,951,0.434,100,310,0.323,313,641,0.488,0.487,376,454,0.828,87,231,318,116,48,13,152,162,1302,0,"ROY-4,6MOY-8",0
"51","murraja01",2023,"Jamal Murray",25,"DEN","PG",65,65,2133,473,1041,0.454,172,432,0.398,301,609,0.494,0.537,180,216,0.833,48,209,257,400,66,16,145,103,1298,1,"",0
"52","grantje01",2023,"Jerami Grant",28,"POR","PF",63,63,2246,434,913,0.475,144,359,0.401,290,554,0.523,0.554,278,342,0.813,53,230,283,150,51,53,116,152,1290,0,"",0
"53","holidjr01",2023,"Jrue Holiday",32,"MIL","PG",67,65,2183,490,1023,0.479,158,411,0.384,332,612,0.542,0.556,152,177,0.859,79,262,341,495,79,25,197,116,1290,0,"DPOY-7,AS,DEF1",0
"54","mobleev01",2023,"Evan Mobley",21,"CLE","PF",79,79,2715,525,947,0.554,22,102,0.216,503,845,0.595,0.566,205,304,0.674,187,524,711,224,60,119,146,218,1277,0,"DPOY-3,DEF1",0
"55","bogdabo02",2023,"Bojan Bogdanović",33,"DET","PF",59,59,1893,430,882,0.488,145,353,0.411,285,529,0.539,0.57,268,303,0.884,36,187,223,152,34,8,135,113,1273,0,"",0
"56","clarkjo01",2023,"Jordan Clarkson",30,"UTA","SG",61,61,1988,458,1031,0.444,155,459,0.338,303,572,0.53,0.519,200,245,0.816,72,174,246,270,33,13,186,120,1271,0,"",0
"57","russeda01",2023,"D'Angelo Russell",26,"2TM","PG",71,71,2304,445,948,0.469,194,490,0.396,251,458,0.548,0.572,179,216,0.829,35,180,215,437,70,29,186,140,1263,0,"",0
"58","giddejo01",2023,"Josh Giddey",20,"OKC","PF",76,76,2367,539,1118,0.482,76,234,0.325,463,884,0.524,0.516,106,145,0.731,148,451,599,469,57,31,211,143,1260,4,"",0
"59","banede01",2023,"Desmond Bane",24,"MEM","SG",58,58,1841,450,939,0.479,166,407,0.408,284,532,0.534,0.568,181,205,0.883,43,248,291,254,56,22,126,150,1247,0,"",0
"60","leonaka01",2023,"Kawhi Leonard",31,"LAC","SF",52,50,1748,446,871,0.512,104,250,0.416,342,621,0.551,0.572,243,279,0.871,57,281,338,204,72,28,88,84,1239,0,"",0
"61","lopezbr01",2023,"Brook Lopez",34,"MIL","C",78,78,2373,477,899,0.531,136,364,0.374,341,535,0.637,0.606,149,190,0.784,157,363,520,99,37,193,107,203,1239,0,"DPOY-2,DEF1",0
"62","barneha02",2023,"Harrison Barnes",30,"SAC","PF",82,82,2662,374,791,0.473,132,353,0.374,242,438,0.553,0.556,350,413,0.847,87,279,366,128,57,10,86,103,1230,0,"",0
"63","maxeyty01",2023,"Tyrese Maxey",22,"PHI","SG",60,41,2016,439,913,0.481,160,369,0.434,279,544,0.513,0.568,180,213,0.845,23,153,176,212,49,8,80,132,1218,0,"",0
"64","hardeja01",2023,"James Harden",33,"PHI","PG",58,58,2135,371,842,0.441,161,418,0.385,210,424,0.495,0.536,313,361,0.867,40,314,354,618,71,31,195,112,1216,5,"",0
"65","quickim01",2023,"Immanuel Quickley",23,"NYK","SG",81,21,2344,419,936,0.448,168,454,0.37,251,482,0.521,0.537,203,248,0.819,58,279,337,279,80,14,100,166,1209,0,"6MOY-2",0
"66","iveyja01",2023,"Jaden Ivey",20,"DET","SG",74,73,2304,409,983,0.416,120,350,0.343,289,633,0.457,0.477,266,356,0.747,73,215,288,387,61,17,237,242,1204,0,"ROY-6",0
"67","aytonde01",2023,"Deandre Ayton",24,"PHO","C",67,67,2035,522,887,0.589,7,24,0.292,515,863,0.597,0.592,152,200,0.76,172,495,667,115,37,53,120,190,1203,0,"",0
"68","barnesc01",2023,"Scottie Barnes",21,"TOR","SF",77,76,2678,463,1016,0.456,63,224,0.281,400,792,0.505,0.487,190,246,0.772,179,333,512,371,83,61,154,170,1179,1,"",0
"69","jacksja02",2023,"Jaren Jackson Jr.",23,"MEM","C",63,63,1787,416,822,0.506,100,282,0.355,316,540,0.585,0.567,241,306,0.788,108,318,426,60,65,189,107,227,1173,0,"DPOY-1,AS,DEF1",0
"70","bealbr01",2023,"Bradley Beal",29,"WAS","SG",50,50,1673,444,878,0.506,80,219,0.365,364,659,0.552,0.551,192,228,0.842,41,155,196,271,45,33,145,107,1160,0,"",0
"71","halibty01",2023,"Tyrese Haliburton",22,"IND","PG",56,56,1883,412,841,0.49,161,402,0.4,251,439,0.572,0.586,175,201,0.871,33,172,205,585,91,25,141,69,1160,0,"AS",0
"72","westbru01",2023,"Russell Westbrook",34,"2TM","PG",73,24,2126,432,991,0.436,89,286,0.311,343,705,0.487,0.481,206,314,0.656,89,334,423,551,76,33,255,162,1159,4,"6MOY-9",0
"73","murphtr02",2023,"Trey Murphy III",22,"NOP","SF",79,65,2448,387,800,0.484,202,497,0.406,185,303,0.611,0.61,172,190,0.905,59,222,281,112,89,43,61,155,1148,0,"",0
"74","trentga02",2023,"Gary Trent Jr.",24,"TOR","SG",66,44,2118,405,935,0.433,166,450,0.369,239,485,0.493,0.522,172,205,0.839,30,143,173,106,104,14,55,102,1148,0,"",0
"75","washipj01",2023,"P.J. Washington",24,"CHO","PF",73,73,2380,434,978,0.444,149,428,0.348,285,550,0.518,0.52,127,174,0.73,73,285,358,175,66,79,110,193,1144,0,"",0
"76","huertke01",2023,"Kevin Huerter",24,"SAC","SG",75,75,2203,420,866,0.485,205,510,0.402,215,356,0.604,0.603,95,131,0.725,42,209,251,221,80,24,97,181,1140,0,"",0
"77","porteke02",2023,"Kevin Porter Jr.",22,"HOU","PG",59,59,2024,391,884,0.442,141,385,0.366,250,499,0.501,0.522,207,264,0.784,76,238,314,338,82,17,188,156,1130,1,"",0
"78","anunoog01",2023,"OG Anunoby",25,"TOR","SF",67,67,2386,421,885,0.476,142,367,0.387,279,518,0.539,0.556,140,167,0.838,95,237,332,131,128,50,132,200,1124,0,"DPOY-7,DEF2",0
"79","valanjo01",2023,"Jonas Valančiūnas",30,"NOP","C",79,79,1968,446,816,0.547,38,109,0.349,408,707,0.577,0.57,185,224,0.826,225,579,804,140,20,52,159,245,1115,0,"",0
"80","woodch01",2023,"Christian Wood",27,"DAL","C",67,17,1738,396,769,0.515,105,279,0.376,291,490,0.594,0.583,217,281,0.772,87,404,491,121,30,72,121,169,1114,0,"6MOY-9",0
"81","turnemy01",2023,"Myles Turner",26,"IND","C",62,62,1825,402,733,0.548,93,249,0.373,309,484,0.638,0.612,216,276,0.783,88,378,466,89,36,140,103,215,1113,0,"",0
"82","ingrabr01",2023,"Brandon Ingram",25,"NOP","SF",45,45,1538,404,835,0.484,64,164,0.39,340,671,0.507,0.522,240,272,0.882,23,223,246,262,32,19,148,116,1112,2,"",0
"83","gordoaa01",2023,"Aaron Gordon",27,"DEN","PF",68,68,2055,429,761,0.564,60,173,0.347,369,588,0.628,0.603,191,314,0.608,164,282,446,203,54,51,98,129,1109,0,"",0
"84","sengual01",2023,"Alperen Şengün",20,"HOU","C",75,72,2171,442,799,0.553,19,57,0.333,423,742,0.57,0.565,206,288,0.715,242,436,678,291,70,70,193,258,1109,2,"",0
"85","harrito02",2023,"Tobias Harris",30,"PHI","SF",74,74,2436,423,845,0.501,126,324,0.389,297,521,0.57,0.575,113,129,0.876,67,357,424,186,68,40,89,149,1085,0,"",0
"86","portemi01",2023,"Michael Porter Jr.",24,"DEN","SF",62,62,1798,398,817,0.487,188,454,0.414,210,363,0.579,0.602,96,120,0.8,64,277,341,65,37,29,68,119,1080,0,"",0
"87","beysa01",2023,"Saddiq Bey",23,"2TM","SF",77,37,2129,353,836,0.422,151,418,0.361,202,418,0.483,0.513,205,238,0.861,98,264,362,118,70,13,71,123,1062,0,"",0
"88","willija06",2023,"Jalen Williams",21,"OKC","SG",75,62,2276,414,794,0.521,73,205,0.356,341,589,0.579,0.567,155,191,0.812,84,253,337,248,103,35,123,191,1056,0,"ROY-2",0
"89","brookdi01",2023,"Dillon Brooks",27,"MEM","SF",73,73,2214,392,991,0.396,143,439,0.326,249,552,0.451,0.468,120,154,0.779,45,199,244,189,65,16,104,240,1047,0,"DEF2",0
"90","monkma01",2023,"Malik Monk",24,"SAC","SG",77,0,1719,357,796,0.448,143,398,0.359,214,398,0.538,0.538,184,207,0.889,32,171,203,298,49,20,146,125,1041,0,"6MOY-5",0
"91","martike04",2023,"KJ Martin",22,"HOU","SF",82,49,2292,410,720,0.569,68,216,0.315,342,504,0.679,0.617,151,222,0.68,126,326,452,123,41,30,91,147,1039,0,"",0
"92","huntede01",2023,"De'Andre Hunter",25,"ATL","SF",67,67,2126,379,822,0.461,100,286,0.35,279,536,0.521,0.522,171,207,0.826,46,238,284,94,35,17,82,199,1029,0,"",0
"93","beaslma01",2023,"Malik Beasley",26,"2TM","SG",81,27,2093,370,937,0.395,235,658,0.357,135,279,0.484,0.52,50,65,0.769,35,248,283,124,65,9,90,107,1025,0,"",0
"94","hardati02",2023,"Tim Hardaway Jr.",30,"DAL","SF",71,45,2152,340,847,0.401,212,550,0.385,128,297,0.431,0.527,127,165,0.77,21,230,251,129,49,12,60,120,1019,0,"",0
"95","powelno01",2023,"Norman Powell",29,"LAC","SG",60,8,1567,340,710,0.479,114,287,0.397,226,423,0.534,0.559,225,277,0.812,24,151,175,109,50,18,101,125,1019,0,"6MOY-4",0
"96","whitede01",2023,"Derrick White",28,"BOS","SG",82,70,2319,350,758,0.462,149,391,0.381,201,367,0.548,0.56,168,192,0.875,52,241,293,321,54,76,95,177,1017,0,"DEF2",0
"97","dortlu01",2023,"Luguentz Dort",23,"OKC","SF",74,73,2272,339,873,0.388,135,409,0.33,204,464,0.44,0.466,200,259,0.772,128,216,344,154,75,23,92,243,1013,0,"",0
"98","smithja05",2023,"Jabari Smith Jr.",19,"HOU","PF",79,79,2451,364,892,0.408,120,391,0.307,244,501,0.487,0.475,162,206,0.786,122,447,569,101,43,74,104,227,1010,0,"",0
"99","brogdma01",2023,"Malcolm Brogdon",30,"BOS","PG",67,0,1744,354,732,0.484,132,297,0.444,222,435,0.51,0.574,160,184,0.87,42,238,280,248,45,18,98,109,1000,0,"6MOY-1",0
"100","portibo01",2023,"Bobby Portis",27,"MIL","PF",70,22,1818,398,803,0.496,95,257,0.37,303,546,0.555,0.555,96,125,0.768,154,518,672,105,29,16,81,115,987,0,"6MOY-3",0
"101","murrake02",2023,"Keegan Murray",22,"SAC","SF",80,78,2382,354,782,0.453,206,501,0.411,148,281,0.527,0.584,62,81,0.765,89,282,371,98,61,42,60,162,976,0,"ROY-5",0
"102","oubreke01",2023,"Kelly Oubre Jr.",27,"CHO","SF",48,40,1548,353,819,0.431,108,339,0.319,245,480,0.51,0.497,158,208,0.76,65,184,249,54,68,18,64,141,972,0,"",0
"103","allenja01",2023,"Jarrett Allen",24,"CLE","C",68,68,2220,403,626,0.644,1,10,0.1,402,616,0.653,0.645,162,221,0.733,221,445,666,113,54,84,93,153,969,0,"",0
"104","claxtni01",2023,"Nic Claxton",23,"BRK","C",76,76,2271,414,587,0.705,0,2,0,414,585,0.708,0.705,133,246,0.541,184,518,702,144,65,189,96,212,961,0,"DPOY-9",0
"105","mcdanja02",2023,"Jaden McDaniels",22,"MIN","SF",79,79,2416,370,716,0.517,107,269,0.398,263,447,0.588,0.591,106,144,0.736,92,215,307,148,74,76,112,272,953,0,"",0
"106","goberru01",2023,"Rudy Gobert",30,"MIN","C",70,70,2148,360,546,0.659,0,3,0,360,543,0.663,0.659,219,340,0.644,231,583,814,87,56,95,122,210,939,0,"",0
"107","collijo01",2023,"John Collins",25,"ATL","PF",71,71,2130,359,707,0.508,70,240,0.292,289,467,0.619,0.557,143,178,0.803,77,385,462,85,42,73,79,220,931,0,"",0
"108","brownbr01",2023,"Bruce Brown",26,"DEN","SF",80,31,2280,358,741,0.483,91,254,0.358,267,487,0.548,0.545,116,153,0.758,63,265,328,268,87,51,123,190,923,1,"",0
"109","strusma01",2023,"Max Strus",26,"MIA","SF",80,33,2272,324,790,0.41,197,563,0.35,127,227,0.559,0.535,78,89,0.876,49,209,258,171,42,12,70,166,923,0,"",0
"110","leverca01",2023,"Caris LeVert",28,"CLE","SG",74,30,2237,320,742,0.431,127,324,0.392,193,418,0.462,0.517,130,180,0.722,53,229,282,287,72,24,116,170,897,0,"",0
"111","poeltja01",2023,"Jakob Poeltl",27,"2TM","C",72,71,1906,389,618,0.629,0,1,0,389,617,0.63,0.629,119,201,0.592,236,417,653,197,66,86,125,195,897,0,"",0
"112","jonestr01",2023,"Tre Jones",23,"SAS","PG",68,65,1984,341,743,0.459,45,158,0.285,296,585,0.506,0.489,148,172,0.86,56,189,245,448,89,9,110,98,875,2,"",0
"113","cartewe01",2023,"Wendell Carter Jr.",23,"ORL","C",57,54,1690,322,613,0.525,80,225,0.356,242,388,0.624,0.591,144,195,0.738,120,377,497,132,30,33,106,159,868,0,"",0
"114","plumlma01",2023,"Mason Plumlee",32,"2TM","C",79,60,2054,329,484,0.68,0,0,NA,329,484,0.68,0.68,199,313,0.636,229,471,700,245,46,47,117,217,857,0,"",0
"115","gordoer01",2023,"Eric Gordon",34,"2TM","SG",69,58,1965,291,653,0.446,132,356,0.371,159,297,0.535,0.547,142,173,0.821,16,118,134,183,43,25,104,78,856,0,"",0
"116","olynyke01",2023,"Kelly Olynyk",31,"UTA","C",68,68,1942,278,557,0.499,93,236,0.394,185,321,0.576,0.583,198,232,0.853,82,338,420,252,60,37,168,232,847,0,"",0
"117","ballla01",2023,"LaMelo Ball",21,"CHO","PG",36,36,1268,296,721,0.411,144,383,0.376,152,338,0.45,0.51,102,122,0.836,42,189,231,304,46,11,129,118,838,3,"",0
"118","fultzma01",2023,"Markelle Fultz",24,"ORL","PG",60,60,1778,349,679,0.514,27,87,0.31,322,592,0.544,0.534,112,143,0.783,69,165,234,341,87,26,139,131,837,0,"",0
"119","reaveau01",2023,"Austin Reaves",24,"LAL","SG",64,22,1843,259,490,0.529,86,216,0.398,173,274,0.631,0.616,229,265,0.864,33,160,193,215,33,19,99,108,833,0,"6MOY-7",0
"120","willipa01",2023,"Patrick Williams",21,"CHI","PF",82,65,2323,314,677,0.464,115,277,0.415,199,400,0.498,0.549,90,105,0.857,78,249,327,100,72,70,101,147,833,0,"",0
"121","schrode01",2023,"Dennis Schröder",29,"LAL","PG",66,50,1986,270,650,0.415,74,225,0.329,196,425,0.461,0.472,216,252,0.857,21,144,165,298,50,10,112,145,830,0,"",0
"122","jonesty01",2023,"Tyus Jones",26,"MEM","PG",80,22,1940,311,710,0.438,121,326,0.371,190,384,0.495,0.523,80,100,0.8,28,172,200,417,83,6,74,32,823,1,"6MOY-6",0
"123","caldwke01",2023,"Kentavious Caldwell-Pope",29,"DEN","SG",76,76,2381,292,632,0.462,135,319,0.423,157,313,0.502,0.569,103,125,0.824,35,173,208,183,112,35,86,145,822,0,"",0
"124","kispeco01",2023,"Corey Kispert",23,"WAS","SF",74,45,2093,291,585,0.497,163,384,0.424,128,201,0.637,0.637,75,88,0.852,33,174,207,87,32,9,55,97,820,0,"",0
"125","paulch01",2023,"Chris Paul",37,"PHO","PG",59,59,1889,294,668,0.44,98,261,0.375,196,407,0.482,0.513,133,160,0.831,27,224,251,524,91,22,114,126,819,0,"",0
"126","zubaciv01",2023,"Ivica Zubac",25,"LAC","C",76,76,2170,326,514,0.634,0,2,0,326,512,0.637,0.634,166,238,0.697,236,520,756,77,29,98,117,219,818,0,"",0
"127","grimequ01",2023,"Quentin Grimes",22,"NYK","SG",71,66,2121,282,602,0.468,157,407,0.386,125,195,0.641,0.599,78,98,0.796,49,180,229,150,47,26,69,177,799,0,"",0
"128","conlemi01",2023,"Mike Conley",35,"2TM","PG",67,66,2029,261,610,0.428,135,351,0.385,126,259,0.486,0.539,141,169,0.834,33,149,182,450,73,14,103,139,798,0,"",0
"129","okongon01",2023,"Onyeka Okongwu",22,"ATL","C",80,18,1849,317,497,0.638,4,13,0.308,313,484,0.647,0.642,153,196,0.781,217,359,576,81,56,107,81,251,791,0,"",0
"130","sharpsh01",2023,"Shaedon Sharpe",19,"POR","SG",80,15,1779,306,648,0.472,102,283,0.36,204,365,0.559,0.551,75,105,0.714,63,173,236,94,38,24,83,136,789,0,"",0
"131","hayeski01",2023,"Killian Hayes",21,"DET","PG",76,56,2154,307,815,0.377,80,286,0.28,227,529,0.429,0.426,92,112,0.821,28,193,221,470,104,28,173,219,786,0,"",0
"132","anthoco01",2023,"Cole Anthony",22,"ORL","PG",60,4,1552,277,610,0.454,75,206,0.364,202,404,0.5,0.516,152,170,0.894,47,241,288,235,37,31,91,158,781,0,"",0
"133","reidna01",2023,"Naz Reid",23,"MIN","C",68,11,1251,310,577,0.537,75,217,0.346,235,360,0.653,0.602,86,127,0.677,73,260,333,77,42,53,92,176,781,0,"",0
