"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","FT","FTA","FT.","TRB","AST","PF","PTS","Trp.Dbl","Awards","Playoffs"
"1","pettibo01",1959,"Bob Pettit",26,"STL","PF",72,2873,719,1640,0.438,667,879,0.759,1182,221,200,2105,0,"MVP-1,AS,NBA1",0
"2","twymaja01",1959,"Jack Twyman",24,"CIN","SF",72,2713,710,1691,0.42,437,558,0.783,653,209,277,1857,0,"MVP-10,AS",0
"3","arizipa01",1959,"Paul Arizin",30,"PHW","SF",70,2799,632,1466,0.431,587,722,0.813,637,119,264,1851,0,"MVP-5,AS,NBA2",0
"4","bayloel01",1959,"Elgin Baylor",24,"MNL","SF",70,2855,605,1482,0.408,532,685,0.777,1050,287,270,1742,1,"MVP-3,ROY-1,AS,NBA1",0
"5","hagancl01",1959,"Cliff Hagan",27,"STL","SF",72,2702,646,1417,0.456,415,536,0.774,783,245,275,1707,1,"MVP-9,AS,NBA2",0
"6","schaydo01",1959,"Dolph Schayes",30,"SYR","PF",72,2645,504,1304,0.387,526,609,0.864,962,178,280,1534,0,"MVP-6,AS,NBA2",0
"7","searske01",1959,"Kenny Sears",25,"NYK","PF",71,2498,491,1002,0.49,506,588,0.861,658,136,237,1488,0,"MVP-8,AS",0
"8","sharmbi01",1959,"Bill Sharman",32,"BOS","SG",72,2382,562,1377,0.408,342,367,0.932,292,179,173,1466,0,"AS,NBA1",0
"9","cousybo01",1959,"Bob Cousy",30,"BOS","PG",65,2403,484,1260,0.384,329,385,0.855,359,557,135,1297,3,"MVP-4,AS,NBA1",0
"10","gueriri01",1959,"Richie Guerin",26,"NYK","SG",71,2558,443,1046,0.424,405,505,0.802,518,364,255,1291,1,"MVP-11,AS,NBA2",0
"11","kerrre01",1959,"Red Kerr",26,"SYR","C",72,2671,502,1139,0.441,281,367,0.766,1008,142,183,1285,0,"AS",0
"12","shuege01",1959,"Gene Shue",27,"DET","PG",72,2745,464,1197,0.388,338,421,0.803,335,231,129,1266,0,"MVP-14,AS",0
"13","heinsto01",1959,"Tom Heinsohn",24,"BOS","PF",66,2089,465,1192,0.39,312,391,0.798,638,164,271,1242,0,"",0
