"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"1","jordami01",1992,"Michael Jordan",28,"CHI","SG",80,80,3102,943,1818,0.519,27,100,0.27,916,1718,0.533,0.526,491,590,0.832,91,420,511,489,182,75,200,201,2404,"MVP-1,DPOY-3,AS,NBA1"
"2","malonka01",1992,"Karl Malone",28,"UTA","PF",81,81,3054,798,1516,0.526,3,17,0.176,795,1499,0.53,0.527,673,865,0.778,225,684,909,241,108,51,248,226,2272,"MVP-4,DPOY-6,AS,NBA1"
"3","mullich01",1992,"Chris Mullin",28,"GSW","SF",81,81,3346,830,1584,0.524,64,175,0.366,766,1409,0.544,0.544,350,420,0.833,127,323,450,286,173,62,202,171,2074,"MVP-6,AS,NBA1"
"4","ewingpa01",1992,"Patrick Ewing",29,"NYK","C",82,82,3150,796,1525,0.522,1,6,0.167,795,1519,0.523,0.522,377,511,0.738,228,693,921,156,88,245,209,277,1970,"MVP-5,AS,NBA2"
"5","drexlcl01",1992,"Clyde Drexler",29,"POR","SG",76,76,2751,694,1476,0.47,114,338,0.337,580,1138,0.51,0.509,401,505,0.794,166,334,500,512,138,70,240,229,1903,"MVP-2,AS,NBA1"
"6","hardati01",1992,"Tim Hardaway",25,"GSW","PG",81,81,3332,734,1592,0.461,127,376,0.338,607,1216,0.499,0.501,298,389,0.766,81,229,310,807,164,13,267,208,1893,"MVP-8,AS,NBA2"
"7","richmmi01",1992,"Mitch Richmond",26,"SAC","SG",80,80,3095,685,1465,0.468,103,268,0.384,582,1197,0.486,0.503,330,406,0.813,62,257,319,411,92,34,247,231,1803,""
"8","ricegl01",1992,"Glen Rice",24,"MIA","SF",79,79,3007,672,1432,0.469,155,396,0.391,517,1036,0.499,0.523,266,318,0.836,84,310,394,184,90,35,145,170,1765,""
"9","barklch01",1992,"Charles Barkley",28,"PHI","SF",75,75,2881,622,1126,0.552,32,137,0.234,590,989,0.597,0.567,454,653,0.695,271,559,830,308,136,44,235,196,1730,"MVP-12,AS,NBA2"
"10","pippesc01",1992,"Scottie Pippen",26,"CHI","SF",82,82,3164,687,1359,0.506,16,80,0.2,671,1279,0.525,0.511,330,434,0.76,185,445,630,572,155,93,253,242,1720,"MVP-9,DPOY-3,AS,NBA2"
"11","lewisre01",1992,"Reggie Lewis",26,"BOS","SG",82,82,3070,703,1397,0.503,5,21,0.238,698,1376,0.507,0.505,292,343,0.851,117,277,394,185,125,105,136,258,1703,"AS"
"12","millere01",1992,"Reggie Miller",26,"IND","SG",82,82,3120,562,1121,0.501,129,341,0.378,433,780,0.555,0.559,442,515,0.858,82,236,318,314,105,26,157,210,1695,""
"13","petrodr01",1992,"Dražen Petrovic",27,"NJN","SG",82,82,3027,668,1315,0.508,123,277,0.444,545,1038,0.525,0.555,232,287,0.808,97,161,258,252,105,11,215,248,1691,""
"14","piercri01",1992,"Ricky Pierce",32,"SEA","SG",78,78,2658,620,1306,0.475,33,123,0.268,587,1183,0.496,0.487,417,455,0.916,93,140,233,241,86,20,189,213,1690,""
"15","malonje01",1992,"Jeff Malone",30,"UTA","SG",81,81,2922,691,1353,0.511,1,12,0.083,690,1341,0.515,0.511,256,285,0.898,49,184,233,180,56,5,140,126,1639,""
"16","dumarjo01",1992,"Joe Dumars",28,"DET","SG",82,82,3192,587,1311,0.448,49,120,0.408,538,1191,0.452,0.466,412,475,0.867,82,106,188,375,71,12,193,145,1635,"DPOY-5,AS"
"17","hornaje01",1992,"Jeff Hornacek",28,"PHO","SG",81,81,3078,635,1240,0.512,83,189,0.439,552,1051,0.525,0.546,279,315,0.886,106,301,407,411,158,31,170,218,1632,"AS"
"18","gillke01",1992,"Kendall Gill",23,"CHH","SG",79,79,2906,666,1427,0.467,6,25,0.24,660,1402,0.471,0.469,284,381,0.745,165,237,402,329,154,46,180,237,1622,""
"19","mannida01",1992,"Danny Manning",25,"LAC","PF",82,82,2904,650,1199,0.542,0,5,0,650,1194,0.544,0.542,279,385,0.725,229,335,564,285,135,122,210,293,1579,"MVP-16"
"20","robinda01",1992,"David Robinson",26,"SAS","C",68,68,2564,592,1074,0.551,1,8,0.125,591,1066,0.554,0.552,393,561,0.701,261,568,829,181,158,305,182,219,1578,"MVP-3,DPOY-1,AS,NBA1"
"21","johnsla02",1992,"Larry Johnson",22,"CHH","PF",82,77,3047,616,1258,0.49,5,22,0.227,611,1236,0.494,0.492,339,409,0.829,323,576,899,292,81,51,160,225,1576,"ROY-1"
"22","daughbr01",1992,"Brad Daugherty",26,"CLE","C",73,73,2643,576,1010,0.57,0,2,0,576,1008,0.571,0.57,414,533,0.777,191,569,760,262,65,78,185,190,1566,"MVP-11,AS,NBA3"
"23","hawkihe01",1992,"Hersey Hawkins",25,"PHI","SG",81,81,3013,521,1127,0.462,91,229,0.397,430,898,0.479,0.503,403,461,0.874,53,218,271,248,157,43,189,174,1536,""
"24","johnske02",1992,"Kevin Johnson",25,"PHO","PG",78,78,2899,539,1125,0.479,10,46,0.217,529,1079,0.49,0.484,448,555,0.807,61,231,292,836,116,23,272,180,1536,"MVP-15,NBA3"
"25","olajuha01",1992,"Hakeem Olajuwon",29,"HOU","C",70,69,2636,591,1177,0.502,0,1,0,591,1176,0.503,0.502,328,428,0.766,246,599,845,157,127,304,187,263,1510,"DPOY-6,AS"
"26","persoch01",1992,"Chuck Person",27,"IND","SF",81,81,2923,616,1284,0.48,132,354,0.373,484,930,0.52,0.531,133,197,0.675,114,312,426,382,68,18,216,247,1497,""
"27","harpero01",1992,"Ron Harper",28,"LAC","SG",82,82,3144,569,1292,0.44,64,211,0.303,505,1081,0.467,0.465,293,398,0.736,120,327,447,417,152,72,252,199,1495,""
"28","portete01",1992,"Terry Porter",28,"POR","PG",82,82,2784,521,1129,0.461,128,324,0.395,393,805,0.488,0.518,315,368,0.856,51,204,255,477,127,12,188,155,1485,""
"29","willike02",1992,"Kevin Willis",29,"ATL","PF",81,80,2962,591,1224,0.483,6,37,0.162,585,1187,0.493,0.485,292,363,0.804,418,840,1258,173,72,54,197,223,1480,"AS,NBA3"
"30","willire01",1992,"Reggie Williams",27,"DEN","SF",81,80,2623,601,1277,0.471,56,156,0.359,545,1121,0.486,0.493,216,269,0.803,145,260,405,235,148,68,173,270,1474,""
"31","thomais01",1992,"Isiah Thomas",30,"DET","PG",78,78,2918,564,1264,0.446,25,86,0.291,539,1178,0.458,0.456,292,378,0.772,68,179,247,560,118,15,252,194,1445,"AS"
"32","thorpot01",1992,"Otis Thorpe",29,"HOU","PF",82,82,3056,558,943,0.592,0,7,0,558,936,0.596,0.592,304,463,0.657,285,577,862,250,52,37,237,307,1420,"AS"
"33","majerda01",1992,"Dan Majerle",26,"PHO","SF",82,15,2853,551,1153,0.478,87,228,0.382,464,925,0.502,0.516,229,303,0.756,148,335,483,274,131,43,102,158,1418,"6MOY-3,AS"
"34","adamsmi01",1992,"Michael Adams",29,"WSB","PG",78,78,2795,485,1233,0.393,125,386,0.324,360,847,0.425,0.444,313,360,0.869,58,252,310,594,145,9,212,162,1408,"AS"
"35","johnsed03",1992,"Eddie Johnson",32,"SEA","SF",81,19,2366,534,1164,0.459,27,107,0.252,507,1057,0.48,0.47,291,338,0.861,118,174,292,161,55,11,130,199,1386,""
"36","schrede01",1992,"Detlef Schrempf",29,"IND","PF",80,4,2605,496,925,0.536,23,71,0.324,473,854,0.554,0.549,365,441,0.828,202,568,770,312,62,37,191,286,1380,"MVP-16,6MOY-1"
"37","nancela01",1992,"Larry Nance",32,"CLE","PF",81,81,2880,556,1032,0.539,0,6,0,556,1026,0.542,0.539,263,320,0.822,213,457,670,232,80,243,87,200,1375,""
"38","blackro01",1992,"Rolando Blackman",32,"DAL","SG",75,74,2527,535,1161,0.461,65,169,0.385,470,992,0.474,0.489,239,266,0.898,78,161,239,204,50,22,153,134,1374,""
"39","maxweve01",1992,"Vernon Maxwell",26,"HOU","SG",80,80,2700,502,1216,0.413,162,473,0.342,340,743,0.458,0.479,206,267,0.772,37,206,243,326,104,28,178,200,1372,""
"40","gilliar01",1992,"Armen Gilliam",27,"PHI","PF",81,81,2771,512,1001,0.511,0,2,0,512,999,0.513,0.511,343,425,0.807,234,426,660,118,51,85,166,176,1367,""
"41","marcisa01",1992,"Šarunas Marciulionis",27,"GSW","SG",72,5,2117,491,912,0.538,3,10,0.3,488,902,0.541,0.54,376,477,0.788,68,140,208,243,116,10,193,237,1361,"6MOY-2"
"42","richapo01",1992,"Pooh Richardson",25,"MIN","PG",82,82,2922,587,1261,0.466,53,155,0.342,534,1106,0.483,0.487,123,178,0.691,91,210,301,685,119,25,204,152,1350,""
"43","elliose01",1992,"Sean Elliott",23,"SAS","SF",82,82,3120,514,1040,0.494,25,82,0.305,489,958,0.51,0.506,285,331,0.861,143,296,439,214,84,29,152,149,1338,""
