"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"19","kellocl01",1983,"Clark Kellogg",21,"IND","PF",81,81,2761,680,1420,0.479,4,18,0.222,676,1402,0.482,0.48,261,352,0.741,340,520,860,223,141,43,217,298,1625,"ROY-2"
"20","johnsed03",1983,"Eddie Johnson",23,"KCK","SF",82,82,2933,677,1370,0.494,20,71,0.282,657,1299,0.506,0.501,247,317,0.779,191,310,501,216,70,20,181,259,1621,""
"21","willigu01",1983,"Gus Williams",29,"SEA","PG",80,80,2761,660,1384,0.477,2,43,0.047,658,1341,0.491,0.478,278,370,0.751,72,133,205,643,182,26,230,117,1600,"MVP-18,AS"
"22","toneyan01",1983,"Andrew Toney",25,"PHI","SG",81,81,2474,626,1250,0.501,22,76,0.289,604,1174,0.514,0.51,324,411,0.788,42,183,225,365,80,17,271,255,1598,"AS"
"23","mitchmi01",1983,"Mike Mitchell",27,"SAS","SF",80,79,2803,686,1342,0.511,0,3,0,686,1339,0.512,0.511,219,289,0.758,188,349,537,98,57,52,126,248,1591,""
"24","wilkeja01",1983,"Jamaal Wilkes",29,"LAL","SF",80,80,2552,684,1290,0.53,0,6,0,684,1284,0.533,0.53,203,268,0.757,146,197,343,182,65,17,150,221,1571,"AS"
"25","ervinju01",1983,"Julius Erving",32,"PHI","SF",72,72,2421,605,1170,0.517,2,7,0.286,603,1163,0.518,0.518,330,435,0.759,173,318,491,263,112,131,196,202,1542,"MVP-5,AS,NBA1"
"26","rulanje01",1983,"Jeff Ruland",24,"WSB","C",79,47,2862,580,1051,0.552,1,3,0.333,579,1048,0.552,0.552,375,544,0.689,293,578,871,234,74,77,297,312,1536,"MVP-12"
"27","tripuke01",1983,"Kelly Tripucka",23,"DET","SF",58,58,2252,565,1156,0.489,14,37,0.378,551,1119,0.492,0.495,392,464,0.845,126,138,264,237,67,20,187,157,1536,""
"28","daviswa03",1983,"Walter Davis",28,"PHO","SG",80,79,2491,665,1289,0.516,7,23,0.304,658,1266,0.52,0.519,184,225,0.818,63,134,197,397,117,12,188,186,1521,""
"29","vinceja01",1983,"Jay Vincent",23,"DAL","PF",81,73,2726,622,1272,0.489,0,3,0,622,1269,0.49,0.489,269,343,0.784,217,375,592,212,70,45,188,295,1513,""
"30","drewla01",1983,"Larry Drew",24,"KCK","PG",75,74,2690,599,1218,0.492,2,16,0.125,597,1202,0.497,0.493,310,378,0.82,44,163,207,610,126,10,272,207,1510,"MVP-18"
"31","parisro01",1983,"Robert Parish",29,"BOS","C",78,76,2459,619,1125,0.55,0,1,0,619,1124,0.551,0.55,271,388,0.698,260,567,827,141,79,148,185,222,1509,"AS"
"32","kingbe01",1983,"Bernard King",26,"NYK","SF",68,68,2207,603,1142,0.528,0,6,0,603,1136,0.531,0.528,280,388,0.722,99,227,326,195,90,13,197,233,1486,"MVP-16"
"33","gilmoar01",1983,"Artis Gilmore",33,"SAS","C",82,82,2797,556,888,0.626,0,6,0,556,882,0.63,0.626,367,496,0.74,299,685,984,126,40,192,254,273,1479,"MVP-8,AS"
"34","woodsmi01",1983,"Mike Woodson",24,"KCK","SG",81,3,2426,584,1154,0.506,7,33,0.212,577,1121,0.515,0.509,298,377,0.79,84,164,248,254,137,59,174,203,1473,""
"35","roundda01",1983,"Dan Roundfield",29,"ATL","PF",77,76,2811,561,1193,0.47,5,27,0.185,556,1166,0.477,0.472,337,450,0.749,259,621,880,225,60,115,245,239,1464,"MVP-20"
"36","shortpu01",1983,"Purvis Short",25,"GSW","SF",67,57,2397,589,1209,0.487,4,15,0.267,585,1194,0.49,0.489,255,308,0.828,145,209,354,228,94,14,194,242,1437,""
"37","wilkido01",1983,"Dominique Wilkins",23,"ATL","SF",82,82,2697,601,1220,0.493,2,11,0.182,599,1209,0.495,0.493,230,337,0.682,226,252,478,129,84,63,180,210,1434,""
"38","ballagr01",1983,"Greg Ballard",28,"WSB","SF",78,78,2840,603,1274,0.473,13,37,0.351,590,1237,0.477,0.478,182,233,0.781,123,385,508,262,135,25,157,176,1401,""
"39","willibu01",1983,"Buck Williams",22,"NJN","PF",82,82,2961,536,912,0.588,0,4,0,536,908,0.59,0.588,324,523,0.62,365,662,1027,125,91,110,246,270,1396,"MVP-7,AS,NBA2"
"40","chambto01",1983,"Tom Chambers",23,"SDC","PF",79,79,2665,519,1099,0.472,0,8,0,519,1091,0.476,0.472,353,488,0.723,218,301,519,192,79,57,234,333,1391,""
"41","robincl01",1983,"Cliff Robinson",22,"CLE","PF",77,75,2601,587,1230,0.477,0,5,0,587,1225,0.479,0.477,213,301,0.708,190,666,856,145,61,58,224,272,1387,""
"42","knighbi01",1983,"Billy Knight",30,"IND","SG",80,54,2262,512,984,0.52,3,19,0.158,509,965,0.527,0.522,343,408,0.841,152,172,324,192,66,8,193,143,1370,""
"43","nancela01",1983,"Larry Nance",23,"PHO","PF",82,82,2914,588,1069,0.55,1,3,0.333,587,1066,0.551,0.551,193,287,0.672,239,471,710,197,99,217,190,254,1370,""
"44","sikmaja01",1983,"Jack Sikma",27,"SEA","C",75,71,2564,484,1043,0.464,0,8,0,484,1035,0.468,0.464,400,478,0.837,213,645,858,233,87,65,190,263,1368,"MVP-11,AS"
"45","kingal01",1983,"Albert King",23,"NJN","SF",79,75,2447,582,1226,0.475,6,23,0.261,576,1203,0.479,0.477,176,227,0.775,157,299,456,291,95,41,245,278,1346,""
"46","blackro01",1983,"Rolando Blackman",23,"DAL","SG",75,62,2349,513,1042,0.492,3,15,0.2,510,1027,0.497,0.494,297,381,0.78,108,185,293,185,37,29,118,116,1326,""
"47","johnsma02",1983,"Magic Johnson",23,"LAL","SG",79,79,2907,511,933,0.548,0,21,0,511,912,0.56,0.548,304,380,0.8,214,469,683,829,176,47,301,200,1326,"MVP-3,AS,NBA1"
"48","willihe01",1983,"Herb Williams",24,"IND","C",78,74,2513,580,1163,0.499,0,7,0,580,1156,0.502,0.499,155,220,0.705,151,432,583,262,54,171,229,230,1315,""
"49","johnsvi01",1983,"Vinnie Johnson",26,"DET","SG",82,51,2511,520,1013,0.513,11,40,0.275,509,973,0.523,0.519,245,315,0.778,167,186,353,301,93,49,152,263,1296,""
"50","cartwbi01",1983,"Bill Cartwright",25,"NYK","C",82,82,2468,455,804,0.566,0,0,NA,455,804,0.566,0.566,380,511,0.744,185,405,590,136,41,127,204,315,1290,""
"51","lucasma01",1983,"Maurice Lucas",30,"PHO","PF",77,71,2586,495,1045,0.474,1,3,0.333,494,1042,0.474,0.474,278,356,0.781,201,598,799,219,56,43,221,274,1269,"MVP-14,AS"
"52","thompmy01",1983,"Mychal Thompson",28,"POR","PF",80,80,3017,505,1033,0.489,0,1,0,505,1032,0.489,0.489,249,401,0.621,183,570,753,380,68,110,281,213,1259,""
"53","banksge01",1983,"Gene Banks",23,"SAS","PF",81,81,2722,505,919,0.55,0,5,0,505,914,0.553,0.55,196,278,0.705,222,390,612,279,78,21,171,229,1206,""
"54","nixonno01",1983,"Norm Nixon",27,"LAL","PG",79,79,2711,533,1123,0.475,0,13,0,533,1110,0.48,0.475,125,168,0.744,61,144,205,566,104,4,237,176,1191,"MVP-22"
"55","thompda01",1983,"David Thompson",28,"SEA","SG",75,64,2155,445,925,0.481,2,10,0.2,443,915,0.484,0.482,298,380,0.784,96,174,270,222,47,33,163,142,1190,"AS"
"56","leaveal01",1983,"Allen Leavell",25,"HOU","PG",79,76,2602,439,1059,0.415,42,175,0.24,397,884,0.449,0.434,247,297,0.832,64,131,195,530,165,14,198,215,1167,""
"57","mchalke01",1983,"Kevin McHale",25,"BOS","PF",82,13,2345,483,893,0.541,0,1,0,483,892,0.541,0.541,193,269,0.717,215,338,553,104,34,192,159,241,1159,""
"58","dailequ01",1983,"Quintin Dailey",22,"CHI","SG",76,32,2081,470,1008,0.466,5,25,0.2,465,983,0.473,0.469,206,282,0.73,87,173,260,280,72,10,205,248,1151,""
"59","corzida01",1983,"Dave Corzine",26,"CHI","C",82,71,2496,457,920,0.497,0,2,0,457,918,0.498,0.497,232,322,0.72,243,474,717,154,47,109,228,242,1146,""
"60","adamsal01",1983,"Alvan Adams",28,"PHO","C",80,75,2447,477,981,0.486,1,3,0.333,476,978,0.487,0.487,180,217,0.829,161,387,548,376,114,74,242,287,1135,""
"61","laimbbi01",1983,"Bill Laimbeer",25,"DET","C",82,82,2871,436,877,0.497,2,13,0.154,434,864,0.502,0.498,245,310,0.79,282,711,993,263,51,118,176,320,1119,"AS"
"62","greenri01",1983,"Rickey Green",28,"UTA","PG",78,78,2783,464,942,0.493,2,13,0.154,462,929,0.497,0.494,185,232,0.797,62,161,223,697,220,4,222,154,1115,""
"63","willira01",1983,"Ray Williams",28,"KCK","PG",72,68,2170,419,1068,0.392,15,74,0.203,404,994,0.406,0.399,256,333,0.769,93,234,327,569,120,26,335,248,1109,""
"64","johnsmi01",1983,"Mickey Johnson",30,"3TM","PF",78,16,2053,391,921,0.425,3,36,0.083,388,885,0.438,0.426,312,380,0.821,163,331,494,255,82,46,238,288,1097,""
"65","johnsde01",1983,"Dennis Johnson",28,"PHO","PG",77,74,2551,398,861,0.462,5,31,0.161,393,830,0.473,0.465,292,369,0.791,92,243,335,388,97,39,204,204,1093,""
"66","cookda01",1983,"Darwin Cook",24,"NJN","PG",82,47,2625,443,986,0.449,8,38,0.211,435,948,0.459,0.453,186,242,0.769,73,167,240,448,194,48,238,213,1080,""
"67","hayesel01",1983,"Elvin Hayes",37,"HOU","PF",81,43,2302,424,890,0.476,2,4,0.5,422,886,0.476,0.478,196,287,0.683,199,417,616,158,50,81,200,232,1046,""
"68","worthja01",1983,"James Worthy",21,"LAL","SF",77,1,1970,447,772,0.579,1,4,0.25,446,768,0.581,0.58,138,221,0.624,157,242,399,132,91,64,178,221,1033,"ROY-3"
"69","sheltlo01",1983,"Lonnie Shelton",27,"SEA","PF",82,79,2572,437,915,0.478,1,6,0.167,436,909,0.48,0.478,141,187,0.754,158,337,495,237,75,72,172,310,1016,""
"70","cummipa01",1983,"Pat Cummings",26,"DAL","C",81,71,2317,433,878,0.493,0,1,0,433,877,0.494,0.493,148,196,0.755,225,443,668,144,57,35,162,296,1014,""
"71","bridgju01",1983,"Junior Bridgeman",29,"MIL","SF",70,5,1855,421,856,0.492,1,13,0.077,420,843,0.498,0.492,164,196,0.837,44,202,246,207,40,9,122,155,1007,""
"72","brookmi01",1983,"Michael Brooks",24,"SDC","SF",82,26,2457,402,830,0.484,5,15,0.333,397,815,0.487,0.487,193,277,0.697,239,282,521,262,112,39,177,297,1002,""
"73","baileja01",1983,"James Bailey",25,"2TM","PF",75,39,1765,385,774,0.497,0,1,0,385,773,0.498,0.497,226,322,0.702,171,303,474,67,43,60,196,271,996,""
"74","cheekma01",1983,"Maurice Cheeks",26,"PHI","PG",79,79,2465,404,745,0.542,1,6,0.167,403,739,0.545,0.543,181,240,0.754,53,156,209,543,184,31,179,182,990,"DPOY-3,AS"
"75","tylerte01",1983,"Terry Tyler",26,"DET","SF",82,56,2543,421,880,0.478,2,15,0.133,419,865,0.484,0.48,146,196,0.745,180,360,540,157,103,160,120,221,990,""
"76","carrke01",1983,"Kenny Carr",27,"POR","PF",82,26,2331,362,717,0.505,2,6,0.333,360,711,0.506,0.506,255,366,0.697,182,407,589,116,62,42,185,306,981,""
"77","johnsed02",1983,"Eddie Johnson",27,"ATL","SG",61,57,1813,389,858,0.453,14,41,0.341,375,817,0.459,0.462,186,237,0.785,26,98,124,318,61,6,156,138,978,""
"78","hustoge01",1983,"Geoff Huston",25,"CLE","PG",80,79,2716,401,832,0.482,4,12,0.333,397,820,0.484,0.484,168,245,0.686,41,118,159,487,74,4,195,215,974,""
"79","dawkida01",1983,"Darryl Dawkins",26,"NJN","C",81,81,2093,401,669,0.599,0,0,NA,401,669,0.599,0.599,166,257,0.646,127,293,420,114,67,152,281,379,968,""
"80","johnsge03",1983,"George Johnson",26,"IND","SF",82,64,2297,409,858,0.477,7,38,0.184,402,820,0.49,0.481,126,172,0.733,176,369,545,220,77,53,242,279,951,""
"81","maxwece01",1983,"Cedric Maxwell",27,"BOS","SF",79,71,2252,331,663,0.499,0,1,0,331,662,0.5,0.499,280,345,0.812,185,237,422,186,65,39,165,202,942,""
"82","moorejo01",1983,"Johnny Moore",24,"SAS","PG",77,73,2552,394,841,0.468,5,22,0.227,389,819,0.475,0.471,148,199,0.744,65,212,277,753,194,32,226,247,941,""
"83","woolror01",1983,"Orlando Woolridge",23,"CHI","SF",57,38,1627,361,622,0.58,0,3,0,361,619,0.583,0.58,217,340,0.638,122,176,298,97,38,44,157,177,939,""
"84","birdsot01",1983,"Otis Birdsong",27,"NJN","SG",62,54,1885,426,834,0.511,2,6,0.333,424,828,0.512,0.512,82,145,0.566,53,97,150,239,85,16,114,155,936,""
"85","sparrro01",1983,"Rory Sparrow",24,"2TM","PG",81,58,2428,392,810,0.484,5,22,0.227,387,788,0.491,0.487,147,199,0.739,61,169,230,397,107,5,197,255,936,""
"86","wilkije01",1983,"Jeff Wilkins",27,"UTA","C",81,34,2307,389,816,0.477,0,3,0,389,813,0.478,0.477,156,200,0.78,154,442,596,132,41,42,186,251,934,""
"87","drewjo01",1983,"John Drew",28,"UTA","SF",44,33,1206,318,671,0.474,0,5,0,318,666,0.477,0.474,296,392,0.755,98,137,235,97,35,7,135,152,932,""
"88","johnsst03",1983,"Steve Johnson",25,"KCK","C",79,21,1544,371,595,0.624,0,0,NA,371,595,0.624,0.624,186,324,0.574,140,258,398,95,40,83,180,323,928,""
"89","davisbr01",1983,"Brad Davis",27,"DAL","PG",79,78,2323,359,628,0.572,11,43,0.256,348,585,0.595,0.58,186,220,0.845,34,164,198,565,80,11,143,176,915,""
"90","schayda01",1983,"Danny Schayes",23,"2TM","C",82,50,2284,342,749,0.457,0,1,0,342,748,0.457,0.457,228,295,0.773,200,435,635,205,54,98,253,325,912,""
"91","mahorri01",1983,"Rick Mahorn",24,"WSB","PF",82,82,3023,376,768,0.49,0,3,0,376,765,0.492,0.49,146,254,0.575,171,608,779,115,86,148,170,335,898,""
"92","johnsfr01",1983,"Frank Johnson",24,"WSB","PG",68,65,2324,321,786,0.408,14,61,0.23,307,725,0.423,0.417,196,261,0.751,46,132,178,549,110,6,238,170,852,""
"93","cartebu01",1983,"Butch Carter",24,"IND","SG",81,28,1716,354,706,0.501,17,51,0.333,337,655,0.515,0.513,124,154,0.805,62,88,150,194,78,13,118,207,849,""
"94","higgiro01",1983,"Rod Higgins",23,"CHI","SF",82,42,2196,313,698,0.448,13,41,0.317,300,657,0.457,0.458,209,264,0.792,159,207,366,175,66,65,127,248,848,""
"95","wedmasc01",1983,"Scott Wedman",30,"2TM","SF",75,35,1793,374,788,0.475,10,32,0.313,364,756,0.481,0.481,85,107,0.794,98,184,282,117,43,17,126,228,843,""
"96","ranseke01",1983,"Kelvin Ransey",24,"DAL","PG",76,4,1607,343,746,0.46,2,16,0.125,341,730,0.467,0.461,152,199,0.764,44,103,147,280,58,4,129,109,840,""
"97","brewero01",1983,"Ron Brewer",27,"2TM","SG",74,52,1964,344,807,0.426,7,18,0.389,337,789,0.427,0.431,142,170,0.835,59,85,144,96,90,25,97,123,837,""
"98","poquebe01",1983,"Ben Poquette",27,"UTA","PF",75,50,2331,329,697,0.472,1,5,0.2,328,692,0.474,0.473,166,221,0.751,155,366,521,168,64,116,100,264,825,""
"99","woodal01",1983,"Al Wood",24,"SDC","SF",76,47,1822,343,740,0.464,15,50,0.3,328,690,0.475,0.474,124,161,0.77,96,140,236,134,55,36,111,188,825,""
"100","murphca01",1983,"Calvin Murphy",34,"HOU","PG",64,0,1423,337,754,0.447,4,14,0.286,333,740,0.45,0.45,138,150,0.92,34,40,74,158,59,4,89,163,816,""
"101","brownfr01",1983,"Fred Brown",34,"SEA","PG",80,1,1432,371,714,0.52,14,32,0.438,357,682,0.523,0.529,58,72,0.806,32,65,97,242,59,13,110,98,814,""
"102","bryanjo01",1983,"Joe Bryant",28,"HOU","SF",81,56,2055,344,768,0.448,8,36,0.222,336,732,0.459,0.453,116,165,0.703,88,189,277,186,82,30,177,258,812,""
"103","macyky01",1983,"Kyle Macy",25,"PHO","PG",82,9,1836,328,634,0.517,23,76,0.303,305,558,0.547,0.535,129,148,0.872,41,124,165,278,64,8,90,130,808,""
"104","willisl01",1983,"Sly Williams",25,"NYK","PF",68,6,1385,314,647,0.485,2,19,0.105,312,628,0.497,0.487,176,259,0.68,94,196,290,133,73,3,133,166,806,""
"105","richami01",1983,"Micheal Ray Richardson",27,"2TM","PG",64,51,2076,346,815,0.425,8,51,0.157,338,764,0.442,0.429,106,163,0.65,113,182,295,432,182,24,244,240,806,""
"106","westppa01",1983,"Paul Westphal",32,"NYK","SG",80,59,1978,318,693,0.459,14,48,0.292,304,645,0.471,0.469,148,184,0.804,19,96,115,439,87,16,196,180,798,""
"107","walkewa01",1983,"Wally Walker",28,"HOU","SF",82,59,2251,362,806,0.449,1,4,0.25,361,802,0.45,0.45,72,116,0.621,137,236,373,199,37,22,144,202,797,""
"108","aingeda01",1983,"Danny Ainge",23,"BOS","SG",80,76,2048,357,720,0.496,5,29,0.172,352,691,0.509,0.499,72,97,0.742,83,131,214,251,109,6,98,259,791,""
"109","greenda01",1983,"Dave Greenwood",25,"CHI","PF",79,61,2355,312,686,0.455,0,4,0,312,682,0.457,0.455,165,233,0.708,217,548,765,151,54,90,154,261,789,""
"110","hubbaph01",1983,"Phil Hubbard",26,"CLE","SF",82,38,1953,288,597,0.482,0,2,0,288,595,0.484,0.482,204,296,0.689,222,249,471,89,87,8,158,271,780,""
"111","jonesca01",1983,"Caldwell Jones",32,"HOU","C",82,82,2440,307,677,0.453,0,2,0,307,675,0.455,0.453,162,206,0.786,222,446,668,138,46,131,171,278,776,""
"112","coopewa01",1983,"Wayne Cooper",26,"POR","C",80,60,2099,320,723,0.443,0,5,0,320,718,0.446,0.443,135,197,0.685,214,397,611,116,27,136,162,318,775,""
"113","robintr01",1983,"Truck Robinson",31,"NYK","PF",81,76,2426,326,706,0.462,0,0,NA,326,706,0.462,0.462,118,201,0.587,199,458,657,145,57,24,190,241,770,""
"114","collido02",1983,"Don Collins",24,"WSB","SF",65,21,1575,332,635,0.523,0,6,0,332,629,0.528,0.523,101,136,0.743,116,94,210,132,87,30,146,166,765,""
"115","eavesje01",1983,"Jerry Eaves",23,"UTA","PG",82,7,1588,280,575,0.487,1,8,0.125,279,567,0.492,0.488,200,247,0.81,34,88,122,210,51,3,152,116,761,""
"116","teaglte01",1983,"Terry Teagle",22,"HOU","SG",73,44,1708,332,776,0.428,10,29,0.345,322,747,0.431,0.434,87,125,0.696,74,120,194,150,53,18,137,171,761,""
"117","hollili01",1983,"Lionel Hollins",29,"SDC","PG",56,54,1844,313,717,0.437,3,21,0.143,310,696,0.445,0.439,129,179,0.721,30,98,128,373,111,14,198,155,758,""
"118","hodgecr01",1983,"Craig Hodges",22,"SDC","SG",76,48,2022,318,704,0.452,20,90,0.222,298,614,0.485,0.466,94,130,0.723,53,69,122,275,82,4,161,192,750,""
"119","longjo01",1983,"John Long",26,"DET","SG",70,30,1485,312,692,0.451,2,7,0.286,310,685,0.453,0.452,111,146,0.76,56,124,180,105,44,12,144,130,737,""
"120","donalja01",1983,"James Donaldson",25,"SEA","C",82,11,1789,289,496,0.583,0,0,NA,289,496,0.583,0.583,150,218,0.688,131,370,501,97,19,101,132,171,728,""
"121","sichtje01",1983,"Jerry Sichting",26,"IND","PG",78,58,2435,316,661,0.478,3,18,0.167,313,643,0.487,0.48,92,107,0.86,33,122,155,433,104,2,138,185,727,""
"122","johnscl01",1983,"Clemon Johnson",26,"2TM","C",83,11,1914,299,581,0.515,0,1,0,299,580,0.516,0.515,111,180,0.617,190,334,524,139,67,92,124,221,709,""
"123","mcadobo01",1983,"Bob McAdoo",31,"LAL","C",47,1,1019,292,562,0.52,0,1,0,292,561,0.52,0.52,119,163,0.73,76,171,247,39,40,40,68,153,703,""
"124","olberma01",1983,"Mark Olberding",26,"CHI","PF",80,31,1817,251,522,0.481,2,12,0.167,249,510,0.488,0.483,194,248,0.782,108,250,358,131,50,9,152,246,698,""
"125","architi01",1983,"Tiny Archibald",34,"BOS","PG",66,19,1811,235,553,0.425,5,24,0.208,230,529,0.435,0.429,220,296,0.743,25,66,91,409,38,4,163,110,695,""
"126","orrlo01",1983,"Louis Orr",24,"NYK","SF",82,14,1666,274,593,0.462,0,2,0,274,591,0.464,0.462,140,175,0.8,94,134,228,94,64,24,93,134,688,""
"127","lloydle01",1983,"Lewis Lloyd",23,"GSW","SG",73,24,1350,293,566,0.518,1,4,0.25,292,562,0.52,0.519,100,139,0.719,77,183,260,130,61,31,118,109,687,""
"128","davisjo01",1983,"Johnny Davis",27,"ATL","SG",53,33,1465,258,567,0.455,5,18,0.278,253,549,0.461,0.459,164,206,0.796,37,91,128,315,43,7,114,100,685,""
"129","jonesed01",1983,"Edgar Jones",26,"2TM","PF",77,28,1658,237,479,0.495,2,9,0.222,235,470,0.5,0.497,201,286,0.703,136,312,448,89,42,108,146,267,677,""
"130","dantlad01",1983,"Adrian Dantley",27,"UTA","SF",22,22,887,233,402,0.58,0,0,NA,233,402,0.58,0.58,210,248,0.847,58,82,140,105,20,0,81,62,676,""
"131","listeal01",1983,"Alton Lister",24,"MIL","PF",80,37,1885,272,514,0.529,0,0,NA,272,514,0.529,0.529,130,242,0.537,168,400,568,111,50,177,186,328,674,"MVP-15"
"132","hendege01",1983,"Gerald Henderson",27,"BOS","PG",82,9,1551,286,618,0.463,3,16,0.188,283,602,0.47,0.465,96,133,0.722,57,67,124,195,95,3,128,190,671,""
"133","mckinbi01",1983,"Billy McKinney",27,"DEN","PG",68,38,1559,266,546,0.487,0,7,0,266,539,0.494,0.487,136,167,0.814,21,100,121,288,39,5,101,142,668,""
"134","kelsegr01",1983,"Greg Kelser",25,"SEA","SF",80,9,1507,247,450,0.549,0,3,0,247,447,0.553,0.549,173,257,0.673,158,245,403,97,52,35,149,243,667,""
"135","jonesbo01",1983,"Bobby Jones",31,"PHI","PF",74,0,1749,250,460,0.543,0,1,0,250,459,0.545,0.543,165,208,0.793,102,242,344,142,85,91,109,199,665,"DPOY-3,6MOY-1"
"136","smithra01",1983,"Randy Smith",34,"2TM","SG",80,16,1406,273,565,0.483,3,18,0.167,270,547,0.494,0.486,114,131,0.87,37,59,96,206,56,0,98,139,663,""
"137","tucketr01",1983,"Trent Tucker",23,"NYK","SG",78,59,1830,299,647,0.462,14,30,0.467,285,617,0.462,0.473,43,64,0.672,75,141,216,195,56,6,70,235,655,""
"138","soberri01",1983,"Ricky Sobers",30,"WSB","SG",41,39,1438,234,534,0.438,23,55,0.418,211,479,0.441,0.46,154,185,0.832,35,67,102,218,61,14,147,158,645,""
"139","coopemi01",1983,"Michael Cooper",26,"LAL","SG",82,3,2148,266,497,0.535,5,21,0.238,261,476,0.548,0.54,102,130,0.785,82,192,274,315,115,50,128,208,639,"DPOY-3"
"140","leverfa01",1983,"Fat Lever",22,"POR","PG",81,45,2020,256,594,0.431,5,15,0.333,251,579,0.434,0.435,116,159,0.73,85,140,225,426,153,15,137,179,633,""
"141","dunntr01",1983,"T.R. Dunn",27,"DEN","SG",82,80,2640,254,527,0.482,0,1,0,254,526,0.483,0.482,119,163,0.73,231,384,615,189,147,25,113,218,627,""
"142","willisa02",1983,"Sam Williams",23,"GSW","PF",75,28,1533,252,479,0.526,0,1,0,252,478,0.527,0.526,123,171,0.719,153,240,393,45,71,89,101,244,627,""
