"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","FT","FTA","FT.","TRB","AST","PF","PTS","Trp.Dbl","Awards","Playoffs"
"1","chambwi01",1962,"Wilt Chamberlain",25,"PHW","C",80,3882,1597,3159,0.506,835,1363,0.613,2052,192,123,4029,0,"MVP-2,AS,NBA1",0
"2","bellawa01",1962,"Walt Bellamy",22,"CHP","C",79,3344,973,1875,0.519,549,853,0.644,1500,210,281,2495,0,"ROY-1,AS",0
"3","roberos01",1962,"Oscar Robertson",23,"CIN","PG",79,3503,866,1810,0.478,700,872,0.803,985,899,258,2432,41,"MVP-3,AS,NBA1",0
"4","pettibo01",1962,"Bob Pettit",29,"STL","PF",78,3282,867,1928,0.45,695,901,0.771,1459,289,296,2429,1,"MVP-6,AS,NBA1",0
"5","westje01",1962,"Jerry West",23,"LAL","PG",75,3087,799,1795,0.445,712,926,0.769,591,402,173,2310,4,"MVP-5,AS,NBA1",0
"6","gueriri01",1962,"Richie Guerin",29,"NYK","SG",78,3348,839,1897,0.442,625,762,0.82,501,539,299,2303,6,"MVP-7,AS,NBA2",0
"7","naullwi01",1962,"Willie Naulls",27,"NYK","SF",75,2978,747,1798,0.415,383,455,0.842,867,192,260,1877,0,"AS",0
"8","bayloel01",1962,"Elgin Baylor",27,"LAL","SF",48,2129,680,1588,0.428,476,631,0.754,892,222,155,1836,2,"MVP-4,AS,NBA1",0
"9","twymaja01",1962,"Jack Twyman",27,"CIN","SF",80,2991,739,1542,0.479,353,435,0.811,638,215,323,1831,0,"AS,NBA2",0
"10","hagancl01",1962,"Cliff Hagan",30,"STL","SF",77,2784,701,1490,0.47,362,439,0.825,633,370,282,1764,2,"AS",0
"11","heinsto01",1962,"Tom Heinsohn",27,"BOS","PF",79,2383,692,1613,0.429,358,437,0.819,747,165,280,1742,0,"AS,NBA2",0
"12","arizipa01",1962,"Paul Arizin",33,"PHW","SF",78,2785,611,1490,0.41,484,601,0.805,527,201,307,1706,0,"AS",0
"13","greerha01",1962,"Hal Greer",25,"SYR","SG",71,2705,644,1442,0.447,331,404,0.819,524,313,252,1619,0,"AS",0
"14","howelba01",1962,"Bailey Howell",25,"DET","SF",79,2857,553,1193,0.464,470,612,0.768,996,186,317,1576,0,"AS",0
"15","shuege01",1962,"Gene Shue",30,"DET","PG",80,3143,580,1422,0.408,362,447,0.81,372,465,192,1522,0,"AS",0
"16","embrywa01",1962,"Wayne Embry",24,"CIN","C",75,2623,564,1210,0.466,356,516,0.69,977,182,286,1484,1,"AS",0
"17","russebi01",1962,"Bill Russell",27,"BOS","C",76,3433,575,1258,0.457,286,481,0.595,1790,341,207,1436,0,"MVP-1,AS,NBA2",0
"18","jonessa01",1962,"Sam Jones",28,"BOS","SG",78,2388,596,1284,0.464,243,297,0.818,458,232,149,1435,0,"AS",0
"19","larusru01",1962,"Rudy LaRusso",24,"LAL","PF",80,2754,516,1108,0.466,342,448,0.763,828,179,255,1374,0,"AS",0
"20","gambeda01",1962,"Dave Gambee",24,"SYR","SF",80,2301,477,1126,0.424,384,470,0.817,631,114,275,1338,0,"",0
"21","ohldo01",1962,"Don Ohl",25,"DET","SG",77,2526,555,1250,0.444,201,280,0.718,267,244,173,1311,0,"",0
"22","kerrre01",1962,"Red Kerr",29,"SYR","C",80,2768,541,1220,0.443,222,302,0.735,1176,243,272,1304,0,"",0
"23","greenjo01",1962,"Johnny Green",28,"NYK","PF",80,2789,507,1164,0.436,261,434,0.601,1066,191,265,1275,0,"AS",0
"24","shaffle01",1962,"Lee Shaffer",22,"SYR","SF",75,2083,514,1180,0.436,239,310,0.771,511,99,266,1267,0,"",0
"25","bockhbu01",1962,"Bucky Bockhorn",28,"CIN","SG",80,3062,531,1234,0.43,198,251,0.789,376,366,280,1260,1,"",0
"26","ramsefr01",1962,"Frank Ramsey",30,"BOS","SG",79,1913,436,1019,0.428,334,405,0.825,387,109,245,1206,0,"",0
"27","cousybo01",1962,"Bob Cousy",33,"BOS","PG",75,2114,462,1181,0.391,251,333,0.754,261,584,135,1175,1,"MVP-8,AS,NBA2",0
"28","selvyfr01",1962,"Frank Selvy",29,"LAL","SG",79,2806,433,1032,0.42,298,404,0.738,412,381,232,1164,0,"AS",0
"29","leonasl01",1962,"Slick Leonard",29,"CHP","PG",70,2464,423,1128,0.375,279,371,0.752,199,378,186,1125,0,"",0
"30","ferrybo01",1962,"Bob Ferry",24,"DET","C",80,1918,411,939,0.438,286,422,0.678,503,145,199,1108,0,"",0
"31","boozebo01",1962,"Bob Boozer",24,"CIN","PF",79,2488,410,936,0.438,263,372,0.707,804,130,275,1083,0,"",0
"32","johnsan01",1962,"Andy Johnson",29,"CHP","SF",71,2193,365,814,0.448,284,452,0.628,351,228,247,1014,0,"",0
"33","scottra01",1962,"Ray Scott",23,"DET","PF",75,2087,370,956,0.387,255,388,0.657,865,132,232,995,0,"",0
"34","meschto01",1962,"Tom Meschery",23,"PHW","PF",80,2509,375,929,0.404,216,262,0.824,729,145,330,966,0,"",0
"35","jordoph01",1962,"Phil Jordon",28,"NYK","C",76,2195,403,1028,0.392,96,168,0.571,482,156,258,902,0,"",0
"36","greensi01",1962,"Si Green",28,"2TM","",71,2388,341,905,0.377,218,311,0.701,399,318,226,900,0,"",0
"37","sandeto01",1962,"Tom Sanders",23,"BOS","SF",80,2325,350,804,0.435,197,263,0.749,762,74,279,897,0,"",0
"38","costela01",1962,"Larry Costello",30,"SYR","PG",63,1854,310,726,0.427,247,295,0.837,245,359,220,867,1,"AS",0
"39","attleal01",1962,"Al Attles",25,"PHW","PG",75,2468,343,724,0.474,158,267,0.592,355,333,279,844,0,"",0
"40","lovelcl01",1962,"Clyde Lovellette",32,"STL","C",40,1192,341,724,0.471,155,187,0.829,350,68,136,837,0,"",0
"41","butleal01",1962,"Al Butler",23,"2TM","PG",59,2016,349,754,0.463,129,182,0.709,337,205,156,827,0,"",0
"42","biancal01",1962,"Al Bianchi",29,"SYR","PG",80,1925,336,847,0.397,154,221,0.697,281,263,232,826,0,"",0
"43","schaydo01",1962,"Dolph Schayes",33,"SYR","PF",56,1480,268,751,0.357,286,319,0.897,439,120,167,822,0,"AS",0
"44","golato01",1962,"Tom Gola",29,"PHW","SG",60,2462,322,765,0.421,176,230,0.765,587,295,267,820,2,"AS",0
"45","davisra01",1962,"Ralph Davis",23,"CHP","SG",77,1992,364,881,0.413,71,103,0.689,162,247,187,799,0,"",0
"46","krebsji01",1962,"Jim Krebs",26,"LAL","C",78,2012,312,701,0.445,156,208,0.75,616,110,290,780,0,"",0
"47","joneskc01",1962,"K.C. Jones",29,"BOS","PG",80,2054,294,724,0.406,147,232,0.634,298,343,206,735,0,"",0
"48","cableba01",1962,"Barney Cable",26,"2TM","SF",67,1861,305,749,0.407,118,181,0.652,563,115,211,728,0,"",0
"49","hawkito01",1962,"Tom Hawkins",25,"LAL","SF",79,1903,289,704,0.411,143,222,0.644,514,95,244,721,0,"",0
"50","dukeswa01",1962,"Walter Dukes",31,"DET","C",77,1896,256,647,0.396,208,291,0.715,803,125,327,720,0,"",0
"51","sauldwo01",1962,"Woody Sauldsberry",27,"2TM","PF",63,1765,298,869,0.343,79,123,0.642,536,90,179,675,0,"",0
"52","rodgegu01",1962,"Guy Rodgers",26,"PHW","PG",80,2650,267,749,0.356,121,182,0.665,348,643,312,655,0,"",0
"53","mcmilsh01",1962,"Shellie McMillon",25,"2TM","SF",62,1225,265,591,0.448,108,182,0.593,368,59,202,638,0,"",0
"54","roberjo01",1962,"Joe Roberts",25,"SYR","PF",80,1642,243,619,0.393,129,194,0.665,538,50,230,615,0,"",0
"55","ferraal01",1962,"Al Ferrari",28,"STL","SG",79,2046,208,582,0.357,175,219,0.799,213,313,278,591,0,"",0
"56","smithad01",1962,"Adrian Smith",25,"CIN","SG",80,1462,202,499,0.405,172,222,0.775,151,167,101,576,0,"",0
"57","leege01",1962,"George Lee",25,"DET","SF",75,1351,179,500,0.358,213,280,0.761,349,64,128,571,0,"",0
"58","lacoufr01",1962,"Fred LaCour",23,"STL","PG",73,1507,230,536,0.429,106,130,0.815,272,166,168,566,0,"",0
"59","foustla01",1962,"Larry Foust",33,"STL","C",57,1153,204,433,0.471,145,178,0.815,328,78,186,553,0,"",0
"60","morelja01",1962,"Jackie Moreland",23,"DET","PF",74,1219,205,487,0.421,139,186,0.747,427,76,179,549,0,"",0
"61","tyrach01",1962,"Charlie Tyra",26,"CHP","PF",78,1606,193,534,0.361,133,214,0.621,610,86,210,519,0,"",0
"62","buddda01",1962,"Dave Budd",23,"NYK","SF",79,1370,188,431,0.436,138,231,0.597,345,86,162,514,0,"",0
"63","simsbo01",1962,"Bob Sims",23,"2TM","SG",65,1345,193,491,0.393,123,216,0.569,183,154,187,509,0,"",0
"64","neumapa01",1962,"Paul Neumann",24,"SYR","PG",77,1265,172,401,0.429,133,172,0.773,194,176,203,477,0,"",0
"65","reedhu01",1962,"Hub Reed",25,"CIN","C",80,1446,203,460,0.441,60,82,0.732,440,53,267,466,0,"",0
"66","imhofda01",1962,"Darrall Imhoff",23,"NYK","C",76,1481,186,482,0.386,80,139,0.576,470,82,230,452,0,"",0
"67","walkeho01",1962,"Horace Walker",24,"CHP","SF",65,1331,149,439,0.339,140,193,0.725,466,69,194,438,0,"",0
"68","felixra01",1962,"Ray Felix",31,"LAL","C",80,1478,171,398,0.43,90,130,0.692,473,55,266,432,0,"",0
"69","hundlho01",1962,"Hot Rod Hundley",27,"LAL","PG",78,1492,173,509,0.34,83,127,0.654,199,290,129,429,0,"",0
"70","loscuji01",1962,"Jim Loscutoff",31,"BOS","SF",79,1146,188,519,0.362,45,84,0.536,329,51,185,421,0,"",0
"71","joneswi01",1962,"Willie Jones",25,"DET","PG",69,1006,177,475,0.373,64,101,0.634,177,115,137,418,0,"",0
"72","halbrsw01",1962,"Swede Halbrook",29,"SYR","C",64,908,152,422,0.36,96,151,0.636,399,33,179,400,0,"",0
"73","buckncl01",1962,"Cleveland Buckner",23,"NYK","PF",62,696,158,367,0.431,83,133,0.624,236,39,114,399,0,"",0
"74","buckhjo01",1962,"Joe Buckhalter",24,"CIN","PF",63,728,153,334,0.458,67,108,0.62,262,43,123,373,0,"",0
"75","wilkele01",1962,"Lenny Wilkens",24,"STL","PG",20,870,140,364,0.385,84,110,0.764,131,116,63,364,1,"",0
"76","conlied01",1962,"Ed Conlin",28,"PHW","SG",70,963,128,371,0.345,66,89,0.742,155,85,118,322,0,"",0
"77","hattove01",1962,"Vern Hatton",26,"2TM","SG",40,898,112,331,0.338,98,125,0.784,102,99,63,322,0,"",0
"78","eganjo01",1962,"Johnny Egan",23,"DET","PG",58,696,128,301,0.425,64,84,0.762,86,102,64,320,0,"",0
"79","hillcl01",1962,"Cleo Hill",23,"STL","SG",58,1050,107,309,0.346,106,137,0.774,178,114,98,320,0,"",0
"80","laresyo01",1962,"York Larese",23,"2TM","SG",59,703,122,327,0.373,58,72,0.806,77,94,104,302,0,"",0
"81","phillga01",1962,"Gary Phillips",22,"BOS","PG",67,713,110,310,0.355,50,86,0.581,107,64,109,270,0,"",0
"82","jolifho01",1962,"Howie Jolliff",23,"LAL","PF",64,1094,104,253,0.411,41,78,0.526,383,76,175,249,0,"",0
"83","martiwh01",1962,"Whitey Martin",22,"NYK","SG",66,1018,95,292,0.325,37,55,0.673,158,115,158,227,0,"",0
"84","piontda01",1962,"Dave Piontek",27,"CHP","PF",45,614,83,225,0.369,39,59,0.661,155,31,89,205,0,"",0
"85","turneja02",1962,"Jack Turner",22,"CHP","SG",42,567,84,221,0.38,32,42,0.762,85,44,51,200,0,"",0
"86","grabojo01",1962,"Joe Graboski",32,"3TM","",38,468,77,221,0.348,39,65,0.6,154,28,62,193,0,"",0
"87","braunca01",1962,"Carl Braun",34,"BOS","PG",48,414,78,207,0.377,20,27,0.741,50,71,49,176,0,"",0
"88","carlho01",1962,"Howie Carl",23,"CHP","PG",31,382,67,201,0.333,36,51,0.706,39,57,41,170,0,"",0
"89","guarige01",1962,"Gene Guarilia",24,"BOS","SF",45,367,61,161,0.379,41,64,0.641,124,11,56,163,0,"",0
"90","stithsa01",1962,"Sam Stith",24,"NYK","SG",32,440,59,162,0.364,23,38,0.605,51,60,55,141,0,"",0
"91","butchdo01",1962,"Donnie Butcher",25,"NYK","PG",47,479,48,155,0.31,42,69,0.609,79,51,63,138,0,"",0
"92","mcneibo01",1962,"Bob McNeill",23,"2TM","PG",50,441,56,136,0.412,26,34,0.765,56,89,56,138,0,"",0
"93","deesar01",1962,"Archie Dees",25,"2TM","C",21,288,51,115,0.443,35,46,0.761,77,16,33,137,0,"",0
"94","luckete01",1962,"Ted Luckenbill",22,"PHW","PF",67,396,43,120,0.358,49,76,0.645,110,27,67,135,0,"",0
"95","nordmbe01",1962,"Bevo Nordmann",22,"CIN","C",58,344,51,126,0.405,29,57,0.509,128,18,81,131,0,"",0
"96","wiesebo01",1962,"Bob Wiesenhahn",23,"CIN","SF",60,326,51,161,0.317,17,30,0.567,112,23,50,119,0,"",0
"97","blanege01",1962,"George Blaney",22,"NYK","PG",36,363,54,142,0.38,9,17,0.529,36,45,34,117,0,"",0
"98","ruklijo01",1962,"Joe Ruklick",23,"PHW","PF",46,302,48,147,0.327,12,26,0.462,87,14,56,108,0,"",0
"99","zelleda01",1962,"Dave Zeller",22,"CIN","PG",61,278,36,102,0.353,18,24,0.75,27,58,37,90,0,"",0
"100","radovfr01",1962,"Frank Radovich",23,"PHW","",37,175,37,93,0.398,13,26,0.5,51,4,27,87,0,"",0
"101","noblech01",1962,"Chuck Noble",30,"DET","SG",26,361,32,113,0.283,8,15,0.533,43,63,55,72,0,"",0
"102","yateswa01",1962,"Wayne Yates",24,"LAL","C",37,263,31,105,0.295,10,22,0.455,94,16,72,72,0,"",0
"103","arcenst01",1962,"Stacey Arceneaux",25,"STL","",7,110,22,56,0.393,6,13,0.462,32,4,10,50,0,"",0
"104","mccarjo01",1962,"Johnny McCarthy",27,"STL","PG",15,333,18,73,0.247,12,27,0.444,56,70,50,48,0,"",0
"105","smithbi01",1962,"Bill Smith",22,"NYK","",9,83,8,33,0.242,7,8,0.875,16,7,6,23,0,"",0
"106","burtoed01",1962,"Ed Burton",22,"NYK","",8,28,7,14,0.5,1,4,0.25,5,1,3,15,0,"",0
"107","darroji01",1962,"Jimmy Darrow",24,"STL","",5,34,3,15,0.2,6,7,0.857,7,6,9,12,0,"",0
"108","kistldo01",1962,"Doug Kistler",23,"NYK","",5,13,3,6,0.5,2,4,0.5,1,0,2,8,0,"",0
"109","osborch01",1962,"Chuck Osborne",23,"SYR","PF",4,21,1,8,0.125,3,4,0.75,9,1,3,5,0,"",0
"110","bonsage01",1962,"George Bon Salle",26,"CHP","PF",3,9,2,8,0.25,0,0,NA,2,0,0,4,0,"",0
"111","hornro01",1962,"Ron Horn",23,"STL","SF",3,25,1,12,0.083,1,2,0.5,6,1,4,3,0,"",0
"112","eichhdi01",1962,"Rich Eichhorst",28,"STL","",1,10,1,2,0.5,0,0,NA,1,3,1,2,0,"",0
"113","smithbo01",1962,"Bobby Smith",24,"LAL","",3,7,0,1,0,0,0,NA,0,0,1,0,0,"",0
"114","bayloel01",1962,"Elgin Baylor",27,"LAL","SF",13,571,186,425,0.438,130,168,0.774,230,47,45,502,0,NA,1
"115","chambwi01",1962,"Wilt Chamberlain",25,"PHW","C",12,576,162,347,0.467,96,151,0.636,319,37,27,420,0,NA,1
"116","westje01",1962,"Jerry West",23,"LAL","PG",13,557,144,310,0.465,121,150,0.807,88,57,38,409,0,NA,1
