"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"1","duranke01",2012,"Kevin Durant",23,"OKC","SF",66,66,2546,643,1297,0.496,133,344,0.387,510,953,0.535,0.547,431,501,0.86,40,487,527,231,88,77,248,133,1850,"MVP-2,AS,NBA1"
"2","jamesle01",2012,"LeBron James",27,"MIA","SF",62,62,2326,621,1169,0.531,54,149,0.362,567,1020,0.556,0.554,387,502,0.771,94,398,492,387,115,50,213,96,1683,"MVP-1,DPOY-4,AS,NBA1"
"3","bryanko01",2012,"Kobe Bryant",33,"LAL","SG",58,58,2232,574,1336,0.43,87,287,0.303,487,1049,0.464,0.462,381,451,0.845,66,247,313,264,69,18,204,105,1616,"MVP-4,AS,NBA1"
"4","westbru01",2012,"Russell Westbrook",23,"OKC","PG",66,66,2331,578,1266,0.457,62,196,0.316,516,1070,0.482,0.481,340,413,0.823,96,205,301,362,112,21,239,147,1558,"MVP-12,DPOY-18,AS,NBA2"
"5","loveke01",2012,"Kevin Love",23,"MIN","PF",55,55,2145,474,1059,0.448,105,282,0.372,369,777,0.475,0.497,379,460,0.824,226,508,734,111,47,28,128,152,1432,"MVP-6,AS,NBA2"
"6","griffbl01",2012,"Blake Griffin",22,"LAC","PF",66,66,2392,561,1022,0.549,2,16,0.125,559,1006,0.556,0.55,244,468,0.521,218,499,717,210,54,48,150,216,1368,"AS,NBA2"
"7","nowitdi01",2012,"Dirk Nowitzki",33,"DAL","PF",62,62,2079,473,1034,0.457,78,212,0.368,395,822,0.481,0.495,318,355,0.896,46,372,418,136,42,30,117,129,1342,"MVP-12,AS,NBA3"
"8","jennibr01",2012,"Brandon Jennings",22,"MIL","PG",66,66,2331,469,1121,0.418,129,388,0.332,340,733,0.464,0.476,193,239,0.808,49,177,226,365,104,22,146,114,1260,""
"9","anthoca01",2012,"Carmelo Anthony",27,"NYK","SF",55,55,1876,441,1025,0.43,68,203,0.335,373,822,0.454,0.463,295,367,0.804,88,256,344,200,62,24,144,156,1245,"AS,NBA3"
"10","smithjo03",2012,"Josh Smith",26,"ATL","PF",66,66,2329,504,1101,0.458,28,109,0.257,476,992,0.48,0.47,203,322,0.63,136,496,632,257,93,115,164,172,1239,"DPOY-10"
"11","gayru01",2012,"Rudy Gay",25,"MEM","SF",65,65,2422,485,1067,0.455,54,173,0.312,431,894,0.482,0.48,208,263,0.791,130,287,417,147,95,55,161,138,1232,""
"12","aldrila01",2012,"LaMarcus Aldridge",26,"POR","PF",55,55,1994,483,943,0.512,2,11,0.182,481,932,0.516,0.513,223,274,0.814,150,292,442,134,51,45,111,153,1191,"AS"
"13","paulch01",2012,"Chris Paul",26,"LAC","PG",60,60,2181,425,890,0.478,79,213,0.371,346,677,0.511,0.522,260,302,0.861,42,171,213,543,152,4,124,138,1189,"MVP-3,DPOY-12,AS,NBA1"
"14","piercpa01",2012,"Paul Pierce",34,"BOS","SF",61,61,2075,394,890,0.443,100,273,0.366,294,617,0.476,0.499,293,344,0.852,37,280,317,274,70,26,173,147,1181,"AS"
"15","ellismo01",2012,"Monta Ellis",26,"2TM","SG",58,58,2120,450,1040,0.433,62,201,0.308,388,839,0.462,0.463,219,275,0.796,20,180,200,346,85,18,177,136,1181,""
"16","jeffeal01",2012,"Al Jefferson",27,"UTA","C",61,61,2075,516,1048,0.492,1,4,0.25,515,1044,0.493,0.493,137,177,0.774,133,452,585,134,47,101,62,155,1170,""
"17","couside01",2012,"DeMarcus Cousins",21,"SAC","C",64,62,1950,448,999,0.448,2,14,0.143,446,985,0.453,0.449,262,373,0.702,265,438,703,102,93,75,170,257,1160,""
"18","grangda01",2012,"Danny Granger",28,"IND","SF",62,62,2062,391,941,0.416,123,323,0.381,268,618,0.434,0.481,254,291,0.873,79,228,307,109,62,40,110,144,1159,""
"19","willide01",2012,"Deron Williams",27,"NJN","PG",55,55,1999,391,961,0.407,115,342,0.336,276,619,0.446,0.467,257,305,0.843,23,160,183,481,67,20,219,121,1154,"AS"
"20","leeda02",2012,"David Lee",28,"GSW","PF",57,57,2121,464,922,0.503,0,5,0,464,917,0.506,0.503,219,280,0.782,171,374,545,162,54,22,149,179,1147,""
"21","gasolpa01",2012,"Pau Gasol",31,"LAL","PF",65,65,2430,459,917,0.501,7,27,0.259,452,890,0.508,0.504,204,261,0.782,183,495,678,237,37,88,142,127,1129,""
"22","johnsjo02",2012,"Joe Johnson",30,"ATL","SG",60,60,2127,423,931,0.454,125,322,0.388,298,609,0.489,0.521,158,186,0.849,53,168,221,232,48,13,116,75,1129,"MVP-15,AS"
