"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"16","davisba01",2004,"Baron Davis",24,"NOH","PG",67,66,2686,554,1402,0.395,187,582,0.321,367,820,0.448,0.462,237,352,0.673,66,221,287,501,158,27,215,178,1532,"MVP-10,AS,NBA3"
"17","jefferi01",2004,"Richard Jefferson",23,"NJN","SF",82,82,3133,555,1115,0.498,48,132,0.364,507,983,0.516,0.519,357,468,0.763,109,355,464,315,92,28,198,224,1515,""
"18","maggeco01",2004,"Corey Maggette",24,"LAC","SF",73,72,2628,453,1013,0.447,76,231,0.329,377,782,0.482,0.485,526,620,0.848,96,334,430,224,65,16,207,217,1508,""
"19","bibbymi01",2004,"Mike Bibby",25,"SAC","PG",82,82,2980,527,1170,0.45,148,378,0.392,379,792,0.479,0.514,304,373,0.815,67,210,277,444,112,18,175,146,1506,""
"20","mariosh01",2004,"Shawn Marion",25,"PHO","SF",79,79,3217,590,1341,0.44,90,265,0.34,500,1076,0.465,0.474,228,268,0.851,212,525,737,214,167,104,156,203,1498,""
"21","richaja01",2004,"Jason Richardson",23,"GSW","SG",78,78,2936,563,1284,0.438,77,273,0.282,486,1011,0.481,0.468,258,377,0.684,124,400,524,226,86,41,196,182,1461,""
"22","jacksst02",2004,"Stephen Jackson",25,"ATL","SF",80,78,2940,536,1261,0.425,145,427,0.34,391,834,0.469,0.483,233,297,0.785,97,273,370,244,142,20,223,216,1450,""
"23","onealsh01",2004,"Shaquille O'Neal",31,"LAL","C",67,67,2464,554,948,0.584,0,0,NA,554,948,0.584,0.584,331,676,0.49,246,523,769,196,34,166,195,225,1439,"MVP-6,DPOY-10,AS,NBA1"
"24","mingya01",2004,"Yao Ming",23,"HOU","C",82,82,2692,535,1025,0.522,0,2,0,535,1023,0.523,0.522,361,446,0.809,197,538,735,122,22,156,204,273,1431,"MVP-14,AS,NBA3"
"25","lewisra02",2004,"Rashard Lewis",24,"SEA","SF",80,80,2931,535,1229,0.435,145,386,0.376,390,843,0.463,0.494,206,270,0.763,133,385,518,175,99,54,135,233,1421,""
"26","jonesed02",2004,"Eddie Jones",32,"MIA","SG",81,81,2998,473,1156,0.409,177,479,0.37,296,677,0.437,0.486,278,333,0.835,38,270,308,258,92,34,129,226,1401,""
"27","abdursh01",2004,"Shareef Abdur-Rahim",27,"2TM","PF",85,56,2684,501,1054,0.475,9,34,0.265,492,1020,0.482,0.48,373,429,0.869,189,450,639,174,68,37,184,222,1384,""
"28","crawfja01",2004,"Jamal Crawford",23,"CHI","SG",80,73,2811,509,1318,0.386,165,521,0.317,344,797,0.432,0.449,200,240,0.833,46,237,283,405,111,29,193,161,1383,""
"29","gasolpa01",2004,"Pau Gasol",23,"MEM","PF",78,78,2458,506,1049,0.482,4,15,0.267,502,1034,0.485,0.484,365,511,0.714,206,394,600,198,44,132,187,185,1381,""
"30","brandel01",2004,"Elton Brand",24,"LAC","PF",69,68,2670,484,982,0.493,0,1,0,484,981,0.493,0.493,411,532,0.773,269,445,714,227,64,154,193,229,1379,""
"31","howarju01",2004,"Juwan Howard",30,"ORL","PF",81,77,2877,529,1169,0.453,0,1,0,529,1168,0.453,0.453,318,393,0.809,171,399,570,158,54,22,178,284,1376,""
"32","hamilri01",2004,"Richard Hamilton",25,"DET","SG",78,78,2772,530,1166,0.455,18,68,0.265,512,1098,0.466,0.462,297,342,0.868,78,201,279,310,103,17,210,222,1375,""
"33","sprewla01",2004,"Latrell Sprewell",33,"MIN","SF",82,82,3100,518,1266,0.409,99,299,0.331,419,967,0.433,0.448,240,295,0.814,56,254,310,286,88,21,158,101,1375,""
"34","odomla01",2004,"Lamar Odom",24,"MIA","PF",80,80,3003,485,1127,0.43,61,205,0.298,424,922,0.46,0.457,340,458,0.742,160,616,776,327,85,71,236,273,1371,""
"35","johnsjo02",2004,"Joe Johnson",22,"PHO","SG",82,77,3331,555,1291,0.43,83,272,0.305,472,1019,0.463,0.462,174,232,0.75,80,305,385,362,93,26,199,177,1367,""
"36","terryja01",2004,"Jason Terry",26,"ATL","PG",81,78,3018,499,1196,0.417,146,421,0.347,353,775,0.455,0.478,215,260,0.827,49,287,336,437,124,16,229,192,1359,""
"37","finlemi01",2004,"Michael Finley",30,"DAL","SG",72,72,2778,514,1159,0.443,150,370,0.405,364,789,0.461,0.508,164,193,0.85,78,247,325,212,84,39,83,118,1342,""
"38","artesro01",2004,"Metta World Peace",24,"IND","SF",73,71,2714,468,1112,0.421,75,242,0.31,393,870,0.452,0.455,322,439,0.733,100,285,385,272,152,50,202,194,1333,"DPOY-1,AS,NBA3"
"39","billuch01",2004,"Chauncey Billups",27,"DET","PG",78,78,2758,392,996,0.394,130,335,0.388,262,661,0.396,0.459,404,460,0.878,35,241,276,446,84,8,189,177,1318,""
"40","francst01",2004,"Steve Francis",26,"HOU","PG",79,79,3194,450,1117,0.403,73,250,0.292,377,867,0.435,0.436,337,435,0.775,116,317,433,493,139,35,294,257,1310,"AS"
"41","allenra02",2004,"Ray Allen",28,"SEA","SG",56,56,2152,447,1017,0.44,148,378,0.392,299,639,0.468,0.512,245,271,0.904,69,217,286,268,71,11,156,132,1287,"AS"
"42","kirilan01",2004,"Andrei Kirilenko",22,"UTA","PF",78,78,2895,412,931,0.443,68,201,0.338,344,730,0.471,0.479,392,496,0.79,226,403,629,244,150,215,215,174,1284,"MVP-13,DPOY-5,AS"
"43","iversal01",2004,"Allen Iverson",28,"PHI","SG",48,47,2040,435,1125,0.387,57,199,0.286,378,926,0.408,0.412,339,455,0.745,34,144,178,324,115,5,209,87,1266,"AS"
"44","moblecu01",2004,"Cuttino Mobley",28,"HOU","SG",80,80,3229,460,1081,0.426,164,420,0.39,296,661,0.448,0.501,176,217,0.811,40,322,362,258,107,33,180,179,1260,""
"45","ilgauzy01",2004,"Zydrunas Ilgauskas",28,"CLE","C",81,81,2539,466,965,0.483,2,7,0.286,464,958,0.484,0.484,303,406,0.746,279,374,653,109,39,201,163,277,1237,""
"46","millean02",2004,"Andre Miller",27,"DEN","PG",82,82,2838,430,941,0.457,12,65,0.185,418,876,0.477,0.463,342,411,0.832,127,239,366,501,142,25,215,194,1214,""
"47","jamisan01",2004,"Antawn Jamison",27,"DAL","SF",82,2,2376,488,913,0.535,16,40,0.4,472,873,0.541,0.543,220,294,0.748,233,287,520,70,83,30,81,174,1212,"6MOY-1"
"48","marshdo01",2004,"Donyell Marshall",30,"2TM","PF",82,74,2988,470,1020,0.461,131,325,0.403,339,695,0.488,0.525,134,182,0.736,210,598,808,122,93,124,117,247,1205,""
"49","paytoga01",2004,"Gary Payton",35,"LAL","PG",82,82,2825,482,1024,0.471,55,165,0.333,427,859,0.497,0.498,180,252,0.714,72,270,342,449,96,19,151,169,1199,""
"50","masonde01",2004,"Desmond Mason",26,"MIL","SF",82,31,2534,409,867,0.472,9,39,0.231,400,828,0.483,0.477,356,463,0.769,93,266,359,152,60,24,148,191,1183,"6MOY-6"
"51","boozeca01",2004,"Carlos Boozer",22,"CLE","PF",75,75,2592,471,900,0.523,1,6,0.167,470,894,0.526,0.524,219,285,0.768,230,627,857,148,74,55,134,199,1162,""
"52","vanhoke01",2004,"Keith Van Horn",28,"2TM","SF",72,62,2340,410,903,0.454,93,233,0.399,317,670,0.473,0.506,249,290,0.859,149,352,501,120,68,33,169,215,1162,""
"53","walkean02",2004,"Antoine Walker",27,"DAL","PF",82,82,2840,483,1129,0.428,82,305,0.269,401,824,0.487,0.464,103,186,0.554,198,486,684,369,65,65,202,212,1151,""
"54","hughela01",2004,"Larry Hughes",25,"WAS","SG",61,61,2061,401,1009,0.397,79,232,0.341,322,777,0.414,0.437,267,335,0.797,96,230,326,148,95,26,152,147,1148,""
"55","davisri01",2004,"Ricky Davis",24,"2TM","SF",79,27,2474,446,950,0.469,52,140,0.371,394,810,0.486,0.497,196,273,0.718,77,281,358,259,96,22,189,171,1140,"6MOY-14"
"56","stoudam01",2004,"Amar'e Stoudemire",21,"PHO","PF",55,53,2025,411,865,0.475,1,5,0.2,410,860,0.477,0.476,310,435,0.713,157,339,496,78,64,89,177,188,1133,""
"57","nashst01",2004,"Steve Nash",29,"DAL","PG",78,78,2612,397,845,0.47,104,257,0.405,293,588,0.498,0.531,230,251,0.916,59,173,232,687,67,8,209,139,1128,""
"58","poseyja01",2004,"James Posey",27,"MEM","SG",82,82,2451,368,770,0.478,112,290,0.386,256,480,0.533,0.551,278,335,0.83,92,311,403,122,137,40,112,248,1126,"DPOY-10"
"59","richaqu01",2004,"Quentin Richardson",23,"LAC","SG",65,64,2338,425,1068,0.398,120,341,0.352,305,727,0.42,0.454,151,204,0.74,146,268,414,139,67,19,141,130,1121,""
"60","magloja01",2004,"Jamaal Magloire",25,"NOH","C",82,82,2777,383,809,0.473,0,1,0,383,808,0.474,0.473,353,470,0.751,268,579,847,86,43,101,201,278,1119,"AS"
"61","parketo01",2004,"Tony Parker",21,"SAS","PG",75,75,2577,423,946,0.447,62,199,0.312,361,747,0.483,0.48,191,272,0.702,43,194,237,411,61,7,179,148,1099,""
"62","stoudda01",2004,"Damon Stoudamire",30,"POR","PG",82,82,3118,408,1018,0.401,156,427,0.365,252,591,0.426,0.477,127,145,0.876,52,256,308,500,99,9,180,173,1099,""
"63","wallara01",2004,"Rasheed Wallace",29,"3TM","PF",68,66,2390,425,974,0.436,82,248,0.331,343,726,0.472,0.478,156,212,0.736,102,357,459,156,61,122,119,190,1088,""
"64","martike01",2004,"Kenyon Martin",26,"NJN","PF",65,62,2252,439,900,0.488,7,25,0.28,432,875,0.494,0.492,201,294,0.684,133,484,617,160,95,82,168,230,1086,"DPOY-9,AS"
"65","arenagi01",2004,"Gilbert Arenas",22,"WAS","PG",55,52,2066,358,914,0.392,125,333,0.375,233,581,0.401,0.46,237,317,0.748,55,199,254,275,103,12,226,176,1078,""
"66","kittlke01",2004,"Kerry Kittles",29,"NJN","SG",82,82,2842,434,959,0.453,97,276,0.351,337,683,0.493,0.503,107,136,0.787,56,271,327,206,125,40,95,144,1072,""
"67","curryed01",2004,"Eddy Curry",21,"CHI","PF",73,63,2154,417,840,0.496,1,1,1,416,839,0.496,0.497,235,350,0.671,143,308,451,68,24,83,177,258,1070,""
"68","harrial01",2004,"Al Harrington",23,"IND","PF",79,15,2441,421,909,0.463,21,77,0.273,400,832,0.481,0.475,185,252,0.734,163,345,508,131,80,22,163,250,1048,"6MOY-2"
"69","lenarvo01",2004,"Voshon Lenard",30,"DEN","SG",73,70,2233,394,933,0.422,106,289,0.367,288,644,0.447,0.479,144,182,0.791,46,154,200,151,61,12,101,177,1038,""
"70","kiddja01",2004,"Jason Kidd",30,"NJN","PG",67,66,2450,368,959,0.384,94,293,0.321,274,666,0.411,0.433,206,249,0.827,85,343,428,618,122,14,214,110,1036,"MVP-8,AS,NBA1"
"71","jacksji01",2004,"Jim Jackson",33,"HOU","SF",80,80,3119,382,900,0.424,162,405,0.4,220,495,0.444,0.514,107,127,0.843,52,435,487,226,86,23,175,227,1033,""
"72","roseja01",2004,"Jalen Rose",31,"2TM","SF",66,64,2497,383,952,0.402,69,202,0.342,314,750,0.419,0.439,187,231,0.81,34,232,266,329,51,22,208,184,1022,""
"73","millebr01",2004,"Brad Miller",27,"SAC","PF",72,53,2621,373,731,0.51,12,38,0.316,361,693,0.521,0.518,256,329,0.778,191,552,743,312,68,86,144,247,1014,"AS"
"74","murraro01",2004,"Ronald Murray",24,"SEA","PG",82,18,2021,389,915,0.425,67,229,0.293,322,686,0.469,0.462,168,235,0.715,45,159,204,205,81,28,149,158,1013,""
"75","thomake01",2004,"Kenny Thomas",26,"PHI","PF",74,72,2699,381,813,0.469,1,5,0.2,380,808,0.47,0.469,243,323,0.752,261,489,750,111,82,33,172,219,1006,""
"76","wadedw01",2004,"Dwyane Wade",22,"MIA","PG",61,56,2126,371,798,0.465,16,53,0.302,355,745,0.477,0.475,233,312,0.747,85,162,247,275,86,34,196,140,991,"ROY-3"
"77","ginobma01",2004,"Manu Ginóbili",26,"SAS","SG",77,38,2260,330,789,0.418,88,245,0.359,242,544,0.445,0.474,239,298,0.802,86,258,344,291,136,16,161,181,987,"6MOY-3"
"78","thomati01",2004,"Tim Thomas",26,"2TM","SF",66,65,2089,363,813,0.446,73,194,0.376,290,619,0.468,0.491,171,218,0.784,64,256,320,124,64,20,116,196,970,""
"79","robincl02",2004,"Clifford Robinson",37,"GSW","PF",82,82,2846,366,945,0.387,112,314,0.357,254,631,0.403,0.447,123,173,0.711,54,268,322,271,68,73,173,237,967,"DPOY-8"
"80","radmavl01",2004,"Vladimir Radmanovic",23,"SEA","PF",77,38,2321,345,812,0.425,140,377,0.371,205,435,0.471,0.511,95,127,0.748,104,302,406,142,80,42,109,187,925,"6MOY-15"
"81","houstal01",2004,"Allan Houston",32,"NYK","SG",50,50,1799,340,781,0.435,87,202,0.431,253,579,0.437,0.491,157,172,0.913,20,101,121,99,38,2,102,105,924,""
"82","bellra01",2004,"Raja Bell",27,"UTA","SG",82,4,2020,329,805,0.409,62,166,0.373,267,639,0.418,0.447,195,248,0.786,60,181,241,107,63,13,111,262,915,"6MOY-9"
"83","hinriki01",2004,"Kirk Hinrich",23,"CHI","PG",76,66,2706,318,823,0.386,144,369,0.39,174,454,0.383,0.474,135,168,0.804,42,217,259,517,101,21,204,276,915,"ROY-4"
"84","goodedr01",2004,"Drew Gooden",22,"ORL","PF",79,17,2134,369,829,0.445,9,42,0.214,360,787,0.457,0.451,167,262,0.637,160,356,516,89,62,72,126,196,914,""
"85","dampier01",2004,"Erick Dampier",28,"GSW","C",74,74,2403,348,650,0.535,0,2,0,348,648,0.537,0.535,217,332,0.654,344,543,887,60,33,137,131,227,913,""
"86","stevede01",2004,"DeShawn Stevenson",22,"2TM","SF",80,78,2444,376,871,0.432,19,71,0.268,357,800,0.446,0.443,138,204,0.676,79,219,298,158,52,17,120,140,909,""
"87","hilarne01",2004,"Nenê",21,"DEN","PF",77,77,2504,334,630,0.53,0,2,0,334,628,0.532,0.53,240,352,0.682,154,349,503,168,116,41,183,280,908,""
"88","arroyca01",2004,"Carlos Arroyo",24,"UTA","PG",71,71,2008,339,768,0.441,38,117,0.325,301,651,0.462,0.466,181,225,0.804,41,144,185,355,63,5,156,165,897,""
"89","thomaku01",2004,"Kurt Thomas",31,"NYK","PF",80,75,2548,392,829,0.473,0,3,0,392,826,0.475,0.473,106,127,0.835,145,517,662,149,56,80,132,298,890,""
"90","wellsbo01",2004,"Bonzi Wells",27,"2TM","SG",72,27,1872,363,850,0.427,22,69,0.319,341,781,0.437,0.44,138,183,0.754,78,182,260,139,91,19,161,197,886,"6MOY-12"
"91","dunlemi02",2004,"Mike Dunleavy",23,"GSW","SF",75,69,2336,323,720,0.449,94,254,0.37,229,466,0.491,0.514,137,185,0.741,87,355,442,220,68,13,143,169,877,""
"92","tayloma01",2004,"Maurice Taylor",27,"HOU","PF",75,10,2081,367,765,0.48,0,2,0,367,763,0.481,0.48,128,174,0.736,131,253,384,107,43,47,149,253,862,"6MOY-10"
"93","boshch01",2004,"Chris Bosh",19,"TOR","C",75,63,2510,327,712,0.459,5,14,0.357,322,698,0.461,0.463,202,288,0.701,191,366,557,78,59,106,107,215,861,"ROY-5"
"94","milesda01",2004,"Darius Miles",22,"2TM","SF",79,56,2079,365,753,0.485,7,40,0.175,358,713,0.502,0.489,124,193,0.642,112,247,359,162,67,61,130,168,861,""
"95","wesleda01",2004,"David Wesley",33,"NOH","SG",61,60,2001,311,800,0.389,92,285,0.323,219,515,0.425,0.446,137,182,0.753,28,106,134,175,71,14,100,147,851,""
"96","snower01",2004,"Eric Snow",30,"PHI","PG",82,82,2966,295,715,0.413,2,18,0.111,293,697,0.42,0.414,252,316,0.797,62,219,281,563,97,6,187,213,844,""
"97","blounma01",2004,"Mark Blount",28,"BOS","C",82,73,2402,342,604,0.566,0,0,NA,342,604,0.566,0.566,159,221,0.719,207,382,589,75,80,106,150,253,843,""
"98","princta01",2004,"Tayshaun Prince",23,"DET","SF",82,80,2701,338,723,0.467,57,157,0.363,281,566,0.496,0.507,108,141,0.766,93,297,390,191,63,69,119,149,841,""
"99","armstda01",2004,"Darrell Armstrong",35,"NOH","PG",79,22,2247,291,736,0.395,135,429,0.315,156,307,0.508,0.487,123,144,0.854,63,163,226,311,133,16,155,148,840,"6MOY-13"
"100","boykiea01",2004,"Earl Boykins",27,"DEN","SG",82,3,1849,321,766,0.419,55,171,0.322,266,595,0.447,0.455,142,162,0.877,42,101,143,295,51,3,100,84,839,"6MOY-5"
"101","alstora01",2004,"Rafer Alston",27,"MIA","PG",82,28,2581,287,764,0.376,161,434,0.371,126,330,0.382,0.481,103,134,0.769,26,200,226,372,114,18,128,212,838,"6MOY-7"
"102","brownpj01",2004,"P.J. Brown",34,"NOH","PF",80,80,2753,339,712,0.476,0,1,0,339,711,0.477,0.476,158,185,0.854,237,453,690,155,78,73,101,203,836,""
"103","chrisdo01",2004,"Doug Christie",33,"SAC","SG",82,82,2780,317,688,0.461,49,142,0.345,268,546,0.491,0.496,148,172,0.86,69,260,329,347,151,41,155,186,831,""
"104","smithjo02",2004,"Joe Smith",28,"MIL","PF",76,76,2254,311,708,0.439,1,5,0.2,310,703,0.441,0.44,207,241,0.859,230,413,643,78,47,94,82,209,830,""
"105","mcinnje01",2004,"Jeff McInnis",29,"2TM","PG",70,57,2365,334,747,0.447,46,127,0.362,288,620,0.465,0.478,114,143,0.797,33,143,176,430,72,6,120,163,828,""
"106","giricgo01",2004,"Gordan Giricek",26,"2TM","SF",73,43,2041,316,724,0.436,60,152,0.395,256,572,0.448,0.478,135,158,0.854,51,175,226,122,56,15,103,144,827,""
"107","brownkw01",2004,"Kwame Brown",21,"WAS","PF",74,57,2239,288,589,0.489,1,2,0.5,287,587,0.489,0.49,228,334,0.683,178,372,550,112,66,52,140,144,805,""
"108","divacvl01",2004,"Vlade Divac",35,"SAC","C",81,81,2317,314,668,0.47,2,13,0.154,312,655,0.476,0.472,170,260,0.654,136,327,463,432,57,77,173,222,800,""
"109","millere01",2004,"Reggie Miller",38,"IND","SG",80,80,2254,260,594,0.438,134,334,0.401,126,260,0.485,0.551,146,165,0.885,18,170,188,249,65,11,68,96,800,""
"110","luety01",2004,"Tyronn Lue",26,"ORL","PG",76,69,2332,309,714,0.433,80,209,0.383,229,505,0.453,0.489,101,131,0.771,26,161,187,317,61,5,124,185,799,""
"111","willija02",2004,"Jason Williams",28,"MEM","PG",72,68,2115,290,713,0.407,120,364,0.33,170,349,0.487,0.491,82,98,0.837,25,122,147,492,92,5,136,97,782,""
"112","wallabe01",2004,"Ben Wallace",29,"DET","C",81,81,3050,315,748,0.421,1,8,0.125,314,740,0.424,0.422,142,290,0.49,324,682,1006,138,143,246,123,162,773,"MVP-7,DPOY-2,AS,NBA2"
"113","jamesmi01",2004,"Mike James",28,"2TM","PG",81,55,2196,272,657,0.414,106,281,0.377,166,376,0.441,0.495,103,127,0.811,28,206,234,339,96,3,124,156,753,""
"114","willico02",2004,"Corliss Williamson",30,"DET","PF",79,0,1574,304,602,0.505,0,0,NA,304,602,0.505,0.505,144,197,0.731,88,168,256,57,30,20,113,204,752,"6MOY-10"
"115","welscji01",2004,"Jirí Welsch",24,"BOS","SG",81,68,2179,262,612,0.428,69,181,0.381,193,431,0.448,0.484,153,206,0.743,60,236,296,183,101,7,129,176,746,""
"116","turkohe01",2004,"Hedo Türkoglu",24,"SAS","SF",80,44,2073,262,645,0.406,101,241,0.419,161,404,0.399,0.484,114,161,0.708,52,306,358,154,80,32,94,165,739,""
"117","cardibr01",2004,"Brian Cardinal",26,"GSW","PF",76,11,1634,220,466,0.472,55,124,0.444,165,342,0.482,0.531,238,271,0.878,100,217,317,103,66,20,84,206,733,""
"118","swiftst01",2004,"Stromile Swift",24,"MEM","PF",77,10,1528,268,571,0.469,1,4,0.25,267,567,0.471,0.47,190,262,0.725,141,237,378,38,56,118,88,188,727,""
"119","millemi01",2004,"Mike Miller",23,"MEM","SF",65,65,1770,270,616,0.438,80,215,0.372,190,401,0.474,0.503,102,141,0.723,42,174,216,232,59,14,107,162,722,""
"120","willier01",2004,"Eric Williams",31,"2TM","SF",71,36,1886,231,598,0.386,35,127,0.276,196,471,0.416,0.416,215,283,0.76,65,221,286,120,70,9,88,180,712,""
"121","nestera01",2004,"Rasho Nesterovic",27,"SAS","C",82,82,2353,328,700,0.469,0,0,NA,328,700,0.469,0.469,54,114,0.474,257,376,633,114,51,165,107,247,710,""
"122","davisan01",2004,"Antonio Davis",35,"2TM","C",80,79,2570,266,660,0.403,0,0,NA,266,660,0.403,0.403,176,230,0.765,207,464,671,137,37,65,114,206,708,""
"123","thomaet01",2004,"Etan Thomas",25,"WAS","C",79,15,1901,257,526,0.489,0,0,NA,257,526,0.489,0.489,191,295,0.647,183,345,528,68,36,123,113,219,705,""
"124","hardaan01",2004,"Anfernee Hardaway",32,"2TM","SG",76,14,2095,279,679,0.411,30,79,0.38,249,600,0.415,0.433,111,138,0.804,69,218,287,176,70,20,107,146,699,""
"125","robingl01",2004,"Glenn Robinson",31,"PHI","SF",42,42,1336,275,614,0.448,34,100,0.34,241,514,0.469,0.476,114,137,0.832,46,143,189,57,42,9,106,96,698,""
"126","anderde01",2004,"Derek Anderson",29,"POR","SG",51,46,1810,230,612,0.376,79,259,0.305,151,353,0.428,0.44,155,188,0.824,26,156,182,228,66,3,90,79,694,""
"127","jacksbo01",2004,"Bobby Jackson",30,"SAC","SG",50,0,1185,263,592,0.444,81,219,0.37,182,373,0.488,0.513,82,109,0.752,55,119,174,105,49,8,63,106,689,"6MOY-4"
"128","mckieaa01",2004,"Aaron McKie",31,"PHI","SF",75,41,2112,265,577,0.459,75,172,0.436,190,405,0.469,0.524,84,111,0.757,45,208,253,195,85,23,103,142,689,""
"129","okurme01",2004,"Mehmet Okur",24,"DET","PF",71,33,1580,251,542,0.463,18,48,0.375,233,494,0.472,0.48,162,209,0.775,160,261,421,69,36,63,101,138,682,""
"130","petermo01",2004,"Morris Peterson",26,"TOR","SF",82,29,2148,238,587,0.405,126,340,0.371,112,247,0.453,0.513,76,94,0.809,35,226,261,113,88,14,69,206,678,""
"131","hayesja01",2004,"Jarvis Hayes",22,"WAS","SF",70,42,2044,278,695,0.4,40,131,0.305,238,564,0.422,0.429,77,98,0.786,71,193,264,106,71,11,110,157,673,""
"132","ratlith01",2004,"Theo Ratliff",30,"2TM","C",85,83,2664,266,549,0.485,0,0,NA,266,549,0.485,0.485,140,217,0.645,195,419,614,71,54,307,120,300,672,"DPOY-3"
"133","battish01",2004,"Shane Battier",25,"MEM","SF",79,1,1947,242,543,0.446,65,186,0.349,177,357,0.496,0.506,120,164,0.732,102,201,303,101,101,58,56,187,669,"6MOY-8"
"134","dixonju01",2004,"Juan Dixon",25,"WAS","SG",71,16,1478,247,637,0.388,59,198,0.298,188,439,0.428,0.434,111,139,0.799,30,118,148,137,82,4,104,111,664,""
"135","grantbr01",2004,"Brian Grant",31,"MIA","C",76,76,2303,289,613,0.471,0,1,0,289,612,0.472,0.471,86,110,0.782,174,350,524,69,51,35,82,254,664,""
"136","dalemsa01",2004,"Samuel Dalembert",22,"PHI","C",82,53,2197,270,499,0.541,0,1,0,270,498,0.542,0.541,112,174,0.644,194,432,626,21,44,189,86,273,652,""
"137","andersh01",2004,"Shandon Anderson",30,"NYK","SG",80,37,1974,238,564,0.422,36,128,0.281,202,436,0.463,0.454,123,161,0.764,53,169,222,122,68,17,118,182,635,""
"138","barrybr01",2004,"Brent Barry",32,"SEA","SG",59,53,1803,215,427,0.504,114,252,0.452,101,175,0.577,0.637,91,110,0.827,21,183,204,342,85,16,139,121,635,""
"139","claxtsp01",2004,"Speedy Claxton",25,"GSW","PG",60,29,1595,224,524,0.427,4,22,0.182,220,502,0.438,0.431,182,224,0.813,38,118,156,267,97,9,102,146,634,""
"140","butleca01",2004,"Caron Butler",23,"MIA","SF",68,56,2030,240,631,0.38,10,42,0.238,230,589,0.39,0.388,133,176,0.756,92,234,326,126,75,13,91,162,623,""
