"","key","Year","Player","Age","Team","Pos","G","GS","MP","FG","FGA","FG.","X3P","X3PA","X3P.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","ORB","DRB","TRB","AST","STL","BLK","TOV","PF","PTS","Awards"
"1","duranke01",2010,"Kevin Durant",21,"OKC","SF",82,82,3239,794,1668,0.476,128,351,0.365,666,1317,0.506,0.514,756,840,0.9,105,518,623,231,112,84,271,171,2472,"MVP-2,AS,NBA1"
"2","jamesle01",2010,"LeBron James",25,"CLE","SF",76,76,2966,768,1528,0.503,129,387,0.333,639,1141,0.56,0.545,593,773,0.767,71,483,554,651,125,77,261,119,2258,"MVP-1,DPOY-4,AS,NBA1"
"3","wadedw01",2010,"Dwyane Wade",28,"MIA","SG",77,77,2792,719,1511,0.476,73,243,0.3,646,1268,0.509,0.5,534,702,0.761,107,266,373,501,142,82,252,181,2045,"MVP-5,DPOY-10,AS,NBA1"
"4","nowitdi01",2010,"Dirk Nowitzki",31,"DAL","PF",81,80,3039,720,1496,0.481,51,121,0.421,669,1375,0.487,0.498,536,586,0.915,80,540,620,218,70,79,149,208,2027,"MVP-7,AS,NBA2"
"5","bryanko01",2010,"Kobe Bryant",31,"LAL","SG",73,73,2835,716,1569,0.456,99,301,0.329,617,1268,0.487,0.488,439,541,0.811,78,313,391,365,113,20,233,187,1970,"MVP-3,DPOY-12,AS,NBA1"
"6","anthoca01",2010,"Carmelo Anthony",25,"DEN","SF",69,69,2634,688,1502,0.458,59,187,0.316,629,1315,0.478,0.478,508,612,0.83,152,302,454,222,88,30,209,225,1943,"MVP-6,AS,NBA2"
"7","stoudam01",2010,"Amar'e Stoudemire",27,"PHO","PF",82,82,2838,704,1264,0.557,1,6,0.167,703,1258,0.559,0.557,487,632,0.771,230,502,732,82,52,83,213,281,1896,"MVP-10,AS,NBA2"
"8","randoza01",2010,"Zach Randolph",28,"MEM","PF",81,81,3051,652,1336,0.488,15,52,0.288,637,1284,0.496,0.494,362,465,0.778,330,620,950,149,80,34,174,226,1681,"AS"
"9","boshch01",2010,"Chris Bosh",25,"TOR","C",70,70,2526,600,1158,0.518,8,22,0.364,592,1136,0.521,0.522,470,590,0.797,205,554,759,166,43,68,169,170,1678,"MVP-12,AS"
"10","jacksst02",2010,"Stephen Jackson",31,"2TM","SG",81,81,3129,600,1418,0.423,129,393,0.328,471,1025,0.46,0.469,338,434,0.779,78,323,401,300,132,43,259,197,1667,"MVP-12"
