"","key","Year","Player","Age","Team","Pos","G","MP","FG","FGA","FG.","FT","FTA","FT.","TRB","AST","PF","PTS","Trp.Dbl","Awards","Playoffs"
"1","arizipa01",1957,"Paul Arizin",28,"PHW","SF",71,2767,613,1451,0.422,591,713,0.829,561,150,274,1817,0,"MVP-3,AS,NBA1",0
"2","pettibo01",1957,"Bob Pettit",24,"STL","C",71,2491,613,1477,0.415,529,684,0.773,1037,133,181,1755,0,"MVP-2,AS,NBA1",0
"3","schaydo01",1957,"Dolph Schayes",28,"SYR","PF",72,2851,496,1308,0.379,625,691,0.904,1008,229,219,1617,0,"MVP-4,AS,NBA1",0
"4","johnsne01",1957,"Neil Johnston",27,"PHW","C",69,2531,520,1163,0.447,535,648,0.826,855,203,231,1575,1,"AS,NBA2",0
"5","yardlge01",1957,"George Yardley",28,"FTW","SF",72,2691,522,1273,0.41,503,639,0.787,755,147,231,1547,0,"MVP-5,AS,NBA2",0
"6","lovelcl01",1957,"Clyde Lovellette",27,"MNL","C",69,2492,574,1348,0.426,286,399,0.717,932,139,251,1434,0,"AS",0
"7","sharmbi01",1957,"Bill Sharman",30,"BOS","SG",67,2403,516,1241,0.416,381,421,0.905,286,236,188,1413,0,"AS,NBA1",0
"8","cousybo01",1957,"Bob Cousy",28,"BOS","PG",64,2364,478,1264,0.378,363,442,0.821,309,478,134,1319,0,"MVP-1,AS,NBA1",0
"9","macaued01",1957,"Ed Macauley",28,"STL","PF",72,2582,414,987,0.419,359,479,0.749,440,202,206,1187,0,"AS",0
"10","garmadi01",1957,"Dick Garmaker",24,"MNL","SG",72,2406,406,1015,0.4,365,435,0.839,336,190,199,1177,0,"AS,NBA2",0
"11","twymaja01",1957,"Jack Twyman",22,"ROC","SG",72,2338,449,1023,0.439,276,363,0.76,354,123,251,1174,0,"MVP-8,AS",0
"12","heinsto01",1957,"Tom Heinsohn",22,"BOS","PF",72,2150,446,1123,0.397,271,343,0.79,705,117,304,1163,0,"ROY-1,AS",0
"13","stokema01",1957,"Maurice Stokes",23,"ROC","PF",72,2761,434,1249,0.347,256,385,0.665,1256,331,287,1124,2,"MVP-6,AS,NBA2",0
"14","gallaha01",1957,"Harry Gallatin",29,"NYK","PF",72,1943,332,817,0.406,415,519,0.8,725,85,202,1079,0,"MVP-8,AS",0
"15","searske01",1957,"Kenny Sears",23,"NYK","SF",72,2516,343,821,0.418,383,485,0.79,614,101,226,1069,0,"MVP-8",0
"16","grabojo01",1957,"Joe Graboski",27,"PHW","PF",72,2501,390,1118,0.349,252,322,0.783,614,140,244,1032,0,"",0
"17","braunca01",1957,"Carl Braun",29,"NYK","PG",72,2345,378,993,0.381,245,303,0.809,259,256,195,1001,0,"AS",0
"18","mikkeve01",1957,"Vern Mikkelsen",28,"MNL","PF",72,2198,322,854,0.377,342,424,0.807,630,121,312,986,0,"AS",0
"19","conlied01",1957,"Ed Conlin",23,"SYR","SG",71,2250,335,896,0.374,283,368,0.769,430,205,170,953,0,"",0
"20","kerrre01",1957,"Red Kerr",24,"SYR","C",72,2191,333,827,0.403,225,313,0.719,807,90,190,891,1,"",0
"21","hutchme01",1957,"Mel Hutchins",28,"FTW","PF",72,2647,369,953,0.387,152,206,0.738,571,210,182,890,0,"MVP-8,AS",0
"22","felixra01",1957,"Ray Felix",26,"NYK","C",72,1622,295,709,0.416,277,371,0.747,587,36,284,867,0,"MVP-8",0
"23","rickedi01",1957,"Dick Ricketts",23,"ROC","C",72,2114,299,869,0.344,206,297,0.694,437,127,307,804,0,"",0
"24","leonasl01",1957,"Slick Leonard",24,"MNL","PG",72,1943,303,867,0.349,186,241,0.772,220,169,140,792,0,"",0
"25","shuege01",1957,"Gene Shue",25,"FTW","PG",72,2470,273,710,0.385,241,316,0.763,421,238,137,787,0,"",0
"26","cliftna01",1957,"Nat Clifton",34,"NYK","PF",71,2231,308,818,0.377,146,217,0.673,557,164,243,762,0,"AS",0
"27","foustla01",1957,"Larry Foust",28,"FTW","C",61,1533,243,617,0.394,273,380,0.718,555,71,221,759,0,"",0
"28","colemja01",1957,"Jack Coleman",32,"STL","PF",72,2145,316,775,0.408,123,161,0.764,645,159,235,755,0,"",0
"29","loscuji01",1957,"Jim Loscutoff",26,"BOS","SF",70,2220,306,888,0.345,132,187,0.706,730,89,244,744,0,"",0
"30","sharech01",1957,"Chuck Share",29,"STL","C",72,1673,235,535,0.439,269,393,0.684,642,79,269,739,0,"",0
"31","dukeswa01",1957,"Walter Dukes",26,"MNL","C",71,1866,228,626,0.364,264,383,0.689,794,54,273,720,0,"",0
"32","martisl01",1957,"Slater Martin",31,"2TM","PG",66,2401,244,736,0.332,230,291,0.79,288,269,193,718,0,"AS,NBA2",0
"33","naullwi01",1957,"Willie Naulls",22,"2TM","",71,1778,293,820,0.357,132,195,0.677,617,84,186,718,0,"",0
"34","georgja01",1957,"Jack George",28,"PHW","SG",67,2229,253,750,0.337,200,293,0.683,318,307,165,706,0,"AS",0
"35","russebi01",1957,"Bill Russell",22,"BOS","C",48,1695,277,649,0.427,152,309,0.492,943,88,143,706,0,"MVP-7",0
"36","reganri01",1957,"Richie Regan",26,"ROC","PG",71,2100,257,780,0.329,182,235,0.774,205,222,179,696,0,"AS",0
