"","Year","Player","Age","Team","Pos","G","FG","FGA","FG.","X2P","X2PA","X2P.","eFG.","FT","FTA","FT.","TRB","AST","PF","PTS","Awards","GS","MP","X3P","X3PA","X3P.","ORB","DRB","STL","BLK","TOV","X2PAdd","X3PAdd","FTAdd","PTSAdd","valueAdd"
"7881","2008-2009","Mario West (westma02)",24,"ATL","SG",11,2,10,0.2,2,9,0.222,0.2,1,4,0.25,5,2,2,5,"",0,46,0,1,0,0,5,2,0,1,-2.36798960678601,-0.366075346329844,-2.0800312227375,-7.91423647529906,-24.2552970607417
"7882","2008-2009","Renaldo Balkman (balkmre01)",24,"DEN","PF",8,2,6,0.333,2,5,0.4,0.333,0,0,NA,4,1,3,4,"",0,20,0,1,0,2,2,4,0,0,-0.425549781547785,-0.366075346329844,0,-1.9493256020851,-2.38865554398711
"7883","2008-2009","Othello Hunter (hunteot01)",22,"ATL","PF",4,2,3,0.667,2,3,0.667,0.667,0,0,NA,6,0,1,4,"",0,14,0,0,NA,3,3,1,1,0,0.545670131071329,0,0,1.09134026214266,1.72359832420797
"7884","2008-2009","Linton Johnson (johnsli01)",28,"CHI","PF",3,1,2,0.5,1,2,0.5,0.5,2,2,1,4,1,1,4,"",0,10,0,0,NA,2,2,0,0,0,0.0297800873808858,0,0.45998438863125,0.519544563393022,1.90295192712308
"7885","2008-2009","Tarence Kinsey (kinseta01)",24,"CLE","SG",9,1,3,0.333,1,3,0.333,0.333,2,2,1,2,0,2,4,"",0,11,0,0,NA,1,1,1,0,1,-0.456329868928671,0,0.45998438863125,-0.452675349226092,-1.66038415084382
"7886","2008-2009","Sergio Rodríguez (rodrise01)",22,"POR","PG",5,2,6,0.333,2,6,0.333,0.333,0,0,NA,3,7,5,4,"",0,27,0,0,NA,1,2,0,1,2,-0.912659737857343,0,0,-1.82531947571469,-5.28939373616526
"7887","2008-2009","Matt Carroll (carroma01)",28,"DAL","SG",4,1,2,0.5,1,2,0.5,0.5,0,0,NA,2,0,1,2,"",0,14,0,0,NA,0,2,0,0,1,0.0297800873808858,0,0,0.0595601747617716,-6.20781809487505
"7888","2008-2009","Yakhouba Diawara (diawaya01)",26,"MIA","SF",5,1,3,0.333,1,2,0.5,0.333,0,2,0,5,0,2,2,"",0,21,0,1,0,0,5,1,0,0,0.0297800873808858,-0.366075346329844,-1.54001561136875,-2.57868147559651,-10.1233685496436
"7889","2008-2009","Jason Hart (hartja01)",30,"DEN","PG",9,1,2,0.5,1,2,0.5,0.5,0,0,NA,3,5,5,2,"",0,19,0,0,NA,0,3,2,1,1,0.0297800873808858,0,0,0.0595601747617716,-0.726794159807817
"7890","2008-2009","D.J. Mbenga (mbengdj01)",28,"LAL","C",7,1,6,0.167,1,6,0.167,0.167,0,0,NA,3,0,0,2,"",0,16,0,0,NA,0,3,0,2,2,-1.90865973785734,0,0,-3.81731947571468,-10.5115789717224
"7891","2008-2009","Darnell Jackson (jacksda01)",23,"CLE","PF",5,1,5,0.2,1,5,0.2,0.2,0,2,0,5,1,5,2,"",0,25,0,0,NA,0,5,0,0,1,-1.42554978154779,0,-1.54001561136875,-4.39111517446432,-14.9659043910126
"7892","2008-2009","Amir Johnson (johnsam01)",21,"DET","PF",3,1,1,1,1,1,1,1,0,0,NA,3,0,3,2,"",0,13,0,0,NA,1,2,0,1,0,0.514890043690443,0,0,1.02978008738089,-2.35408218916193
"7893","2008-2009","Jamaal Magloire (magloja01)",30,"MIA","C",6,1,3,0.333,1,3,0.333,0.333,0,0,NA,11,1,9,2,"",0,47,0,0,NA,5,6,0,0,3,-0.456329868928671,0,0,-0.912659737857343,-21.9638076324178
"7894","2008-2009","Henry Walker (walkebi01)",21,"BOS","SF",4,0,2,0,0,2,0,0,2,2,1,0,0,2,2,"",0,10,0,0,NA,0,0,2,0,2,-0.970219912619114,0,0.45998438863125,-1.48045543660698,-5.07107246626546
"7895","2008-2009","Michael Ruffin (ruffimi01)",32,"POR","PF",1,0,1,0,0,1,0,0,1,2,0.5,5,0,1,1,"",0,5,0,0,NA,3,2,0,0,1,-0.485109956309557,0,-0.54001561136875,-1.51023552398786,-1.67233192824973
"7896","2008-2009","Ryan Bowen (bowenry01)",33,"NOH","SF",1,0,1,0,0,1,0,0,0,0,NA,0,0,1,0,"",0,2,0,0,NA,0,0,0,0,0,-0.485109956309557,0,0,-0.970219912619114,-2.08834331855081
"7897","2008-2009","Speedy Claxton (claxtsp01)",30,"ATL","PG",1,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,"",0,3,0,0,NA,0,0,0,0,0,0,0,0,0,-1.67718510889754
"7898","2008-2009","Adonal Foyle (foylead01)",33,"ORL","C",2,0,1,0,0,1,0,0,0,0,NA,1,0,1,0,"",0,4,0,0,NA,0,1,0,0,1,-0.485109956309557,0,0,-0.970219912619114,-3.89770890404328
"7899","2008-2009","Aaron Gray (grayaa01)",24,"CHI","C",2,0,2,0,0,2,0,0,0,0,NA,1,0,0,0,"",0,9,0,0,NA,0,1,0,0,1,-0.970219912619114,0,0,-1.94043982523823,-7.66323733149163
"7900","2008-2009","Brevin Knight (knighbr01)",33,"UTA","PG",5,0,3,0,0,3,0,0,0,0,NA,1,3,4,0,"",0,17,0,0,NA,0,1,1,0,3,-1.45532986892867,0,0,-2.91065973785734,-10.7776672047181
"7901","2008-2009","Randolph Morris (morrira01)",23,"ATL","C",3,0,1,0,0,1,0,0,0,0,NA,2,0,2,0,"",0,8,0,0,NA,1,1,1,0,1,-0.485109956309557,0,0,-0.970219912619114,-4.5007436053393
"7902","2008-2009","Dikembe Mutombo (mutomdi01)",42,"HOU","C",2,0,0,NA,0,0,NA,NA,0,2,0,9,0,5,0,"",0,20,0,0,NA,1,8,1,2,0,0,0,-1.54001561136875,-1.54001561136875,-7.69973118943015
"7903","2008-2009","Gabe Pruitt (pruitga01)",22,"BOS","SG",4,0,3,0,0,2,0,0,0,0,NA,0,2,0,0,"",0,11,0,1,0,0,0,0,1,2,-0.970219912619114,-0.366075346329844,0,-3.03866586422776,-8.20087321655386
"7904","2008-2009","Jeremy Richardson (richaje01)",24,"ORL","SF",1,0,1,0,0,1,0,0,0,0,NA,0,0,0,0,"",0,2,0,0,NA,0,0,0,0,1,-0.485109956309557,0,0,-0.970219912619114,-3.03031324955741
"7905","2008-2009","Dorell Wright (wrighdo01)",23,"MIA","SF",1,0,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,"",0,3,0,0,NA,0,0,0,0,0,0,0,0,0,-1.67718510889754
"7906","2009-2010","Kobe Bryant (bryanko01)",31,"LAL","SG",23,234,511,0.458,185,380,0.487,0.506,154,183,0.842,138,126,75,671,"Finals MVP-1",23,923,49,131,0.374,26,112,31,16,79,-1.72043696952538,2.58970590699623,15.2946264346538,19.6228702165918,320.221553379092
"7907","2009-2010","Paul Pierce (piercpa01)",32,"BOS","SF",24,147,336,0.438,107,234,0.457,0.497,117,142,0.824,143,82,80,451,"",24,930,40,102,0.392,20,123,24,14,64,-8.07942697597088,3.85241223292837,9.31196149574231,4.71034424258564,38.2855656004083
"7908","2009-2010","Pau Gasol (gasolpa01)",29,"LAL","C",23,165,306,0.539,165,303,0.545,0.539,120,158,0.759,255,81,63,450,"",23,913,0,3,0,92,163,9,48,44,16.202177890089,-1.06269375785505,0.0911965938541293,29.307471100467,158.36123105271
"7909","2009-2010","Ray Allen (allenra02)",34,"BOS","SG",24,131,304,0.431,75,159,0.472,0.523,69,80,0.863,80,63,74,387,"",24,925,56,145,0.386,12,68,22,3,36,-3.10486704777509,4.60646837033934,8.36617549055905,15.9758465060269,-34.5750755164792
"7910","2009-2010","Rajon Rondo (rondora01)",23,"BOS","PG",24,151,326,0.463,142,302,0.47,0.477,68,114,0.596,134,223,57,379,"",24,975,9,24,0.375,38,96,46,3,72,-6.50129464420175,0.498449937159615,-18.5161999259534,-30.023439402878,70.7001868587851
"7911","2009-2010","Amar'e Stoudemire (stoudam01)",27,"PHO","PF",16,124,239,0.519,124,235,0.528,0.519,107,142,0.754,106,18,54,355,"",16,584,0,4,0,46,60,11,24,40,8.57104555831984,-1.4169250104734,-0.628038504257682,12.2632775809618,94.5761676044707
"7912","2009-2010","Kevin Garnett (garneke01)",33,"BOS","PF",23,149,301,0.495,149,299,0.498,0.495,47,56,0.839,170,58,74,345,"",23,766,0,2,0,32,138,26,20,31,1.93528775292609,-0.708462505236699,4.51232284339133,6.25751083353341,49.0205950708718
"7913","2009-2010","LeBron James (jamesle01)",25,"CLE","SF",11,106,211,0.502,86,161,0.534,0.55,88,120,0.733,102,84,23,320,"",11,460,20,50,0.4,15,87,19,20,42,6.83807802080636,2.28843736908253,-3.05073676416142,17.4907313846989,194.224314951869
"7914","2009-2010","Jason Richardson (richaja01)",29,"PHO","SG",16,112,223,0.502,64,122,0.525,0.61,44,58,0.759,87,17,35,316,"",16,533,48,101,0.475,18,69,17,4,10,4.08364918346817,12.1976434855467,0.0334772306553133,44.7937060542318,118.479501939808
"7915","2009-2010","Steve Nash (nashst01)",35,"PHO","PG",16,99,191,0.518,80,141,0.567,0.568,67,75,0.893,52,161,20,284,"",16,539,19,50,0.38,6,46,4,1,60,10.6416273349919,1.28843736908253,10.0932895223991,35.2418562996305,154.653774875795
"7916","2009-2010","Jameer Nelson (nelsoja01)",27,"ORL","PG",14,91,190,0.479,58,106,0.547,0.566,51,62,0.823,50,67,38,266,"",14,479,33,84,0.393,9,41,14,0,35,5.88008863481661,3.25657478005865,4.00378600518326,25.5336876149924,91.6425001631442
"7917","2009-2010","Metta World Peace (artesro01)",30,"LAL","SF",23,101,254,0.398,67,137,0.489,0.465,22,38,0.579,91,49,67,258,"",23,839,34,117,0.291,33,58,35,12,25,-0.346262802170991,-7.39805655634688,-6.81806664198445,-29.7047619153671,-135.246272046004
"7918","2009-2010","Dwight Howard (howardw01)",24,"ORL","C",14,86,140,0.614,86,140,0.614,0.614,82,158,0.519,155,19,59,254,"",14,497,0,0,NA,38,117,11,49,51,17.1461548007012,0,-37.8288034061459,-3.53649380474351,43.275590158887
"7919","2009-2010","Deron Williams (willide01)",25,"UTA","PG",10,67,149,0.45,47,98,0.48,0.517,89,111,0.802,27,102,37,243,"",10,398,20,51,0.392,4,23,10,4,30,-1.12969163950918,1.92620611646418,4.83706849315069,8.35630356352489,130.807632464014
"7920","2009-2010","Derek Fisher (fishede01)",35,"LAL","PG",23,82,183,0.448,55,108,0.509,0.522,46,56,0.821,58,64,83,237,"",23,754,27,75,0.36,9,49,28,1,36,1.88703370339805,0.432656053623796,3.50432284339133,8.57635841105883,-97.2783736482542
"7921","2009-2010","Lamar Odom (odomla01)",30,"LAL","PF",23,91,194,0.469,81,153,0.529,0.495,30,50,0.6,198,46,84,222,"",0,667,10,41,0.244,60,138,15,21,28,5.73329774648058,-4.51948135735232,-7.92114031840059,-10.0129888974964,-35.0529998715363
"7922","2009-2010","Vince Carter (cartevi01)",33,"ORL","SG",14,74,184,0.402,62,133,0.466,0.435,57,69,0.826,59,32,50,217,"",14,480,12,51,0.235,9,50,12,3,22,-3.39515293933388,-6.08079388353582,4.66282636060718,-20.369861168668,-27.1927824835887
"7923","2009-2010","Andrew Bynum (bynuman01)",22,"LAL","C",23,80,149,0.537,80,149,0.537,0.537,38,56,0.679,159,12,61,198,"",23,561,0,0,NA,59,100,6,36,21,6.77540760931769,0,-4.44767715660866,9.10313806202671,-18.8249002100315
"7924","2009-2010","Carlos Boozer (boozeca01)",28,"UTA","PF",10,89,168,0.53,89,168,0.53,0.53,19,35,0.543,132,30,38,197,"",10,402,0,0,NA,33,99,4,7,24,6.46338576084142,0,-7.53979822288041,5.38697329880242,42.3332364847589
"7925","2009-2010","Joe Johnson (johnsjo02)",28,"ATL","SG",11,77,199,0.387,68,158,0.43,0.41,34,42,0.81,56,55,22,197,"",11,440,9,41,0.22,20,36,10,3,25,-9.72133958206581,-5.50348135735232,2.1662421325435,-33.7868811036451,-13.6814086191267
"7926","2009-2010","Manu Ginóbili (ginobma01)",32,"SAS","SG",10,58,140,0.414,38,80,0.475,0.486,58,67,0.866,37,60,30,194,"",10,352,20,60,0.333,4,33,26,2,30,-1.32219725674219,-1.27387515710096,7.20767197334321,0.741651988555951,70.5612993261631
"7927","2009-2010","Tim Duncan (duncati01)",33,"SAS","C",10,78,150,0.52,77,148,0.52,0.523,33,69,0.478,99,26,27,190,"",10,373,1,2,0.5,30,69,8,17,24,4.21393507502696,0.291537494763301,-19.3491736393928,-10.046691005049,33.063808460681
"7928","2009-2010","Carmelo Anthony (anthoca01)",25,"DEN","SF",6,64,138,0.464,58,119,0.487,0.486,50,57,0.877,51,20,26,184,"",6,254,6,19,0.316,14,37,12,3,21,-0.538768419404,-0.726393799748638,6.75890003702332,3.50218179896941,78.8879820557027
"7929","2009-2010","Rashard Lewis (lewisra02)",30,"ORL","PF",14,66,143,0.462,38,68,0.559,0.559,20,25,0.8,79,32,38,180,"",14,512,28,75,0.373,15,64,15,10,25,4.58813233176915,1.4076560536238,1.0394298407997,14.4386626652094,-34.9112992399626
"7930","2009-2010","Paul Millsap (millspa01)",24,"UTA","PF",10,70,122,0.574,70,120,0.583,0.574,40,58,0.69,88,22,36,180,"",0,323,0,2,0,34,54,11,14,13,10.9767041148867,-0.708462505236699,-3.96852276934469,15.8594979447187,82.8791821582641
"7931","2009-2010","Jamal Crawford (crawfja01)",29,"ATL","SG",11,56,154,0.364,38,104,0.365,0.422,49,58,0.845,30,30,26,179,"",0,351,18,50,0.36,1,29,9,1,20,-13.1588564337648,0.288437369082531,5.02147723065531,-20.4309235296268,-7.95961156321602
"7932","2009-2010","Glen Davis (davisgl01)",24,"BOS","PF",24,59,124,0.476,59,121,0.488,0.476,57,79,0.722,109,10,54,175,"",1,483,0,3,0,39,70,19,9,22,-0.426823350822555,-1.06269375785505,-2.87740170307294,-6.91912967828319,-44.8628291108304
"7933","2009-2010","Tony Parker (parketo01)",27,"SAS","PG",10,73,154,0.474,71,151,0.47,0.481,25,42,0.595,38,54,20,173,"",2,335,2,3,0.667,9,29,6,0,22,-3.25064732210088,0.938306242144952,-6.8637578674565,-10.5501337852234,31.1273224802377
"7934","2009-2010","Antawn Jamison (jamisan01)",33,"CLE","PF",11,64,137,0.467,54,98,0.551,0.504,30,41,0.732,81,14,38,168,"",11,375,10,39,0.256,16,65,7,11,18,5.82830836049083,-3.83101885211562,-1.08333506108849,-0.919774896453704,-4.10929609269502
"7935","2009-2010","Dwyane Wade (wadedw01)",28,"MIA","SG",5,62,110,0.564,47,73,0.644,0.632,27,40,0.675,28,34,16,166,"",5,210,15,37,0.405,6,22,8,8,26,11.1304950032228,1.87844365312107,-3.33691225472047,24.5594087110883,107.644908431145
"7936","2009-2010","Al Horford (horfoal01)",23,"ATL","C",11,67,128,0.523,66,127,0.52,0.527,26,31,0.839,99,20,35,161,"",11,388,1,1,1,28,71,8,19,15,3.61601185492179,0.645768747381651,2.49789300259163,11.6672229545802,19.7804049717811
"7937","2009-2010","Dirk Nowitzki (nowitdi01)",31,"DAL","PF",6,58,106,0.547,54,99,0.545,0.566,40,42,0.952,49,18,15,160,"",6,233,4,7,0.571,7,42,5,4,10,5.29378089478155,1.51738123167155,8.1302421325435,23.2699476171213,85.1240277261162
"7938","2009-2010","Mo Williams (willima01)",27,"CLE","PG",11,52,127,0.409,35,75,0.467,0.476,37,46,0.804,34,59,35,158,"",11,411,17,52,0.327,3,31,6,2,23,-1.8395599281958,-1.41602513615417,2.09655090707146,-5.83064435778263,-19.6637628968746
"7939","2009-2010","Josh Smith (smithjo03)",24,"ATL","PF",11,62,129,0.481,60,123,0.488,0.488,29,44,0.659,99,29,30,155,"",11,392,2,6,0.333,37,62,13,19,17,-0.433878282241109,-0.127387515710096,-4.37460348019252,-5.62452259180503,10.8461092670715
"7940","2009-2010","Grant Hill (hillgr01)",37,"PHO","SF",16,59,123,0.48,56,107,0.523,0.492,33,38,0.868,93,36,46,154,"",16,452,3,16,0.188,12,81,13,10,19,3.36756116910733,-2.65970004189359,4.16393335801555,2.91995557054944,-28.4839020996769
"7941","2009-2010","Kevin Durant (duranke01)",21,"OKC","SF",6,43,123,0.35,33,88,0.375,0.39,54,62,0.871,46,14,17,150,"",6,231,10,35,0.286,8,38,3,8,22,-10.2544169824164,-2.38809384164223,6.97978600518327,-20.6933294845762,17.2646876569381
"7942","2009-2010","Rasheed Wallace (wallara01)",35,"BOS","C",24,52,125,0.416,33,70,0.471,0.492,24,29,0.828,71,9,82,147,"",1,410,19,55,0.345,5,66,10,14,9,-1.43692259964941,-0.507718894009217,2.01773861532766,-2.37926326599882,-45.6936449250237
"7943","2009-2010","C.J. Miles (milescj01)",22,"UTA","SF",10,47,106,0.443,32,60,0.533,0.514,35,39,0.897,25,28,48,144,"",10,337,15,46,0.326,5,20,6,6,19,2.48835205744336,-1.29863762044407,5.40451055164754,6.48530180520206,-8.20958795322993
"7944","2009-2010","George Hill (hillge01)",23,"SAS","PG",10,46,102,0.451,35,73,0.479,0.505,31,37,0.838,31,7,21,134,"",8,344,11,29,0.379,5,26,10,2,8,-0.914504996777244,0.718293674067868,2.94435616438356,3.27022719303268,-35.3592575478901
"7945","2009-2010","Derrick Rose (rosede01)",21,"CHI","PG",5,57,125,0.456,55,119,0.462,0.464,18,22,0.818,17,36,8,134,"",5,212,2,6,0.333,4,13,4,0,13,-3.513768419404,-0.127387515710096,1.31069825990374,-6.09900112603454,45.3410662534318
"7946","2009-2010","Wesley Matthews (matthwe02)",23,"UTA","SG",10,39,101,0.386,24,59,0.407,0.46,39,48,0.813,44,17,34,132,"",10,371,15,42,0.357,10,34,18,5,15,-4.98712047684736,0.116287390029326,2.61970529433543,-7.00567348927132,-43.4982397961561
"7947","2009-2010","Channing Frye (fryech01)",26,"PHO","C",16,43,118,0.364,13,32,0.406,0.492,15,16,0.938,90,15,50,131,"",0,435,30,86,0.349,10,80,12,9,8,-2.73687890269687,-0.449887725178048,2.87323509811181,-3.95018588281608,-64.5297034095539
"7948","2009-2010","Brandon Jennings (jennibr01)",20,"MIL","PG",7,49,120,0.408,37,79,0.468,0.458,21,26,0.808,21,25,19,131,"",7,249,12,41,0.293,5,16,8,4,8,-1.8586697910329,-2.51048135735233,1.28900703443169,-9.95977661969109,18.3977073943449
"7949","2009-2010","Kendrick Perkins (perkike01)",25,"BOS","C",23,49,96,0.51,49,95,0.516,0.51,33,55,0.6,143,22,79,131,"",23,575,0,1,0,41,102,9,32,43,2.32489075761866,-0.354231252618349,-8.71325435024065,-5.12616659285839,-129.666600806197
"7950","2009-2010","Shaquille O'Neal (onealsh01)",37,"CLE","C",11,48,93,0.516,48,93,0.516,0.516,31,47,0.66,61,15,41,127,"",11,243,0,0,NA,21,40,2,13,24,2.27594568903721,0,-4.62587189929656,-0.0739805212221309,19.3699589559099
"7951","2009-2010","Russell Westbrook (westbru01)",21,"OKC","PG",6,43,91,0.473,38,79,0.481,0.5,32,38,0.842,36,36,13,123,"",6,212,5,12,0.417,10,26,10,1,14,-0.831669791032908,0.753224968579807,3.17593335801555,3.77226868168915,56.9678228220333
"7952","2009-2010","Tony Allen (allento01)",28,"BOS","SG",24,47,98,0.48,47,93,0.505,0.48,28,36,0.778,41,17,58,122,"",0,391,0,5,0,13,28,25,14,23,1.25294568903721,-1.77115626309175,0.704778970751574,-2.10279844044924,-53.9441961296029
"7953","2009-2010","Chauncey Billups (billuch01)",33,"DEN","PG",6,37,83,0.446,26,52,0.5,0.512,37,42,0.881,14,38,24,122,"",6,207,11,31,0.355,1,13,6,3,18,0.44057178311758,0.023831168831169,5.1482421325435,6.10087920527217,47.7045527722485
"7954","2009-2010","Goran Dragić (dragigo01)",23,"PHO","PG",16,43,100,0.43,30,60,0.5,0.495,23,31,0.742,29,36,18,122,"",0,237,13,40,0.325,10,19,4,1,16,0.508352057443362,-1.16925010473397,-0.509106997408368,-3.00015319672357,25.8980879025811
"7955","2009-2010","Jared Dudley (dudleja01)",24,"PHO","SF",16,40,86,0.465,15,27,0.556,0.61,17,28,0.607,60,28,37,122,"",0,377,25,59,0.424,15,45,18,6,9,1.74075842584951,4.11635609551739,-4.23983857830433,11.5907465599469,-13.8217080402694
"7956","2009-2010","John Salmons (salmojo01)",30,"MIL","SG",7,44,109,0.404,40,86,0.465,0.422,27,28,0.964,26,28,19,119,"",7,285,4,23,0.174,7,19,10,4,12,-2.28136205099785,-4.14531881022204,5.75616142169567,-11.2425191109661,-11.6176786178346
"7957","2009-2010","Caron Butler (butleca01)",29,"DAL","SG",6,43,99,0.434,36,76,0.474,0.47,25,27,0.926,35,8,16,118,"",6,202,7,23,0.304,3,32,9,5,15,-1.33208739390508,-1.15531881022204,4.52458422806368,-1.60554699041258,19.3308151081181
"7958","2009-2010","Mickaël Piétrus (pietrmi01)",27,"ORL","SF",14,35,80,0.438,7,19,0.368,0.613,20,30,0.667,20,10,27,118,"",0,282,28,61,0.459,2,18,9,6,6,-2.34702184847627,6.39089359028069,-2.74268419104035,11.7359528828492,-5.12517521038165
"7959","2009-2010","Leandro Barbosa (barbole01)",27,"PHO","PG",16,43,103,0.417,31,68,0.456,0.476,17,24,0.708,21,20,33,115,"",0,250,12,35,0.343,2,19,5,2,15,-2.41586766823086,-0.393093841642227,-1.21014735283229,-7.22116421422068,-12.9747194997981
"7960","2009-2010","LaMarcus Aldridge (aldrila01)",24,"POR","PF",6,40,93,0.43,39,91,0.429,0.435,33,44,0.75,36,13,16,114,"",6,229,1,2,0.5,10,26,7,11,11,-5.68999937954424,0.291537494763301,-0.370603480192521,-10.8759897549911,5.71734356316052
"7961","2009-2010","Shannon Brown (brownsh01)",24,"LAL","SG",23,42,107,0.393,33,75,0.44,0.435,20,28,0.714,29,20,37,113,"",0,324,9,32,0.281,7,22,10,7,13,-3.8645599281958,-2.34340008378718,-1.24383857830433,-16.0031586860575,-51.1091491410792
"7962","2009-2010","Jordan Farmar (farmajo01)",23,"LAL","PG",23,38,94,0.404,18,44,0.409,0.511,9,13,0.692,27,32,30,105,"",0,301,20,50,0.4,1,26,17,0,20,-3.6312084912082,2.28843736908253,-0.863496482784155,-1.26060135795296,-26.4272384492889
"7963","2009-2010","JJ Redick (redicjj01)",25,"ORL","SG",14,30,71,0.423,15,36,0.417,0.528,30,35,0.857,24,19,22,105,"",0,269,15,35,0.429,4,20,10,0,20,-2.68298876553398,2.61690615835777,3.45020177711958,5.93494272112493,-21.3382843580053
"7964","2009-2010","Luol Deng (denglu01)",24,"CHI","SF",5,37,80,0.463,36,68,0.529,0.469,19,26,0.731,25,7,15,94,"",5,203,1,12,0.083,8,17,6,4,3,2.54813233176915,-3.25477503142019,-0.712992965568308,-5.3810533962906,-2.56635831966832
"7965","2009-2010","Richard Jefferson (jefferi01)",29,"SAS","SF",10,34,70,0.486,33,65,0.508,0.493,25,33,0.758,53,18,20,94,"",10,334,1,5,0.2,8,45,6,6,15,1.07071472889698,-0.771156263091747,-0.0139526101443908,-0.185991941625679,-62.0472440431933
"7966","2009-2010","Andre Miller (millean02)",33,"POR","PG",6,30,74,0.405,27,67,0.403,0.426,31,40,0.775,19,36,12,94,"",6,210,3,7,0.429,5,14,7,1,19,-5.93134020252158,0.523381231671554,0.663087745279527,-9.62944896474897,1.7485581885002
"7967","2009-2010","Mike Bibby (bibbymi01)",31,"ATL","PG",11,36,80,0.45,22,46,0.478,0.538,7,10,0.7,28,28,26,93,"",11,292,14,34,0.412,5,23,9,0,12,-0.622263422626757,1.96413741097612,-0.584228063680119,4.06365732399473,-30.3560232621262
"7968","2009-2010","Marvin Williams (willima02)",23,"ATL","SF",11,31,79,0.392,30,77,0.39,0.399,29,32,0.906,63,8,20,92,"",11,345,1,2,0.5,23,40,6,5,5,-7.81761485961435,0.291537494763301,4.72247019622362,-10.0381470387152,-73.0795471201921
"7969","2009-2010","Anthony Parker (parkean01)",34,"CLE","SG",11,30,64,0.469,10,20,0.5,0.625,11,15,0.733,26,14,16,91,"",11,331,20,44,0.455,1,25,9,3,11,0.169450685814454,4.43382488479263,-0.381342095520178,13.2590339304866,-59.5454038449465
"7970","2009-2010","Matt Barnes (barnema02)",29,"ORL","SF",14,30,75,0.4,18,43,0.419,0.48,17,20,0.85,66,19,28,89,"",14,326,12,32,0.375,16,50,10,3,10,-3.11868102549892,0.66459991621282,1.83154387263976,-2.41201842971963,-50.5361984116725
"7971","2009-2010","Kyle Korver (korveky01)",28,"UTA","SG",10,32,61,0.525,21,38,0.553,0.615,8,9,0.889,11,13,22,83,"",0,210,11,23,0.478,0,11,5,0,7,2.33595630304746,2.84668118977796,1.17519474268789,14.3871509181167,-5.71048281922995
"7972","2009-2010","Jerryd Bayless (bayleje01)",21,"POR","SG",6,28,65,0.431,22,50,0.44,0.477,19,24,0.792,16,23,21,81,"",2,166,6,15,0.4,4,12,2,0,8,-2.57637328546386,0.68653121072476,0.805852647167717,-2.28730029158573,10.4671611935941
"7973","2009-2010","Jason Terry (terryja01)",32,"DAL","SG",6,26,69,0.377,14,39,0.359,0.464,12,16,0.75,15,12,16,76,"",0,174,12,30,0.4,2,13,4,1,6,-5.16857116266182,1.37306242144952,-0.13476490188819,-6.35271996286326,-11.7272929882486
"7974","2009-2010","Joakim Noah (noahjo01)",24,"CHI","C",5,28,53,0.528,28,53,0.528,0.528,18,19,0.947,65,13,20,74,"",5,188,0,0,NA,20,45,9,7,15,1.9330443174083,0,3.58296667900777,7.44905531382438,14.0560554675765
"7975","2009-2010","Delonte West (westde01)",26,"CLE","SG",11,28,67,0.418,25,48,0.521,0.44,15,16,0.938,21,29,16,74,"",0,269,3,19,0.158,6,15,9,3,19,1.41468164595469,-3.72839379974864,2.87323509811181,-5.48258300922472,-50.6670492188043
"7976","2009-2010","Stephen Jackson (jacksst02)",31,"CHA","SG",4,24,67,0.358,21,49,0.429,0.381,21,26,0.808,20,15,13,72,"",4,156,3,18,0.167,6,14,5,1,17,-3.06384581975459,-3.37016254713029,1.28900703443169,-14.9491722464683,-17.3255311065793
"7977","2009-2010","Jeff Green (greenje02)",23,"OKC","PF",6,23,70,0.329,15,43,0.349,0.386,17,20,0.85,28,10,16,71,"",6,224,8,27,0.296,6,22,4,3,6,-6.12868102549893,-1.57224382069543,1.83154387263976,-15.1425496404444,-49.4178576806348
"7978","2009-2010","Nate Robinson (robinna01)",25,"BOS","PG",17,24,64,0.375,13,31,0.419,0.461,12,15,0.8,14,18,16,71,"",0,128,11,33,0.333,4,10,6,1,7,-2.2483514369876,-0.700631336405529,0.623657904479823,-5.97493897871196,17.6087575688268
"7979","2009-2010","Carlos Delfino (delfica01)",27,"MIL","SF",7,26,73,0.356,11,36,0.306,0.459,3,4,0.75,28,18,14,70,"",7,226,15,37,0.405,3,25,5,2,12,-6.67898876553398,1.87844365312107,-0.0336912254720474,-7.75633779717679,-42.1982164395236
"7980","2009-2010","Gerald Wallace (wallage01)",27,"CHA","SF",4,21,44,0.477,16,33,0.485,0.534,23,35,0.657,36,9,9,70,"",4,164,5,11,0.455,2,34,5,6,3,-0.215406368406151,1.10845622119816,-3.54979822288041,-0.655242296098245,2.73828556195411
"7981","2009-2010","Ersan İlyasova (ilyaser01)",22,"MIL","PF",7,24,50,0.48,19,36,0.528,0.53,15,18,0.833,53,3,14,68,"",0,157,5,14,0.357,21,32,5,1,10,1.31301123446602,0.0387624633431086,1.34238948537579,4.08469934433715,5.52723093062459
"7982","2009-2010","Antonio McDyess (mcdyean01)",35,"SAS","PF",10,33,62,0.532,33,62,0.532,0.532,2,2,1,68,12,27,68,"",10,247,0,0,NA,18,50,2,7,9,2.50929712602481,0,0.483154387263976,5.5017486393136,-29.2346111603275
